geometry,temperature_K,window_s,center_distance_nm,surface_gap_nm,kBT_J,U_initial_kBT,Udd_eq_kBT,Udd_time_mean_kBT,Udd_end_kBT,delta_Uani_kBT,delta_Fmag_eq_kBT,delta_Fmag_time_mean_kBT,delta_Fmag_end_kBT,delta_Fmag_of_mean_probability_kBT,relaxation_free_energy_excess_time_mean_kBT,relaxation_free_energy_excess_end_kBT,internal_energy_relaxation_deficit_kBT,vdW_kBT,partial_contact_F_eq_kBT,partial_contact_F_time_mean_kBT,tau_N_isolated_s,tau_B_free_s,hexane_viscosity_Pa_s,detailed_balance_relative_error,KL_quadrature_error_kBT,free_energy_identity_error_kBT,ligand_solvent_F_J,assembly_translation_rotation_F_J,assembly_delta_G_J,U_initial_J,Udd_eq_J,Udd_time_mean_J,Udd_end_J,delta_Uani_J,delta_Fmag_eq_J,delta_Fmag_time_mean_J,delta_Fmag_end_J,delta_Fmag_of_mean_probability_J,relaxation_free_energy_excess_time_mean_J,relaxation_free_energy_excess_end_J,internal_energy_relaxation_deficit_J,vdW_J,partial_contact_F_eq_J,partial_contact_F_time_mean_J,KL_quadrature_error_J,free_energy_identity_error_J
face,242.0,20.0,19.0,3.0,3.34117058e-21,0.0,-7.777905830927175,-3.9201221779634423,-5.902654528876189,0.0,-5.886989286621755,-3.406195687201863,-4.9234973921417104,-3.4811973285669726,2.4807935994198917,0.9634918944800435,3.8577836529637324,-1.461594645245144,-7.348583931866899,-4.867790332447007,231.16730542129804,1.8345578754965897e-06,0.0005689176218093658,2.1051831381175654e-17,2.7542341734186814e-14,6.661338147750939e-16,nan,nan,nan,0.0,-2.5987310136304332e-20,-1.3097796891016978e-20,-1.9721775655784885e-20,0.0,-1.9669435409235795e-20,-1.1380680819801747e-20,-1.6450244637330608e-20,-1.1631274097382563e-20,8.288754589434047e-21,3.2191907719051855e-21,1.2889513245287352e-20,-4.8834370285786125e-21,-2.455287243781441e-20,-1.626411784838036e-20,9.202366190657117e-35,2.2256667042697133e-36
face,243.0,20.0,19.0,3.0,3.35497707e-21,0.0,-7.743430202534427,-4.089866261408362,-6.081212502546123,0.0,-5.854986528535153,-3.5315723617646153,-5.032382252039523,-3.611485054497927,2.3234141667705375,0.8226042764956291,3.6535639411260643,-1.4555798524663575,-7.31056638100151,-4.9871522142309725,207.55116467786746,1.8031500734736297e-06,0.0005614883506835106,3.2136347793357934e-17,2.579507903688924e-14,9.992007221626409e-16,nan,nan,nan,0.0,-2.5979030772648458e-20,-1.3721407526391682e-20,-2.040232850383956e-20,0.0,-1.964334554839434e-20,-1.184834429476603e-20,-1.688352706306756e-20,-1.2116449546488246e-20,7.795001253628309e-21,2.7598184853267755e-21,1.2257623246256775e-20,-4.8834370285786125e-21,-2.452678257697295e-20,-1.673178132334464e-20,8.654189868760109e-35,3.352295511183101e-36
face,244.0,20.0,19.0,3.0,3.36878356e-21,0.0,-7.709217297983065,-4.258051077266124,-6.249847804776254,0.0,-5.8232562428852,-3.6534131987616316,-5.130343499189981,-3.7382927133058748,2.169843044123568,0.6929127436952195,3.4511662207169405,-1.4496143612677248,-7.272870604152924,-5.103027560029356,186.5123334281847,1.772420016517457e-06,0.0005541904979109645,4.712881109392708e-17,2.409009707408725e-14,5.551115123125783e-16,nan,nan,nan,0.0,-2.597068449391297e-20,-1.434445246673441e-20,-2.1054384537232332e-20,0.0,-1.9617289896699028e-20,-1.2307558321875197e-20,-1.728301683722408e-20,-1.2593499035052624e-20,7.309731574823831e-21,2.3342730594749492e-21,1.1626232027178561e-20,-4.8834370285786125e-21,-2.450072692527764e-20,-1.719099535045381e-20,8.115432298198923e-35,1.8700505366453515e-36
face,245.0,20.0,19.0,3.0,3.38259005e-21,0.0,-7.675263985089135,-4.423888037275474,-6.407335743177386,0.0,-5.791795132728363,-3.771077000035423,-5.216787747788807,-3.8609439362668683,2.02071813269294,0.5750073849395563,3.251375947813661,-1.4436975679564281,-7.235492700684791,-5.214774567991851,167.75244378244597,1.742350743629214e-06,0.0005470213439804683,1.6210484652758462e-17,2.2434477971932544e-14,2.220446049250313e-16,nan,nan,nan,0.0,-2.5962271587085857e-20,-1.4964199657202048e-20,-2.167339013188118e-20,0.0,-1.959126858760539e-20,-1.2756007538103671e-20,-1.764625432863233e-20,-1.3059990542424143e-20,6.83526104950172e-21,1.945014258973063e-21,1.0998071929883808e-20,-4.8834370285786125e-21,-2.4474705616184004e-20,-1.7639444566682284e-20,7.58866419648032e-35,7.510858712755919e-37
face,246.0,20.0,19.0,3.0,3.39639654e-21,0.0,-7.6415671837585295,-4.58657266626223,-6.552543799138952,0.0,-5.760599954061923,-3.88395097650382,-5.291297326419058,-3.9787844687560354,1.8766489775581028,0.46930262764286385,3.0549945174963,-1.4378288786557922,-7.198428832717715,-5.321779855159612,151.00956413807552,1.7129257608765755e-06,0.0005399782296787183,4.7943996345818716e-17,2.0834989040242643e-14,8.326672684688674e-16,nan,nan,nan,0.0,-2.5953792343095013e-20,-1.5577819534151613e-20,-2.2255037087593994e-20,0.0,-1.9565281752300075e-20,-1.3191437658127197e-20,-1.797134393156094e-20,-1.3513529803088738e-20,6.373844094172878e-21,1.5939378207391311e-21,1.0375972808943402e-20,-4.8834370285786125e-21,-2.4448718780878686e-20,-1.8074874686705806e-20,7.076388468721804e-35,2.8280682295989124e-36
face,247.0,20.0,19.0,3.0,3.4102030300000005e-21,0.0,-7.6081238648949565,-4.745296775824849,-6.684471612846263,0.0,-5.729667514755776,-3.9914645513541087,-5.353657454138629,-4.091195958714691,1.7382029634016671,0.3760100606171476,2.862827089070107,-1.4320077091065782,-7.161675223862354,-5.423472260460687,136.0535270005125,1.684129027925906e-06,0.000533058554820157,5.162959078759098e-17,1.9297929514402092e-14,7.771561172376096e-16,nan,nan,nan,0.0,-2.5945247056680096e-20,-1.6182425443167135e-20,-2.2795405348077316e-20,0.0,-1.953932951971272e-20,-1.3611704507165374e-20,-1.8257058871685642e-20,-1.3951808854732594e-20,5.9276250125473456e-21,1.2822706480270805e-21,9.76282161351296e-21,-4.8834370285786125e-21,-2.4422766548291333e-20,-1.8495141535743988e-20,6.580985770274045e-35,2.6502601457867318e-36
face,248.0,20.0,19.0,3.0,3.42400952e-21,0.0,-7.574931049334676,-4.899262776601928,-6.802293663754943,0.0,-5.698994673510202,-4.093103750650879,-5.403881005069423,-4.197610396781805,1.6058909228593223,0.2951136684407782,2.6756682727327483,-1.4262334844730842,-7.125228157983287,-5.519337235123963,122.6818834752502,1.6559449449525575e-06,0.00052625977699339,2.5123083591251146e-17,1.782897077594961e-14,7.216449660063518e-16,nan,nan,nan,0.0,-2.5936636026265522e-20,-1.6775122388066634e-20,-2.3291118262532606e-20,0.0,-1.9513412016528223e-20,-1.401482620857632e-20,-1.8502940006304875e-20,-1.4372657959831877e-20,5.498585807951906e-21,1.010472010223348e-21,9.161513638198887e-21,-4.8834370285786125e-21,-2.439684904510684e-20,-1.889826323715493e-20,6.104656566865326e-35,2.470919233665825e-36
face,249.0,20.0,19.0,3.0,3.4378160100000005e-21,0.0,-7.5419858068075625,-5.0477000023475895,-6.905402938071015,0.0,-5.668578338838812,-4.188425740450329,-5.442227855797796,-4.297524770588917,1.4801525983884836,0.22635048304101724,2.494285804459973,-1.420505639153915,-7.089083977992727,-5.608931379604244,110.71639679665235,1.6283583399207908e-06,0.0005195794103248981,2.8242123138643945e-17,1.6432994946896468e-14,1.1102230246251565e-15,nan,nan,nan,0.0,-2.592795955383581e-20,-1.7353063881747583e-20,-2.3739504776001578e-20,0.0,-1.9487529367199276e-20,-1.439903706721625e-20,-1.8709378052729637e-20,-1.4774099459702158e-20,5.08849229998303e-21,7.781513144696426e-22,8.574895672088226e-21,-4.8834370285786125e-21,-2.437096639577789e-20,-1.928247409579486e-20,5.649361312068979e-35,3.816742488726988e-36
face,250.0,20.0,19.0,3.0,3.4516225e-21,0.0,-7.50928525492369,-5.189882723977579,-6.993452590621777,0.0,-5.638415468076016,-4.277072798884273,-5.469214502165501,-4.390515339207629,1.3613426691917434,0.16920096591051417,2.3194025309461113,-1.4148236165972994,-7.053239084673316,-5.6918964154815725,100.00000000000016,1.6013544562247125e-06,0.0005130150242606042,1.4178169017935275e-17,1.5113939757413412e-14,9.71445146547012e-16,nan,nan,nan,0.0,-2.5919217944812848e-20,-1.7913515982442303e-20,-2.4138758314473415e-20,0.0,-1.946168169395921e-20,-1.4762840706766932e-20,-1.8877663833000744e-20,-1.5154401531404184e-20,4.6988409871922786e-21,5.840178609584637e-22,8.005701962370544e-21,-4.8834370285786125e-21,-2.4345118722537825e-20,-1.9646277735345546e-20,5.216761453033268e-35,3.353061925337464e-36
face,251.0,20.0,19.0,3.0,3.4654289900000005e-21,0.0,-7.476826558184616,-5.32514925297998,-7.066391310572963,0.0,-5.608503066408265,-4.358784702139345,-5.485609089652605,-4.47625074280864,1.2497183642689205,0.1228939767556606,2.151677305204636,-1.409186869120816,-7.017689935529082,-5.767971571260161,90.39415366299446,1.5749189406817311e-06,0.0005065642423658022,6.09365292688997e-17,1.3874661023082441e-14,1.1102230246251565e-16,nan,nan,nan,0.0,-2.5910411507934895e-20,-1.8453926597353668e-20,-2.4488077302343645e-20,0.0,-1.94358691168351e-20,-1.5105058867962202e-20,-1.9009988767089647e-20,-1.5512129090638098e-20,4.330810248872898e-21,4.258803497454524e-22,7.456484910581225e-21,-4.8834370285786125e-21,-2.4319306145413715e-20,-1.9988495896540816e-20,4.8081652535812956e-35,3.847399054901502e-37
face,252.0,20.0,19.0,3.0,3.47923548e-21,0.0,-7.444606927018758,-5.452921202159064,-7.124487203638729,0.0,-5.578838185928485,-4.433408250697706,-5.4924077190142,-4.554502982477311,1.1454299352307789,0.08643046691428521,1.9916857248596944,-1.403594857735416,-6.982433043663901,-5.837003108433122,81.77654884145369,1.5490378318699685e-06,0.0005002247411438418,4.813542730296549e-17,1.2716826871881126e-14,1.1102230246251565e-15,nan,nan,nan,0.0,-2.5901540555137434e-20,-1.8971996916196068e-20,-2.4787768655705852e-20,0.0,-1.9410091753661224e-20,-1.5424871283152195e-20,-1.9109379806620077e-20,-1.584618837040088e-20,3.985220470509028e-21,3.0071194704114726e-22,6.929543638941367e-21,-4.8834370285786125e-21,-2.4293528782239835e-20,-2.0308308311730806e-20,4.424483524566623e-35,3.862727337988758e-36
face,253.0,20.0,19.0,3.0,3.4930419700000006e-21,0.0,-7.412623616840321,-5.572721648440378,-7.168334913867437,0.0,-5.549417924712945,-4.500902577232447,-5.490790081368913,-4.625155199888344,1.0485153474804982,0.05862784334403257,1.8399019683999427,-1.398047051973616,-6.947464976686561,-5.898949629206062,74.03910815253931,1.5236975488011728e-06,0.0004939942488739163,3.6991100072876484e-17,1.1640858804456957e-14,2.220446049250313e-15,nan,nan,nan,0.0,-2.5892605401436444e-20,-1.946575060512983e-20,-2.5039294709155294e-20,0.0,-1.9384349720092623e-20,-1.5721841605154105e-20,-1.917956020268133e-20,-1.6155861230973725e-20,3.6625081149385146e-21,2.0478951741129095e-22,6.4268547963066145e-21,-4.8834370285786125e-21,-2.4267786748671234e-20,-2.0605278633732716e-20,4.066200837081218e-35,7.756111242152032e-36
face,254.0,20.0,19.0,3.0,3.50684846e-21,0.0,-7.380873927130834,-5.6841907076248095,-7.198841704850611,0.0,-5.520239425920065,-4.561339055289466,-5.482055982453161,-4.688205222886244,0.9589003706305987,0.03818344346690287,1.6966832195060242,-1.3925429297217513,-6.912782355641816,-5.953881985011217,67.08624462877196,1.4988848799207609e-06,0.0004878705444682346,3.072061172050768e-17,1.0645932697956869e-14,2.3314683517128287e-15,nan,nan,nan,0.0,-2.588360636481292e-20,-1.9933595429380375e-20,-2.524524694643914e-20,0.0,-1.9358643129619064e-20,-1.5995924841579718e-20,-1.9224739579699656e-20,-1.6440825266042582e-20,3.3627182880393446e-21,1.3390354991940539e-22,5.950010935432543e-21,-4.8834370285786125e-21,-2.4242080158197678e-20,-2.087936187015833e-20,3.733367268709369e-35,8.176106198742872e-36
face,255.0,20.0,19.0,3.0,3.5206549500000006e-21,0.0,-7.349355200542933,-5.787096965830234,-7.2171903576527985,0.0,-5.491299876910442,-4.6148951142978305,-5.467548499150884,-4.743764068542065,0.8764047626126109,0.023751377759556245,1.562258234712699,-1.3870819770561758,-6.8783818539666175,-6.001977091354006,60.83334365479985,1.474586972426643e-06,0.0004818514563487896,6.618657791012767e-17,9.730047463436651e-15,1.4675760606763788e-15,nan,nan,nan,0.0,-2.5874543766099723e-20,-2.0374371578880197e-20,-2.54092369577626e-20,0.0,-1.9332972093579142e-20,-1.6247453327883474e-20,-1.9249351687900635e-20,-1.6701156449544764e-20,3.085518765695664e-21,8.362040567850161e-23,5.500172187219526e-21,-4.8834370285786125e-21,-2.4216409122157753e-20,-2.1130890356462088e-20,3.42561397658832e-35,5.1668289225217945e-36
face,256.0,20.0,19.0,3.0,3.53446144e-21,0.0,-7.318064822025697,-5.881343378047377,-7.224779796283873,0.0,-5.462596508387599,-4.661842024400232,-5.448573237311393,-4.792049017710685,0.8007544839873668,0.014023271076206146,1.4367214439783202,-1.3816636880833002,-6.844260196470899,-6.043505712483532,55.2054381559135,1.4507913218986208e-06,0.0004759348613438821,3.203144777420977e-17,8.890160651946109e-15,6.661338147750939e-16,nan,nan,nan,0.0,-2.586541792887029e-20,-2.0787381385107796e-20,-2.553570560245641e-20,0.0,-1.9307336721174607e-20,-1.647710087461416e-20,-1.925777201029309e-20,-1.6937312471688295e-20,2.8302358465604458e-21,4.9564710881517925e-23,5.078036543762493e-21,-4.8834370285786125e-21,-2.4190773749753218e-20,-2.1360537903192774e-20,3.1421930019708783e-35,2.354424282202672e-36
face,257.0,20.0,19.0,3.0,3.54826793e-21,0.0,-7.287000217970905,-5.966966661786525,-7.223147822126783,0.0,-5.434126593558827,-4.702527603055795,-5.426325021884679,-4.833371449656397,0.731598990503032,0.007801571674148174,1.32003355618438,-1.3762875647833654,-6.810414158342192,-6.078815167839161,50.13605135843289,1.4274857622302419e-06,0.00047011868360452173,2.6920550849564847e-17,8.122380440489875e-15,4.2934406030425976e-16,nan,nan,nan,0.0,-2.5856229179329172e-20,-2.1172396445396284e-20,-2.5629663770901805e-20,0.0,-1.928173711948493e-20,-1.6685827883862648e-20,-1.9254055052909955e-20,-1.7150096908593404e-20,2.595909235622283e-21,2.768206657497638e-23,4.683832733932888e-21,-4.8834370285786125e-21,-2.4165174148063542e-20,-2.1569264912441262e-20,2.8820382032249496e-35,1.523427760113591e-36
face,258.0,20.0,19.0,3.0,3.56207442e-21,0.0,-7.256158855379608,-6.044129850685959,-7.213883526453176,0.0,-5.405887447315618,-4.7373555879072295,-5.401832285017857,-4.868120256488567,0.6685318594083888,0.004055162297760163,1.2120290046936493,-1.3709531168578484,-6.776840564173467,-6.1083087047650775,45.56618499368749,1.4046584558551029e-06,0.00046440089354076114,5.478609893849595e-17,7.422194630106612e-15,9.870576578308032e-16,nan,nan,nan,0.0,-2.5846977846204183e-20,-2.1529640332286874e-20,-2.5696389978438256e-20,0.0,-1.9256173393482062e-20,-1.6874813158128406e-20,-1.924172860359226e-20,-1.7340606639121764e-20,2.381360235353658e-21,1.44447898897999e-23,4.317337513917308e-21,-4.8834370285786125e-21,-2.4139610422060676e-20,-2.1758250186707017e-20,2.6438409632164126e-35,3.515972834024217e-36
face,259.0,20.0,19.0,3.0,3.57588091e-21,0.0,-7.225538241048718,-6.113108440914035,-7.198539097489518,0.0,-5.377876425433123,-4.766763881718872,-5.375925480241077,-4.896742218333995,0.6111125437142505,0.001950945192046119,1.1124298001346835,-1.365659861580405,-6.743536287013528,-6.132423743299277,41.443433858947564,1.38229788425973e-06,0.0004587795067780007,3.45750917954785e-17,6.784712166688084e-15,7.771561172376096e-16,nan,nan,nan,0.0,-2.5837664260641088e-20,-2.185974777462436e-20,-2.5741118538601396e-20,0.0,-1.9230645646045342e-20,-1.7045379967116012e-20,-1.9223669298376648e-20,-1.7510167019731585e-20,2.1852656789293287e-21,6.976347668694e-24,3.97791648601673e-21,-4.8834370285786125e-21,-2.4114082674623955e-20,-2.1928816995694626e-20,2.4261322716704654e-35,2.77901772371969e-36
face,260.0,20.0,19.0,3.0,3.5896874e-21,0.0,-7.195135920776746,-6.174271330479121,-7.178551226437165,0.0,-5.350090923788124,-4.791203873063681,-5.349230511954191,-4.919721087044969,0.5588870507244429,0.0008604118339322428,1.0208645902976254,-1.3604073236512495,-6.710498247439373,-6.1516111967149305,37.72121025624578,1.3603928387752672e-06,0.0004532525831332399,5.1234833052117685e-17,6.204892718791242e-15,5.551115123125783e-16,nan,nan,nan,0.0,-2.5828288756099686e-20,-2.2163703999202136e-20,-2.576875488779604e-20,0.0,-1.920515397797659e-20,-1.7198924173967897e-20,-1.920206536845751e-20,-1.7660260797679628e-20,2.0062298040086937e-21,3.0886095190774647e-24,3.664584756897549e-21,-4.8834370285786125e-21,-2.4088591006555202e-20,-2.2082361202546508e-20,2.2273625210996665e-35,1.9926768013434074e-36
face,261.0,20.0,19.0,3.0,3.60349389e-21,0.0,-7.164949478588291,-6.228058369700401,-7.155180868948566,0.0,-5.322528377595064,-4.811122617962567,-5.32218361148363,-4.937557214016655,0.511405759632497,0.0003447661114324702,0.93689110888789,-1.3551950350548847,-6.677723412649948,-6.166317653017451,34.35806406770013,1.3389324116403761e-06,0.00044781822561123857,1.5826348171220203e-17,5.677744492699167e-15,1.4992889742215798e-15,nan,nan,nan,0.0,-2.5818851668251593e-20,-2.2442770281778756e-20,-2.5783650543101048e-20,0.0,-1.9179698488015424e-20,-1.733685095786891e-20,-1.9178456125439393e-20,-1.7792457252234437e-20,1.8428475301465116e-21,1.2423625760259656e-24,3.376081386472836e-21,-4.8834370285786125e-21,-2.4063135516594035e-20,-2.2220287986447525e-20,2.0459717588422598e-35,5.40267865795183e-36
face,262.0,20.0,19.0,3.0,3.61730038e-21,0.0,-7.134976535976919,-6.27495668174015,-7.129476942380724,0.0,-5.295186260659567,-4.826949029075447,-5.295061746183887,-4.950749348692899,0.46823723158412056,0.00012451447567955303,0.8600198542367687,-1.3500225349210873,-6.645208795580654,-6.176971563996534,31.317086148064412,1.3179059873278584e-06,0.00044247457942050565,1.1006021148006914e-17,5.1984775549143215e-15,7.399137726127325e-16,nan,nan,nan,0.0,-2.5809353334880393e-20,-2.2698403189342186e-20,-2.5789459652875033e-20,0.0,-1.9154279272854633e-20,-1.7460524557115246e-20,-1.9153828866594438e-20,-1.7908347500311576e-20,1.6937547157393875e-21,4.50406260191148e-25,3.1109501455382083e-21,-4.8834370285786125e-21,-2.4037716301433244e-20,-2.234396158569386e-20,1.8804454834813047e-35,2.676490370839271e-36
face,263.0,20.0,19.0,3.0,3.63110687e-21,0.0,-7.105214751165718,-6.3154779036628375,-7.102265331161018,0.0,-5.268062084649071,-4.839084561484515,-5.268021940800409,-4.959779784372149,0.4289775231645566,4.014384866070857e-05,0.7897368475028808,-1.344889369389068,-6.612951454038139,-6.183973930873583,28.5653843679249,1.2973032341276683e-06,0.0004372198310090094,3.7440270270564436e-17,4.7626072326396225e-15,1.424485800583658e-15,nan,nan,nan,0.0,-2.5799794095783178e-20,-2.2932175203323327e-20,-2.5789084436541596e-20,0.0,-1.9128896427155765e-20,-1.757123319571736e-20,-1.91287506605511e-20,-1.8009490448720828e-20,1.5576632314384056e-21,1.4576660466013918e-25,2.8676188924598525e-21,-4.8834370285786125e-21,-2.4012333455734376e-20,-2.245467022429597e-20,1.729353584154942e-35,5.172460176716771e-36
face,264.0,20.0,19.0,3.0,3.64491336e-21,0.0,-7.075661818385237,-6.350138150112739,-7.074160348566988,0.0,-5.241153398380042,-4.84789826182442,-5.241142035594923,-4.965103448307512,0.39325513655562216,1.1362785117911738e-05,0.7255236682724977,-1.3397950914747154,-6.580948489854757,-6.187693353299135,26.073623063332533,1.2771140959791415e-06,0.0004320522071194836,3.791497188976801e-17,4.3660090715616175e-15,2.401812743916404e-16,nan,nan,nan,0.0,-2.5790174292674246e-20,-2.314570338119161e-20,-2.5784701565274074e-20,0.0,-1.9103550043564817e-20,-1.7670169142444608e-20,-1.9103508627197534e-20,-1.809737189251812e-20,1.4333809011202118e-21,4.1416367283085674e-26,2.6444709114826353e-21,-4.8834370285786125e-21,-2.398698707214343e-20,-2.255360617102322e-20,1.5913724794816137e-35,8.75439935851916e-37
face,265.0,20.0,19.0,3.0,3.65871985e-21,0.0,-7.046315467168215,-6.379441903696627,-7.045592588247401,0.0,-5.214457787121376,-4.85372543852263,-5.214455040887707,-4.96714095522716,0.3607323485987469,2.746233669641443e-06,0.6668735634715883,-1.3347392609408486,-6.549197048062225,-6.188464699463478,23.815617873008417,1.2573287845453793e-06,0.00042696997386416517,3.228111937948427e-17,4.004933591414372e-15,1.6220088016856773e-16,nan,nan,nan,0.0,-2.578049426909037e-20,-2.3340590724976637e-20,-2.5777849457633643e-20,0.0,-1.9078240212728055e-20,-1.7758421608372698e-20,-1.9078230165028414e-20,-1.817337721063757e-20,1.3198186043553551e-21,1.004769963985549e-26,2.439903544113735e-21,-4.8834370285786125e-21,-2.3961677241306666e-20,-2.2641858636951312e-20,1.4652930028839552e-35,5.9344757996021014e-37
face,266.0,20.0,19.0,3.0,3.67252634e-21,0.0,-7.017173461660652,-6.403870334041553,-7.016845588044496,0.0,-5.187972871913552,-4.856868777755468,-5.187972323053944,-4.966275179791834,0.33110409415808406,5.488596081430473e-07,0.6133031276190986,-1.3297214441703942,-6.517694316083946,-6.186590221925862,21.767979000835354,1.2379377715229462e-06,0.0004219714358188053,1.772703570689679e-17,3.675993888819607e-15,9.71445146547012e-16,nan,nan,nan,0.0,-2.5770754370297726e-20,-2.3518382479712203e-20,-2.5769550245806202e-20,0.0,-1.9052967023307967e-20,-1.7836978516230565e-20,-1.90529650076066e-20,-1.823877640947375e-20,1.215988507077404e-21,2.01570136786742e-27,2.252371890585521e-21,-4.8834370285786125e-21,-2.393640405188658e-20,-2.272041554480918e-20,1.350018438236904e-35,3.567657888559062e-36
face,267.0,20.0,19.0,3.0,3.68633283e-21,0.0,-6.9882335999490515,-6.423873897692505,-6.988094063190631,0.0,-5.16169630890309,-4.857600718180459,-5.161696219372111,-4.962850619627634,0.3040955907226306,8.95309794108423e-08,0.5643597022565467,-1.3247412140424153,-6.486437522945505,-6.182341932222874,19.90979685328245,1.218931781180093e-06,0.0004170549351357412,3.80380834059153e-17,3.376253366105919e-15,3.3590573831026975e-16,nan,nan,nan,0.0,-2.5760954943201275e-20,-2.368053724484394e-20,-2.5760440564267716e-20,0.0,-1.9027730561999282e-20,-1.7906733002460202e-20,-1.9027730231958294e-20,-1.829471916951919e-20,1.1209975595390766e-21,3.3004098870424207e-28,2.0804176983573334e-21,-4.8834370285786125e-21,-2.3911167590577893e-20,-2.2790170031038816e-20,1.244599362587426e-35,1.2382603509185361e-36
face,268.0,20.0,19.0,3.0,3.7001393200000004e-21,0.0,-6.959493713402935,-6.439868594727991,-6.959438227143448,0.0,-5.135625788691956,-4.8561662437964115,-5.13562577653482,-4.957174725939394,0.2794595448955448,1.2157136172016944e-08,0.5196251186749441,-1.3197981498109137,-6.45542393850287,-6.175964393607325,18.222364789196565,1.2003017831169826e-06,0.0004122188506758385,3.7747398499268225e-17,3.1029545041424116e-15,4.587024340143306e-16,nan,nan,nan,0.0,-2.5751096336255015e-20,-2.3828411002986185e-20,-2.5750891029364564e-20,0.0,-1.900253091354512e-20,-1.796849166312781e-20,-1.900253086856202e-20,-1.8342237119558577e-20,1.0340392504173108e-21,4.4983097568674185e-29,1.922685333268827e-21,-4.883437028578613e-21,-2.3885967942123732e-20,-2.2851928691706424e-20,1.1481363968948442e-35,1.6972629122761303e-36
face,269.0,20.0,19.0,3.0,3.71394581e-21,0.0,-6.930951666032674,-6.452235011083958,-6.9309311406320155,0.0,-5.1097590357015035,-4.852785654173078,-5.109759034286688,-4.9495204369715395,0.25697338152842497,1.4148156010617332e-09,0.47871665494871607,-1.3148918369863378,-6.424650872687842,-6.1676774911594165,16.68893440058533,1.1820389852414607e-06,0.00040746159715907004,1.756827604507297e-17,2.85398977356379e-15,1.6930901125533637e-15,nan,nan,nan,0.0,-2.5741178899374568e-20,-2.396325118455057e-20,-2.5741102669148794e-20,0.0,-1.897736816075324e-20,-1.8022982947144214e-20,-1.897736815549869e-20,-1.8382250688399818e-20,9.543852136090253e-22,5.2545484734858556e-30,1.7779277148239996e-21,-4.8834370285786125e-21,-2.3860805189331854e-20,-2.2906419975722828e-20,1.0599563361310088e-35,6.288044929469994e-36
face,270.0,20.0,19.0,3.0,3.7277523000000004e-21,0.0,-6.902605353861992,-6.461319244657167,-6.9025983228198236,0.0,-5.084093807550551,-4.847657133687881,-5.084093807407437,-4.940129300245705,0.23643667386267012,1.4311242668788343e-10,0.4412861092048246,-1.3100218672197217,-6.394115674770273,-6.157679000907603,15.294499332542568,1.1641348269541118e-06,0.00040278162433349864,4.090450298602439e-17,2.6477001317946e-15,1.5384352371536477e-15,nan,nan,nan,0.0,-2.5731202983851355e-20,-2.408619767530502e-20,-2.5731176773867742e-20,0.0,-1.8952242384512327e-20,-1.8070865029716407e-20,-1.8952242383978833e-20,-1.841557836128832e-20,8.813773547959185e-22,5.334876777443389e-31,1.6450053085463361e-21,-4.8834370285786125e-21,-2.3835679413090938e-20,-2.295430205829502e-20,9.869970256007625e-36,5.7349054937005565e-36
face,271.0,20.0,19.0,3.0,3.74155879e-21,0.0,-6.874452704314885,-6.467434935735806,-6.8744504846084755,0.0,-5.058627894447269,-4.840959068967521,-5.058627894434703,-4.929214751215296,0.21766882547974714,1.2565775677778545e-11,0.40701776857907923,-1.3051878381893907,-6.36381573263666,-6.146146907156912,14.025604161142718,1.1465809725364768e-06,0.0003981774161624128,6.098462556873522e-17,2.4279886584911723e-15,4.996003610813204e-16,nan,nan,nan,0.0,-2.572116894226863e-20,-2.419828803255539e-20,-2.57211606371066e-20,0.0,-1.892715366380837e-20,-1.8112732956525644e-20,-1.8927153663761354e-20,-1.8442946780207254e-20,8.144207072827239e-22,4.701558844036052e-32,1.5228809097132397e-21,-4.8834370285786125e-21,-2.3810590692386985e-20,-2.2996169985104258e-20,9.084462307197954e-36,1.8692841224909885e-36
face,272.0,20.0,19.0,3.0,3.7553652800000004e-21,0.0,-6.8464916756163525,-6.470865818345253,-6.846491032997881,0.0,-5.033359118594489,-4.832852118276798,-5.0333591185935385,-4.916965283011719,0.20050700031769053,9.489884129612787e-13,0.37562585727109976,-1.300389353490165,-6.333748472084654,-6.133241471766963,12.8701752908696,1.129369304736483e-06,0.00039364749002936865,4.264181306164371e-17,2.236964901718818e-15,1.3624961178553257e-15,nan,nan,nan,0.0,-2.5711077128418677e-20,-2.430046482575255e-20,-2.571107471515158e-20,0.0,-1.8902102075741148e-20,-1.8149125048351143e-20,-1.890210207573758e-20,-1.8465000706787588e-20,7.529770273900041e-22,3.563798137157088e-33,1.4106123026661237e-21,-4.8834370285786125e-21,-2.3785539104319762e-20,-2.3032562076929757e-20,8.400620324493463e-36,5.116670615128679e-36
