geometry,temperature_K,window_s,center_distance_nm,surface_gap_nm,kBT_J,U_initial_kBT,Udd_eq_kBT,Udd_time_mean_kBT,Udd_end_kBT,delta_Uani_kBT,delta_Fmag_eq_kBT,delta_Fmag_time_mean_kBT,delta_Fmag_end_kBT,delta_Fmag_of_mean_probability_kBT,relaxation_free_energy_excess_time_mean_kBT,relaxation_free_energy_excess_end_kBT,internal_energy_relaxation_deficit_kBT,vdW_kBT,partial_contact_F_eq_kBT,partial_contact_F_time_mean_kBT,tau_N_isolated_s,tau_B_free_s,hexane_viscosity_Pa_s,detailed_balance_relative_error,KL_quadrature_error_kBT,free_energy_identity_error_kBT,ligand_solvent_F_J,assembly_translation_rotation_F_J,assembly_delta_G_J,U_initial_J,Udd_eq_J,Udd_time_mean_J,Udd_end_J,delta_Uani_J,delta_Fmag_eq_J,delta_Fmag_time_mean_J,delta_Fmag_end_J,delta_Fmag_of_mean_probability_J,relaxation_free_energy_excess_time_mean_J,relaxation_free_energy_excess_end_J,internal_energy_relaxation_deficit_J,vdW_J,partial_contact_F_eq_J,partial_contact_F_time_mean_J,KL_quadrature_error_J,free_energy_identity_error_J
face,210.0,20.0,19.0,3.0,2.8993629e-21,0.0,-9.041800312440582,-0.32671789605229,-0.6365734370874394,0.0,-7.07791785915338,-0.3222161071219336,-0.6238013500192494,-0.3232643839592613,6.755701752031446,6.4541165091341295,8.715082416388292,-1.6843138292824995,-8.762231688435879,-2.006529936404433,12499.980022432545,3.3294608039415905e-06,0.0008959748187630963,8.495444821870433e-18,7.500335632605821e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6215460375098634e-20,-9.47273746580066e-22,-1.845657406616806e-21,0.0,-2.0521452450076734e-20,-9.342214267717601e-22,-1.8086264912157262e-21,-9.372607617428374e-22,1.9587231023304976e-20,1.8712825958861008e-20,2.5268186628518566e-20,-4.8834370285786125e-21,-2.5404889478655348e-20,-5.817658455350373e-21,2.174619487072535e-34,2.5751515586591722e-36
face,211.0,20.0,19.0,3.0,2.91316939e-21,0.0,-8.99688253924349,-0.3643640392508521,-0.7078013752230587,0.0,-7.035070625401183,-0.3587736798261796,-0.6920363203813699,-0.3600659133957191,6.676296945575004,6.343034305019814,8.632518499992639,-1.6763312992858999,-8.711401924687083,-2.0351049791120794,10834.205678580041,3.263749703624022e-06,0.0008824739688855123,2.1843023817676974e-17,7.412178588211976e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.620944281874961e-20,-1.0614541659623408e-21,-2.0619453004997193e-21,0.0,-2.0494352402406885e-20,-1.0451685020072869e-21,-2.0160190253032398e-21,-1.0489329972867998e-21,1.9449183900399596e-20,1.8478333377103646e-20,2.514798865278727e-20,-4.8834370285786125e-21,-2.5377789430985496e-20,-5.9286055305858995e-21,2.159293177639254e-34,2.587414185128978e-36
face,212.0,20.0,19.0,3.0,2.92697588e-21,0.0,-8.952363525696946,-0.40564682954859266,-0.7854171319443171,0.0,-6.992637413594172,-0.39873268202479295,-0.7660460908461615,-0.40031837982808055,6.593904731569379,6.226591322748009,8.546716696148353,-1.6684240761760607,-8.661061489770232,-2.067156758200854,9403.094435349327,3.199608789302608e-06,0.0008692312769332172,2.245605909158085e-17,7.320704855173086e-14,1.7763568394002505e-15,nan,nan,nan,0.0,-2.620335210870672e-20,-1.187318485887202e-21,-2.2988970009397934e-21,0.0,-2.0467281047175726e-20,-1.1670809428542785e-21,-2.2421984308750034e-21,-1.1717222420774704e-21,1.9300200104321446e-20,1.8225082616300716e-20,2.5016033622819518e-20,-4.8834370285786125e-21,-2.5350718075754334e-20,-6.050517971432891e-21,2.1427526535690514e-34,5.199353623197567e-36
face,213.0,20.0,19.0,3.0,2.94078237e-21,0.0,-8.908237683484082,-0.4508122315699344,-0.8697462373941927,0.0,-6.950612463688452,-0.4422960406368528,-0.8460549932409639,-0.4442327970484437,6.508316423051599,6.104557470447487,8.457425451914148,-1.660591099292605,-8.611203562981057,-2.1028871399294577,8171.884711161828,3.136996437907761e-06,0.0008562414182702758,2.4035768717366185e-17,7.225682744417926e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.619718832735963e-20,-1.3257406627812205e-21,-2.5577344013026766e-21,0.0,-2.0440238593917264e-20,-1.3006963986256603e-21,-2.4880636081734958e-21,-1.3063919777358513e-21,1.9139542195291604e-20,1.7952174985743767e-20,2.4871447664578408e-20,-4.8834370285786125e-21,-2.5323675622495878e-20,-6.1841334272042724e-21,2.1249160425997454e-34,2.611939438068589e-36
face,214.0,20.0,19.0,3.0,2.95458886e-21,0.0,-8.86449953177081,-0.5001064623853395,-0.9610907531451004,0.0,-6.908990122500556,-0.4896611061118561,-0.9322534800239036,-0.492015433670708,6.4193290163887,5.97673664247665,8.364393069385471,-1.6528313278005835,-8.561821450301139,-2.1424924339124396,7111.206284311353,3.0758721565197892e-06,0.0008434991648307758,2.3846381328981496e-17,7.126886876639094e-14,1.7763568394002505e-15,nan,nan,nan,0.0,-2.6190951566045254e-20,-1.4776089825777332e-21,-2.8396280326915236e-21,0.0,-2.0413225249790177e-20,-1.446747249293368e-21,-2.7544257467748582e-21,-1.4537033192715428e-21,1.896647800049681e-20,1.7658799503015315e-20,2.471334258346752e-20,-4.8834370285786125e-21,-2.5296662278368788e-20,-6.330184277871981e-21,2.1057020572198063e-34,5.248404129076789e-36
face,215.0,20.0,19.0,3.0,2.96839535e-21,0.0,-8.821143694647063,-0.5537730332652664,-1.0597218732471554,0.0,-6.867764841219585,-0.5410164103235537,-1.024791199444152,-0.5438645412954117,6.326748430896031,5.842973641775432,8.267370661381797,-1.645143740229418,-8.512908581449002,-2.186160150552972,6196.207993581466,3.01619655523131e-06,0.0008309993848832561,3.4104109590927576e-17,7.024101778991855e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.618464192487216e-20,-1.643817296900012e-21,-3.1456734808401455e-21,0.0,-2.0386241219569703e-20,-1.605950596678129e-21,-3.0419854311509436e-21,-1.6144049754111832e-21,1.8780290622891577e-20,1.7344255788418758e-20,2.4540824627972153e-20,-4.8834370285786125e-21,-2.5269678248148314e-20,-6.489387625256742e-21,2.085031105868615e-34,2.6364646910082002e-36
face,216.0,20.0,19.0,3.0,2.98220184e-21,0.0,-8.778164898639155,-0.6120494408246674,-1.1658722920188962,0.0,-6.826931172988796,-0.5965381865107782,-1.1237702691200273,-0.5999668132807343,6.230392986478018,5.703160903868767,8.166115457814486,-1.6375273340246521,-8.464458507013449,-2.23406552053543,5405.832216515084,2.9579313202561624e-06,0.0008187370426547131,4.0051721402153824e-17,6.917125746050986e-14,1.7763568394002505e-15,nan,nan,nan,0.0,-2.61782595125451e-20,-1.8252549685982945e-21,-3.47686649446377e-21,0.0,-2.0359286705640545e-20,-1.778997277442706e-21,-3.3513097643070407e-21,-1.7892221345047425e-21,1.858028942819784e-20,1.70079769413335e-20,2.4353004543946804e-20,-4.8834370285786125e-21,-2.524272373421916e-20,-6.662434306021318e-21,2.0628265127384623e-34,5.2974546349560116e-36
face,217.0,20.0,19.0,3.0,2.99600833e-21,0.0,-8.735557970291278,-0.6751635513581291,-1.279728597111989,0.0,-6.786483770554345,-0.6563867248763984,-1.2292390486633509,-0.6604936435679816,6.130097045677947,5.557244721890994,8.06039441893315,-1.6299811251120961,-8.416464895666442,-2.2863678499884945,4722.210508594326,2.901039187324292e-06,0.0008067071978273672,2.9040938129932935e-17,6.805774883298306e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6171804446190563e-20,-2.022795623981338e-21,-3.834077537086733e-21,0.0,-2.033236190799063e-20,-1.9665400954311077e-21,-3.6828104293566745e-21,-1.9788444580417237e-21,1.836582181255952e-20,1.6649551478633953e-20,2.4149008822209228e-20,-4.8834370285786125e-21,-2.5215798936569243e-20,-6.84997712400972e-21,2.0390158242466503e-34,2.6609899439478114e-36
face,218.0,20.0,19.0,3.0,3.00981482e-21,0.0,-8.693317833813829,-0.7433297440387081,-1.401423997544267,0.0,-6.746417383979076,-0.7207026575574469,-1.3411867373839488,-0.7255972760506809,6.025714726421629,5.405230646595127,7.949988089775121,-1.6225041474739672,-8.368921531453044,-2.3432068050314143,4130.159413029858,2.845483915397124e-06,0.0007949050049204039,1.5316519561971177e-17,6.689887229096169e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.616527685118316e-20,-2.2372848797545105e-21,-4.218026716912379e-21,0.0,-2.0305467024205855e-20,-2.169181539529789e-21,-4.036723718565657e-21,-2.1839134348089706e-21,1.8136285484676065e-20,1.6268743305640198e-20,2.392799197142865e-20,-4.8834370285786125e-21,-2.518890405278447e-20,-7.052618568108402e-21,2.0135321726262387e-34,2.673252570417617e-36
face,219.0,20.0,19.0,3.0,3.02362131e-21,0.0,-8.651439508796265,-0.8167449012550968,-1.531031735075326,0.0,-6.706726858419228,-0.7896032846586998,-1.4595391257914239,-0.7954069543752817,5.917123573760528,5.247187732627804,7.834694607541168,-1.6150954527366432,-8.321822311155872,-2.404698737395343,3616.759214443383,2.791230260733629e-06,0.000783325712568036,3.8490097964842604e-17,6.56932683114123e-14,0.0,nan,nan,nan,0.0,-2.615867686097232e-20,-2.4695272882687566e-21,-4.62926018046003e-21,0.0,-2.027860224946573e-20,-2.387461317940041e-21,-4.41309360352172e-21,-2.4050094173712997e-21,1.7891140931525692e-20,1.586550864594401e-20,2.3689149572703565e-20,-4.8834370285786125e-21,-2.5162039278044345e-20,-7.270898346518653e-21,1.9863156598993394e-34,0.0
face,220.0,20.0,19.0,3.0,3.0374278e-21,0.0,-8.609918107982885,-0.8955843559108672,-1.668559544872549,0.0,-6.667407131962057,-0.863179066602501,-1.5841558013093187,-0.8700251975972346,5.804228065359556,5.083251330652738,7.714333752072018,-1.6077541097696584,-8.275161241731716,-2.470933176372159,3171.001476338732,2.738243951333194e-06,0.0007719646627043969,3.951832035410783e-17,6.443987638337707e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6152004616910618e-20,-2.7202728198887623e-21,-5.068129147551228e-21,0.0,-2.025176777653982e-20,-2.6218440932764882e-21,-4.811758870428201e-21,-2.6426387218823336e-21,1.7629923683263334e-20,1.544000890611162e-20,2.3431731797021857e-20,-4.8834370285786125e-21,-2.5135204805118435e-20,-7.5052811218551e-21,1.9573147195543298e-34,2.6977778233572282e-36
face,221.0,20.0,19.0,3.0,3.05123429e-21,0.0,-8.568748835109178,-0.9799979235267611,-1.8139455184555167,0.0,-6.628453233522458,-0.9414904144170038,-1.7148290419018866,-0.9495243360765794,5.686962819105454,4.9136241916205705,7.588750911582417,-1.6004792042955875,-8.228932437818045,-2.5419696187125913,2783.493704962788,2.6864916617777424e-06,0.0007608172896649979,2.665250748785509e-17,6.313797061958064e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.614526026808268e-20,-2.9902032683936513e-21,-5.5347727661033004e-21,0.0,-2.0224963795785102e-20,-2.8727078361754723e-21,-5.232345174138884e-21,-2.897221213426343e-21,1.7352255959609628e-20,1.4992618621646216e-20,2.315505699968903e-20,-4.8834370285786125e-21,-2.5108400824363713e-20,-7.756144864754085e-21,1.92648740955477e-34,2.7100404498270338e-36
face,222.0,20.0,19.0,3.0,3.06504078e-21,0.0,-8.527926982797032,-1.0701061587164775,-1.9670556696831487,0.0,-6.589860280796684,-1.0245649060718405,-1.8512845216304603,-1.0339434417203415,5.565295374724844,4.738575759166222,7.457820824080555,-1.5932698385104724,-8.183130119307156,-2.617834744582313,2446.211527872362,2.6359409884922465e-06,0.0007498791192137826,1.99917257216035e-17,6.178719063859411e-14,1.7763568394002505e-15,nan,nan,nan,0.0,-2.6138443971135264e-20,-3.279919015395156e-21,-6.0291058441090606e-21,0.0,-2.019819049514409e-20,-3.140333218867061e-21,-5.6742625541801535e-21,-3.1690788130864e-21,1.705785727627703e-20,1.4523927940963933e-20,2.285852495574011e-20,-4.8834370285786125e-21,-2.50816275237227e-20,-8.023770247445674e-21,1.893802589889252e-34,5.444606152593679e-36
face,223.0,20.0,19.0,3.0,3.0788472700000002e-21,0.0,-8.487447930506955,-1.165996977922201,-2.1276834065176953,0.0,-6.551623478271398,-1.1123950410550787,-1.9931837997712818,-1.1232857746053915,5.439228437216319,4.558439678500116,7.321450952584754,-1.5861251307144613,-8.13774860898586,-2.69852017176954,2152.2904502989954,2.586560425439698e-06,0.0007391457675041158,3.7824445211510956e-17,6.038756647193465e-14,0.0,nan,nan,nan,0.0,-2.613155589010849e-20,-3.589926612304019e-21,-6.5508122475813064e-21,0.0,-2.01714480601438e-20,-3.424894435313967e-21,-6.136708500534038e-21,-3.458425340573645e-21,1.6746553624829832e-20,1.403473955960976e-20,2.254162927780447e-20,-4.8834370285786125e-21,-2.505488508872241e-20,-8.30833146389258e-21,1.8592409417405956e-34,0.0
face,224.0,20.0,19.0,3.0,3.0926537600000002e-21,0.0,-8.447307142545554,-1.2677227802901485,-2.295550965538385,0.0,-6.513738115286292,-1.2049366154643932,-2.140128377712428,-1.217516842388182,5.308801499821898,4.373609737573864,7.179584362255406,-1.5790442149523432,-8.092782330238634,-2.7839808304167364,1895.8506256083126,2.5383193402637963e-06,0.0007286129399814142,5.0352610347220104e-17,5.893953658266835e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6124596196268365e-20,-3.920627623101982e-21,-7.099344324843917e-21,0.0,-2.0144736673895464e-20,-3.72645175437763e-21,-6.61867607421504e-21,-3.765358040475138e-21,1.6418284919517835e-20,1.3526060599680426e-20,2.2203968573166385e-20,-4.8834370285786125e-21,-2.5028173702474075e-20,-8.609888782956243e-21,1.8227957942504683e-34,2.7468283292364506e-36
face,225.0,20.0,19.0,3.0,3.1064602500000002e-21,0.0,-8.407500166126518,-1.3752981741238073,-2.470312677872129,0.0,-6.476199564148609,-1.3021077559696845,-2.2916649026077938,-1.3165631294078173,5.1740918081789244,4.184534661540815,7.03220199200271,-1.572026240663666,-8.048225804812276,-2.8741339966333506,1671.8492037966662,2.491187950890228e-06,0.0007182764302345699,2.492383585316984e-17,5.744395856964652e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6117565067940424e-20,-4.2723091098131865e-21,-7.673928138880823e-21,0.0,-2.011805651709498e-20,-4.0449459851365256e-21,-7.118965926271233e-21,-4.089851028120991e-21,1.6073110531958455e-20,1.2999090590823748e-20,2.1845255958127237e-20,-4.8834370285786125e-21,-2.5001493545673596e-20,-8.928383013715138e-21,1.7844737389925377e-34,2.759090955706256e-36
face,226.0,20.0,19.0,3.0,3.1202667400000002e-21,0.0,-8.36802262948361,-1.4886983765292932,-2.651559718619062,0.0,-6.439003278297972,-1.4037885951305489,-2.447290901268146,-1.4203115004959659,5.035214683167423,3.9917123770298257,6.879324252954317,-1.5650703723421453,-8.004073650640118,-2.968858967472694,1475.9557493545735,2.4451373025949632e-06,0.0007081321188027194,2.781533283271447e-17,5.590211275183135e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6110462690345052e-20,-4.6451360301763506e-21,-8.273573599130818e-21,0.0,-2.0091407768024127e-20,-4.380194863377178e-21,-7.63620040233162e-21,-4.431750735437056e-21,1.571121290464695e-20,1.2455207365692506e-20,2.1465326660168704e-20,-4.8834370285786125e-21,-2.497484479660274e-20,-9.263631891955789e-21,1.7442950311526925e-34,2.7713535821760617e-36
face,227.0,20.0,19.0,3.0,3.1340732300000002e-21,0.0,-8.328870240033808,-1.6078582999128879,-2.838825771805629,0.0,-6.402144790519926,-1.5098215076577821,-2.6064602792377647,-1.5286092243261,4.892323282862144,3.7956845112821602,6.7210119401209205,-1.5581757892040742,-7.960320579724,-3.067997296861856,1304.4469836467583,2.4001392455461512e-06,0.0006981759719434602,1.3174823015744096e-17,5.431569952543285e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6103289255433635e-20,-5.039145655390293e-21,-8.897087856050112e-21,0.0,-2.006479060255246e-20,-4.731891169228495e-21,-8.168837386217403e-21,-4.7907732490914954e-21,1.5332899433323963e-20,1.1895953216335053e-20,2.106414360004334e-20,-4.8834370285786125e-21,-2.494822763113107e-20,-9.615328197807107e-21,1.702293798513828e-34,2.7836162086458673e-36
face,228.0,20.0,19.0,3.0,3.1478797200000003e-21,0.0,-8.290038782589438,-1.7326722747663565,-3.0315928540907615,0.0,-6.365619711206716,-1.6200117651670594,-2.768587761324316,-1.6412644994532142,4.745607946039657,3.5970319498823997,6.557366507823081,-1.55134168486546,-7.9169613960721765,-3.1713534500325196,1154.1177369809611,2.3561664128240984e-06,0.0006884040403680799,4.986319377292894e-17,5.268683207537325e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6096044961726783e-20,-5.454243915143282e-21,-9.543089664689228e-21,0.0,-2.003820519413988e-20,-5.099602181730789e-21,-8.715181266913016e-21,-5.166503232984724e-21,1.4938603012409092e-20,1.1323023927226863e-20,2.06418010465835e-20,-4.8834370285786125e-21,-2.4921642222718494e-20,-9.983039210309402e-21,1.65851810201113e-34,2.795878835115673e-36
face,229.0,20.0,19.0,3.0,3.1616862100000003e-21,0.0,-8.251524117617501,-1.8629942903105898,-3.2292964239819577,0.0,-6.329423726663843,-1.734128416112,-2.933051521917642,-1.7580473120869387,4.595295310551843,3.3963722047462017,6.388529827306911,-1.5445672670276194,-7.8739909936914625,-3.2786956831396195,1022.2055159490955,2.3131921989223833e-06,0.000678812457948974,2.9457213406353545e-17,5.101802658726666e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6088730014153674e-20,-5.890203356983729e-21,-1.021002197170607e-20,0.0,-2.0011651713839883e-20,-5.482769899590453e-21,-9.273388550066522e-21,-5.558393943152841e-21,1.452888181424943e-20,1.0738263163773364e-20,2.0198526657169943e-20,-4.8834370285786125e-21,-2.4895088742418497e-20,-1.0366206928169065e-20,1.6130299112237436e-34,2.8081414615854785e-36
face,230.0,20.0,19.0,3.0,3.1754927000000003e-21,0.0,-8.213322179544887,-1.9986385725582654,-3.4313289006428156,0.0,-6.293552597461013,-1.8519051697951898,-3.0991934846249602,-1.8786904188153386,4.441647427665823,3.194359112836052,6.214683606986622,-1.5378517571709776,-7.8314043546319905,-3.389756926966167,906.3265221082685,2.271190738731455e-06,0.0006693974404039705,1.3353123406145265e-17,4.931219241461697e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.608134462389288e-20,-6.3466621970971926e-21,-1.0896159875290288e-20,0.0,-1.998513033030349e-20,-5.880711347776886e-21,-9.841466286314124e-21,-5.965767710508051e-21,1.41044189825266e-20,1.014366404398936e-20,1.9734682426795688e-20,-4.8834370285786125e-21,-2.48685673588821e-20,-1.0764148376355497e-20,1.5659050703361158e-34,2.820404088055284e-36
face,231.0,20.0,19.0,3.0,3.1892991900000003e-21,0.0,-8.175428975108188,-2.139380274223452,-3.637040859445885,0.0,-6.258002156826085,-1.9730410696567935,-3.2663171637130786,-2.002890240218849,4.284961087169291,2.9916849931130067,6.036048700884736,-1.5311943902568175,-7.789196547082902,-3.5042354599136107,804.4213146658824,2.230136887004843e-06,0.0006601552839619268,1.938617995726508e-17,4.75726245859819e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6073889008215078e-20,-6.823123775682834e-21,-1.1599611467027666e-20,0.0,-1.9958641209783688e-20,-6.292618285293146e-21,-1.041726268451322e-20,-6.387816220788882e-21,1.366602292449054e-20,9.541378525270469e-21,1.9250765232532242e-20,-4.8834370285786125e-21,-2.48420782383623e-20,-1.1176055313871757e-20,1.5172333305824617e-34,2.8326667145250897e-36
face,232.0,20.0,19.0,3.0,3.2031056800000003e-21,0.0,-8.137840581746644,-2.2849560338862247,-3.8457394720605644,0.0,-6.222768309080757,-2.0972007891190527,-3.4336834402985086,-2.1303074804533852,4.125567519961704,2.7890848687822487,5.85288454786042,-1.524594414436745,-7.747362723517502,-3.6217952035557976,714.7086056354673,2.1900061983068597e-06,0.0006510823640135933,1.6138252291088813e-17,4.580300050307189e-14,4.440892098500626e-16,nan,nan,nan,0.0,-2.6066363390327184e-20,-7.31895565069124e-21,-1.2318309946757397e-20,0.0,-1.993218451614057e-20,-6.717555759727721e-21,-1.0998450930942094e-20,-6.823599990786727e-21,1.3214628756412849e-20,8.933733585198477e-21,1.8747407739635943e-20,-4.8834370285786125e-21,-2.4815621544719182e-20,-1.1600992788306333e-20,1.4671185107243244e-34,1.4224646704974477e-36
face,233.0,20.0,19.0,3.0,3.2169121700000003e-21,0.0,-8.100553146036962,-2.4350641816998717,-4.056684198446728,0.0,-6.187847028116731,-2.224014474104809,-3.600505237045498,-2.260567356079568,3.9638325540119217,2.587341791071232,5.66548896433709,-1.5180510907696345,-7.705898118886365,-3.7420655648744434,635.6459216396095,2.1507749074395635e-06,0.0006421751337513969,4.2670266359853676e-17,4.4007381672227756e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6058767999218093e-20,-7.83338760084141e-21,-1.3049996767829977e-20,0.0,-1.9905760410847044e-20,-7.154459228003912e-21,-1.1582509115200398e-20,-7.272046638877087e-21,1.2751301182843134e-20,8.323251295646645e-21,1.8225380398376682e-20,-4.8834370285786125e-21,-2.4789197439425658e-20,-1.2037896256582523e-20,1.4156788167122443e-34,2.857191967464701e-36
face,234.0,20.0,19.0,3.0,3.2307186600000003e-21,0.0,-8.063562882168863,-2.5893644296191836,-4.269080262240072,0.0,-6.153234355911091,-2.3530771819150025,-3.7659425617489264,-2.393259420139811,3.8001571739960887,2.387291794162164,5.47419845254968,-1.5115636929458327,-7.664798048856924,-3.864640874860835,565.896070913112,2.112419910345835e-06,0.0006334301228015033,1.4555338567752137e-17,4.219021991764925e-14,8.881784197001252e-16,nan,nan,nan,0.0,-2.6051103069506332e-20,-8.365507980310953e-21,-1.3792197264256696e-20,0.0,-1.9879369052995044e-20,-7.602130360033014e-21,-1.216670090673046e-20,-7.731947866866467e-21,1.2277238692962032e-20,7.712668146264583e-21,1.7685595089195376e-20,-4.8834370285786125e-21,-2.4762806081573658e-20,-1.2485567388611626e-20,1.363047307574531e-34,2.8694545939345065e-36
face,235.0,20.0,19.0,3.0,3.2445251500000003e-21,0.0,-8.026866070459985,-2.7474769824092284,-4.4820709625660005,0.0,-6.11892640107978,-2.4839481084819783,-3.9290997006122996,-2.527937092102634,3.634978292597802,2.1898267004674787,5.279389088050756,-1.5051315070184035,-7.624057908098184,-3.9890796155003816,504.29852428420264,2.07491874548459e-06,0.0006248439358512238,2.208443800410409e-18,4.035636594454718e-14,1.7763568394002505e-15,nan,nan,nan,0.0,-2.6043368841289096e-20,-8.91425816847285e-21,-1.4542191962130098e-20,0.0,-1.9853010599302336e-20,-8.059232109264708e-21,-1.2748062795494079e-20,-8.201955472944863e-21,1.1793778490037628e-20,7.104947803808252e-21,1.7129110672816244e-20,-4.8834370285786125e-21,-2.473644762788095e-20,-1.2942669137843319e-20,1.3093724426968685e-34,5.763434440808624e-36
face,236.0,20.0,19.0,3.0,3.2583316400000004e-21,0.0,-7.99045905590919,-2.9089811301725943,-4.694730288604134,0.0,-6.084919337468004,-2.6161499290129395,-4.089026341258011,-2.6641171311071985,3.4687694084550644,1.9958929962099914,5.081477925736595,-1.498753831141207,-7.583673168609211,-4.114903760154147,449.84496087908883,2.038249575673318e-06,0.0006164132512745559,1.5090653687879233e-17,3.851107664382196e-14,1.7763568394002505e-15,nan,nan,nan,0.0,-2.6035565559993445e-20,-9.478425256604324e-21,-1.5296988240625184e-20,0.0,-1.9826685204119837e-20,-8.524284088686616e-21,-1.3323403904514416e-20,-8.680577140952614e-21,1.1302401115433221e-20,6.503281299605416e-21,1.6557140303389122e-20,-4.8834370285786125e-21,-2.471012223269845e-20,-1.340772111726523e-20,1.2548185951903013e-34,5.7879596937482353e-36
face,237.0,20.0,19.0,3.0,3.2721381300000004e-21,0.0,-7.954338246786902,-3.073413515217045,-4.906057508702567,0.0,-6.051209402776469,-2.7491686714527406,-4.244724037691732,-2.8012793955444444,3.3020407313237286,1.8064853650847361,4.880924731569857,-1.492429975313607,-7.543639378090076,-4.241598646766348,401.65834785079727,2.0023911703925744e-06,0.0006081348197584097,1.1007767438260574e-17,3.666001648165694e-14,1.3322676295501878e-15,nan,nan,nan,0.0,-2.6027693476228775e-20,-1.0056633552399029e-20,-1.6053297842198477e-20,0.0,-1.9800393019439415e-20,-8.995659635661956e-21,-1.3889323375058677e-20,-9.166173122944329e-21,1.0804733383777459e-20,5.911069644380737e-21,1.5971059923829746e-20,-4.8834370285786125e-21,-2.468383004801803e-20,-1.387909666424057e-20,1.1995663777605813e-34,4.3593637100158846e-36
face,238.0,20.0,19.0,3.0,3.2859446200000004e-21,0.0,-7.918500113261715,-3.2402663831901135,-5.114975340588974,0.0,-6.017792897222413,-2.882454573204729,-4.395158734366663,-2.9388672944587517,3.1353383240176838,1.62263416285575,4.678233730071602,-1.486159261131617,-7.50395215835403,-4.368613834336346,358.97502256602155,1.967322888546411e-06,0.000600005462931836,3.6830562007637097e-17,3.480924797314082e-14,0.0,nan,nan,nan,0.0,-2.6019752845641728e-20,-1.0647335889210413e-20,-1.680752570184101e-20,0.0,-1.97741341949022e-20,-9.471586097216476e-21,-1.4442248197238147e-20,-9.656955175120691e-21,1.0302548097685727e-20,5.331885997664056e-21,1.5372416956431314e-20,-4.8834370285786125e-21,-2.4657571223480818e-20,-1.435502312579509e-20,1.14381261103588e-34,0.0
face,239.0,20.0,19.0,3.0,3.2997511100000004e-21,0.0,-7.882941186061801,-3.4089862091687095,-5.320332973889882,0.0,-5.984666182234382,-3.015424327151017,-4.539279192050808,-3.076289340943051,2.9692418550833652,1.445386990183574,4.473954976893092,-1.4799410215452922,-7.464607203779674,-4.495365348696309,321.129328681505,1.933024661672246e-06,0.0005920220720003522,4.892215108048563e-17,3.296520673194264e-14,4.440892098500626e-16,nan,nan,nan,0.0,-2.6011743928772148e-20,-1.1248806027679143e-20,-1.755577463616274e-20,0.0,-1.9747908877807366e-20,-9.950149770637572e-21,-1.497849155256956e-20,-1.0150989167458002e-20,9.797759107169795e-21,4.769417325237808e-21,1.4762937901093005e-20,-4.8834370285786125e-21,-2.463134590638598e-20,-1.4833586799216183e-20,1.0877697750510722e-34,1.4653838631417672e-36
face,240.0,20.0,19.0,3.0,3.3135576e-21,0.0,-7.847658055170575,-3.5789731195695706,-5.520914686642151,0.0,-5.951825679179778,-3.1474650101473274,-4.676040332757074,-3.21292216207314,2.8043606690324503,1.2757853464227038,4.268684935601004,-1.473774600622187,-7.425600279801965,-4.621239610769514,287.5404271182187,1.899476977593303e-06,0.0005841816063872837,3.9121145922750685e-17,3.113465784113034e-14,4.440892098500626e-16,nan,nan,nan,0.0,-2.6003666990911678e-20,-1.185913358054546e-20,-1.8293868818874715e-20,0.0,-1.9721717213121313e-20,-1.0429306605107753e-20,-1.549432898251373e-20,-1.0646202648345885e-20,9.29241060801356e-21,4.227388230607583e-21,1.4144533410366217e-20,-4.8834370285786125e-21,-2.4605154241699927e-20,-1.5312743633686364e-20,1.0316648211287703e-34,1.4715151763766699e-36
face,241.0,20.0,19.0,3.0,3.32736409e-21,0.0,-7.812647368555167,-3.7495815079454053,-5.71545421185168,0.0,-5.919267868124213,-3.2779398322682374,-4.804429982474063,-3.3481152151527436,2.6413280358559756,1.1148378856501506,4.063065860609761,-1.4676593533167008,-7.386927221440914,-4.745599185584938,257.70096134014153,1.8666608645062635e-06,0.0005764810923838229,3.066808961204161e-17,2.932463200995245e-14,4.440892098500626e-16,nan,nan,nan,0.0,-2.5995522301963457e-20,-1.2476222862065592e-20,-1.901739710255453e-20,0.0,-1.9695559343487362e-20,-1.0906899287069956e-20,-1.5986087796603527e-20,-1.1140398336081863e-20,8.788660056417406e-21,3.7094715468838376e-21,1.3519299439897864e-20,-4.8834370285786125e-21,-2.4578996372065973e-20,-1.579033631564857e-20,9.757372750238032e-35,1.4776464896115727e-36
