geometry,temperature_K,state_index,spin1_index,spin2_index,p_initial,p_equilibrium,p_end,p_time_mean
face,200.0,22,2,6,0.015625,5.714572624151704e-10,0.015458033935577672,0.015541367682484188
face,200.0,23,2,7,0.015625,6.921055635684985e-08,0.01516994747937488,0.015396341089118463
face,200.0,24,3,0,0.015625,0.12295270631618875,0.01729447020573056,0.016467596539973678
face,200.0,25,3,1,0.015625,0.0010151950895426044,0.015929249799434456,0.015778521076751865
face,200.0,26,3,2,0.015625,0.0010151950895426044,0.015929249799435087,0.01577852107675248
face,200.0,27,3,3,0.015625,8.382256078048769e-06,0.015638094538442004,0.015631690387222192
face,200.0,28,3,4,0.015625,8.382256078048769e-06,0.01441100676262395,0.015009621058572127
face,200.0,29,3,5,0.015625,6.921055635684985e-08,0.015169947479374862,0.015396341089118444
face,200.0,30,3,6,0.015625,6.921055635684985e-08,0.015169947479374847,0.01539634108911843
face,200.0,31,3,7,0.015625,5.714572624151704e-10,0.015458033935577662,0.015541367682484177
face,200.0,32,4,0,0.015625,5.714572624151704e-10,0.015458033935577672,0.015541367682484182
face,200.0,33,4,1,0.015625,6.921055635684985e-08,0.015169947479374819,0.015396341089118403
face,200.0,34,4,2,0.015625,6.921055635684985e-08,0.015169947479374835,0.015396341089118415
face,200.0,35,4,3,0.015625,8.382256078048769e-06,0.014411006762624145,0.015009621058572294
face,200.0,36,4,4,0.015625,8.382256078048769e-06,0.015638094538441685,0.015631690387221883
face,200.0,37,4,5,0.015625,0.0010151950895426044,0.015929249799443924,0.015778521076761403
face,200.0,38,4,6,0.015625,0.0010151950895426044,0.015929249799441464,0.015778521076758957
face,200.0,39,4,7,0.015625,0.12295270631618875,0.017294470205756488,0.01646759653999974
face,200.0,40,5,0,0.015625,6.921055635684985e-08,0.015169947479374822,0.015396341089118403
face,200.0,41,5,1,0.015625,5.714572624151704e-10,0.015458033935577674,0.015541367682484186
face,200.0,42,5,2,0.015625,8.382256078048769e-06,0.014411006762624343,0.0150096210585725
face,200.0,43,5,3,0.015625,6.921055635684985e-08,0.015169947479374866,0.015396341089118453
face,200.0,44,5,4,0.015625,0.0010151950895426044,0.015929249799445096,0.01577852107676259
face,200.0,45,5,5,0.015625,8.382256078048769e-06,0.015638094538442764,0.015631690387222966
face,200.0,46,5,6,0.015625,0.12295270631618875,0.017294470205765636,0.016467596540008792
face,200.0,47,5,7,0.015625,0.0010151950895426044,0.01592924979942835,0.01577852107674577
face,200.0,48,6,0,0.015625,6.921055635684985e-08,0.015169947479374824,0.015396341089118406
face,200.0,49,6,1,0.015625,8.382256078048769e-06,0.014411006762624252,0.015009621058572436
face,200.0,50,6,2,0.015625,5.714572624151704e-10,0.015458033935577672,0.015541367682484186
face,200.0,51,6,3,0.015625,6.921055635684985e-08,0.015169947479374878,0.015396341089118463
face,200.0,52,6,4,0.015625,0.0010151950895426044,0.015929249799442637,0.015778521076760126
face,200.0,53,6,5,0.015625,0.12295270631618875,0.017294470205754094,0.016467596539997346
face,200.0,54,6,6,0.015625,8.382256078048769e-06,0.01563809453844268,0.015631690387222893
face,200.0,55,6,7,0.015625,0.0010151950895426044,0.01592924979942802,0.01577852107674547
face,200.0,56,7,0,0.015625,8.382256078048769e-06,0.014411006762623975,0.01500962105857215
face,200.0,57,7,1,0.015625,6.921055635684985e-08,0.015169947479374855,0.01539634108911844
face,200.0,58,7,2,0.015625,6.921055635684985e-08,0.015169947479374854,0.01539634108911844
face,200.0,59,7,3,0.015625,5.714572624151704e-10,0.015458033935577669,0.015541367682484186
face,200.0,60,7,4,0.015625,0.12295270631618875,0.01729447020575746,0.016467596540000597
face,200.0,61,7,5,0.015625,0.0010151950895426044,0.015929249799426264,0.015778521076743726
face,200.0,62,7,6,0.015625,0.0010151950895426044,0.015929249799427326,0.015778521076744774
face,200.0,63,7,7,0.015625,8.382256078048769e-06,0.015638094538442084,0.015631690387222317
face,201.0,0,0,0,0.015625,8.788524136168103e-06,0.015639318170118818,0.01563234760422154
face,201.0,1,0,1,0.015625,0.0010392987656722445,0.015971287676061784,0.015799965470564545
face,201.0,2,0,2,0.015625,0.0010392987656722445,0.015971287676066825,0.015799965470569517
face,201.0,3,0,3,0.015625,0.12290367615680298,0.01752030651492633,0.016582739581378448
face,201.0,4,0,4,0.015625,6.2844463979635e-10,0.015432999103340068,0.015528801989459965
face,201.0,5,0,5,0.015625,7.431756780933894e-08,0.015105720246862313,0.015363881802165153
face,201.0,6,0,6,0.015625,7.431756780933894e-08,0.01510572024686223,0.015363881802165065
face,201.0,7,0,7,0.015625,8.788524136168103e-06,0.01425336036575399,0.014928416279467834
face,201.0,8,1,0,0.015625,0.0010392987656722445,0.015971287676059806,0.01579996547056251
face,201.0,9,1,1,0.015625,8.788524136168103e-06,0.015639318170118786,0.015632347604221518
face,201.0,10,1,2,0.015625,0.12290367615680298,0.017520306514976946,0.016582739581430136
face,201.0,11,1,3,0.015625,0.0010392987656722445,0.01597128767606481,0.0157999654705675
face,201.0,12,1,4,0.015625,7.431756780933894e-08,0.015105720246862225,0.015363881802165063
face,201.0,13,1,5,0.015625,6.2844463979635e-10,0.015432999103340039,0.015528801989459941
face,201.0,14,1,6,0.015625,8.788524136168103e-06,0.014253360365754631,0.014928416279468495
face,201.0,15,1,7,0.015625,7.431756780933894e-08,0.015105720246862325,0.015363881802165167
face,201.0,16,2,0,0.015625,0.0010392987656722445,0.015971287676064178,0.015799965470566942
face,201.0,17,2,1,0.015625,0.12290367615680298,0.017520306514895348,0.016582739581346963
face,201.0,18,2,2,0.015625,8.788524136168103e-06,0.015639318170118332,0.015632347604221063
face,201.0,19,2,3,0.015625,0.0010392987656722445,0.01597128767605014,0.01579996547055286
face,201.0,20,2,4,0.015625,7.431756780933894e-08,0.015105720246862278,0.015363881802165115
face,201.0,21,2,5,0.015625,8.788524136168103e-06,0.014253360365754522,0.01492841627946834
face,201.0,22,2,6,0.015625,6.2844463979635e-10,0.015432999103340051,0.015528801989459948
face,201.0,23,2,7,0.015625,7.431756780933894e-08,0.015105720246862239,0.015363881802165075
face,201.0,24,3,0,0.015625,0.12290367615680298,0.01752030651492493,0.01658273958137767
face,201.0,25,3,1,0.015625,0.0010392987656722445,0.01597128767606376,0.01579996547056644
face,201.0,26,3,2,0.015625,0.0010392987656722445,0.01597128767606536,0.01579996547056801
face,201.0,27,3,3,0.015625,8.788524136168103e-06,0.015639318170117964,0.015632347604220696
face,201.0,28,3,4,0.015625,8.788524136168103e-06,0.014253360365754227,0.014928416279468061
face,201.0,29,3,5,0.015625,7.431756780933894e-08,0.01510572024686224,0.01536388180216508
face,201.0,30,3,6,0.015625,7.431756780933894e-08,0.015105720246862228,0.015363881802165066
face,201.0,31,3,7,0.015625,6.2844463979635e-10,0.01543299910334002,0.015528801989459919
face,201.0,32,4,0,0.015625,6.2844463979635e-10,0.01543299910334007,0.01552880198945997
face,201.0,33,4,1,0.015625,7.431756780933894e-08,0.015105720246862245,0.015363881802165084
face,201.0,34,4,2,0.015625,7.431756780933894e-08,0.015105720246862278,0.015363881802165115
face,201.0,35,4,3,0.015625,8.788524136168103e-06,0.014253360365755386,0.014928416279469262
face,201.0,36,4,4,0.015625,8.788524136168103e-06,0.015639318170118408,0.01563234760422112
face,201.0,37,4,5,0.015625,0.0010392987656722445,0.01597128767605625,0.01579996547055891
face,201.0,38,4,6,0.015625,0.0010392987656722445,0.01597128767605812,0.015799965470560808
face,201.0,39,4,7,0.015625,0.12290367615680298,0.017520306514949974,0.016582739581402405
face,201.0,40,5,0,0.015625,7.431756780933894e-08,0.01510572024686228,0.01536388180216512
face,201.0,41,5,1,0.015625,6.2844463979635e-10,0.015432999103340051,0.015528801989459948
face,201.0,42,5,2,0.015625,8.788524136168103e-06,0.014253360365754584,0.014928416279468422
face,201.0,43,5,3,0.015625,7.431756780933894e-08,0.01510572024686226,0.0153638818021651
face,201.0,44,5,4,0.015625,0.0010392987656722445,0.01597128767605831,0.015799965470561013
face,201.0,45,5,5,0.015625,8.788524136168103e-06,0.01563931817011905,0.01563234760422178
face,201.0,46,5,6,0.015625,0.12290367615680298,0.01752030651496525,0.016582739581417663
face,201.0,47,5,7,0.015625,0.0010392987656722445,0.015971287676062745,0.01579996547056545
