geometry,temperature_K,window_s,center_distance_nm,face_tilt_halfangle_deg,orientation_fraction,Udd_J,F_orient_J,orientation_entropy_cost_J,F_orient_eq_J,p_parallel_initial,p_parallel_mean,p_parallel_end,p_parallel_eq,face_sign_relaxation_s,fast_azimuth_Udd_J,slow_axial_Udd_J,UvdW_J,rotation_constraint_F_J,stage1_Udd_J,stage2_F_orient_J,stage3_F_with_rotation_J,free_Brownian_time_s,assembly_free_energy_J,Udd_kBT,F_orient_kBT,orientation_entropy_cost_kBT,F_orient_eq_kBT,fast_azimuth_Udd_kBT,slow_axial_Udd_kBT,UvdW_kBT,rotation_constraint_F_kBT,stage1_Udd_kBT,stage2_F_orient_kBT,stage3_F_with_rotation_kBT,assembly_free_energy_kBT
face,205.0,20,19.0,2,0.0018275189427127136,-1.2621324618715016e-20,-9.432781611665347e-21,3.1885430070496687e-21,-1.983062047164875e-20,0.5,0.5337578704351553,0.5659606955364396,0.9999138600975561,141.3435640334858,-1.1727067117795274e-20,-8.94257500919742e-22,-4.8834370285786125e-21,3.568931220547624e-20,-1.2621324618715016e-20,-9.432781611665347e-21,2.6256530593810896e-20,3.683108468787375e-06,nan,-4.4593113213034945,-3.3327492242700303,1.1265620970334642,-7.006468262972173,-4.143356164576215,-0.31595515672727964,-1.7253946543869505,12.609592002049173,-4.4593113213034945,-3.3327492242700303,9.276842777779143,nan
tip,205.0,20,28.516660498395403,2,1.0,-6.157324939816207e-21,-3.492283925393429e-21,2.6650410144227785e-21,-3.492283925393429e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.157324939816207e-21,-3.492283925393429e-21,-3.492283925393429e-21,3.683108468787375e-06,nan,-2.1754791705739542,-1.2338785124519394,0.9416006581220148,-1.2338785124519394,nan,nan,-0.08667553951220508,-0.0,-2.1754791705739542,-1.2338785124519394,-1.2338785124519394,nan
face,206.0,20,19.0,2,0.0018275189427127136,-1.2723391788305163e-20,-9.52522410106104e-21,3.198167687244122e-21,-1.980557061287699e-20,0.5,0.5379180768305489,0.57386850245359,0.9999098564883236,125.08491828382036,-1.1718929001136656e-20,-1.004462787168507e-21,-4.8834370285786125e-21,3.586340641135661e-20,-1.2723391788305163e-20,-9.52522410106104e-21,2.633818231029557e-20,3.608880616601097e-06,nan,-4.473551047898967,-3.349073656439707,1.1244773914592598,-6.963648737981297,-4.120381419164949,-0.3531696287340183,-1.7170189521811885,12.609592002049173,-4.473551047898967,-3.349073656439707,9.260518345609464,nan
tip,206.0,20,28.516660498395403,2,1.0,-6.1392608288485985e-21,-3.4793277475090625e-21,2.659933081339536e-21,-3.4793277475090625e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.1392608288485985e-21,-3.4793277475090625e-21,-3.4793277475090625e-21,3.608880616601097e-06,nan,-2.1585672414383104,-1.223333412177074,0.9352338292612365,-1.223333412177074,nan,nan,-0.08625478446602933,-0.0,-2.1585672414383104,-1.223333412177074,-1.223333412177074,nan
face,207.0,20,19.0,2,0.0018275189427127136,-1.2836925339645399e-20,-9.628629469638504e-21,3.208295870006895e-21,-1.978056080816338e-20,0.5,0.5425115148129669,0.5825417816093161,0.999905708214158,110.82731302459976,-1.1710780813734594e-20,-1.1261445259108047e-21,-4.8834370285786125e-21,3.6037500617236983e-20,-1.2836925339645399e-20,-9.628629469638504e-21,2.6408871147598478e-20,3.5364489789478584e-06,nan,-4.491665302012432,-3.369076297510375,1.122589004502057,-6.921256943201068,-4.0976251281973735,-0.39404017381505857,-1.7087241746344195,12.609592002049173,-4.491665302012432,-3.369076297510375,9.240515704538797,nan
tip,207.0,20,28.516660498395403,2,1.0,-6.121282175169628e-21,-3.466459052531321e-21,2.6548231226383072e-21,-3.466459052531321e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.121282175169628e-21,-3.466459052531321e-21,-3.466459052531321e-21,3.5364489789478584e-06,nan,-2.1418486142567303,-1.2129208073692768,0.9289278068874536,-1.2129208073692768,nan,nan,-0.0858380946860002,-0.0,-2.1418486142567303,-1.2129208073692768,-1.2129208073692768,nan
face,208.0,20,19.0,2,0.0018275189427127136,-1.296277040280054e-20,-9.743723898009378e-21,3.2190465047911614e-21,-1.9755590931470978e-20,0.5,0.5475700888175985,0.5920221668363594,0.9999014117201499,98.30920928148109,-1.170262252628476e-20,-1.2601478765157797e-21,-4.8834370285786125e-21,3.621159482311736e-20,-1.296277040280054e-20,-9.743723898009378e-21,2.646787092510798e-20,3.465765869781389e-06,nan,-4.513892492003809,-3.3929569668132444,1.1209355251905642,-6.879286665557207,-4.0750841306839,-0.4388083613199089,-1.7005091545640616,12.609592002049173,-4.513892492003809,-3.3929569668132444,9.21663503523593,nan
tip,208.0,20,28.516660498395403,2,1.0,-6.1033884594578814e-21,-3.453677006248139e-21,2.6497114532097426e-21,-3.453677006248139e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.1033884594578814e-21,-3.453677006248139e-21,-3.453677006248139e-21,3.465765869781389e-06,nan,-2.125320320182295,-1.202638496547129,0.922681823635166,-1.202638496547129,nan,nan,-0.08542541153847136,-0.0,-2.125320320182295,-1.202638496547129,-1.202638496547129,nan
face,209.0,20,19.0,2,0.0018275189427127136,-1.3101770549205646e-20,-9.871211251215259e-21,3.230559297990388e-21,-1.9730660858568044e-20,0.5,0.5531256444005097,0.6023470649774619,0.9998969634159218,87.30515508457358,-1.1694454110581128e-20,-1.4073164386245179e-21,-4.8834370285786125e-21,3.6385689028997725e-20,-1.3101770549205646e-20,-9.871211251215259e-21,2.6514477777782468e-20,3.3967848708143046e-06,nan,-4.540465923244816,-3.420903925844672,1.1195619974001436,-6.837731811511542,-4.0527553265129646,-0.4877105967318511,-1.6923727471259564,12.609592002049173,-4.540465923244816,-3.420903925844672,9.188688076204501,nan
tip,209.0,20,28.516660498395403,2,1.0,-6.0855791671781915e-21,-3.44098078495406e-21,2.6445983822241313e-21,-3.44098078495406e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.0855791671781915e-21,-3.44098078495406e-21,-3.44098078495406e-21,3.3967848708143046e-06,nan,-2.108979448846814,-1.1924843240039311,0.916495124842883,-1.1924843240039311,nan,nan,-0.0850166775119715,-0.0,-2.108979448846814,-1.1924843240039311,-1.1924843240039311,nan
face,210.0,20,19.0,2,0.0018275189427127136,-1.3254752966142816e-20,-1.0011756042857916e-20,3.2429969232849e-21,-1.9705770467001234e-20,0.5,0.5592094085803576,0.6135480042009647,0.9998923596764284,77.62055426639142,-1.1686275539531622e-20,-1.568477426611194e-21,-4.8834370285786125e-21,3.6559783234878093e-20,-1.3254752966142816e-20,-1.0011756042857916e-20,2.6548027192020177e-20,3.3294608039415905e-06,nan,-4.571608806245957,-3.4530882777240186,1.1185205285219384,-6.796586404206674,-4.0306356750069545,-0.5409731312390021,-1.6843138292824995,12.609592002049173,-4.571608806245957,-3.4530882777240186,9.156503724325153,nan
tip,210.0,20,28.516660498395403,2,1.0,-6.067853788502688e-21,-3.4283695752767066e-21,2.6394842132259816e-21,-3.4283695752767066e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.067853788502688e-21,-3.4283695752767066e-21,-3.4283695752767066e-21,3.3294608039415905e-06,nan,-2.092823146941243,-1.1824561786579757,0.9103669682832671,-1.1824561786579757,nan,nan,-0.08461183619048591,-0.0,-2.092823146941243,-1.1824561786579757,-1.1824561786579757,nan
face,211.0,20,19.0,2,0.0018275189427127136,-1.3422510801845055e-20,-1.0165963770221201e-20,3.2565470316238536e-21,-1.9680919636069207e-20,0.5,0.5658513233724098,0.6256487722328177,0.9998875968427727,69.08722875001541,-1.167808678717311e-20,-1.7444240146719453e-21,-4.8834370285786125e-21,3.673387744075847e-20,-1.3422510801845055e-20,-1.0165963770221201e-20,2.6567913670537268e-20,3.263749703624022e-06,nan,-4.6075284354972075,-3.4896576234522363,1.1178708120449712,-6.755844580691961,-4.008722193518967,-0.5988062419782412,-1.6763312992858999,12.609592002049173,-4.6075284354972075,-3.4896576234522363,9.119934378596938,nan
tip,211.0,20,28.516660498395403,2,1.0,-6.050211818232908e-21,-3.415842574006942e-21,2.6343692442259657e-21,-3.415842574006942e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.050211818232908e-21,-3.415842574006942e-21,-3.415842574006942e-21,3.263749703624022e-06,nan,-2.0768486168368354,-1.1725519929367862,0.9042966239000492,-1.1725519929367862,nan,nan,-0.08421083222749784,-0.0,-2.0768486168368354,-1.1725519929367862,-1.1725519929367862,nan
face,212.0,20,19.0,2,0.0018275189427127136,-1.3605782570489928e-20,-1.0334358681250041e-20,3.2714238892398873e-21,-1.965610824679652e-20,0.5,0.5730792683345749,0.6386633650814829,0.9998826712230344,61.5596488138964,-1.166988782868586e-20,-1.9358947418040676e-21,-4.8834370285786125e-21,3.690797164663884e-20,-1.3605782570489928e-20,-1.0334358681250041e-20,2.65736129653888e-20,3.199608789302608e-06,nan,-4.64840952857115,-3.5307290203054356,1.1176805082657146,-6.715500589228129,-3.987011956069095,-0.6613975725020554,-1.6684240761760607,12.609592002049173,-4.64840952857115,-3.5307290203054356,9.078862981743736,nan
tip,212.0,20,28.516660498395403,2,1.0,-6.032652755723063e-21,-3.403398987932604e-21,2.6292537677904594e-21,-3.403398987932604e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.032652755723063e-21,-3.403398987932604e-21,-3.403398987932604e-21,3.199608789302608e-06,nan,-2.061053115245713,-1.1627697416941487,0.8982833735515645,-1.1627697416941487,nan,nan,-0.08381361132076436,-0.0,-2.061053115245713,-1.1627697416941487,-1.1627697416941487,nan
face,213.0,20,19.0,2,0.0018275189427127136,-1.3805228611019422e-20,-1.0517359177898415e-20,3.2878694331210073e-21,-1.9631336181907857e-20,0.5,0.5809181718965493,0.6525937843093328,0.9998775790931089,54.91172646288914,-1.1661678640407383e-20,-2.14354997061204e-21,-4.8834370285786125e-21,3.708206585251921e-20,-1.3805228611019422e-20,-1.0517359177898415e-20,2.6564706674620795e-20,3.136996437907761e-06,nan,-4.694406751023681,-3.576381334841318,1.1180254161823635,-6.6755487866679015,-3.9655020920189283,-0.7289046590047531,-1.660591099292605,12.609592002049173,-4.694406751023681,-3.576381334841318,9.033210667207854,nan
tip,213.0,20,28.516660498395403,2,1.0,-6.015176104804441e-21,-3.391038033675733e-21,2.6241380711287076e-21,-3.391038033675733e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-6.015176104804441e-21,-3.391038033675733e-21,-3.391038033675733e-21,3.136996437907761e-06,nan,-2.0454339519195504,-1.1531074411588413,0.8923265107607087,-1.1531074411588413,nan,nan,-0.08342012018780302,-0.0,-2.0454339519195504,-1.1531074411588413,-1.1531074411588413,nan
face,214.0,20,19.0,2,0.0018275189427127136,-1.402140473500961e-20,-1.0715251239537023e-20,3.3061534954725864e-21,-1.9606603325802546e-20,0.5,0.5893890165767184,0.6674277422235451,0.9998723166975595,49.03408415706578,-1.1653459199845646e-20,-2.3679455351639622e-21,-4.8834370285786125e-21,3.725616005839958e-20,-1.402140473500961e-20,-1.0715251239537023e-20,2.654090881886256e-20,3.0758721565197892e-06,nan,-4.745636499492389,-3.6266471401834983,1.1189893593088909,-6.635983635910191,-3.9441897847829988,-0.8014467147093901,-1.6528313278005835,12.609592002049173,-4.745636499492389,-3.6266471401834983,8.982944861865674,nan
tip,214.0,20,28.516660498395403,2,1.0,-5.9977813737110075e-21,-3.378758937533225e-21,2.6190224361777824e-21,-3.378758937533225e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.9977813737110075e-21,-3.378758937533225e-21,-3.378758937533225e-21,3.0758721565197892e-06,nan,-2.0299884883851513,-1.143563147913996,0.8864253404711552,-1.143563147913996,nan,nan,-0.08303030654206563,-0.0,-2.0299884883851513,-1.143563147913996,-1.143563147913996,nan
face,215.0,20,19.0,2,0.0018275189427127136,-1.4254733380277933e-20,-1.092816046446276e-20,3.326572915815173e-21,-1.958190956452944e-20,0.5,0.5985077500416511,0.6831363592471544,0.9998668802504801,43.83172537214946,-1.1645229485691752e-20,-2.6095038945861823e-21,-4.8834370285786125e-21,3.7430254264279957e-20,-1.4254733380277933e-20,-1.092816046446276e-20,2.6502093799817195e-20,3.01619655523131e-06,nan,-4.802168073830844,-3.681504373891018,1.1206636999398254,-6.596799703425435,-3.9230722705760037,-0.8790958032548402,-1.645143740229418,12.609592002049173,-4.802168073830844,-3.681504373891018,8.928087628158154,nan
tip,215.0,20,28.516660498395403,2,1.0,-5.9804680750062225e-21,-3.3665609353207975e-21,2.613907139685425e-21,-3.3665609353207975e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.9804680750062225e-21,-3.3665609353207975e-21,-3.3665609353207975e-21,3.01619655523131e-06,nan,-2.014714136715725,-1.1341349579060611,0.8805791788096639,-1.1341349579060611,nan,nan,-0.08264411906977695,-0.0,-2.014714136715725,-1.1341349579060611,-1.1341349579060611,nan
face,216.0,20,19.0,2,0.0018275189427127136,-1.4505472809910595e-20,-1.115602357328538e-20,3.3494492366252143e-21,-1.955725478576205e-20,0.5,0.6082841223809925,0.6996719653948619,0.9998612659363663,39.2220452962447,-1.163698947783194e-20,-2.8684833320786547e-21,-4.8834370285786125e-21,3.7604348470160325e-20,-1.4505472809910595e-20,-1.115602357328538e-20,2.6448324896874946e-20,2.9579313202561624e-06,nan,-4.8640144390463504,-3.740868047108904,1.1231463919374465,-6.557991656849776,-3.9021468371946075,-0.9618676018517427,-1.6375273340246521,12.609592002049173,-4.8640144390463504,-3.740868047108904,8.868723954940268,nan
tip,216.0,20,28.516660498395403,2,1.0,-5.963235725511115e-21,-3.35444327222019e-21,2.608792453290925e-21,-3.35444327222019e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.963235725511115e-21,-3.35444327222019e-21,-3.35444327222019e-21,2.9579313202561624e-06,nan,-1.9996083583367097,-1.1248210054823753,0.8747873528543343,-1.1248210054823753,nan,nan,-0.08226150740741686,-0.0,-1.9996083583367097,-1.1248210054823753,-1.1248210054823753,nan
face,217.0,20,19.0,2,0.0018275189427127136,-1.477368515882762e-20,-1.1398560486662676e-20,3.3751246721649427e-21,-1.9532638878774013e-20,0.5,0.6187204798773777,0.7169661467406564,0.999855469910998,35.13312982316988,-1.1628739157359034e-20,-3.144946001468584e-21,-4.8834370285786125e-21,3.77784426760407e-20,-1.477368515882762e-20,-1.1398560486662676e-20,2.6379882189378023e-20,2.901039187324292e-06,nan,-4.931122858002073,-3.804582374663383,1.1265404833386903,-6.519554262645863,-3.881410822832737,-1.049712035169336,-1.6299811251120961,12.609592002049173,-4.931122858002073,-3.804582374663383,8.80500962738579,nan
tip,217.0,20,28.516660498395403,2,1.0,-5.9460838462336256e-21,-3.3424052026295313e-21,2.6036786436040943e-21,-3.3424052026295313e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.9460838462336256e-21,-3.3424052026295313e-21,-3.3424052026295313e-21,2.901039187324292e-06,nan,-1.9846686628650412,-1.1156194624564115,0.8690492004086298,-1.1156194624564115,nan,nan,-0.08188242211982508,-0.0,-1.9846686628650412,-1.1156194624564115,-1.1156194624564115,nan
face,218.0,20,19.0,2,0.0018275189427127136,-1.5059204424927806e-20,-1.1655248367264348e-20,3.403956057663458e-21,-1.9508061734414798e-20,0.5,0.6298105566842793,0.734928205703981,0.9998494883023291,31.502299224497015,-1.1620478506583306e-20,-3.4387259183445e-21,-4.8834370285786125e-21,3.795253688192107e-20,-1.5059204424927806e-20,-1.1655248367264348e-20,2.6297288514656727e-20,2.845483915397124e-06,nan,-5.003365763521559,-3.872413774367802,1.1309519891537574,-6.4814823838281175,-3.8608616149292883,-1.1425041485922711,-1.6225041474739672,12.609592002049173,-5.003365763521559,-3.872413774367802,8.73717822768137,nan
tip,218.0,20,28.516660498395403,2,1.0,-5.929011962299189e-21,-3.3304459900167996e-21,2.5985659722823892e-21,-3.3304459900167996e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.929011962299189e-21,-3.3304459900167996e-21,-3.3304459900167996e-21,2.845483915397124e-06,nan,-1.9698926069807805,-1.1065285371997735,0.863364069781007,-1.1065285371997735,nan,nan,-0.08150681467890845,-0.0,-1.9698926069807805,-1.1065285371997735,-1.1065285371997735,nan
face,219.0,20,19.0,2,0.0018275189427127136,-1.5361605815964606e-20,-1.1925299280852839e-20,3.4363065351117665e-21,-1.9483523245085795e-20,0.5,0.6415383176821916,0.7534442276192466,0.9998433172113852,28.27485975079939,-1.1612207509042677e-20,-3.7493983069219286e-21,-4.8834370285786125e-21,3.812663108780144e-20,-1.5361605815964606e-20,-1.1925299280852839e-20,2.62013318069486e-20,2.791230260733629e-06,nan,-5.080532328952466,-3.944045255076218,1.1364870738762476,-6.443770977750449,-3.8404966490471906,-1.240035679905275,-1.6150954527366432,12.60959200204917,-5.080532328952466,-3.944045255076218,8.665546746972954,nan
tip,219.0,20,28.516660498395403,2,1.0,-5.912019602882662e-21,-3.3185649067762624e-21,2.5934546961063995e-21,-3.3185649067762624e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.912019602882662e-21,-3.3185649067762624e-21,-3.3185649067762624e-21,2.791230260733629e-06,nan,-1.9552777933300984,-1.0975464737600564,0.8577313195700421,-1.0975464737600564,nan,nan,-0.0811346374429317,-0.0,-1.9552777933300984,-1.0975464737600564,-1.0975464737600564,nan
face,220.0,20,19.0,2,0.0018275189427127136,-1.568017817556718e-20,-1.2207643355398205e-20,3.4725348201689736e-21,-1.9459023304716582e-20,0.5,0.6538769175713608,0.7723769611327178,0.9998369527131699,25.403032158306317,-1.1603926149512352e-20,-4.0762520260548275e-21,-4.8834370285786125e-21,3.8300725293681815e-20,-1.568017817556718e-20,-1.2207643355398205e-20,2.609308193828361e-20,2.738243951333194e-06,nan,-5.162321282358441,-4.019072767885447,1.1432485144729936,-6.406415093954359,-3.820313407782846,-1.3420078745755957,-1.6077541097696584,12.609592002049173,-5.162321282358441,-4.019072767885447,8.590519234163725,nan
tip,220.0,20,28.516660498395403,2,1.0,-5.89510630114153e-21,-3.3067612340878636e-21,2.5883450670536666e-21,-3.3067612340878636e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.89510630114153e-21,-3.3067612340878636e-21,-3.3067612340878636e-21,2.738243951333194e-06,nan,-1.9408218694586024,-1.0886715510037352,0.8521503184548671,-1.0886715510037352,nan,nan,-0.08076584363637292,-0.0,-1.9408218694586024,-1.0886715510037352,-1.0886715510037352,nan
face,221.0,20,19.0,2,0.0018275189427127136,-1.6013901492553544e-20,-1.250091946435491e-20,3.512982028198633e-21,-1.9434561808741544e-20,0.5,0.6667878518568213,0.7915667213889862,0.999830390857576,22.845030970213813,-1.1595634414013911e-20,-4.418267078539634e-21,-4.8834370285786125e-21,3.847481949956219e-20,-1.6013901492553544e-20,-1.250091946435491e-20,2.597390003520728e-20,2.6864916617777424e-06,nan,-5.248335581779773,-4.097004122339917,1.151331459439856,-6.369409872075586,-3.800309419705004,-1.4480261620747692,-1.6004792042955875,12.609592002049173,-5.248335581779773,-4.097004122339917,8.512587879709256,nan
tip,221.0,20,28.516660498395403,2,1.0,-5.878271594150418e-21,-3.295034261779459e-21,2.5832373323709594e-21,-3.295034261779459e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.878271594150418e-21,-3.295034261779459e-21,-3.295034261779459e-21,2.6864916617777424e-06,nan,-1.926522526774048,-1.0799020817832572,0.8466204449907907,-1.0799020817832572,nan,nan,-0.08040038733032598,-0.0,-1.926522526774048,-1.0799020817832572,-1.0799020817832572,nan
face,222.0,20,19.0,2,0.0018275189427127136,-1.6361431708453968e-20,-1.2803475488934534e-20,3.5579562195194344e-21,-1.9410138654076736e-20,0.5,0.6802203833380369,0.8108335071358248,0.9998236276703037,20.564272319110685,-1.1587332289823704e-20,-4.774099418630264e-21,-4.8834370285786125e-21,3.8648913705442557e-20,-1.6361431708453968e-20,-1.2803475488934534e-20,2.5845438216508024e-20,2.6359409884922465e-06,nan,-5.338079615519493,-4.177261057170839,1.160818558348654,-6.332750539807413,-3.780482258322091,-1.557597357197402,-1.5932698385104724,12.60959200204917,-5.338079615519493,-4.177261057170839,8.432330944878332,nan
tip,222.0,20,28.516660498395403,2,1.0,-5.861515022836898e-21,-3.283383288191851e-21,2.5781317346450467e-21,-3.283383288191851e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.861515022836898e-21,-3.283383288191851e-21,-3.283383288191851e-21,2.6359409884922465e-06,nan,-1.9123774995375094,-1.0712364121275577,0.8411410874099517,-1.0712364121275577,nan,nan,-0.08003822342343263,-0.0,-1.9123774995375094,-1.0712364121275577,-1.0712364121275577,nan
face,223.0,20,19.0,2,0.0018275189427127136,-1.67210951330551e-20,-1.3113380079965052e-20,3.6077150530900466e-21,-1.9385753739097018e-20,0.5,0.6941113312975808,0.8299804803548549,0.9998166591537838,18.528691607906808,-1.1579019765480744e-20,-5.142075367574355e-21,-4.8834370285786125e-21,3.882300791132293e-20,-1.67210951330551e-20,-1.3113380079965052e-20,2.570962783135788e-20,2.586560425439698e-06,nan,-5.430959598413304,-4.259184990350318,1.1717746080629867,-6.296432410918849,-3.760829541077152,-1.6701300573361517,-1.5861251307144613,12.609592002049173,-5.430959598413304,-4.259184990350318,8.350407011698856,nan
tip,223.0,20,28.516660498395403,2,1.0,-5.844836131918645e-21,-3.2718076200465243e-21,2.573028511872121e-21,-3.2718076200465243e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.844836131918645e-21,-3.2718076200465243e-21,-3.2718076200465243e-21,2.586560425439698e-06,nan,-1.8983845638821326,-1.0626729204552339,0.8357116434268989,-1.0626729204552339,nan,nan,-0.07967930762332755,-0.0,-1.8983845638821326,-1.0626729204552339,-1.0626729204552339,nan
face,224.0,20,19.0,2,0.0018275189427127136,-1.7090894706497323e-20,-1.3428447500644788e-20,3.662447205852535e-21,-1.9361406963613465e-20,0.5,0.7083853078925848,0.8487988855002717,0.999809481288106,16.710155078479698,-1.1570696830793956e-20,-5.520197875703366e-21,-4.8834370285786125e-21,3.8997102117203305e-20,-1.7090894706497323e-20,-1.3428447500644788e-20,2.5568654616558518e-20,2.5383193402637963e-06,nan,-5.526287788031377,-4.342046844792864,1.1842409432385133,-6.260450883325996,-3.7413489283695163,-1.7849388596618605,-1.5790442149523432,12.609592002049173,-5.526287788031377,-4.342046844792864,8.26754515725631,nan
tip,224.0,20,28.516660498395403,2,1.0,-5.8282344698418335e-21,-3.2603065723160534e-21,2.56792789752578e-21,-3.2603065723160534e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.8282344698418335e-21,-3.2603065723160534e-21,-3.2603065723160534e-21,2.5383193402637963e-06,nan,-1.8845415368585694,-1.0542100168096584,0.830331520048911,-1.0542100168096584,nan,nan,-0.07932359642858054,-0.0,-1.8845415368585694,-1.0542100168096584,-1.0542100168096584,nan
face,225.0,20,19.0,2,0.0018275189427127136,-1.7468530059770703e-20,-1.3746276554748735e-20,3.7222535050219674e-21,-1.9337098228851032e-20,0.5,0.7229554754303513,0.8670743829752363,0.99980209003195,15.083951778802026,-1.1562363476848883e-20,-5.9061665829218216e-21,-4.8834370285786125e-21,3.917119632308368e-20,-1.7468530059770703e-20,-1.3746276554748735e-20,2.5424919768334943e-20,2.491187950890228e-06,nan,-5.623291030287834,-4.425061146283373,1.1982298840044605,-6.224801437214923,-3.7220381226023678,-1.9012529076854665,-1.572026240663666,12.609592002049174,-5.623291030287834,-4.425061146283373,8.1845308557658,nan
tip,225.0,20,28.516660498395403,2,1.0,-5.811709588720931e-21,-3.2488794680970693e-21,2.5628301206238618e-21,-3.2488794680970693e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.811709588720931e-21,-3.2488794680970693e-21,-3.2488794680970693e-21,2.491187950890228e-06,nan,-1.8708462755063198,-1.0458461421153125,0.8250001333910072,-1.0458461421153125,nan,nan,-0.07897104711112019,-0.0,-1.8708462755063198,-1.0458461421153125,-1.0458461421153125,nan
face,226.0,20,19.0,2,0.0018275189427127136,-1.785143278307026e-20,-1.4064303777088337e-20,3.787129005981923e-21,-1.931282743742648e-20,0.5,0.7377248777347225,0.8845946400364906,0.9997944813235218,13.628354444249869,-1.155401969601378e-20,-6.29741308705648e-21,-4.8834370285786125e-21,3.9345290528964046e-20,-1.785143278307026e-20,-1.4064303777088337e-20,2.528098675187571e-20,2.4451373025949632e-06,nan,-5.721123952072847,-4.5074043179681285,1.2137196341047185,-6.18947963321446,-3.7028948672554125,-2.0182290848174342,-1.5650703723421453,12.609592002049173,-5.721123952072847,-4.5074043179681285,8.102187684081043,nan
tip,226.0,20,28.516660498395403,2,1.0,-5.795261044279678e-21,-3.2375256384857763e-21,2.5577354057939017e-21,-3.2375256384857763e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.795261044279678e-21,-3.2375256384857763e-21,-3.2375256384857763e-21,2.4451373025949632e-06,nan,-1.8572966759501073,-1.0375797674546812,0.8197169084954261,-1.0375797674546812,nan,nan,-0.07862161769912408,-0.0,-1.8572966759501073,-1.0375797674546812,-1.0375797674546812,nan
face,227.0,20,19.0,2,0.0018275189427127136,-1.8236817492160496e-20,-1.43798699999041e-20,3.856947492256397e-21,-1.928859449332656e-20,0.5,0.7525883678811329,0.9011578691448094,0.9997866510814917,12.324239518339121,-1.1545665481945162e-20,-6.6911520102153345e-21,-4.8834370285786125e-21,3.951938473484442e-20,-1.8236817492160496e-20,-1.43798699999041e-20,2.513951473494032e-20,2.4001392455461512e-06,nan,-5.81888684590835,-4.588236759197901,1.2306500867104488,-6.1544811106173665,-3.683916945981878,-2.134969899926472,-1.5581757892040742,12.609592002049173,-5.81888684590835,-4.588236759197901,8.021355242851271,nan
tip,227.0,20,28.516660498395403,2,1.0,-5.778888395793431e-21,-3.2262444224559185e-21,2.5526439733375125e-21,-3.2262444224559185e-21,nan,nan,nan,nan,nan,nan,nan,-2.453204187515722e-22,-0.0,-5.778888395793431e-21,-3.2262444224559185e-21,-3.2262444224559185e-21,2.4001392455461512e-06,nan,-1.843890672520575,-1.0294093933650421,0.8144812791555328,-1.0294093933650421,nan,nan,-0.07827526696036143,-0.0,-1.843890672520575,-1.0294093933650421,-1.0294093933650421,nan
face,228.0,20,19.0,2,0.0018275189427127136,-1.862174819584311e-20,-1.4690298164916534e-20,3.9314500309265774e-21,-1.926439930188645e-20,0.5,0.767435113542336,0.9165818424985424,0.9997785952059351,11.154757983212487,-1.1537300829592756e-20,-7.084447366250354e-21,-4.8834370285786125e-21,3.9693478940724794e-20,-1.862174819584311e-20,-1.4690298164916534e-20,2.500318077580826e-20,2.3561664128240984e-06,nan,-5.91564794471979,-4.666727915803763,1.2489200289160276,-6.1198015856484025,-3.665102181729089,-2.2505457629907006,-1.55134168486546,12.609592002049173,-5.91564794471979,-4.666727915803763,7.94286408624541,nan
