scheme,n_per_axis,volume_nodes,gap_nm,U_attr_kcalmol,U_rep_kcalmol,U_pair_kcalmol
cartesian,3,27,1.8000,-5.36986273e+01,2.34343231e+01,-3.02643042e+01
cartesian,3,27,1.9500,-4.64494771e+01,2.06870984e+01,-2.57623787e+01
cartesian,3,27,2.1000,-4.04190841e+01,1.82995864e+01,-2.21194977e+01
cartesian,3,27,2.2500,-3.53650693e+01,1.62199329e+01,-1.91451364e+01
cartesian,3,27,2.4000,-3.10997830e+01,1.44044201e+01,-1.66953629e+01
cartesian,3,27,2.5500,-2.74766762e+01,1.28160895e+01,-1.46605867e+01
cartesian,3,27,2.7000,-2.43803429e+01,1.14236147e+01,-1.29567281e+01
cartesian,3,27,2.8500,-2.17191768e+01,1.02003755e+01,-1.15188013e+01
cartesian,3,27,3.0000,-1.94199096e+01,9.12369416e+00,-1.02962154e+01
cartesian,3,27,3.1500,-1.74235128e+01,8.17420553e+00,-9.24930725e+00
cartesian,3,27,3.3000,-1.56821001e+01,7.33533426e+00,-8.34676586e+00
cartesian,3,27,3.4500,-1.41565663e+01,6.59286068e+00,-7.56370562e+00
cartesian,3,27,3.6000,-1.28147747e+01,5.93455905e+00,-6.88021568e+00
cartesian,3,27,3.7500,-1.16301563e+01,5.34989543e+00,-6.28026091e+00
cartesian,3,27,3.9000,-1.05806187e+01,4.82977458e+00,-5.75084417e+00
cartesian,3,27,4.0500,-9.64769140e+00,4.36632748e+00,-5.28136393e+00
cartesian,3,27,4.2000,-8.81585148e+00,3.95273259e+00,-4.86311889e+00
cartesian,3,27,4.3500,-8.07198884e+00,3.58306501e+00,-4.48892383e+00
cartesian,3,27,4.5000,-7.40497894e+00,3.25216895e+00,-4.15280999e+00
cartesian,3,27,4.6500,-6.80533994e+00,2.95554973e+00,-3.84979021e+00
cartesian,3,27,4.8000,-6.26495583e+00,2.68928200e+00,-3.57567383e+00
cartesian,3,27,4.9500,-5.77685167e+00,2.44993167e+00,-3.32692000e+00
cartesian,3,27,5.1000,-5.33501029e+00,2.23448938e+00,-3.10052090e+00
cartesian,3,27,5.2500,-4.93422183e+00,2.04031359e+00,-2.89390825e+00
cartesian,3,27,5.4000,-4.56995997e+00,1.86508187e+00,-2.70487811e+00
cartesian,3,27,5.5500,-4.23827927e+00,1.70674917e+00,-2.53153010e+00
cartesian,3,27,5.7000,-3.93572998e+00,1.56351193e+00,-2.37221805e+00
cartesian,3,27,5.8500,-3.65928680e+00,1.43377715e+00,-2.22550965e+00
cartesian,3,27,6.0000,-3.40628920e+00,1.31613577e+00,-2.09015343e+00
cartesian,3,27,6.5000,-2.70413770e+00,9.96335174e-01,-1.70780253e+00
cartesian,3,27,7.0000,-2.17084282e+00,7.61955186e-01,-1.40888764e+00
cartesian,3,27,7.5000,-1.76016982e+00,5.88251091e-01,-1.17191873e+00
cartesian,3,27,8.0000,-1.44003409e+00,4.58169982e-01,-9.81864112e-01
cartesian,3,27,8.5000,-1.18773074e+00,3.59806847e-01,-8.27923893e-01
cartesian,3,27,9.0000,-9.86914528e-01,2.84749616e-01,-7.02164912e-01
cartesian,3,27,9.5000,-8.25638364e-01,2.26986839e-01,-5.98651525e-01
cartesian,3,27,10.0000,-6.95050394e-01,1.82176887e-01,-5.12873507e-01
cartesian,3,27,10.5000,-5.88511252e-01,1.47152793e-01,-4.41358459e-01
cartesian,3,27,11.0000,-5.00985339e-01,1.19582716e-01,-3.81402623e-01
cartesian,3,27,11.5000,-4.28614385e-01,9.77345125e-02,-3.30879873e-01
cartesian,3,27,12.0000,-3.68414432e-01,8.03107422e-02,-2.88103689e-01
cartesian,3,27,12.5000,-3.18057696e-01,6.63318895e-02,-2.51725807e-01
cartesian,3,27,13.0000,-2.75713688e-01,5.50529199e-02,-2.20660768e-01
cartesian,3,27,13.5000,-2.39932206e-01,4.59031250e-02,-1.94029081e-01
cartesian,3,27,14.0000,-2.09556311e-01,3.84423838e-02,-1.71113927e-01
cartesian,4,64,0.3000,-9.68399316e+02,9.28835297e+01,-8.75515787e+02
cartesian,4,64,0.4500,-6.70697386e+02,7.99700940e+01,-5.90727292e+02
cartesian,4,64,0.6000,-4.79160017e+02,6.90536669e+01,-4.10106350e+02
cartesian,4,64,0.7500,-3.51939959e+02,5.97956436e+01,-2.92144316e+02
cartesian,4,64,0.9000,-2.64968541e+02,5.19196451e+01,-2.13048896e+02
cartesian,4,64,1.0500,-2.03932594e+02,4.51992419e+01,-1.58733352e+02
cartesian,4,64,1.2000,-1.60061045e+02,3.94482567e+01,-1.20612788e+02
cartesian,4,64,1.3500,-1.27830654e+02,3.45130734e+01,-9.33175806e+01
cartesian,4,64,1.5000,-1.03675684e+02,3.02665127e+01,-7.34091716e+01
cartesian,4,64,1.6500,-8.52407378e+01,2.66029371e+01,-5.86378006e+01
cartesian,4,64,1.8000,-7.09365208e+01,2.34343231e+01,-4.75021977e+01
cartesian,4,64,1.9500,-5.96692620e+01,2.06870984e+01,-3.89821636e+01
cartesian,4,64,2.1000,-5.06722001e+01,1.82995864e+01,-3.23726137e+01
cartesian,4,64,2.2500,-4.33984602e+01,1.62199329e+01,-2.71785273e+01
cartesian,4,64,2.4000,-3.74516416e+01,1.44044201e+01,-2.30472215e+01
cartesian,4,64,2.5500,-3.25400306e+01,1.28160895e+01,-1.97239411e+01
cartesian,4,64,2.7000,-2.84458868e+01,1.14236147e+01,-1.70222720e+01
cartesian,4,64,2.8500,-2.50045124e+01,1.02003755e+01,-1.48041369e+01
cartesian,4,64,3.0000,-2.20897750e+01,9.12369416e+00,-1.29660808e+01
cartesian,4,64,3.1500,-1.96039497e+01,8.17420553e+00,-1.14297442e+01
cartesian,4,64,3.3000,-1.74704981e+01,7.33533426e+00,-1.01351638e+01
cartesian,4,64,3.4500,-1.56288668e+01,6.59286068e+00,-9.03600615e+00
cartesian,4,64,3.6000,-1.40306972e+01,5.93455905e+00,-8.09613816e+00
cartesian,4,64,3.7500,-1.26370301e+01,5.34989543e+00,-7.28713463e+00
cartesian,4,64,3.9000,-1.14162223e+01,4.82977458e+00,-6.58644775e+00
cartesian,4,64,4.0500,-1.03423778e+01,4.36632748e+00,-5.97605032e+00
cartesian,4,64,4.2000,-9.39415354e+00,3.95273259e+00,-5.44142095e+00
cartesian,4,64,4.3500,-8.55384346e+00,3.58306501e+00,-4.97077845e+00
cartesian,4,64,4.5000,-7.80666850e+00,3.25216895e+00,-4.55449955e+00
cartesian,4,64,4.6500,-7.14022217e+00,2.95554973e+00,-4.18467244e+00
cartesian,4,64,4.8000,-6.54403399e+00,2.68928200e+00,-3.85475199e+00
cartesian,4,64,4.9500,-6.00922326e+00,2.44993167e+00,-3.55929159e+00
cartesian,4,64,5.1000,-5.52822245e+00,2.23448938e+00,-3.29373307e+00
cartesian,4,64,5.2500,-5.09455468e+00,2.04031359e+00,-3.05424109e+00
cartesian,4,64,5.4000,-4.70265370e+00,1.86508187e+00,-2.83757184e+00
cartesian,4,64,5.5500,-4.34771731e+00,1.70674917e+00,-2.64096814e+00
cartesian,4,64,5.7000,-4.02558731e+00,1.56351193e+00,-2.46207537e+00
cartesian,4,64,5.8500,-3.73265068e+00,1.43377715e+00,-2.29887353e+00
cartesian,4,64,6.0000,-3.46575791e+00,1.31613577e+00,-2.14962214e+00
cartesian,4,64,6.5000,-2.73129264e+00,9.96335174e-01,-1.73495746e+00
cartesian,4,64,7.0000,-2.17992213e+00,7.61955186e-01,-1.41796694e+00
cartesian,4,64,7.5000,-1.75937622e+00,5.88251091e-01,-1.17112513e+00
cartesian,4,64,8.0000,-1.43411155e+00,4.58169982e-01,-9.75941569e-01
cartesian,4,64,8.5000,-1.17941425e+00,3.59806847e-01,-8.19607405e-01
cartesian,4,64,9.0000,-9.77761557e-01,2.84749616e-01,-6.93011941e-01
cartesian,4,64,9.5000,-8.16512927e-01,2.26986839e-01,-5.89526088e-01
cartesian,4,64,10.0000,-6.86408168e-01,1.82176887e-01,-5.04231280e-01
cartesian,4,64,10.5000,-5.80568898e-01,1.47152793e-01,-4.33416105e-01
cartesian,4,64,11.0000,-4.93821599e-01,1.19582716e-01,-3.74238883e-01
cartesian,4,64,11.5000,-4.22230552e-01,9.77345125e-02,-3.24496039e-01
cartesian,4,64,12.0000,-3.62770434e-01,8.03107422e-02,-2.82459691e-01
cartesian,4,64,12.5000,-3.13093473e-01,6.63318895e-02,-2.46761584e-01
cartesian,4,64,13.0000,-2.71361653e-01,5.50529199e-02,-2.16308733e-01
cartesian,4,64,13.5000,-2.36124315e-01,4.59031250e-02,-1.90221190e-01
cartesian,4,64,14.0000,-2.06227883e-01,3.84423838e-02,-1.67785499e-01
cartesian,8,512,0.3000,-3.88902355e+03,9.28835297e+01,-3.79614002e+03
cartesian,8,512,0.4500,-1.65571879e+03,7.99700940e+01,-1.57574870e+03
cartesian,8,512,0.6000,-8.49628172e+02,6.90536669e+01,-7.80574505e+02
cartesian,8,512,0.7500,-5.01005532e+02,5.97956436e+01,-4.41209888e+02
cartesian,8,512,0.9000,-3.26899770e+02,5.19196451e+01,-2.74980125e+02
cartesian,8,512,1.0500,-2.29391636e+02,4.51992419e+01,-1.84192394e+02
cartesian,8,512,1.2000,-1.69628961e+02,3.94482567e+01,-1.30180704e+02
cartesian,8,512,1.3500,-1.30341718e+02,3.45130734e+01,-9.58286449e+01
cartesian,8,512,1.5000,-1.03077560e+02,3.02665127e+01,-7.28110471e+01
cartesian,8,512,1.6500,-8.33456110e+01,2.66029371e+01,-5.67426739e+01
cartesian,8,512,1.8000,-6.85870303e+01,2.34343231e+01,-4.51527072e+01
cartesian,8,512,1.9500,-5.72550493e+01,2.06870984e+01,-3.65679509e+01
cartesian,8,512,2.1000,-4.83670832e+01,1.82995864e+01,-3.00674967e+01
cartesian,8,512,2.2500,-4.12724641e+01,1.62199329e+01,-2.50525312e+01
cartesian,8,512,2.4000,-3.55250750e+01,1.44044201e+01,-2.11206550e+01
cartesian,8,512,2.5500,-3.08099785e+01,1.28160895e+01,-1.79938890e+01
cartesian,8,512,2.7000,-2.68992823e+01,1.14236147e+01,-1.54756675e+01
cartesian,8,512,2.8500,-2.36245674e+01,1.02003755e+01,-1.34241919e+01
cartesian,8,512,3.0000,-2.08590845e+01,9.12369416e+00,-1.17353904e+01
cartesian,8,512,3.1500,-1.85059232e+01,8.17420553e+00,-1.03317176e+01
cartesian,8,512,3.3000,-1.64899488e+01,7.33533426e+00,-9.15461450e+00
cartesian,8,512,3.4500,-1.47521861e+01,6.59286068e+00,-8.15932545e+00
cartesian,8,512,3.6000,-1.32458299e+01,5.93455905e+00,-7.31127082e+00
cartesian,8,512,3.7500,-1.19333615e+01,5.34989543e+00,-6.58346603e+00
cartesian,8,512,3.9000,-1.07844338e+01,4.82977458e+00,-5.95465920e+00
cartesian,8,512,4.0500,-9.77429728e+00,4.36632748e+00,-5.40796980e+00
cartesian,8,512,4.2000,-8.88261457e+00,3.95273259e+00,-4.92988198e+00
cartesian,8,512,4.3500,-8.09255720e+00,3.58306501e+00,-4.50949219e+00
cartesian,8,512,4.5000,-7.39011046e+00,3.25216895e+00,-4.13794151e+00
cartesian,8,512,4.6500,-6.76353317e+00,2.95554973e+00,-3.80798344e+00
cartesian,8,512,4.8000,-6.20293415e+00,2.68928200e+00,-3.51365215e+00
cartesian,8,512,4.9500,-5.69993752e+00,2.44993167e+00,-3.25000585e+00
cartesian,8,512,5.1000,-5.24741616e+00,2.23448938e+00,-3.01292678e+00
cartesian,8,512,5.2500,-4.83927800e+00,2.04031359e+00,-2.79896442e+00
cartesian,8,512,5.4000,-4.47029344e+00,1.86508187e+00,-2.60521157e+00
cartesian,8,512,5.5500,-4.13595523e+00,1.70674917e+00,-2.42920605e+00
cartesian,8,512,5.7000,-3.83236399e+00,1.56351193e+00,-2.26885206e+00
cartesian,8,512,5.8500,-3.55613416e+00,1.43377715e+00,-2.12235701e+00
cartesian,8,512,6.0000,-3.30431635e+00,1.31613577e+00,-1.98818058e+00
cartesian,8,512,6.5000,-2.61042970e+00,9.96335174e-01,-1.61409452e+00
cartesian,8,512,7.0000,-2.08836492e+00,7.61955186e-01,-1.32640973e+00
cartesian,8,512,7.5000,-1.68925308e+00,5.88251091e-01,-1.10100199e+00
cartesian,8,512,8.0000,-1.37985337e+00,4.58169982e-01,-9.21683390e-01
cartesian,8,512,8.5000,-1.13703141e+00,3.59806847e-01,-7.77224567e-01
cartesian,8,512,9.0000,-9.44361780e-01,2.84749616e-01,-6.59612164e-01
cartesian,8,512,9.5000,-7.89975664e-01,2.26986839e-01,-5.62988826e-01
cartesian,8,512,10.0000,-6.65162007e-01,1.82176887e-01,-4.82985119e-01
cartesian,8,512,10.5000,-5.63437576e-01,1.47152793e-01,-4.16284783e-01
cartesian,8,512,11.0000,-4.79916250e-01,1.19582716e-01,-3.60333534e-01
cartesian,8,512,11.5000,-4.10873471e-01,9.77345125e-02,-3.13138958e-01
cartesian,8,512,12.0000,-3.53440563e-01,8.03107422e-02,-2.73129821e-01
cartesian,8,512,12.5000,-3.05387024e-01,6.63318895e-02,-2.39055134e-01
cartesian,8,512,13.0000,-2.64963385e-01,5.50529199e-02,-2.09910465e-01
cartesian,8,512,13.5000,-2.30786397e-01,4.59031250e-02,-1.84883272e-01
cartesian,8,512,14.0000,-2.01754192e-01,3.84423838e-02,-1.63311808e-01
cartesian,16,4096,0.3000,-2.75724162e+03,9.28835297e+01,-2.66435809e+03
cartesian,16,4096,0.4500,-1.07607011e+03,7.99700940e+01,-9.96100018e+02
cartesian,16,4096,0.6000,-5.97566509e+02,6.90536669e+01,-5.28512842e+02
cartesian,16,4096,0.7500,-3.85654419e+02,5.97956436e+01,-3.25858776e+02
cartesian,16,4096,0.9000,-2.69881122e+02,5.19196451e+01,-2.17961477e+02
cartesian,16,4096,1.0500,-1.98908499e+02,4.51992419e+01,-1.53709257e+02
cartesian,16,4096,1.2000,-1.52088469e+02,3.94482567e+01,-1.12640212e+02
cartesian,16,4096,1.3500,-1.19559176e+02,3.45130734e+01,-8.50461028e+01
cartesian,16,4096,1.5000,-9.60582488e+01,3.02665127e+01,-6.57917360e+01
cartesian,16,4096,1.6500,-7.85499465e+01,2.66029371e+01,-5.19470094e+01
cartesian,16,4096,1.8000,-6.51772197e+01,2.34343231e+01,-4.17428966e+01
cartesian,16,4096,1.9500,-5.47502718e+01,2.06870984e+01,-3.40631734e+01
cartesian,16,4096,2.1000,-4.64775391e+01,1.82995864e+01,-2.81779527e+01
cartesian,16,4096,2.2500,-3.98155959e+01,1.62199329e+01,-2.35956630e+01
cartesian,16,4096,2.4000,-3.43812958e+01,1.44044201e+01,-1.99768758e+01
cartesian,16,4096,2.5500,-2.98982371e+01,1.28160895e+01,-1.70821476e+01
cartesian,16,4096,2.7000,-2.61630097e+01,1.14236147e+01,-1.47393949e+01
cartesian,16,4096,2.8500,-2.30232766e+01,1.02003755e+01,-1.28229011e+01
cartesian,16,4096,3.0000,-2.03631682e+01,9.12369416e+00,-1.12394740e+01
cartesian,16,4096,3.1500,-1.80933256e+01,8.17420553e+00,-9.91912002e+00
cartesian,16,4096,3.3000,-1.61439746e+01,7.33533426e+00,-8.80864034e+00
cartesian,16,4096,3.4500,-1.44600198e+01,6.59286068e+00,-7.86715912e+00
cartesian,16,4096,3.6000,-1.29975118e+01,5.93455905e+00,-7.06295279e+00
cartesian,16,4096,3.7500,-1.17210664e+01,5.34989543e+00,-6.37117095e+00
cartesian,16,4096,3.9000,-1.06019522e+01,4.82977458e+00,-5.77217764e+00
cartesian,16,4096,4.0500,-9.61665786e+00,4.36632748e+00,-5.25033039e+00
cartesian,16,4096,4.2000,-8.74580453e+00,3.95273259e+00,-4.79307194e+00
cartesian,16,4096,4.3500,-7.97331317e+00,3.58306501e+00,-4.39024816e+00
cartesian,16,4096,4.5000,-7.28576013e+00,3.25216895e+00,-4.03359118e+00
cartesian,16,4096,4.6500,-6.67187414e+00,2.95554973e+00,-3.71632440e+00
cartesian,16,4096,4.8000,-6.12214040e+00,2.68928200e+00,-3.43285840e+00
cartesian,16,4096,4.9500,-5.62848662e+00,2.44993167e+00,-3.17855495e+00
cartesian,16,4096,5.1000,-5.18403214e+00,2.23448938e+00,-2.94954276e+00
cartesian,16,4096,5.2500,-4.78288617e+00,2.04031359e+00,-2.74257258e+00
cartesian,16,4096,5.4000,-4.41998443e+00,1.86508187e+00,-2.55490256e+00
cartesian,16,4096,5.5500,-4.09095621e+00,1.70674917e+00,-2.38420703e+00
cartesian,16,4096,5.7000,-3.79201544e+00,1.56351193e+00,-2.22850350e+00
cartesian,16,4096,5.8500,-3.51987105e+00,1.43377715e+00,-2.08609389e+00
cartesian,16,4096,6.0000,-3.27165280e+00,1.31613577e+00,-1.95551703e+00
cartesian,16,4096,6.5000,-2.58703687e+00,9.96335174e-01,-1.59070170e+00
cartesian,16,4096,7.0000,-2.07127326e+00,7.61955186e-01,-1.30931807e+00
cartesian,16,4096,7.5000,-1.67654784e+00,5.88251091e-01,-1.08829675e+00
cartesian,16,4096,8.0000,-1.37026536e+00,4.58169982e-01,-9.12095379e-01
cartesian,16,4096,8.5000,-1.12969896e+00,3.59806847e-01,-7.69892109e-01
cartesian,16,4096,9.0000,-9.38687494e-01,2.84749616e-01,-6.53937878e-01
cartesian,16,4096,9.5000,-7.85537687e-01,2.26986839e-01,-5.58550848e-01
cartesian,16,4096,10.0000,-6.61657502e-01,1.82176887e-01,-4.79480615e-01
cartesian,16,4096,10.5000,-5.60645943e-01,1.47152793e-01,-4.13493150e-01
cartesian,16,4096,11.0000,-4.77674657e-01,1.19582716e-01,-3.58091941e-01
cartesian,16,4096,11.5000,-4.09060286e-01,9.77345125e-02,-3.11325774e-01
cartesian,16,4096,12.0000,-3.51963935e-01,8.03107422e-02,-2.71653193e-01
cartesian,16,4096,12.5000,-3.04176900e-01,6.63318895e-02,-2.37845011e-01
cartesian,16,4096,13.0000,-2.63965846e-01,5.50529199e-02,-2.08912926e-01
cartesian,16,4096,13.5000,-2.29959591e-01,4.59031250e-02,-1.84056466e-01
cartesian,16,4096,14.0000,-2.01065379e-01,3.84423838e-02,-1.62622995e-01
cartesian,24,13824,0.3000,-2.09949260e+03,9.28835297e+01,-2.00660907e+03
cartesian,24,13824,0.4500,-9.76884961e+02,7.99700940e+01,-8.96914867e+02
cartesian,24,13824,0.6000,-5.73202769e+02,6.90536669e+01,-5.04149102e+02
cartesian,24,13824,0.7500,-3.76803884e+02,5.97956436e+01,-3.17008240e+02
cartesian,24,13824,0.9000,-2.65673372e+02,5.19196451e+01,-2.13753727e+02
cartesian,24,13824,1.0500,-1.96548837e+02,4.51992419e+01,-1.51349596e+02
cartesian,24,13824,1.2000,-1.50624038e+02,3.94482567e+01,-1.11175782e+02
cartesian,24,13824,1.3500,-1.18587659e+02,3.45130734e+01,-8.40745856e+01
cartesian,24,13824,1.5000,-9.53823851e+01,3.02665127e+01,-6.51158724e+01
cartesian,24,13824,1.6500,-7.80625278e+01,2.66029371e+01,-5.14595907e+01
cartesian,24,13824,1.8000,-6.48155407e+01,2.34343231e+01,-4.13812176e+01
cartesian,24,13824,1.9500,-5.44755795e+01,2.06870984e+01,-3.37884811e+01
cartesian,24,13824,2.1000,-4.62648236e+01,1.82995864e+01,-2.79652372e+01
cartesian,24,13824,2.2500,-3.96481374e+01,1.62199329e+01,-2.34282045e+01
cartesian,24,13824,2.4000,-3.42475825e+01,1.44044201e+01,-1.98431625e+01
cartesian,24,13824,2.5500,-2.97901422e+01,1.28160895e+01,-1.69740528e+01
cartesian,24,13824,2.7000,-2.60746708e+01,1.14236147e+01,-1.46510561e+01
cartesian,24,13824,2.8500,-2.29503841e+01,1.02003755e+01,-1.27500087e+01
cartesian,24,13824,3.0000,-2.03025012e+01,9.12369416e+00,-1.11788071e+01
cartesian,24,13824,3.1500,-1.80424411e+01,8.17420553e+00,-9.86823554e+00
cartesian,24,13824,3.3000,-1.61009950e+01,7.33533426e+00,-8.76566070e+00
cartesian,24,13824,3.4500,-1.44234848e+01,6.59286068e+00,-7.83062410e+00
cartesian,24,13824,3.6000,-1.29662735e+01,5.93455905e+00,-7.03171449e+00
cartesian,24,13824,3.7500,-1.16942136e+01,5.34989543e+00,-6.34431819e+00
cartesian,24,13824,3.9000,-1.05787552e+01,4.82977458e+00,-5.74898066e+00
cartesian,24,13824,4.0500,-9.59652737e+00,4.36632748e+00,-5.23019990e+00
cartesian,24,13824,4.2000,-8.72826110e+00,3.95273259e+00,-4.77552851e+00
cartesian,24,13824,4.3500,-7.95796403e+00,3.58306501e+00,-4.37489902e+00
cartesian,24,13824,4.5000,-7.27228141e+00,3.25216895e+00,-4.02011245e+00
cartesian,24,13824,4.6500,-6.65999715e+00,2.95554973e+00,-3.70444742e+00
cartesian,24,13824,4.8000,-6.11164103e+00,2.68928200e+00,-3.42235904e+00
cartesian,24,13824,4.9500,-5.61917693e+00,2.44993167e+00,-3.16924527e+00
cartesian,24,13824,5.1000,-5.17575376e+00,2.23448938e+00,-2.94126438e+00
cartesian,24,13824,5.2500,-4.77550500e+00,2.04031359e+00,-2.73519141e+00
cartesian,24,13824,5.4000,-4.41338647e+00,1.86508187e+00,-2.54830460e+00
cartesian,24,13824,5.5500,-4.08504412e+00,1.70674917e+00,-2.37829495e+00
cartesian,24,13824,5.7000,-3.78670580e+00,1.56351193e+00,-2.22319387e+00
cartesian,24,13824,5.8500,-3.51509211e+00,1.43377715e+00,-2.08131496e+00
cartesian,24,13824,6.0000,-3.26734263e+00,1.31613577e+00,-1.95120686e+00
cartesian,24,13824,6.5000,-2.58393945e+00,9.96335174e-01,-1.58760428e+00
cartesian,24,13824,7.0000,-2.06900504e+00,7.61955186e-01,-1.30704985e+00
cartesian,24,13824,7.5000,-1.67485940e+00,5.88251091e-01,-1.08660830e+00
cartesian,24,13824,8.0000,-1.36899026e+00,4.58169982e-01,-9.10820276e-01
cartesian,24,13824,8.5000,-1.12872360e+00,3.59806847e-01,-7.68916755e-01
cartesian,24,13824,9.0000,-9.37932825e-01,2.84749616e-01,-6.53183209e-01
cartesian,24,13824,9.5000,-7.84947700e-01,2.26986839e-01,-5.57960861e-01
cartesian,24,13824,10.0000,-6.61191907e-01,1.82176887e-01,-4.79015020e-01
cartesian,24,13824,10.5000,-5.60275345e-01,1.47152793e-01,-4.13122552e-01
cartesian,24,13824,11.0000,-4.77377340e-01,1.19582716e-01,-3.57794624e-01
cartesian,24,13824,11.5000,-4.08820017e-01,9.77345125e-02,-3.11085504e-01
cartesian,24,13824,12.0000,-3.51768455e-01,8.03107422e-02,-2.71457713e-01
cartesian,24,13824,12.5000,-3.04016860e-01,6.63318895e-02,-2.37684970e-01
cartesian,24,13824,13.0000,-2.63834052e-01,5.50529199e-02,-2.08781132e-01
cartesian,24,13824,13.5000,-2.29850462e-01,4.59031250e-02,-1.83947337e-01
cartesian,24,13824,14.0000,-2.00974552e-01,3.84423838e-02,-1.62532168e-01
cartesian,20,8000,0.3000,-2.28197084e+03,9.28835297e+01,-2.18908732e+03
cartesian,20,8000,0.4500,-1.00055131e+03,7.99700940e+01,-9.20581221e+02
cartesian,20,8000,0.6000,-5.79191859e+02,6.90536669e+01,-5.10138193e+02
cartesian,20,8000,0.7500,-3.79178220e+02,5.97956436e+01,-3.19382576e+02
cartesian,20,8000,0.9000,-2.66879532e+02,5.19196451e+01,-2.14959887e+02
cartesian,20,8000,1.0500,-1.97251437e+02,4.51992419e+01,-1.52052195e+02
cartesian,20,8000,1.2000,-1.51069475e+02,3.94482567e+01,-1.11621218e+02
cartesian,20,8000,1.3500,-1.18887056e+02,3.45130734e+01,-8.43739824e+01
cartesian,20,8000,1.5000,-9.55925510e+01,3.02665127e+01,-6.53260383e+01
cartesian,20,8000,1.6500,-7.82151269e+01,2.66029371e+01,-5.16121898e+01
cartesian,20,8000,1.8000,-6.49293908e+01,2.34343231e+01,-4.14950678e+01
cartesian,20,8000,1.9500,-5.45624389e+01,2.06870984e+01,-3.38753405e+01
cartesian,20,8000,2.1000,-4.63323436e+01,1.82995864e+01,-2.80327572e+01
cartesian,20,8000,2.2500,-3.97014674e+01,1.62199329e+01,-2.34815345e+01
cartesian,20,8000,2.4000,-3.42902878e+01,1.44044201e+01,-1.98858678e+01
cartesian,20,8000,2.5500,-2.98247521e+01,1.28160895e+01,-1.70086626e+01
cartesian,20,8000,2.7000,-2.61030175e+01,1.14236147e+01,-1.46794028e+01
cartesian,20,8000,2.8500,-2.29738199e+01,1.02003755e+01,-1.27734444e+01
cartesian,20,8000,3.0000,-2.03220401e+01,9.12369416e+00,-1.11983460e+01
cartesian,20,8000,3.1500,-1.80588546e+01,8.17420553e+00,-9.88464908e+00
cartesian,20,8000,3.3000,-1.61148778e+01,7.33533426e+00,-8.77954350e+00
cartesian,20,8000,3.4500,-1.44353004e+01,6.59286068e+00,-7.84243976e+00
cartesian,20,8000,3.6000,-1.29763874e+01,5.93455905e+00,-7.04182832e+00
cartesian,20,8000,3.7500,-1.17029162e+01,5.34989543e+00,-6.35302076e+00
cartesian,20,8000,3.9000,-1.05862797e+01,4.82977458e+00,-5.75650515e+00
cartesian,20,8000,4.0500,-9.60306241e+00,4.36632748e+00,-5.23673494e+00
cartesian,20,8000,4.2000,-8.73396040e+00,3.95273259e+00,-4.78122781e+00
cartesian,20,8000,4.3500,-7.96295372e+00,3.58306501e+00,-4.37988871e+00
cartesian,20,8000,4.5000,-7.27666562e+00,3.25216895e+00,-4.02449667e+00
cartesian,20,8000,4.6500,-6.66386240e+00,2.95554973e+00,-3.70831267e+00
cartesian,20,8000,4.8000,-6.11505957e+00,2.68928200e+00,-3.42577757e+00
cartesian,20,8000,4.9500,-5.62220940e+00,2.44993167e+00,-3.17227773e+00
cartesian,20,8000,5.1000,-5.17845133e+00,2.23448938e+00,-2.94396194e+00
cartesian,20,8000,5.2500,-4.77791102e+00,2.04031359e+00,-2.73759744e+00
cartesian,20,8000,5.4000,-4.41553785e+00,1.86508187e+00,-2.55045598e+00
cartesian,20,8000,5.5500,-4.08697238e+00,1.70674917e+00,-2.38022321e+00
cartesian,20,8000,5.7000,-3.78843799e+00,1.56351193e+00,-2.22492605e+00
cartesian,20,8000,5.8500,-3.51665150e+00,1.43377715e+00,-2.08287434e+00
cartesian,20,8000,6.0000,-3.26874932e+00,1.31613577e+00,-1.95261355e+00
cartesian,20,8000,6.5000,-2.58495082e+00,9.96335174e-01,-1.58861564e+00
cartesian,20,8000,7.0000,-2.06974586e+00,7.61955186e-01,-1.30779067e+00
cartesian,20,8000,7.5000,-1.67541093e+00,5.88251091e-01,-1.08715984e+00
cartesian,20,8000,8.0000,-1.36940679e+00,4.58169982e-01,-9.11236805e-01
cartesian,20,8000,8.5000,-1.12904220e+00,3.59806847e-01,-7.69235351e-01
cartesian,20,8000,9.0000,-9.38179309e-01,2.84749616e-01,-6.53429692e-01
cartesian,20,8000,9.5000,-7.85140368e-01,2.26986839e-01,-5.58153529e-01
cartesian,20,8000,10.0000,-6.61343926e-01,1.82176887e-01,-4.79167039e-01
cartesian,20,8000,10.5000,-5.60396323e-01,1.47152793e-01,-4.13243530e-01
cartesian,20,8000,11.0000,-4.77474376e-01,1.19582716e-01,-3.57891660e-01
cartesian,20,8000,11.5000,-4.08898417e-01,9.77345125e-02,-3.11163905e-01
cartesian,20,8000,12.0000,-3.51832227e-01,8.03107422e-02,-2.71521485e-01
cartesian,20,8000,12.5000,-3.04069058e-01,6.63318895e-02,-2.37737169e-01
cartesian,20,8000,13.0000,-2.63877028e-01,5.50529199e-02,-2.08824108e-01
cartesian,20,8000,13.5000,-2.29886040e-01,4.59031250e-02,-1.83982915e-01
cartesian,20,8000,14.0000,-2.01004157e-01,3.84423838e-02,-1.62561773e-01
