R_nm,E_kcalmol_per_NC_axis,halfwidth_kcalmol
16.863792,-0.101553,0.071685
16.882869,-0.101553,0.071685
16.901946,-0.101553,0.071685
16.921023,-0.101553,0.071685
16.940099,-0.101553,0.071685
16.959176,-0.101553,0.071685
16.978253,-0.101553,0.071685
16.997329,-0.101553,0.071685
17.016406,-0.101553,0.071685
17.035483,-0.101553,0.071685
17.054559,-0.101553,0.071685
17.073636,-0.101553,0.071685
17.092713,-0.101553,0.071685
17.111789,-0.101553,0.071685
17.130866,-0.101553,0.071685
17.149943,-0.101553,0.071685
17.169019,-0.101553,0.071685
17.188096,-0.101553,0.071685
17.207173,-0.101553,0.071685
17.226250,-0.101553,0.071685
17.245326,-0.101553,0.071685
17.264403,-0.101553,0.071685
17.283480,-0.101553,0.071685
17.302556,-0.101553,0.071685
17.321633,-0.101553,0.071685
17.340710,-0.101553,0.071685
17.359786,-0.101553,0.071685
17.378863,-0.101553,0.071685
17.397940,-0.101553,0.071685
17.417016,-0.101553,0.071685
17.436093,-0.101553,0.071685
17.455170,-0.101553,0.071685
17.474246,-0.053763,0.023895
17.493323,-0.053763,0.023895
17.512400,-0.053763,0.023895
17.531477,-0.053763,0.023895
17.550553,-0.053763,0.023895
17.569630,-0.053763,0.023895
17.588707,-0.053763,0.023895
17.607783,-0.053763,0.023895
17.626860,-0.053763,0.023895
17.645937,-0.053763,0.023895
17.665013,-0.053763,0.023895
17.684090,-0.053763,0.023895
17.703167,-0.053763,0.023895
17.722243,-0.053763,0.023895
17.741320,-0.053763,0.023895
17.760397,-0.053763,0.023895
17.779473,-0.053763,0.023895
17.798550,-0.053763,0.023895
17.817627,-0.053763,0.023895
17.836704,-0.053763,0.023895
17.855780,-0.053763,0.023895
17.874857,-0.053763,0.023895
17.893934,-0.053763,0.023895
17.913010,-0.053763,0.023895
17.932087,-0.053763,0.023895
17.951164,-0.053763,0.023895
17.970240,-0.053763,0.023895
17.989317,-0.053763,0.023895
18.008394,-0.053763,0.023895
18.027470,-0.053763,0.023895
18.046547,-0.053763,0.023895
18.065624,-0.053763,0.023895
18.084700,-0.053763,0.023895
18.103777,-0.053763,0.023895
18.122854,-0.053763,0.023895
18.141931,-0.053763,0.023895
18.161007,-0.053763,0.023895
18.180084,-0.053763,0.023895
18.199161,-0.053763,0.023895
18.218237,-0.053763,0.023895
18.237314,-0.053763,0.023895
18.256391,-0.053763,0.023895
18.275467,-0.053763,0.023895
18.294544,-0.053763,0.023895
18.313621,-0.053763,0.023895
18.332697,-0.053763,0.023895
18.351774,-0.053763,0.023895
18.370851,-0.053763,0.023895
18.389928,-0.053763,0.023895
18.409004,-0.053763,0.023895
18.428081,-0.053763,0.023895
18.447158,-0.053763,0.023895
18.466234,-0.053763,0.023895
18.485311,-0.053763,0.023895
18.504388,-0.053763,0.023895
18.523464,-0.053763,0.023895
18.542541,-0.053763,0.023895
18.561618,-0.053763,0.023895
18.580694,-0.053763,0.023895
18.599771,-0.053763,0.023895
18.618848,-0.053763,0.023895
18.637924,-0.053763,0.023895
18.657001,-0.053763,0.023895
18.676078,-0.053763,0.023895
18.695155,-0.053763,0.023895
18.714231,-0.053763,0.023895
18.733308,-0.053763,0.023895
18.752385,-0.053763,0.023895
18.771461,-0.053763,0.023895
18.790538,-0.053763,0.023895
18.809615,-0.017921,0.059737
18.828691,-0.017921,0.059737
18.847768,-0.017921,0.059737
18.866845,-0.017921,0.059737
18.885921,-0.017921,0.059737
18.904998,-0.017921,0.059737
18.924075,-0.017921,0.059737
18.943151,-0.017921,0.059737
18.962228,-0.017921,0.059737
18.981305,-0.017921,0.059737
19.000382,-0.017921,0.059737
19.019458,-0.017921,0.059737
19.038535,-0.017921,0.059737
19.057612,-0.017921,0.059737
19.076688,-0.017921,0.059737
19.095765,-0.017921,0.059737
19.114842,-0.017921,0.059737
19.133918,-0.017921,0.059737
19.152995,-0.017921,0.059737
19.172072,-0.017921,0.059737
19.191148,-0.017921,0.059737
19.210225,-0.017921,0.059737
19.229302,-0.017921,0.059737
19.248378,-0.017921,0.059737
19.267455,-0.017921,0.059737
19.286532,-0.017921,0.059737
19.305609,-0.017921,0.059737
19.324685,-0.017921,0.059737
19.343762,-0.017921,0.059737
19.362839,-0.017921,0.059737
19.381915,-0.017921,0.059737
19.400992,-0.017921,0.059737
19.420069,-0.017921,0.059737
19.439145,-0.017921,0.059737
19.458222,-0.017921,0.059737
19.477299,-0.017921,0.059737
19.496375,-0.017921,0.059737
19.515452,-0.017921,0.059737
19.534529,-0.017921,0.059737
19.553605,-0.017921,0.059737
19.572682,-0.017921,0.059737
19.591759,-0.017921,0.059737
19.610836,-0.017921,0.059737
19.629912,-0.017921,0.059737
19.648989,-0.017921,0.059737
19.668066,-0.017921,0.059737
19.687142,-0.017921,0.059737
19.706219,-0.017921,0.059737
19.725296,-0.017921,0.059737
19.744372,-0.017921,0.059737
19.763449,-0.017921,0.059737
19.782526,-0.017921,0.059737
19.801602,-0.017921,0.059737
19.820679,-0.017921,0.059737
19.839756,-0.017921,0.059737
19.858833,-0.017921,0.059737
19.877909,-0.017921,0.059737
19.896986,-0.017921,0.059737
19.916063,-0.017921,0.059737
19.935139,-0.017921,0.059737
19.954216,-0.017921,0.059737
19.973293,-0.017921,0.059737
19.992369,-0.017921,0.059737
20.011446,-0.017921,0.059737
20.030523,-0.017921,0.059737
20.049599,-0.017921,0.059737
20.068676,-0.017921,0.059737
20.087753,-0.017921,0.059737
20.106829,-0.017921,0.059737
20.125906,-0.017921,0.059737
20.144983,-0.017921,0.059737
20.164060,-0.017921,0.059737
20.183136,-0.017921,0.059737
20.202213,-0.017921,0.059737
20.221290,-0.017921,0.059737
20.240366,-0.017921,0.059737
20.259443,-0.017921,0.059737
20.278520,-0.017921,0.059737
20.297596,-0.017921,0.059737
20.316673,-0.017921,0.059737
20.335750,-0.017921,0.059737
20.354826,-0.017921,0.059737
20.373903,-0.017921,0.059737
20.392980,-0.017921,0.059737
20.412056,-0.017921,0.059737
20.431133,-0.017921,0.059737
20.450210,-0.017921,0.059737
20.469287,-0.017921,0.059737
20.488363,-0.017921,0.059737
20.507440,-0.017921,0.059737
20.526517,-0.017921,0.059737
20.545593,-0.017921,0.059737
20.564670,-0.017921,0.059737
20.583747,-0.017921,0.059737
20.602823,-0.017921,0.059737
20.621900,-0.017921,0.059737
20.640977,-0.017921,0.059737
20.660053,-0.017921,0.059737
20.679130,-0.017921,0.059737
20.698207,-0.017921,0.059737
20.717283,-0.017921,0.059737
20.736360,-0.017921,0.059737
20.755437,-0.017921,0.059737
20.774514,-0.017921,0.059737
20.793590,-0.017921,0.059737
20.812667,-0.017921,0.059737
20.831744,-0.017921,0.059737
20.850820,-0.017921,0.059737
20.869897,-0.017921,0.059737
20.888974,-0.017921,0.059737
20.908050,-0.017921,0.059737
20.927127,-0.017921,0.059737
20.946204,-0.017921,0.059737
20.965280,-0.017921,0.059737
20.984357,-0.017921,0.059737
21.003434,-0.017921,0.059737
21.022510,-0.017921,0.059737
21.041587,-0.017921,0.059737
21.060664,-0.017921,0.059737
21.079741,-0.017921,0.059737
21.098817,-0.017921,0.059737
21.117894,-0.017921,0.059737
21.136971,-0.017921,0.059737
21.156047,-0.017921,0.059737
21.175124,-0.017921,0.059737
21.194201,-0.017921,0.059737
21.213277,-0.017921,0.059737
21.232354,-0.017921,0.059737
21.251431,-0.017921,0.059737
21.270507,-0.017921,0.059737
21.289584,-0.017921,0.059737
21.308661,-0.017921,0.059737
21.327738,-0.017921,0.059737
21.346814,-0.017921,0.059737
21.365891,-0.017921,0.059737
21.384968,-0.017921,0.059737
21.404044,-0.017921,0.059737
21.423121,-0.017921,0.059737
21.442198,-0.017921,0.059737
21.461274,-0.017921,0.059737
21.480351,-0.017921,0.059737
21.499428,-0.017921,0.059737
21.518504,-0.017921,0.059737
21.537581,-0.017921,0.059737
21.556658,-0.017921,0.059737
21.575734,-0.017921,0.059737
21.594811,-0.017921,0.059737
21.613888,-0.017921,0.059737
21.632965,-0.017921,0.059737
21.652041,-0.017921,0.059737
21.671118,-0.017921,0.059737
21.690195,-0.017921,0.059737
21.709271,-0.017921,0.059737
21.728348,-0.017921,0.059737
21.747425,-0.017921,0.059737
21.766501,-0.017921,0.059737
21.785578,-0.017921,0.059737
21.804655,-0.017921,0.059737
21.823731,-0.017921,0.059737
21.842808,-0.017921,0.059737
21.861885,-0.017921,0.059737
21.880961,-0.017921,0.059737
21.900038,-0.017921,0.059737
21.919115,-0.017921,0.059737
21.938192,-0.017921,0.059737
21.957268,-0.017921,0.059737
21.976345,-0.017921,0.059737
21.995422,-0.017921,0.059737
22.014498,-0.017921,0.059737
22.033575,-0.017921,0.059737
22.052652,-0.017921,0.059737
22.071728,-0.017921,0.059737
22.090805,-0.017921,0.059737
22.109882,-0.017921,0.059737
22.128958,-0.017921,0.059737
22.148035,-0.017921,0.059737
22.167112,-0.017921,0.059737
22.186188,-0.017921,0.059737
22.205265,-0.017921,0.059737
22.224342,-0.017921,0.059737
22.243419,-0.017921,0.059737
22.262495,-0.017921,0.059737
22.281572,-0.017921,0.059737
22.300649,-0.017921,0.059737
22.319725,-0.017921,0.059737
22.338802,-0.017921,0.059737
22.357879,-0.017921,0.059737
22.376955,-0.017921,0.059737
22.396032,-0.017921,0.059737
22.415109,-0.017921,0.059737
22.434185,-0.017921,0.059737
22.453262,-0.017921,0.059737
22.472339,-0.017921,0.059737
22.491415,-0.017921,0.059737
22.510492,-0.017921,0.059737
22.529569,-0.017921,0.059737
22.548646,-0.017921,0.059737
22.567722,-0.017921,0.059737
22.586799,-0.017921,0.059737
22.605876,-0.017921,0.059737
22.624952,-0.017921,0.059737
22.644029,-0.017921,0.059737
22.663106,-0.017921,0.059737
22.682182,-0.017921,0.059737
22.701259,-0.017921,0.059737
22.720336,-0.017921,0.059737
22.739412,-0.017921,0.059737
22.758489,-0.017921,0.059737
22.777566,-0.017921,0.059737
22.796643,-0.017921,0.059737
22.815719,-0.017921,0.059737
22.834796,-0.017921,0.059737
22.853873,-0.017921,0.059737
22.872949,-0.017921,0.059737
22.892026,-0.017921,0.059737
22.911103,-0.017921,0.059737
22.930179,-0.017921,0.059737
22.949256,-0.017921,0.059737
22.968333,-0.017921,0.059737
22.987409,-0.017921,0.059737
23.006486,-0.017921,0.059737
23.025563,-0.017921,0.059737
23.044639,-0.017921,0.059737
23.063716,-0.017921,0.059737
23.082793,-0.017921,0.059737
23.101870,-0.017921,0.059737
23.120946,-0.017921,0.059737
23.140023,-0.017921,0.059737
23.159100,-0.017921,0.059737
23.178176,-0.017921,0.059737
23.197253,-0.017921,0.059737
23.216330,-0.017921,0.059737
23.235406,-0.017921,0.059737
23.254483,-0.017921,0.059737
23.273560,-0.017921,0.059737
23.292636,-0.017921,0.059737
23.311713,-0.017921,0.059737
23.330790,-0.017921,0.059737
23.349866,-0.017921,0.059737
23.368943,-0.017921,0.059737
23.388020,-0.017921,0.059737
23.407097,-0.017921,0.059737
23.426173,-0.017921,0.059737
23.445250,-0.017921,0.059737
23.464327,-0.017921,0.059737
23.483403,-0.017921,0.059737
23.502480,-0.017921,0.059737
23.521557,-0.017921,0.059737
23.540633,-0.017921,0.059737
23.559710,-0.017921,0.059737
23.578787,-0.017921,0.059737
23.597863,-0.017921,0.059737
23.616940,-0.017921,0.059737
23.636017,-0.017921,0.059737
23.655093,-0.017921,0.059737
23.674170,-0.017921,0.059737
23.693247,-0.017921,0.059737
23.712324,-0.017921,0.059737
23.731400,-0.017921,0.059737
23.750477,-0.017921,0.059737
23.769554,-0.017921,0.059737
23.788630,-0.017921,0.059737
23.807707,-0.017921,0.059737
23.826784,-0.017921,0.059737
23.845860,-0.017921,0.059737
23.864937,-0.017921,0.059737
23.884014,-0.017921,0.059737
23.903090,-0.017921,0.059737
23.922167,-0.017921,0.059737
23.941244,-0.017921,0.059737
23.960320,-0.017921,0.059737
23.979397,-0.017921,0.059737
23.998474,-0.017921,0.059737
24.017551,-0.017921,0.059737
24.036627,-0.017921,0.059737
24.055704,-0.017921,0.059737
24.074781,-0.017921,0.059737
24.093857,-0.017921,0.059737
24.112934,-0.017921,0.059737
24.132011,-0.017921,0.059737
24.151087,-0.017921,0.059737
24.170164,-0.017921,0.059737
24.189241,-0.017921,0.059737
24.208317,-0.017921,0.059737
24.227394,-0.017921,0.059737
24.246471,-0.017921,0.059737
24.265548,-0.017921,0.059737
24.284624,-0.017921,0.059737
24.303701,-0.017921,0.059737
24.322778,-0.017921,0.059737
24.341854,-0.017921,0.059737
24.360931,-0.017921,0.059737
24.380008,-0.017921,0.059737
24.399084,-0.017921,0.059737
24.418161,-0.017921,0.059737
24.437238,-0.017921,0.059737
24.456314,-0.017921,0.059737
24.475391,-0.017921,0.059737
24.494468,-0.017921,0.059737
24.513544,-0.017921,0.059737
24.532621,-0.017921,0.059737
24.551698,-0.017921,0.059737
24.570775,-0.017921,0.059737
24.589851,-0.017921,0.059737
24.608928,-0.017921,0.059737
24.628005,-0.017921,0.059737
24.647081,-0.017921,0.059737
24.666158,-0.017921,0.059737
24.685235,-0.017921,0.059737
24.704311,-0.017921,0.059737
