temperature_K,face_twist_halfwidth_deg,delta_Fmag_before_rotation_kBT,delta_Frotation_kBT,delta_Fmag_after_rotation_kBT,delta_Fcontact_after_rotation_kBT,delta_Fmag_before_rotation_J,delta_Frotation_J,delta_Fmag_after_rotation_J,delta_Fcontact_after_rotation_J
243.0,2.0,3.381720703290912,-6.80239476332431,-3.4206740600333987,-2.0382155474847448,1.1345595416685283e-20,-2.2821878452041138e-20,-1.1476283035355857e-20,-6.838166425528814e-21
244.0,2.0,3.4904182151878875,-6.80239476332431,-3.311976548136423,-1.9351838491637885,1.1758463500849498e-20,-2.2915795647317028e-20,-1.1157332146467531e-20,-6.5192155366404905e-21
245.0,2.0,3.59413137667618,-6.80239476332431,-3.208263386648131,-1.8370902497121193,1.215747303313765e-20,-2.3009712842592918e-20,-1.0852239809455272e-20,-6.21412319962823e-21
246.0,2.0,3.6922483545954403,-6.80239476332431,-3.1101464087288697,-1.7445471463332485,1.2540339536368647e-20,-2.3103630037868805e-20,-1.056329050150016e-20,-5.925173891673119e-21
247.0,2.0,3.7842083763705574,-6.80239476332431,-3.0181863869537526,-1.6581158665111495,1.2904918871250257e-20,-2.3197547233144698e-20,-1.0292628361894441e-20,-5.654511752067398e-21
248.0,2.0,3.869517207537398,-6.80239476332431,-2.932877555786911,-1.5782911906686738,1.3249263756411867e-20,-2.3291464428420585e-20,-1.0042200672008715e-20,-5.4040840621816746e-21
249.0,2.0,3.947762705521506,-6.80239476332431,-2.854632057802805,-1.5054857985685768,1.357168183272275e-20,-2.338538162369648e-20,-9.81369979097373e-21,-5.175583181146689e-21
250.0,2.0,4.0186296856256485,-6.80239476332431,-2.7837650776986624,-1.4400154035013717,1.3870792642073415e-20,-2.3479298818972366e-20,-9.608506176898952e-21,-4.970389567071913e-21
251.0,2.0,4.081913018130039,-6.80239476332431,-2.72048174519427,-1.382085655356331,1.4145579707686233e-20,-2.3573216014248256e-20,-9.427636306562018e-21,-4.789519696734979e-21
252.0,2.0,4.137527616850647,-6.80239476332431,-2.6648671464736626,-1.3317821522303177,1.439543288402662e-20,-2.3667133209524143e-20,-9.271700325497524e-21,-4.6335837156704825e-21
253.0,2.0,4.1855138910583225,-6.80239476332431,-2.6168808722659875,-1.289064988671825,1.462017568748473e-20,-2.3761050404800036e-20,-9.140874717315305e-21,-4.50275810748826e-21
254.0,2.0,4.226037410640279,-6.80239476332431,-2.576357352684031,-1.2537690906788246,1.4820072785406252e-20,-2.3854967600075923e-20,-9.034894814669671e-21,-4.3967782048426365e-21
255.0,2.0,4.259382026025142,-6.80239476332431,-2.5430127372991684,-1.225611095929274,1.4995814413866445e-20,-2.3948884795351813e-20,-8.953070381485368e-21,-4.314953771658324e-21
256.0,2.0,4.285936453827304,-6.80239476332431,-2.516458309497004,-1.2042027682887113,1.514847713034295e-20,-2.40428019906277e-20,-8.894324860284747e-21,-4.2562082504577054e-21
257.0,2.0,4.306175246447317,-6.80239476332431,-2.4962195168769927,-1.189070028358227,1.527946352792886e-20,-2.4136719185903588e-20,-8.857255657974726e-21,-4.219139048147687e-21
258.0,2.0,4.320635883220092,-6.80239476332431,-2.481758880104218,-1.1796758624711838,1.5390426557752397e-20,-2.423063638117948e-20,-8.840209823427083e-21,-4.2020932136000426e-21
259.0,2.0,4.329894216777069,-6.80239476332431,-2.4725005465472414,-1.1754448764726373,1.548318607209252e-20,-2.4324553576455368e-20,-8.841367504362847e-21,-4.203250894535812e-21
260.0,2.0,4.334540547780703,-6.80239476332431,-2.467854215543607,-1.1757872211231337,1.555964558915749e-20,-2.441847077173126e-20,-8.85882518257377e-21,-4.220708572746727e-21
261.0,2.0,4.33515822877358,-6.80239476332431,-2.4672365345507288,-1.1801199883847406,1.5621716189568817e-20,-2.4512387967007148e-20,-8.890671777438325e-21,-4.252555167611284e-21
262.0,2.0,4.33230610579585,-6.80239476332431,-2.4700886575284606,-1.187884769935625,1.567125252277165e-20,-2.4606305162283038e-20,-8.935052639511392e-21,-4.296936029684349e-21
263.0,2.0,4.326505490277669,-6.80239476332431,-2.47588927304664,-1.198560685406628,1.5710003808839964e-20,-2.4700222357558925e-20,-8.99021854871896e-21,-4.352101938891915e-21
264.0,2.0,4.318231760898159,-6.80239476332431,-2.4841630024261523,-1.2116727806484135,1.5739580636874027e-20,-2.4794139552834818e-20,-9.054558915960796e-21,-4.416442306133753e-21
265.0,2.0,4.307910096277892,-6.80239476332431,-2.4944846670464162,-1.2267962951621794,1.5761436181267334e-20,-2.4888056748110706e-20,-9.126620566843364e-21,-4.488503957016324e-21
266.0,2.0,4.29591439047256,-6.80239476332431,-2.5064803728517493,-1.2435577467264753,1.5776858753395522e-20,-2.4981973943386596e-20,-9.20511518999107e-21,-4.56699858016403e-21
267.0,2.0,4.282568345948742,-6.80239476332431,-2.519826417375567,-1.2616338385391526,1.5786972290389646e-20,-2.5075891138662483e-20,-9.288918848272835e-21,-4.650802238445798e-21
268.0,2.0,4.268148009642747,-6.80239476332431,-2.534246753681563,-1.2807489232736415,1.5792742274058868e-20,-2.5169808333938376e-20,-9.377066059879506e-21,-4.738949450052465e-21
269.0,2.0,4.252885319004372,-6.80239476332431,-2.5495094443199378,-1.3006714571477342,1.57949856109268e-20,-2.5263725529214263e-20,-9.468739918287461e-21,-4.830623308460422e-21
270.0,2.0,4.236972378393917,-6.80239476332431,-2.565422384930393,-1.3212097236366063,1.5794383528594396e-20,-2.5357642724490156e-20,-9.563259195895759e-21,-4.9251425860687236e-21
271.0,2.0,4.220566212438949,-6.80239476332431,-2.581828550885362,-1.3422070802236554,1.5791496610927957e-20,-2.5451559919766043e-20,-9.660063308838089e-21,-5.021946699011053e-21
272.0,2.0,4.203793723357976,-6.80239476332431,-2.5986010399663346,-1.3635370011820598,1.578678099298047e-20,-2.5545477115041933e-20,-9.758696122061467e-21,-5.1205795122344266e-21
273.0,2.0,4.186756566946456,-6.80239476332431,-2.615638196377855,-1.385098201691692,1.5780604659996696e-20,-2.563939431031782e-20,-9.858789650321128e-21,-5.220673040494091e-21
274.0,2.0,4.169535684642899,-6.80239476332431,-2.6328590786814114,-1.4068101058736637,1.5773262849298304e-20,-2.5733311505593714e-20,-9.96004865629541e-21,-5.321932046468369e-21
275.0,2.0,4.152195293138988,-6.80239476332431,-2.6501994701853224,-1.428608857278693,1.576499176801189e-20,-2.58272287008696e-20,-1.0062236932857712e-20,-5.4241203230306685e-21
276.0,2.0,4.134786224759423,-6.80239476332431,-2.667608538564888,-1.4504439786035732,1.575598016734093e-20,-2.592114589614549e-20,-1.0165165728804567e-20,-5.5270491189775246e-21
277.0,2.0,4.117348607648729,-6.80239476332431,-2.6850461556755825,-1.4722756915986057,1.5746378668710463e-20,-2.6015063091421378e-20,-1.0268684422710924e-20,-5.630567812883888e-21
278.0,2.0,4.0999139522914785,-6.80239476332431,-2.7024808110328298,-1.494072830639583,1.5736307033322032e-20,-2.610898028669727e-20,-1.0372673253375232e-20,-5.734556643548193e-21
279.0,2.0,4.0825067570226485,-6.80239476332431,-2.7198880063016606,-1.5158112373076733,1.572585975169861e-20,-2.6202897481973158e-20,-1.0477037730274544e-20,-5.838921120447509e-21
280.0,2.0,4.065145758390936,-6.80239476332431,-2.737249004933375,-1.5374725101143643,1.5715110393294728e-20,-2.629681467724905e-20,-1.0581704283954327e-20,-5.9435876741272845e-21
281.0,2.0,4.047844939552126,-6.80239476332431,-2.7545498237721837,-1.5590429961945222,1.570411512093305e-20,-2.639073187252494e-20,-1.068661675159189e-20,-6.0485001417648484e-21
282.0,2.0,4.030614382182441,-6.80239476332431,-2.7717803811418698,-1.5805129394776056,1.5692915679531174e-20,-2.648464906780083e-20,-1.079173338826966e-20,-6.153616778442624e-21
283.0,2.0,4.013461015428569,-6.80239476332431,-2.788933747895742,-1.601875731820396,1.5681542053097942e-20,-2.6578566263076716e-20,-1.0897024209978778e-20,-6.258907600151738e-21
284.0,2.0,3.996389287235915,-6.80239476332431,-2.8060054760883943,-1.6231272417597928,1.5670014879413662e-20,-2.667248345835261e-20,-1.1002468578938944e-20,-6.364351969111903e-21
285.0,2.0,3.9794017635421928,-6.80239476332431,-2.8229929997821177,-1.64426521539853,1.5658347636483382e-20,-2.6766400653628496e-20,-1.1108053017145117e-20,-6.469936407318081e-21
286.0,2.0,3.962499650447631,-6.80239476332431,-2.839895112876679,-1.6652887543126127,1.5646548574487894e-20,-2.686031784890439e-20,-1.1213769274416494e-20,-6.5756526645894505e-21
287.0,2.0,3.9456832322600093,-6.80239476332431,-2.856711531064299,-1.6861978775823374,1.5634622357647898e-20,-2.6954235044180276e-20,-1.1319612686532369e-20,-6.6814960767053275e-21
288.0,2.0,3.9289522216079797,-6.80239476332431,-2.8734425417163294,-1.7069931717534033,1.562257139273521e-20,-2.7048152239456166e-20,-1.1425580846720954e-20,-6.787464236893915e-21
289.0,2.0,3.9123060236744522,-6.80239476332431,-2.8900887396498565,-1.7276755266764212,1.5610396843919514e-20,-2.7142069434732054e-20,-1.1531672590812533e-20,-6.893555980985493e-21
290.0,2.0,3.8957439225328367,-6.80239476332431,-2.906650840791473,-1.7482459492420848,1.5598099357613012e-20,-2.7235986630007944e-20,-1.1637887272394928e-20,-6.999770662567892e-21
291.0,2.0,3.879265201933876,-6.80239476332431,-2.923129561390434,-1.7687054426642383,1.5585679539393782e-20,-2.7329903825283834e-20,-1.1744224285890051e-20,-7.106107676063011e-21
292.0,2.0,3.8628692149786303,-6.80239476332431,-2.9395255483456797,-1.7890549368753952,1.557313823486981e-20,-2.742382102055972e-20,-1.185068278568991e-20,-7.212566175862866e-21
293.0,2.0,3.8465554169906313,-6.80239476332431,-2.955839346333679,-1.809295255721656,1.5560476667444205e-20,-2.7517738215835614e-20,-1.1957261548391407e-20,-7.319144938564366e-21
294.0,2.0,3.8303233741339238,-6.80239476332431,-2.9720713891903863,-1.8294271084103784,1.5547696480353406e-20,-2.76116554111115e-20,-1.2063958930758094e-20,-7.425842320931061e-21
295.0,2.0,3.814172757675746,-6.80239476332431,-2.988222005648563,-1.849451095311876,1.553479972095117e-20,-2.770557260638739e-20,-1.2170772885436215e-20,-7.532656275609176e-21
296.0,2.0,3.7981033309696137,-6.80239476332431,-3.0042914323546963,-1.8693677210394153,1.5521788794767605e-20,-2.779948980166328e-20,-1.2277701006895674e-20,-7.639584397068629e-21
297.0,2.0,3.7821149337346496,-6.80239476332431,-3.0202798295896596,-1.8891774102316692,1.550866640740306e-20,-2.789340699693917e-20,-1.238474058953611e-20,-7.746623979709064e-21
298.0,2.0,3.7662074662784146,-6.80239476332431,-3.0361872970458954,-1.908880523390451,1.5495435504887285e-20,-2.798732419221506e-20,-1.2491888687327774e-20,-7.853772077500737e-21
299.0,2.0,3.750380874989885,-6.80239476332431,-3.0520138883344234,-1.928477371447057,1.5482099217974992e-20,-2.808124138749095e-20,-1.259914216951595e-20,-7.961025559688915e-21
300.0,2.0,3.7346351396228883,-6.80239476332431,-3.0677596237014217,-1.9479682285370128,1.5468660812655604e-20,-2.817515858276684e-20,-1.2706497770111232e-20,-8.068381160284195e-21
200.0,5.0,0.09896967234026066,-4.969813299576002,-4.87084362723574,-3.191156534489126,2.732847582938171e-22,-1.3723135524492616e-20,-1.3449850766198794e-20,-8.811734156371756e-21
201.0,5.0,0.11205882128475952,-4.969813299576002,-4.857754478291243,-3.186424037747347,3.1097493809144375e-22,-1.379175120211508e-20,-1.3480776264023638e-20,-8.842659654196594e-21
202.0,5.0,0.1266763945653513,-4.969813299576002,-4.843136905010651,-3.180080377538756,3.5328918771012057e-22,-1.386036687973754e-20,-1.3507077692027423e-20,-8.868961082200383e-21
203.0,5.0,0.1429698273279525,-4.969813299576002,-4.826843472248051,-3.1719793414632083,4.007040327349359e-22,-1.3928982557360005e-20,-1.3528278524625073e-20,-8.89016191479803e-21
204.0,5.0,0.16109578945038328,-4.969813299576002,-4.808717510125618,-3.1619654584132526,4.537301508421197e-22,-1.3997598234982467e-20,-1.3543868084140347e-20,-8.905751474313311e-21
205.0,5.0,0.1812198739609303,-4.969813299576002,-4.788593425615071,-3.1498743107403264,5.129121274167832e-22,-1.406621391260493e-20,-1.3553301785188148e-20,-8.915185175361108e-21
206.0,5.0,0.20351607706816988,-4.969813299576002,-4.766297222507832,-3.135533054792674,5.788275926734689e-22,-1.4134829590227395e-20,-1.3556001997553928e-20,-8.917885387726889e-21
207.0,5.0,0.22816603883069986,-4.969813299576002,-4.741647260745301,-3.1187611807968825,6.520856316253236e-22,-1.4203445267849856e-20,-1.3551359636224533e-20,-8.913243026397493e-21
208.0,5.0,0.25535801422436966,-4.969813299576002,-4.714455285351631,-3.0993715423260415,7.333243569201925e-22,-1.427206094547232e-20,-1.3538736588552126e-20,-8.900619978725087e-21
209.0,5.0,0.2852855464576465,-4.969813299576002,-4.6845277531183545,-3.0771716835043694,8.232075372612146e-22,-1.4340676623094782e-20,-1.3517469085833565e-20,-8.879352476006524e-21
210.0,5.0,0.318145818496663,-4.969813299576002,-4.65166748107934,-3.051965487987326,9.224201829393585e-22,-1.4409292300717246e-20,-1.348687211777789e-20,-8.848755507950849e-21
211.0,5.0,0.3541376650734265,-4.969813299576002,-4.615675634502576,-3.023555167444174,1.031663005737978e-21,-1.4477907978339707e-20,-1.3446244972601733e-20,-8.808128362774693e-21
212.0,5.0,0.39345923633691493,-4.969813299576002,-4.576354063239087,-2.99174359838379,1.1516456945213695e-21,-1.454652365596217e-20,-1.3394877961440803e-20,-8.75676135161376e-21
213.0,5.0,0.43630531598929645,-4.969813299576002,-4.533507983586704,-2.9563370044819024,1.2830789811986022e-21,-1.4615139333584635e-20,-1.3332060352386029e-20,-8.69394374255899e-21
214.0,5.0,0.4828643112286004,-4.969813299576002,-4.4869489883474,-2.917147967088882,1.4266655148475957e-21,-1.4683755011207097e-20,-1.3257089496359499e-20,-8.618972886532456e-21
215.0,5.0,0.5333149489118518,-4.969813299576002,-4.43649835066415,-2.8739987295045086,1.5830896144354286e-21,-1.475237068882956e-20,-1.3169281074394134e-20,-8.531164464567092e-21
216.0,5.0,0.5878227315927025,-4.969813299576002,-4.3819905679833,-2.826724741366064,1.7530060317495835e-21,-1.4820986366452025e-20,-1.3067980334702441e-20,-8.4298637248754e-21
217.0,5.0,0.6465362274883555,-4.969813299576002,-4.323277072087645,-2.775178369095375,1.937027923201888e-21,-1.4889602044074486e-20,-1.2952574120872596e-20,-8.314457511045559e-21
218.0,5.0,0.7095832886713445,-4.969813299576002,-4.2602300109046585,-2.7192326781096003,2.1357142982673506e-21,-1.495821772169695e-20,-1.2822503423429603e-20,-8.184386813602566e-21
219.0,5.0,0.7770673099248084,-4.969813299576002,-4.192745989651193,-2.6587851743574813,2.3495572775930255e-21,-1.5026833399319412e-20,-1.2677276121726388e-20,-8.039159511899346e-21
220.0,5.0,0.8490636544521522,-4.969813299576002,-4.120749645123848,-2.5937613789905622,2.578969548002561e-21,-1.5095449076941876e-20,-1.251647952893931e-20,-7.87836291911227e-21
221.0,5.0,0.9256163792234757,-4.969813299576002,-4.044196920352526,-2.524118103387263,2.8242724356723127e-21,-1.516406475456434e-20,-1.2339792318892027e-20,-7.701675709064981e-21
222.0,5.0,1.0067353894841502,-4.969813299576002,-3.963077910091851,-2.4498462950048108,3.085685023438104e-21,-1.52326804321868e-20,-1.2146995408748697e-20,-7.508878798921655e-21
223.0,5.0,1.0923941363272012,-4.969813299576002,-3.877419163248801,-2.3709733401576685,3.363314704395011e-21,-1.5301296109809265e-20,-1.1937981405414255e-20,-7.299864795587219e-21
224.0,5.0,1.1825279416402372,-4.969813299576002,-3.7872853579357635,-2.287564739412,3.657149485018741e-21,-1.536991178743173e-20,-1.1712762302412986e-20,-7.074645692585942e-21
225.0,5.0,1.277032991190296,-4.969813299576002,-3.6927803083857054,-2.199725114833159,3.967052225071255e-21,-1.543852746505419e-20,-1.1471475239982937e-20,-6.833358630155895e-21
226.0,5.0,1.375765981143782,-4.969813299576002,-3.594047318432219,-2.107598563789198,4.29275683298641e-21,-1.5507143142676655e-20,-1.1214386309690243e-20,-6.5762696998632026e-21
227.0,5.0,1.4785443408685741,-4.969813299576002,-3.491268958707426,-2.0113684364637123,4.633866238084193e-21,-1.557575882029912e-20,-1.094189258221492e-20,-6.303775972387877e-21
228.0,5.0,1.585146893301636,-4.969813299576002,-3.3846664062743645,-1.9112566757948795,4.989851758645224e-21,-1.564437449792158e-20,-1.0654522739276354e-20,-6.0164061294493164e-21
229.0,5.0,1.6953147638071138,-4.969813299576002,-3.2744985357688883,-1.8075229089159492,5.360053310338359e-21,-1.5712990175544045e-20,-1.0352936865205686e-20,-5.714820255378643e-21
230.0,5.0,1.8087523211792234,-4.969813299576002,-3.161060978396778,-1.7004635064431994,5.74367979201268e-21,-1.578160585316651e-20,-1.0037926061153827e-20,-5.399809451326783e-21
231.0,5.0,1.9251279412622306,-4.969813299576002,-3.044685358313771,-1.590410819139212,6.1398089837140005e-21,-1.585022153078897e-20,-9.71041254707497e-21,-5.072295937247925e-21
232.0,5.0,2.0440744322340425,-4.969813299576002,-2.925738867341959,-1.4777327529052222,6.547386424231637e-21,-1.5918837208411434e-20,-9.371450784179797e-21,-4.733334174352754e-21
233.0,5.0,2.1651890518855432,-4.969813299576002,-2.804624247690459,-1.3628327517706182,6.965223011361367e-21,-1.5987452886033896e-20,-9.022229874672532e-21,-4.384113264845491e-21
234.0,5.0,2.288033173155197,-4.969813299576002,-2.6817801264208043,-1.2461501326202793,7.391991467211506e-21,-1.605606856365636e-20,-8.664077096444852e-21,-4.025960486617811e-21
235.0,5.0,2.4121317967405522,-4.969813299576002,-2.5576815028354485,-1.1281605728383308,7.826222279639411e-21,-1.6124684241278824e-20,-8.29846196163941e-21,-3.660345351812372e-21
236.0,5.0,2.53697324265126,-4.969813299576002,-2.432840056924741,-1.0093764190038819,8.266300186364e-21,-1.6193299918901285e-20,-7.926999732537285e-21,-3.2888831227102458e-21
237.0,5.0,2.662009446778131,-4.969813299576002,-2.3078038527978713,-0.8903463905644422,8.710462613222928e-21,-1.626191559652375e-20,-7.551452983300822e-21,-2.913336373473784e-21
238.0,5.0,2.786657319030235,-4.969813299576002,-2.1831559805457665,-0.771654221935167,9.156801625251026e-21,-1.6330531274146214e-20,-7.173729648895187e-21,-2.535613039068148e-21
239.0,5.0,2.9103015742493406,-4.969813299576002,-2.0595117253266615,-0.6539158318148512,9.60327085006401e-21,-1.6399146951768675e-20,-6.795876101704667e-21,-2.1577594918776288e-21
240.0,5.0,3.0322993327894814,-4.969813299576002,-1.9375139667865202,-0.5377747228310081,1.0047698499639516e-20,-1.6467762629391136e-20,-6.4200641297516215e-21,-1.7819475199245804e-21
241.0,5.0,3.151986630684031,-4.969813299576002,-1.8178266688919695,-0.4238954715918748,1.0487807127098138e-20,-1.65363783070136e-20,-6.0485711799154595e-21,-1.4104545700884193e-21
242.0,5.0,3.268686818666084,-4.969813299576002,-1.7011264809099185,-0.31295532987965835,1.0921240233760916e-20,-1.6604993984636064e-20,-5.683753750875151e-21,-1.0456371410481095e-21
243.0,5.0,3.381720703290912,-4.969813299576002,-1.5880925962850903,-0.20563408373643632,1.1345595416685283e-20,-1.6673609662258526e-20,-5.328014245573245e-21,-6.898976357462038e-22
244.0,5.0,3.4904182151878875,-4.969813299576002,-1.4793950843881145,-0.10260238541548006,1.1758463500849498e-20,-1.674222533988099e-20,-4.983761839031493e-21,-3.45645229204453e-22
245.0,5.0,3.59413137667618,-4.969813299576002,-1.3756819228998225,-0.00450878596381088,1.215747303313765e-20,-1.6810841017503454e-20,-4.653367984365807e-21,-1.5251374538766342e-23
246.0,5.0,3.6922483545954403,-4.969813299576002,-1.2775649449805613,0.08803431741505996,1.2540339536368647e-20,-1.6879456695125915e-20,-4.339117158757269e-21,2.989994510697714e-22
247.0,5.0,3.7842083763705574,-4.969813299576002,-1.1856049232054442,0.17446559723715893,1.2904918871250257e-20,-1.694807237274838e-20,-4.043153501498124e-21,5.949631083289191e-22
248.0,5.0,3.869517207537398,-4.969813299576002,-1.1002960920386027,0.2542902730796346,1.3249263756411867e-20,-1.7016688050370844e-20,-3.767424293958972e-21,8.706923158680686e-22
249.0,5.0,3.947762705521506,-4.969813299576002,-1.0220505940544964,0.32709566517973165,1.357168183272275e-20,-1.7085303727993308e-20,-3.513621895270559e-21,1.1244947145564811e-21
250.0,5.0,4.0186296856256485,-4.969813299576002,-0.951183613950354,0.39256606024693674,1.3870792642073415e-20,-1.715391940561577e-20,-3.2831267635423558e-21,1.3549898462846825e-21
251.0,5.0,4.081913018130039,-4.969813299576002,-0.8879002814459618,0.45049580839197745,1.4145579707686233e-20,-1.7222535083238233e-20,-3.0769553755519954e-21,1.5611612342750442e-21
252.0,5.0,4.137527616850647,-4.969813299576002,-0.8322856827253542,0.5007993115179907,1.439543288402662e-20,-1.7291150760860694e-20,-2.8957178768340755e-21,1.742398732992966e-21
253.0,5.0,4.1855138910583225,-4.969813299576002,-0.7842994085176791,0.5435164750764834,1.462017568748473e-20,-1.735976643848316e-20,-2.739590750998429e-21,1.8985258588286157e-21
254.0,5.0,4.226037410640279,-4.969813299576002,-0.7437758889357227,0.5788123730694839,1.4820072785406252e-20,-1.742838211610562e-20,-2.60830933069937e-21,2.029807279127665e-21
255.0,5.0,4.259382026025142,-4.969813299576002,-0.71043127355086,0.6069703678190344,1.4995814413866445e-20,-1.7496997793728087e-20,-2.50118337986164e-21,2.1369332299654042e-21
256.0,5.0,4.285936453827304,-4.969813299576002,-0.6838768457486957,0.6283786954595971,1.514847713034295e-20,-1.7565613471350548e-20,-2.4171363410075928e-21,2.220980268819449e-21
257.0,5.0,4.306175246447317,-4.969813299576002,-0.6636380531286843,0.6435114353900815,1.527946352792886e-20,-1.763422914897301e-20,-2.3547656210441464e-21,2.283350988782893e-21
258.0,5.0,4.320635883220092,-4.969813299576002,-0.6491774163559096,0.6529056012771246,1.5390426557752397e-20,-1.7702844826595474e-20,-2.3124182688430755e-21,2.325698340983965e-21
259.0,5.0,4.329894216777069,-4.969813299576002,-0.639919082798933,0.6571365872756711,1.548318607209252e-20,-1.7771460504217935e-20,-2.2882744321254136e-21,2.349842177701621e-21
260.0,5.0,4.334540547780703,-4.969813299576002,-0.6352727517952985,0.6567942426251747,1.555964558915749e-20,-1.78400761818404e-20,-2.2804305926829105e-21,2.357686017144133e-21
261.0,5.0,4.33515822877358,-4.969813299576002,-0.6346550708024203,0.6524614753635678,1.5621716189568817e-20,-1.790869185946286e-20,-2.286975669894039e-21,2.351140939933002e-21
262.0,5.0,4.33230610579585,-4.969813299576002,-0.6375071937801522,0.6446966938126835,1.567125252277165e-20,-1.7977307537085327e-20,-2.3060550143136782e-21,2.3320615955133636e-21
263.0,5.0,4.326505490277669,-4.969813299576002,-0.6433078092983315,0.6340207783416805,1.5710003808839964e-20,-1.804592321470779e-20,-2.3359194058678216e-21,2.3021972039592232e-21
264.0,5.0,4.318231760898159,-4.969813299576002,-0.6515815386778439,0.6209086830998949,1.5739580636874027e-20,-1.8114538892330253e-20,-2.37495825545623e-21,2.2631583543708133e-21
265.0,5.0,4.307910096277892,-4.969813299576002,-0.6619032032981078,0.6057851685861291,1.5761436181267334e-20,-1.8183154569952714e-20,-2.4217183886853724e-21,2.2163982211416668e-21
266.0,5.0,4.29591439047256,-4.969813299576002,-0.6738989091034409,0.5890237170218331,1.5776858753395522e-20,-1.8251770247575178e-20,-2.4749114941796525e-21,2.1632051156473886e-21
267.0,5.0,4.282568345948742,-4.969813299576002,-0.6872449536272587,0.5709476252091559,1.5786972290389646e-20,-1.832038592519764e-20,-2.5334136348079913e-21,2.104702975019047e-21
268.0,5.0,4.268148009642747,-4.969813299576002,-0.7016652899332545,0.5518325404746669,1.5792742274058868e-20,-1.8389001602820104e-20,-2.5962593287612355e-21,2.0418572810658068e-21
269.0,5.0,4.252885319004372,-4.969813299576002,-0.7169279805716293,0.5319100066005742,1.57949856109268e-20,-1.8457617280442565e-20,-2.662631669515764e-21,1.975484940311275e-21
270.0,5.0,4.236972378393917,-4.969813299576002,-0.7328409211820848,0.5113717401117022,1.5794383528594396e-20,-1.8526232958065032e-20,-2.7318494294706353e-21,1.9062671803564e-21
271.0,5.0,4.220566212438949,-4.969813299576002,-0.7492470871370536,0.490374383524653,1.5791496610927957e-20,-1.8594848635687493e-20,-2.8033520247595387e-21,1.8347645850674968e-21
272.0,5.0,4.203793723357976,-4.969813299576002,-0.7660195762180262,0.46904446256624865,1.578678099298047e-20,-1.8663464313309957e-20,-2.8766833203294895e-21,1.76143328949755e-21
273.0,5.0,4.186756566946456,-4.969813299576002,-0.7830567326295466,0.4474832620566165,1.5780604659996696e-20,-1.873207999093242e-20,-2.951475330935725e-21,1.686641278891311e-21
274.0,5.0,4.169535684642899,-4.969813299576002,-0.800277614933103,0.4257713578746447,1.5773262849298304e-20,-1.8800695668554883e-20,-3.0274328192565805e-21,1.610683790570461e-21
275.0,5.0,4.152195293138988,-4.969813299576002,-0.817618006437014,0.4039726064696154,1.576499176801189e-20,-1.8869311346177344e-20,-3.1043195781654567e-21,1.5337970316615872e-21
276.0,5.0,4.134786224759423,-4.969813299576002,-0.8350270748165798,0.3821374851447352,1.575598016734093e-20,-1.893792702379981e-20,-3.1819468564588838e-21,1.4561697533681584e-21
277.0,5.0,4.117348607648729,-4.969813299576002,-0.852464691927274,0.3603057721497027,1.5746378668710463e-20,-1.9006542701422273e-20,-3.2601640327118163e-21,1.3779525771152203e-21
278.0,5.0,4.0999139522914785,-4.969813299576002,-0.8698993472845213,0.3385086331087255,1.5736307033322032e-20,-1.9075158379044737e-20,-3.3388513457226957e-21,1.299265264104342e-21
279.0,5.0,4.0825067570226485,-4.969813299576002,-0.8873065425533522,0.3167702264406351,1.572585975169861e-20,-1.9143774056667198e-20,-3.4179143049685835e-21,1.2202023048584518e-21
280.0,5.0,4.065145758390936,-4.969813299576002,-0.9046675411850664,0.2951089536339442,1.5715110393294728e-20,-1.9212389734289662e-20,-3.497279340994939e-21,1.1408372688321041e-21
281.0,5.0,4.047844939552126,-4.969813299576002,-0.9219683600238753,0.2735384675537862,1.570411512093305e-20,-1.9281005411912123e-20,-3.5768902909790754e-21,1.0612263188479653e-21
282.0,5.0,4.030614382182441,-4.969813299576002,-0.9391989173935613,0.2520685242707028,1.5692915679531174e-20,-1.9349621089534588e-20,-3.656705410003419e-21,9.81411199823617e-22
283.0,5.0,4.013461015428569,-4.969813299576002,-0.9563522841474335,0.23070573192791244,1.5681542053097942e-20,-1.941823676715705e-20,-3.736694714059112e-21,9.014218957679293e-22
284.0,5.0,3.996389287235915,-4.969813299576002,-0.9734240123400859,0.2094542219885156,1.5670014879413662e-20,-1.9486852444779516e-20,-3.81683756536585e-21,8.212790444611908e-22
285.0,5.0,3.9794017635421928,-4.969813299576002,-0.9904115360338093,0.18831624834977845,1.5658347636483382e-20,-1.9555468122401977e-20,-3.897120485918597e-21,7.409961239084389e-22
286.0,5.0,3.962499650447631,-4.969813299576002,-1.0073136491283705,0.16729270943569574,1.5646548574487894e-20,-1.962408380002444e-20,-3.9775352255365465e-21,6.6058138429049605e-22
287.0,5.0,3.9456832322600093,-4.969813299576002,-1.0241300673159905,0.14638358616597102,1.5634622357647898e-20,-1.9692699477646903e-20,-4.0580771199989975e-21,5.800394898280452e-22
288.0,5.0,3.9289522216079797,-4.969813299576002,-1.040861077968021,0.12558829199490518,1.562257139273521e-20,-1.9761315155269367e-20,-4.1387437625341545e-21,4.993728472928847e-22
289.0,5.0,3.9123060236744522,-4.969813299576002,-1.057507275901548,0.10490593707188722,1.5610396843919514e-20,-1.9829930832891828e-20,-4.219533988972308e-21,4.1858262085473205e-22
