temperature_K,face_twist_halfwidth_deg,delta_Fmag_before_rotation_kBT,delta_Frotation_kBT,delta_Fmag_after_rotation_kBT,delta_Fcontact_after_rotation_kBT,delta_Fmag_before_rotation_J,delta_Frotation_J,delta_Fmag_after_rotation_J,delta_Fcontact_after_rotation_J
290.0,5.0,3.8957439225328367,-4.969813299576002,-1.0740693770431644,0.08433551450622367,1.5598099357613012e-20,-1.989854651051429e-20,-4.300447152901277e-21,3.376694569257593e-22
291.0,5.0,3.879265201933876,-4.969813299576002,-1.0905480976421256,0.06387602108407009,1.5585679539393782e-20,-1.9967162188136756e-20,-4.381482648742974e-21,2.5663396108406787e-22
292.0,5.0,3.8628692149786303,-4.969813299576002,-1.1069440845973713,0.04352652687291325,1.557313823486981e-20,-2.0035777865759218e-20,-4.462639630889406e-21,1.7547697893763756e-22
293.0,5.0,3.8465554169906313,-4.969813299576002,-1.1232578825853707,0.02328620802665249,1.5560476667444205e-20,-2.0104393543381682e-20,-4.5439168759374764e-21,9.419973388956392e-23
294.0,5.0,3.8303233741339238,-4.969813299576002,-1.1394899254420778,0.0031543553379300704,1.5547696480353406e-20,-2.0173009221004143e-20,-4.625312740650737e-21,1.2803869176295972e-23
295.0,5.0,3.814172757675746,-4.969813299576002,-1.1556405419002544,-0.016869631563567467,1.553479972095117e-20,-2.0241624898626607e-20,-4.706825177675431e-21,-6.870856784839319e-23
296.0,5.0,3.7981033309696137,-4.969813299576002,-1.1717099686063879,-0.03678625729110685,1.5521788794767605e-20,-2.0310240576249068e-20,-4.7884517814814645e-21,-1.5033517165441977e-22
297.0,5.0,3.7821149337346496,-4.969813299576002,-1.1876983658413511,-0.05659594648336075,1.550866640740306e-20,-2.0378856253871533e-20,-4.8701898464684726e-21,-2.3207323664142746e-22
298.0,5.0,3.7662074662784146,-4.969813299576002,-1.203605833297587,-0.07629905964214245,1.5495435504887285e-20,-2.0447471931493994e-20,-4.952036426606711e-21,-3.1391981677967573e-22
299.0,5.0,3.750380874989885,-4.969813299576002,-1.219432424586115,-0.09589590769874867,1.5482099217974992e-20,-2.051608760911646e-20,-5.0339883911414615e-21,-3.958717813144253e-22
300.0,5.0,3.7346351396228883,-4.969813299576002,-1.2351781599531133,-0.11538676478870435,1.5468660812655604e-20,-2.0584703286738922e-20,-5.116042474083318e-21,-4.779258642562797e-22
200.0,10.0,0.09896967234026066,-3.583518938456111,-3.4845492661158506,-1.8048621733692372,2.732847582938171e-22,-9.895163677720983e-21,-9.621878919427168e-21,-4.983762309600128e-21
201.0,10.0,0.11205882128475952,-3.583518938456111,-3.471460117171352,-1.8001296766274564,3.1097493809144375e-22,-9.944639496109588e-21,-9.633664558018146e-21,-4.9955479481911026e-21
202.0,10.0,0.1266763945653513,-3.583518938456111,-3.45684254389076,-1.7937860164188653,3.5328918771012057e-22,-9.994115314498192e-21,-9.640826126788073e-21,-5.002709516961034e-21
203.0,10.0,0.1429698273279525,-3.583518938456111,-3.440549111128158,-1.7856849803433157,4.007040327349359e-22,-1.0043591132886797e-20,-9.642887100151861e-21,-5.004770490324818e-21
204.0,10.0,0.16109578945038328,-3.583518938456111,-3.422423149005727,-1.7756710972933618,4.537301508421197e-22,-1.0093066951275402e-20,-9.639336800433281e-21,-5.001220190606245e-21
205.0,10.0,0.1812198739609303,-3.583518938456111,-3.40229906449518,-1.7635799496204356,5.129121274167832e-22,-1.0142542769664007e-20,-9.629630642247223e-21,-4.991514032420186e-21
206.0,10.0,0.20351607706816988,-3.583518938456111,-3.3800028613879416,-1.7492386936727833,5.788275926734689e-22,-1.0192018588052612e-20,-9.613190995379145e-21,-4.975074385552108e-21
207.0,10.0,0.22816603883069986,-3.583518938456111,-3.3553528996254105,-1.7324668196769917,6.520856316253236e-22,-1.0241494406441217e-20,-9.589408774815892e-21,-4.951292164988854e-21
208.0,10.0,0.25535801422436966,-3.583518938456111,-3.3281609242317405,-1.7130771812061507,7.333243569201925e-22,-1.0290970224829822e-20,-9.557645867909628e-21,-4.91952925808259e-21
209.0,10.0,0.2852855464576465,-3.583518938456111,-3.2982333919984637,-1.6908773223844786,8.232075372612146e-22,-1.0340446043218426e-20,-9.517238505957209e-21,-4.879121896130169e-21
210.0,10.0,0.318145818496663,-3.583518938456111,-3.265373119959447,-1.6656711268674336,9.224201829393585e-22,-1.0389921861607031e-20,-9.46750167866767e-21,-4.82938506884063e-21
211.0,10.0,0.3541376650734265,-3.583518938456111,-3.2293812733826854,-1.6372608063242833,1.031663005737978e-21,-1.0439397679995636e-20,-9.407734674257662e-21,-4.76961806443062e-21
212.0,10.0,0.39345923633691493,-3.583518938456111,-3.1900597021191963,-1.6054492372638993,1.1516456945213695e-21,-1.0488873498384241e-20,-9.337227803862873e-21,-4.6991111940358306e-21
213.0,10.0,0.43630531598929645,-3.583518938456111,-3.147213622466815,-1.5700426433620134,1.2830789811986022e-21,-1.0538349316772846e-20,-9.255270335574245e-21,-4.617153725747207e-21
214.0,10.0,0.4828643112286004,-3.583518938456111,-3.1006546272275095,-1.530853605968991,1.4266655148475957e-21,-1.0587825135161451e-20,-9.161159620313853e-21,-4.52304301048681e-21
215.0,10.0,0.5333149489118518,-3.583518938456111,-3.0502039895442596,-1.4877043683846178,1.5830896144354286e-21,-1.0637300953550056e-20,-9.05421133911463e-21,-4.416094729287587e-21
216.0,10.0,0.5878227315927025,-3.583518938456111,-2.9956962068634088,-1.4404303802461733,1.7530060317495835e-21,-1.0686776771938661e-20,-8.933770740189079e-21,-4.2956541303620376e-21
217.0,10.0,0.6465362274883555,-3.583518938456111,-2.9369827109677544,-1.3888840079754843,1.937027923201888e-21,-1.0736252590327265e-20,-8.799224667125375e-21,-4.1611080572983375e-21
218.0,10.0,0.7095832886713445,-3.583518938456111,-2.8739356497847677,-1.3329383169897095,2.1357142982673506e-21,-1.078572840871587e-20,-8.650014110448524e-21,-4.011897500621486e-21
219.0,10.0,0.7770673099248084,-3.583518938456111,-2.8064516285313026,-1.2724908132375905,2.3495572775930255e-21,-1.0835204227104475e-20,-8.485646949511452e-21,-3.8475303396844086e-21
220.0,10.0,0.8490636544521522,-3.583518938456111,-2.734455284003957,-1.2074670178706715,2.578969548002561e-21,-1.088468004549308e-20,-8.305710497490514e-21,-3.6675938876634744e-21
221.0,10.0,0.9256163792234757,-3.583518938456111,-2.6579025592326353,-1.137823742267372,2.8242724356723127e-21,-1.0934155863881685e-20,-8.109883428209373e-21,-3.471766818382328e-21
222.0,10.0,1.0067353894841502,-3.583518938456111,-2.57678354897196,-1.06355193388492,3.085685023438104e-21,-1.098363168227029e-20,-7.897946658832185e-21,-3.259830049005144e-21
223.0,10.0,1.0923941363272012,-3.583518938456111,-2.49112480212891,-0.9846789790377777,3.363314704395011e-21,-1.1033107500658895e-20,-7.669792796263885e-21,-3.031676186436849e-21
224.0,10.0,1.1825279416402372,-3.583518938456111,-2.4009909968158727,-0.901270378292109,3.657149485018741e-21,-1.10825833190475e-20,-7.425433834028757e-21,-2.7873172242017134e-21
225.0,10.0,1.277032991190296,-3.583518938456111,-2.3064859472658146,-0.8134307537132681,3.967052225071255e-21,-1.1132059137436106e-20,-7.16500691236485e-21,-2.5268903025378074e-21
226.0,10.0,1.375765981143782,-3.583518938456111,-2.2077529573123282,-0.7213042026693071,4.29275683298641e-21,-1.118153495582471e-20,-6.888778122838298e-21,-2.250661513011258e-21
227.0,10.0,1.4785443408685741,-3.583518938456111,-2.1049745975875354,-0.6250740753438215,4.633866238084193e-21,-1.1231010774213316e-20,-6.597144536129118e-21,-1.9590279263020742e-21
228.0,10.0,1.585146893301636,-3.583518938456111,-1.9983720451544738,-0.5249623146749887,4.989851758645224e-21,-1.1280486592601921e-20,-6.290634833956693e-21,-1.6525182241296554e-21
229.0,10.0,1.6953147638071138,-3.583518938456111,-1.8882041746489975,-0.42122854779605845,5.360053310338359e-21,-1.1329962410990526e-20,-5.969909100652167e-21,-1.331792490825124e-21
230.0,10.0,1.8087523211792234,-3.583518938456111,-1.774766617276887,-0.31416914532330864,5.74367979201268e-21,-1.137943822937913e-20,-5.635758437366449e-21,-9.976418275394058e-22
231.0,10.0,1.9251279412622306,-3.583518938456111,-1.6583909971938802,-0.2041164580193211,6.1398089837140005e-21,-1.1428914047767734e-20,-5.289105064053735e-21,-6.509884542266898e-22
232.0,10.0,2.0440744322340425,-3.583518938456111,-1.5394445062220683,-0.09143839178533142,6.547386424231637e-21,-1.147838986615634e-20,-4.9310034419247024e-21,-2.9288683209766046e-22
233.0,10.0,2.1651890518855432,-3.583518938456111,-1.418329886570568,0.02346160934927255,6.965223011361367e-21,-1.1527865684544945e-20,-4.56264267318358e-21,7.547393664346065e-23
234.0,10.0,2.288033173155197,-3.583518938456111,-1.2954857653009135,0.1401442284996115,7.391991467211506e-21,-1.157734150293355e-20,-4.185350035722042e-21,4.527665741049987e-22
235.0,10.0,2.4121317967405522,-3.583518938456111,-1.1713871417155577,0.25813378828156,7.826222279639411e-21,-1.1626817321322155e-20,-3.800595041682741e-21,8.375215681442967e-22
236.0,10.0,2.53697324265126,-3.583518938456111,-1.0465456958048502,0.37691794211600893,8.266300186364e-21,-1.167629313971076e-20,-3.409992953346759e-21,1.2281236564802805e-21
237.0,10.0,2.662009446778131,-3.583518938456111,-0.9215094916779805,0.4959479705554486,8.710462613222928e-21,-1.1725768958099365e-20,-3.015306344876438e-21,1.6228102649506009e-21
238.0,10.0,2.786657319030235,-3.583518938456111,-0.7968616194258757,0.6146401391847238,9.156801625251026e-21,-1.177524477648797e-20,-2.618443151236944e-21,2.0196734585900948e-21
239.0,10.0,2.9103015742493406,-3.583518938456111,-0.6732173642067707,0.7323785293050395,9.60327085006401e-21,-1.1824720594876575e-20,-2.221449744812566e-21,2.416666865014472e-21
240.0,10.0,3.0322993327894814,-3.583518938456111,-0.5512196056666294,0.8485196382888827,1.0047698499639516e-20,-1.1874196413265179e-20,-1.826497913625663e-21,2.811618696201378e-21
241.0,10.0,3.151986630684031,-3.583518938456111,-0.43153230777207874,0.962398889528016,1.0487807127098138e-20,-1.1923672231653784e-20,-1.4358651045556428e-21,3.2022515052713974e-21
242.0,10.0,3.268686818666084,-3.583518938456111,-0.3148321197900277,1.0733390312402324,1.0921240233760916e-20,-1.1973148050042389e-20,-1.0519078162814763e-21,3.586208793545565e-21
243.0,10.0,3.381720703290912,-3.583518938456111,-0.20179823516519946,1.1806602773834545,1.1345595416685283e-20,-1.2022623868430994e-20,-6.770284517457119e-22,3.96108815808133e-21
244.0,10.0,3.4904182151878875,-3.583518938456111,-0.09310072326822372,1.2836919757044107,1.1758463500849498e-20,-1.2072099686819599e-20,-3.136361859701015e-22,4.3244804238569386e-21
245.0,10.0,3.59413137667618,-3.583518938456111,0.010612438220068299,1.38178557515608,1.215747303313765e-20,-1.2121575505208202e-20,3.589752792944274e-23,4.674014137756483e-21
246.0,10.0,3.6922483545954403,-3.583518938456111,0.10872941613932952,1.4743286785349508,1.2540339536368647e-20,-1.2171051323596808e-20,3.6928821277183895e-22,5.007404822598879e-21
247.0,10.0,3.7842083763705574,-3.583518938456111,0.2006894379144466,1.5607599583570497,1.2904918871250257e-20,-1.2220527141985414e-20,6.843917292648428e-22,5.322508339091885e-21
248.0,10.0,3.869517207537398,-3.583518938456111,0.2859982690812881,1.6405846341995254,1.3249263756411867e-20,-1.2270002960374018e-20,9.792607960378522e-22,5.6173774058648925e-21
249.0,10.0,3.947762705521506,-3.583518938456111,0.3642437670653944,1.7133900262996224,1.357168183272275e-20,-1.2319478778762624e-20,1.2522030539601238e-21,5.890319663787164e-21
250.0,10.0,4.0186296856256485,-3.583518938456111,0.4351107471695368,1.7788604213668275,1.3870792642073415e-20,-1.2368954597151228e-20,1.5018380449221845e-21,6.139954654749223e-21
251.0,10.0,4.081913018130039,-3.583518938456111,0.498394079673929,1.8367901695118682,1.4145579707686233e-20,-1.2418430415539834e-20,1.7271492921464035e-21,6.3652659019734434e-21
252.0,10.0,4.137527616850647,-3.583518938456111,0.5540086783945366,1.8870936726378815,1.439543288402662e-20,-1.2467906233928438e-20,1.9275266500981814e-21,6.565643259925223e-21
253.0,10.0,4.1855138910583225,-3.583518938456111,0.6019949526022117,1.9298108361963742,1.462017568748473e-20,-1.2517382052317044e-20,2.1027936351676865e-21,6.740910244994731e-21
254.0,10.0,4.226037410640279,-3.583518938456111,0.6425184721841681,1.9651067341893746,1.4820072785406252e-20,-1.2566857870705648e-20,2.253214914700603e-21,6.891331524527639e-21
255.0,10.0,4.259382026025142,-3.583518938456111,0.6758630875690308,1.9932647289389251,1.4995814413866445e-20,-1.2616333689094255e-20,2.379480724772192e-21,7.017597334599236e-21
256.0,10.0,4.285936453827304,-3.583518938456111,0.7024175153711951,2.014673056579488,1.514847713034295e-20,-1.2665809507482858e-20,2.4826676228600965e-21,7.120784232687139e-21
257.0,10.0,4.306175246447317,-3.583518938456111,0.7226563079912065,2.0298057965099723,1.527946352792886e-20,-1.2715285325871462e-20,2.5641782020574005e-21,7.20229481188444e-21
258.0,10.0,4.320635883220092,-3.583518938456111,0.7371169447639812,2.0391999623970154,1.5390426557752397e-20,-1.2764761144260067e-20,2.6256654134923302e-21,7.26378202331937e-21
259.0,10.0,4.329894216777069,-3.583518938456111,0.7463752783209578,2.043430948395562,1.548318607209252e-20,-1.2814236962648672e-20,2.6689491094438498e-21,7.307065719270886e-21
260.0,10.0,4.334540547780703,-3.583518938456111,0.7510216093245923,2.0430886037450655,1.555964558915749e-20,-1.2863712781037277e-20,2.6959328081202116e-21,7.334049417947255e-21
261.0,10.0,4.33515822877358,-3.583518938456111,0.7516392903174705,2.0387558364834586,1.5621716189568817e-20,-1.291318859942588e-20,2.708527590142941e-21,7.346644199969982e-21
262.0,10.0,4.33230610579585,-3.583518938456111,0.7487871673397386,2.0309910549325743,1.567125252277165e-20,-1.2962664417814487e-20,2.7085881049571603e-21,7.346704714784203e-21
263.0,10.0,4.326505490277669,-3.583518938456111,0.7429865518215593,2.0203151394615713,1.5710003808839964e-20,-1.301214023620309e-20,2.697863572636875e-21,7.33598018246392e-21
264.0,10.0,4.318231760898159,-3.583518938456111,0.7347128224420469,2.0072030442197857,1.5739580636874027e-20,-1.3061616054591697e-20,2.677964582282325e-21,7.316081192109369e-21
265.0,10.0,4.307910096277892,-3.583518938456111,0.724391157821783,1.9920795297060199,1.5761436181267334e-20,-1.3111091872980301e-20,2.65034430828704e-21,7.28846091811408e-21
266.0,10.0,4.29591439047256,-3.583518938456111,0.7123954520164499,1.9753180781417239,1.5776858753395522e-20,-1.3160567691368907e-20,2.6162910620266188e-21,7.25440767185366e-21
267.0,10.0,4.282568345948742,-3.583518938456111,0.6990494074926321,1.9572419863290467,1.5786972290389646e-20,-1.3210043509757511e-20,2.5769287806321377e-21,7.215045390459176e-21
268.0,10.0,4.268148009642747,-3.583518938456111,0.6846290711866363,1.9381269015945577,1.5792742274058868e-20,-1.3259519328146117e-20,2.5332229459127522e-21,7.171339555739794e-21
269.0,10.0,4.252885319004372,-3.583518938456111,0.6693663805482615,1.918204367720465,1.57949856109268e-20,-1.3308995146534721e-20,2.4859904643920813e-21,7.12410707421912e-21
270.0,10.0,4.236972378393917,-3.583518938456111,0.653453439937806,1.897666101231593,1.5794383528594396e-20,-1.3358470964923328e-20,2.4359125636710684e-21,7.074029173498104e-21
271.0,10.0,4.220566212438949,-3.583518938456111,0.6370472739828372,1.8766687446445438,1.5791496610927957e-20,-1.3407946783311931e-20,2.383549827616023e-21,7.021666437443058e-21
272.0,10.0,4.203793723357976,-3.583518938456111,0.6202747849018646,1.8553388236861394,1.578678099298047e-20,-1.3457422601700536e-20,2.329358391279931e-21,6.96747500110697e-21
273.0,10.0,4.186756566946456,-3.583518938456111,0.6032376284903442,1.8337776231765073,1.5780604659996696e-20,-1.350689842008914e-20,2.273706239907553e-21,6.91182284973459e-21
274.0,10.0,4.169535684642899,-3.583518938456111,0.5860167461867878,1.8120657189945355,1.5773262849298304e-20,-1.3556374238477746e-20,2.2168886108205564e-21,6.855005220647598e-21
275.0,10.0,4.152195293138988,-3.583518938456111,0.5686763546828768,1.7902669675895062,1.576499176801189e-20,-1.360585005686635e-20,2.159141711145538e-21,6.797258320972582e-21
276.0,10.0,4.134786224759423,-3.583518938456111,0.551267286303311,1.768431846264626,1.575598016734093e-20,-1.3655325875254957e-20,2.100654292085969e-21,6.738770901913011e-21
277.0,10.0,4.117348607648729,-3.583518938456111,0.5338296691926168,1.7466001332695935,1.5746378668710463e-20,-1.3704801693643562e-20,2.0415769750668946e-21,6.679693584893931e-21
278.0,10.0,4.0999139522914785,-3.583518938456111,0.5163950138353695,1.7248029942286163,1.5736307033322032e-20,-1.3754277512032167e-20,1.9820295212898737e-21,6.6201461311169114e-21
279.0,10.0,4.0825067570226485,-3.583518938456111,0.4989878185665386,1.703064587560526,1.572585975169861e-20,-1.3803753330420772e-20,1.9221064212778438e-21,6.560223031104879e-21
280.0,10.0,4.065145758390936,-3.583518938456111,0.48162681993482437,1.681403314753835,1.5715110393294728e-20,-1.3853229148809377e-20,1.8618812444853472e-21,6.49999785431239e-21
281.0,10.0,4.047844939552126,-3.583518938456111,0.4643260010960155,1.659832828673677,1.570411512093305e-20,-1.390270496719798e-20,1.801410153735068e-21,6.439526763562109e-21
282.0,10.0,4.030614382182441,-3.583518938456111,0.4470954437263295,1.6383628853905936,1.5692915679531174e-20,-1.3952180785586587e-20,1.7407348939445833e-21,6.378851503771619e-21
283.0,10.0,4.013461015428569,-3.583518938456111,0.42994207697245734,1.6170000930478032,1.5681542053097942e-20,-1.400165660397519e-20,1.679885449122748e-21,6.318002058949789e-21
284.0,10.0,3.996389287235915,-3.583518938456111,0.4128703487798049,1.5957485831084064,1.5670014879413662e-20,-1.4051132422363797e-20,1.6188824570498686e-21,6.256999066876909e-21
285.0,10.0,3.9794017635421928,-3.583518938456111,0.3958828250860815,1.5746106094696692,1.5658347636483382e-20,-1.41006082407524e-20,1.5577393957309793e-21,6.195856005558015e-21
286.0,10.0,3.962499650447631,-3.583518938456111,0.3789807119915203,1.5535870705555865,1.5646548574487894e-20,-1.4150084059141007e-20,1.4964645153468884e-21,6.134581125173931e-21
287.0,10.0,3.9456832322600093,-3.583518938456111,0.36216429380390025,1.5326779472858618,1.5634622357647898e-20,-1.419955987752961e-20,1.4350624801182954e-21,6.073179089945338e-21
288.0,10.0,3.9289522216079797,-3.583518938456111,0.34543328315186983,1.511882653114796,1.562257139273521e-20,-1.4249035695918217e-20,1.3735356968169964e-21,6.011652306644036e-21
289.0,10.0,3.9123060236744522,-3.583518938456111,0.32878708521834277,1.491200298191778,1.5610396843919514e-20,-1.429851151430682e-20,1.3118853296127012e-21,5.950001939439741e-21
290.0,10.0,3.8957439225328367,-3.583518938456111,0.3122249840767264,1.4706298756261145,1.5598099357613012e-20,-1.4347987332695424e-20,1.2501120249175898e-21,5.888228634744626e-21
291.0,10.0,3.879265201933876,-3.583518938456111,0.2957462634777652,1.4501703822039609,1.5585679539393782e-20,-1.439746315108403e-20,1.188216388309751e-21,5.8263329981367935e-21
292.0,10.0,3.8628692149786303,-3.583518938456111,0.27935027652251954,1.429820887992804,1.557313823486981e-20,-1.4446938969472635e-20,1.126199265397177e-21,5.764315875224221e-21
293.0,10.0,3.8465554169906313,-3.583518938456111,0.26303647853452006,1.4095805691465433,1.5560476667444205e-20,-1.449641478786124e-20,1.0640618795829653e-21,5.702178489410006e-21
294.0,10.0,3.8303233741339238,-3.583518938456111,0.24680443567781296,1.3894487164578209,1.5547696480353406e-20,-1.4545890606249842e-20,1.0018058741035622e-21,5.6399224839305956e-21
295.0,10.0,3.814172757675746,-3.583518938456111,0.23065381921963635,1.3694247295563233,1.553479972095117e-20,-1.459536642463845e-20,9.394332963127265e-22,5.577549906139765e-21
296.0,10.0,3.7981033309696137,-3.583518938456111,0.21458439251350292,1.349508103828784,1.5521788794767605e-20,-1.4644842243027052e-20,8.769465517405509e-22,5.515063161567596e-21
297.0,10.0,3.7821149337346496,-3.583518938456111,0.19859599527853966,1.32969841463653,1.550866640740306e-20,-1.469431806141566e-20,8.14348345987402e-22,5.452464955814447e-21
298.0,10.0,3.7662074662784146,-3.583518938456111,0.18268852782230383,1.3099953014777483,1.5495435504887285e-20,-1.4743793879804262e-20,7.516416250830212e-22,5.389758234910056e-21
299.0,10.0,3.750380874989885,-3.583518938456111,0.1668619365337758,1.2903984534211421,1.5482099217974992e-20,-1.479326969819287e-20,6.888295197821289e-22,5.326946129609166e-21
300.0,10.0,3.7346351396228883,-3.583518938456111,0.1511162011667775,1.2709075963311864,1.5468660812655604e-20,-1.4842745516581472e-20,6.259152960741305e-22,5.2640319059011684e-21
