temperature_K,blocked_fraction,blocked_weight,vdw_kBT,dipole_kBT,epsilon_kBT,epsilon_unblocked_kBT,epsilon_frozen_kBT,vdw_choice,registration,registration_cost_kBT,epsilon_net_kBT,attraction,critical_attraction,dwell_s,size_cv,phi_dilute,phi_dense,two_phase
273.0,0.3223944664686411,0.10393819200959976,1.2956260225249996,5.008285333608101,5.78335923348968,6.303911356133101,1.2956260225249996,inherited,none,0.0,5.78335923348968,27.109496406982874,10.698996655518394,150.0,0.1,3.5320598592504496e-05,0.5086463085851188,True
274.0,0.31807529128288325,0.10117189092469103,1.2908974603989958,4.983404423948202,5.770121435533888,6.274301884347198,1.2908974603989958,inherited,none,0.0,5.770121435533888,27.047444229065096,10.698996655518394,150.0,0.1,3.645448615639466e-05,0.5081781813828357,True
275.0,0.31379626160068047,0.09846809379456269,1.2862032878157268,4.958714304362661,5.756642446955965,6.244917592178387,1.2862032878157268,inherited,none,0.0,5.756642446955965,26.984261470106084,10.698996655518394,150.0,0.1,3.764537097950275e-05,0.5076997248997913,True
276.0,0.3095574731644352,0.09582582919195003,1.2815431309758145,4.93421291934279,5.742931005912949,6.215756050318604,1.2815431309758145,inherited,none,0.0,5.742931005912949,26.919989090216944,10.698996655518394,150.0,0.1,3.889556774541777e-05,0.5072111407888444,True
277.0,0.3053590064343634,0.0932441228105816,1.276916621477707,4.90989824259083,5.72899570934894,6.186814864068538,1.276916621477707,inherited,none,0.0,5.72899570934894,26.854667387573155,10.698996655518394,150.0,0.1,4.020749400295127e-05,0.5067126273405655,True
278.0,0.30120092693637146,0.09072199838732938,1.2723233962205929,4.8857682764989105,5.714845011018104,6.158091672719504,1.2723233962205929,inherited,none,0.0,5.714845011018104,26.78833598914736,10.698996655518394,150.0,0.1,4.1583672684611333e-05,0.5062043795158726,True
279.0,0.2970832855935643,0.08825847857906728,1.267763097309408,4.861821051639244,5.700487219807291,6.129584148948652,1.267763097309408,inherited,none,0.0,5.700487219807291,26.721033842846676,10.698996655518394,150.0,0.1,4.3026734675168206e-05,0.5056865889803448,True
280.0,0.29300611906683616,0.08585258581060896,1.2632353719618743,4.838054626265223,5.685930498269249,6.101289998227098,1.2632353719618743,inherited,none,0.0,5.685930498269249,26.652799210637102,10.698996655518394,150.0,0.1,4.4539421432293775e-05,0.5051594441373709,True
281.0,0.28896945011659614,0.08350334310068794,1.2587398724175263,4.814467085823202,5.6711828613262645,6.073206958240728,1.2587398724175263,inherited,none,0.0,5.6711828613262645,26.583669662466864,10.698996655518394,150.0,0.1,4.612458765807104e-05,0.5046231301589974,True
282.0,0.28497328796945715,0.08120977485612314,1.2542762558486695,4.791056542474629,5.656252175185978,6.045332798323298,1.2542762558486695,inherited,none,0.0,5.656252175185978,26.513682071184274,10.698996655518394,150.0,0.1,4.778520401200812e-05,0.5040778290162756,True
283.0,0.2810176286666256,0.07897090762141348,1.2498441842732326,4.767821134628348,5.641146156523423,6.017665318901581,1.2498441842732326,inherited,none,0.0,5.641146156523423,26.442872608703542,10.698996655518394,150.0,0.1,4.952435985342609e-05,0.5035237195114185,True
284.0,0.2771024553923858,0.07678577078448917,1.2454433244694536,4.744759026482744,5.625872371917057,5.990202350952198,1.2454433244694536,inherited,none,0.0,5.625872371917057,26.371276743361204,10.698996655518394,150.0,0.1,5.134526600714309e-05,0.5029609773117103,True
285.0,0.27322773880336104,0.07465339725159768,1.241073347892368,4.721868407577557,5.610438237469269,5.9629417554699256,1.241073347892368,inherited,none,0.0,5.610438237469269,26.2989292381372,10.698996655518394,150.0,0.1,5.325125755342929e-05,0.5023897749830007,True
286.0,0.2693934373748999,0.07257282410066411,1.2367339305920448,4.699147492355059,5.594851018561343,5.935881422947103,1.2367339305920448,inherited,none,0.0,5.594851018561343,26.225864149506293,10.698996655518394,150.0,0.1,5.5245796642642076e-05,0.5018102820212204,True
287.0,0.2655994977567428,0.07054309320863403,1.2324247531335362,4.676594519730425,5.57911782975963,5.909019272863961,1.2324247531335362,inherited,none,0.0,5.57911782975963,26.15211482699826,10.698996655518394,150.0,0.1,5.733247532757167e-05,0.5012226648828094,True
288.0,0.2618458551162876,0.06856325184157988,1.228145500518489,4.654207752671037,5.563245634920108,5.882353253189526,1.228145500518489,inherited,none,0.0,5.563245634920108,26.077713913688005,10.698996655518394,150.0,0.1,5.951501840162493e-05,0.5006270870161997,True
289.0,0.25813243346035447,0.06663235320416433,1.2238958621083904,4.631985477784521,5.5472412475006125,5.855881339892911,1.2238958621083904,inherited,none,0.0,5.5472412475006125,26.00269334765912,10.698996655518394,150.0,0.1,6.179728623424669e-05,0.5000237088949129,True
290.0,0.2544591459488935,0.06474945695704029,1.2196755315493961,4.609926004915278,5.531111331034271,5.829601536464674,1.2196755315493961,inherited,none,0.0,5.531111331034271,25.927084364223145,10.698996655518394,150.0,0.1,6.418327760264697e-05,0.4994126880510309,True
291.0,0.250825895219408,0.06291362971261745,1.2154842066987108,4.5880276667493485,5.514862399710946,5.803511873448059,1.2154842066987108,inherited,none,0.0,5.514862399710946,25.85091749864506,10.698996655518394,150.0,0.1,6.667713252130342e-05,0.49879417910724605,True
