geometry,temperature_K,window_s,center_distance_nm,rotation_mobility,extra_contact_barrier_kBT,tau_B_free_s,tau_joint_s,hexane_viscosity_Pa_s,Udd_time_mean_J,Udd_end_J,Udd_eq_J,Udd_initial_J,Neel_only_Udd_time_mean_J,vdW_J,Brownian_max_transition_barrier_J,detailed_balance_relative_error,kBT_J,Udd_time_mean_kBT,Udd_end_kBT,Udd_eq_kBT,Udd_initial_kBT,Neel_only_Udd_time_mean_kBT,vdW_kBT,Brownian_max_transition_barrier_kBT,kBT_kBT
face,225.0,20.0,19.0,1.0,0.0,2.491187950890228e-06,0.012584987476014947,0.0007182764302345699,-2.6117561774457986e-20,-2.6117565067940445e-20,-2.611756506794043e-20,0.0,-4.2723091098131865e-21,-4.8834370285786125e-21,2.6490341049134006e-20,4.0167278274630716e-17,3.1064602500000002e-21,-8.407499105922241,-8.407500166126525,-8.40750016612652,0.0,-1.3752981741238073,-1.572026240663666,8.527500407943092,1.0
face,226.0,20.0,19.0,1.0,0.0,2.4451373025949632e-06,0.011894949610807884,0.0007081321188027194,-2.6110459459309445e-20,-2.6110462690345043e-20,-2.6110462690345052e-20,0.0,-4.645136030176351e-21,-4.8834370285786125e-21,2.6490341049134006e-20,3.940899258379272e-17,3.1202667400000002e-21,-8.368021593983803,-8.368022629483606,-8.36802262948361,0.0,-1.4886983765292934,-1.5650703723421453,8.489768105253079,1.0
face,227.0,20.0,19.0,1.0,0.0,2.4001392455461512e-06,0.011247428313430901,0.0006981759719434602,-2.610328608540596e-20,-2.6103289255433632e-20,-2.6103289255433638e-20,0.0,-5.039145655390294e-21,-4.8834370285786125e-21,2.6490341049134006e-20,4.189074995286966e-17,3.1340732300000002e-21,-8.328869228561695,-8.328870240033808,-8.32887024003381,0.0,-1.607858299912888,-1.5581757892040742,8.452368245758572,1.0
face,228.0,20.0,19.0,1.0,0.0,2.3561664128240984e-06,0.010639535659031328,0.0006884040403680799,-2.6096041851305675e-20,-2.609604496172679e-20,-2.6096044961726783e-20,0.0,-5.45424391514328e-21,-4.8834370285786125e-21,2.6490341049134006e-20,6.007955923644416e-17,3.1478797200000003e-21,-8.29003779448907,-8.29003878258944,-8.290038782589438,0.0,-1.7326722747663559,-1.55134168486546,8.415296455207,1.0
face,229.0,20.0,19.0,1.0,0.0,2.3131921989223833e-06,0.010068597088519484,0.000678812457948974,-2.6088726961974222e-20,-2.6088730014153656e-20,-2.608873001415368e-20,0.0,-5.8902033569837294e-21,-4.8834370285786125e-21,2.6490341049134006e-20,2.1722363342728853e-17,3.1616862100000003e-21,-8.251523152253057,-8.251524117617496,-8.251524117617503,0.0,-1.86299429031059,-1.5445672670276194,8.378548435751947,1.0
face,230.0,20.0,19.0,1.0,0.0,2.271190738731455e-06,0.00953213443340168,0.0006693974404039705,-2.6081341628625735e-20,-2.6081344623892853e-20,-2.608134462389288e-20,0.0,-6.3466621970971926e-21,-4.8834370285786125e-21,2.6490341049134006e-20,4.873066490048949e-17,3.1754927000000003e-21,-8.213321236300034,-8.213322179544878,-8.213322179544887,0.0,-1.9986385725582654,-1.5378517571709776,8.342119964292156,1.0
face,231.0,20.0,19.0,1.0,0.0,2.230136887004843e-06,0.009027850383404529,0.0006601552839619268,-2.6073886068565377e-20,-2.6073889008215054e-20,-2.6073889008215075e-20,0.0,-6.823123775682833e-21,-4.8834370285786125e-21,2.6490341049134006e-20,3.8863000524364244e-17,3.1892991900000003e-21,-8.175428053385414,-8.175428975108181,-8.175428975108188,0.0,-2.1393802742234516,-1.5311943902568175,8.306006890853663,1.0
face,232.0,20.0,19.0,1.0,0.0,2.1900061983068597e-06,0.008553614266954524,0.0006510823640135933,-2.6066360505033588e-20,-2.6066363390327157e-20,-2.606636339032718e-20,0.0,-7.318955650691239e-21,-4.8834370285786125e-21,2.6490341049134006e-20,8.510180467503518e-17,3.2031056800000003e-21,-8.137839680966625,-8.137840581746635,-8.137840581746644,0.0,-2.2849560338862243,-1.524594414436745,8.270205137013775,1.0
face,233.0,20.0,19.0,1.0,0.0,2.1507749074395635e-06,0.008107449026612536,0.0006421751337513969,-2.6058765167051882e-20,-2.6058767999218093e-20,-2.6058767999218093e-20,0.0,-7.83338760084141e-21,-4.8834370285786125e-21,2.6490341049134006e-20,2.880882937968052e-17,3.2169121700000003e-21,-8.100552265637976,-8.100553146036962,-8.100553146036962,0.0,-2.4350641816998717,-1.5180510907696345,8.234710694365647,1.0
face,234.0,20.0,19.0,1.0,0.0,2.112419910345835e-06,0.007687519282651538,0.0006334301228015033,-2.605110028927043e-20,-2.6051103069506323e-20,-2.605110306950633e-20,0.0,-8.365507980310953e-21,-4.8834370285786125e-21,2.6490341049134006e-20,3.1112867970946204e-17,3.2307186600000003e-21,-8.063562021606186,-8.063562882168862,-8.063562882168863,0.0,-2.5893644296191836,-1.5115636929458327,8.199519623022205,1.0
face,235.0,20.0,19.0,1.0,0.0,2.07491874548459e-06,0.007292120388500249,0.0006248439358512238,-2.6043366111817286e-20,-2.6043368841289102e-20,-2.6043368841289096e-20,0.0,-8.914258168472852e-21,-4.8834370285786125e-21,2.6490341049134006e-20,4.165787784735161e-17,3.2445251500000003e-21,-8.026865229205352,-8.026866070459986,-8.026866070459985,0.0,-2.747476982409229,-1.5051315070184035,8.16462805015828,1.0
face,236.0,20.0,19.0,1.0,0.0,2.038249575673318e-06,0.00691966839022602,0.0006164132512745559,-2.6035562880149386e-20,-2.6035565559993424e-20,-2.6035565559993442e-20,0.0,-9.478425256604322e-21,-4.8834370285786125e-21,2.6490341049134006e-20,5.181489698746862e-17,3.2583316400000004e-21,-7.990458233450227,-7.9904590559091835,-7.990459055909189,0.0,-2.908981130172594,-1.498753831141207,8.130032168589814,1.0
face,237.0,20.0,19.0,1.0,0.0,2.0023911703925744e-06,0.006568690810832326,0.0006081348197584097,-2.6027690844905327e-20,-2.6027693476228775e-20,-2.6027693476228775e-20,0.0,-1.005663355239903e-20,-4.8834370285786125e-21,2.6490341049134006e-20,4.820645417002793e-17,3.2721381300000004e-21,-7.954337442626643,-7.954338246786902,-7.954338246786902,0.0,-3.0734135152170454,-1.492429975313607,8.095728235389013,1.0
face,238.0,20.0,19.0,1.0,0.0,1.967322888546411e-06,0.006237818187464284,0.000600005462931836,-2.6019750261759966e-20,-2.6019752845641704e-20,-2.6019752845641722e-20,0.0,-1.0647335889210411e-20,-4.8834370285786125e-21,2.6490341049134006e-20,6.312652949608719e-17,3.2859446200000004e-21,-7.918499326918043,-7.918500113261708,-7.918500113261714,0.0,-3.240266383190113,-1.486159261131617,8.061712570534437,1.0
face,239.0,20.0,19.0,1.0,0.0,1.933024661672246e-06,0.005925776295791174,0.0005920220720003522,-2.6011741391280754e-20,-2.601174392877215e-20,-2.6011743928772148e-20,0.0,-1.1248806027679141e-20,-4.8834370285786125e-21,2.6490341049134006e-20,4.133565653636455e-17,3.2997511100000004e-21,-7.882940417067017,-7.882941186061802,-7.882941186061801,0.0,-3.408986209168709,-1.4799410215452922,8.027981555594963,1.0
face,240.0,20.0,19.0,1.0,0.0,1.899476977593303e-06,0.005631379002774119,0.0005841816063872837,-2.6003664498786e-20,-2.6003666990911672e-20,-2.6003666990911675e-20,0.0,-1.1859133580545458e-20,-4.8834370285786125e-21,2.6490341049134006e-20,5.075456193626292e-17,3.3135576e-21,-7.847657303070875,-7.847658055170573,-7.847658055170574,0.0,-3.57897311956957,-1.473774600622187,7.994531632446651,1.0
face,241.0,20.0,19.0,1.0,0.0,1.8666608645062635e-06,0.005353521693254411,0.0005764810923838229,-2.5995519854204918e-20,-2.5995522301963475e-20,-2.5995522301963463e-20,0.0,-1.2476222862065592e-20,-4.8834370285786125e-21,2.6490341049134006e-20,2.4929938759591434e-17,3.32736409e-21,-7.812646632910232,-7.812647368555172,-7.812647368555169,0.0,-3.7495815079454053,-1.4676593533167008,7.9613593020215605,1.0
face,242.0,20.0,19.0,1.0,0.0,1.8345578754965897e-06,0.005091175221901159,0.0005689176218093658,-2.5987307731939565e-20,-2.5987310136304347e-20,-2.5987310136304335e-20,0.0,-1.3097796891016977e-20,-4.8834370285786125e-21,2.6490341049134006e-20,3.918799607781203e-17,3.34117058e-21,-7.777905111309691,-7.777905830927179,-7.777905830927176,0.0,-3.920122177963442,-1.461594645245144,7.928461123087588,1.0
face,243.0,20.0,19.0,1.0,0.0,1.8031500734736297e-06,0.00484338034544466,0.0005614883506835106,-2.5979028410728692e-20,-2.5979030772648437e-20,-2.5979030772648455e-20,0.0,-1.372140752639168e-20,-4.8834370285786125e-21,2.6490341049134006e-20,5.2942347812539714e-17,3.35497707e-21,-7.743429498529685,-7.74343020253442,-7.743430202534426,0.0,-4.089866261408361,-1.4555798524663575,7.89583371105842,1.0
