parameter_set,transfer_plan,edge_nm,direction,orientation,temperature_K,scale_s,beta_nm,K_W_nm6_kcalmol,centre_distance_nm,U_attr_kcalmol,U_rep_kcalmol,U_pair_kcalmol,U_pair_J,U_pair_kBT,U_pair_per_particle_kBT
singh_calibrated_si_mesh,plan2,13.00,100,twist45_about_axis,298.15,5.0,6.8427,5.279688e+04,16.000000,-5.061707e+01,3.810146e+01,-1.251562e+01,-8.695470e-20,-2.112394e+01,-1.056197e+01
singh_calibrated_si_mesh,plan2,13.00,100,twist45_about_axis,300.00,1.0,6.8427,5.279688e+04,16.000000,-1.012341e+01,7.620291e+00,-2.503124e+00,-1.739094e-20,-4.198736e+00,-2.099368e+00
singh_calibrated_si_mesh,plan2,13.00,100,twist45_about_axis,300.00,2.0,6.8427,5.279688e+04,16.000000,-2.024683e+01,1.524058e+01,-5.006247e+00,-3.478188e-20,-8.397471e+00,-4.198736e+00
singh_calibrated_si_mesh,plan2,13.00,100,twist45_about_axis,300.00,5.0,6.8427,5.279688e+04,16.000000,-5.061707e+01,3.810146e+01,-1.251562e+01,-8.695470e-20,-2.099368e+01,-1.049684e+01
singh_calibrated_si_mesh,plan2,13.00,100,tilt15_about_z,298.15,1.0,6.8427,5.279688e+04,16.828505,-7.143136e+00,5.155037e+00,-1.988099e+00,-1.381270e-20,-3.355526e+00,-1.677763e+00
singh_calibrated_si_mesh,plan2,13.00,100,tilt15_about_z,298.15,2.0,6.8427,5.279688e+04,16.828505,-1.428627e+01,1.031007e+01,-3.976197e+00,-2.762541e-20,-6.711052e+00,-3.355526e+00
singh_calibrated_si_mesh,plan2,13.00,100,tilt15_about_z,298.15,5.0,6.8427,5.279688e+04,16.828505,-3.571568e+01,2.577519e+01,-9.940493e+00,-6.906352e-20,-1.677763e+01,-8.388815e+00
singh_calibrated_si_mesh,plan2,13.00,100,tilt15_about_z,300.00,1.0,6.8427,5.279688e+04,16.828505,-7.143136e+00,5.155037e+00,-1.988099e+00,-1.381270e-20,-3.334833e+00,-1.667417e+00
singh_calibrated_si_mesh,plan2,13.00,100,tilt15_about_z,300.00,2.0,6.8427,5.279688e+04,16.828505,-1.428627e+01,1.031007e+01,-3.976197e+00,-2.762541e-20,-6.669667e+00,-3.334833e+00
singh_calibrated_si_mesh,plan2,13.00,100,tilt15_about_z,300.00,5.0,6.8427,5.279688e+04,16.828505,-3.571568e+01,2.577519e+01,-9.940493e+00,-6.906352e-20,-1.667417e+01,-8.337083e+00
singh_calibrated_si_mesh,plan2,13.00,100,rot90_about_z,298.15,1.0,6.8427,5.279688e+04,16.000000,-1.033139e+01,8.082963e+00,-2.248425e+00,-1.562137e-20,-3.794907e+00,-1.897453e+00
singh_calibrated_si_mesh,plan2,13.00,100,rot90_about_z,298.15,2.0,6.8427,5.279688e+04,16.000000,-2.066278e+01,1.616593e+01,-4.496850e+00,-3.124275e-20,-7.589813e+00,-3.794907e+00
singh_calibrated_si_mesh,plan2,13.00,100,rot90_about_z,298.15,5.0,6.8427,5.279688e+04,16.000000,-5.165694e+01,4.041481e+01,-1.124213e+01,-7.810686e-20,-1.897453e+01,-9.487267e+00
singh_calibrated_si_mesh,plan2,13.00,100,rot90_about_z,300.00,1.0,6.8427,5.279688e+04,16.000000,-1.033139e+01,8.082963e+00,-2.248425e+00,-1.562137e-20,-3.771505e+00,-1.885752e+00
singh_calibrated_si_mesh,plan2,13.00,100,rot90_about_z,300.00,2.0,6.8427,5.279688e+04,16.000000,-2.066278e+01,1.616593e+01,-4.496850e+00,-3.124275e-20,-7.543009e+00,-3.771505e+00
singh_calibrated_si_mesh,plan2,13.00,100,rot90_about_z,300.00,5.0,6.8427,5.279688e+04,16.000000,-5.165694e+01,4.041481e+01,-1.124213e+01,-7.810686e-20,-1.885752e+01,-9.428762e+00
singh_calibrated_si_mesh,plan2,13.00,110,co_oriented,298.15,1.0,6.8427,5.279688e+04,19.378974,-3.688632e+00,2.899216e+00,-7.894152e-01,-5.484617e-21,-1.332380e+00,-6.661901e-01
singh_calibrated_si_mesh,plan2,13.00,110,co_oriented,298.15,2.0,6.8427,5.279688e+04,19.378974,-7.377263e+00,5.798433e+00,-1.578830e+00,-1.096923e-20,-2.664760e+00,-1.332380e+00
singh_calibrated_si_mesh,plan2,13.00,110,co_oriented,298.15,5.0,6.8427,5.279688e+04,19.378974,-1.844316e+01,1.449608e+01,-3.947076e+00,-2.742308e-20,-6.661901e+00,-3.330951e+00
singh_calibrated_si_mesh,plan2,13.00,110,co_oriented,300.00,1.0,6.8427,5.279688e+04,19.378974,-3.688632e+00,2.899216e+00,-7.894152e-01,-5.484617e-21,-1.324164e+00,-6.620819e-01
singh_calibrated_si_mesh,plan2,13.00,110,co_oriented,300.00,2.0,6.8427,5.279688e+04,19.378974,-7.377263e+00,5.798433e+00,-1.578830e+00,-1.096923e-20,-2.648328e+00,-1.324164e+00
singh_calibrated_si_mesh,plan2,13.00,110,co_oriented,300.00,5.0,6.8427,5.279688e+04,19.378974,-1.844316e+01,1.449608e+01,-3.947076e+00,-2.742308e-20,-6.620819e+00,-3.310410e+00
singh_calibrated_si_mesh,plan2,13.00,111,co_oriented,298.15,1.0,6.8427,5.279688e+04,21.749244,-1.684293e+00,1.245860e+00,-4.384328e-01,-3.046098e-21,-7.399898e-01,-3.699949e-01
singh_calibrated_si_mesh,plan2,13.00,111,co_oriented,298.15,2.0,6.8427,5.279688e+04,21.749244,-3.368586e+00,2.491720e+00,-8.768657e-01,-6.092196e-21,-1.479980e+00,-7.399898e-01
singh_calibrated_si_mesh,plan2,13.00,111,co_oriented,298.15,5.0,6.8427,5.279688e+04,21.749244,-8.421464e+00,6.229300e+00,-2.192164e+00,-1.523049e-20,-3.699949e+00,-1.849975e+00
singh_calibrated_si_mesh,plan2,13.00,111,co_oriented,300.00,1.0,6.8427,5.279688e+04,21.749244,-1.684293e+00,1.245860e+00,-4.384328e-01,-3.046098e-21,-7.354266e-01,-3.677133e-01
singh_calibrated_si_mesh,plan2,13.00,111,co_oriented,300.00,2.0,6.8427,5.279688e+04,21.749244,-3.368586e+00,2.491720e+00,-8.768657e-01,-6.092196e-21,-1.470853e+00,-7.354266e-01
singh_calibrated_si_mesh,plan2,13.00,111,co_oriented,300.00,5.0,6.8427,5.279688e+04,21.749244,-8.421464e+00,6.229300e+00,-2.192164e+00,-1.523049e-20,-3.677133e+00,-1.838566e+00
singh_calibrated_si_mesh,plan2,16.00,100,co_oriented,298.15,1.0,8.4218,1.835135e+05,19.000000,-1.463635e+01,1.249269e+01,-2.143663e+00,-1.489352e-20,-3.618089e+00,-1.809044e+00
singh_calibrated_si_mesh,plan2,16.00,100,co_oriented,298.15,2.0,8.4218,1.835135e+05,19.000000,-2.927271e+01,2.498538e+01,-4.287326e+00,-2.978704e-20,-7.236178e+00,-3.618089e+00
singh_calibrated_si_mesh,plan2,16.00,100,co_oriented,298.15,5.0,8.4218,1.835135e+05,19.000000,-7.318177e+01,6.246345e+01,-1.071832e+01,-7.446759e-20,-1.809044e+01,-9.045222e+00
singh_calibrated_si_mesh,plan2,16.00,100,co_oriented,300.00,1.0,8.4218,1.835135e+05,19.000000,-1.463635e+01,1.249269e+01,-2.143663e+00,-1.489352e-20,-3.595777e+00,-1.797889e+00
singh_calibrated_si_mesh,plan2,16.00,100,co_oriented,300.00,2.0,8.4218,1.835135e+05,19.000000,-2.927271e+01,2.498538e+01,-4.287326e+00,-2.978704e-20,-7.191555e+00,-3.595777e+00
singh_calibrated_si_mesh,plan2,16.00,100,co_oriented,300.00,5.0,8.4218,1.835135e+05,19.000000,-7.318177e+01,6.246345e+01,-1.071832e+01,-7.446759e-20,-1.797889e+01,-8.989443e+00
singh_calibrated_si_mesh,plan2,16.00,100,twist45_about_axis,298.15,1.0,8.4218,1.835135e+05,19.000000,-1.421893e+01,1.161320e+01,-2.605731e+00,-1.810382e-20,-4.397969e+00,-2.198985e+00
singh_calibrated_si_mesh,plan2,16.00,100,twist45_about_axis,298.15,2.0,8.4218,1.835135e+05,19.000000,-2.843786e+01,2.322640e+01,-5.211461e+00,-3.620764e-20,-8.795938e+00,-4.397969e+00
singh_calibrated_si_mesh,plan2,16.00,100,twist45_about_axis,298.15,5.0,8.4218,1.835135e+05,19.000000,-7.109466e+01,5.806601e+01,-1.302865e+01,-9.051911e-20,-2.198985e+01,-1.099492e+01
singh_calibrated_si_mesh,plan2,16.00,100,twist45_about_axis,300.00,1.0,8.4218,1.835135e+05,19.000000,-1.421893e+01,1.161320e+01,-2.605731e+00,-1.810382e-20,-4.370848e+00,-2.185424e+00
singh_calibrated_si_mesh,plan2,16.00,100,twist45_about_axis,300.00,2.0,8.4218,1.835135e+05,19.000000,-2.843786e+01,2.322640e+01,-5.211461e+00,-3.620764e-20,-8.741697e+00,-4.370848e+00
singh_calibrated_si_mesh,plan2,16.00,100,twist45_about_axis,300.00,5.0,8.4218,1.835135e+05,19.000000,-7.109466e+01,5.806601e+01,-1.302865e+01,-9.051911e-20,-2.185424e+01,-1.092712e+01
singh_calibrated_si_mesh,plan2,16.00,100,tilt15_about_z,298.15,1.0,8.4218,1.835135e+05,20.019576,-9.909582e+00,7.744993e+00,-2.164590e+00,-1.503891e-20,-3.653409e+00,-1.826704e+00
singh_calibrated_si_mesh,plan2,16.00,100,tilt15_about_z,298.15,2.0,8.4218,1.835135e+05,20.019576,-1.981916e+01,1.548999e+01,-4.329180e+00,-3.007782e-20,-7.306818e+00,-3.653409e+00
singh_calibrated_si_mesh,plan2,16.00,100,tilt15_about_z,298.15,5.0,8.4218,1.835135e+05,20.019576,-4.954791e+01,3.872496e+01,-1.082295e+01,-7.519455e-20,-1.826704e+01,-9.133522e+00
singh_calibrated_si_mesh,plan2,16.00,100,tilt15_about_z,300.00,1.0,8.4218,1.835135e+05,20.019576,-9.909582e+00,7.744993e+00,-2.164590e+00,-1.503891e-20,-3.630880e+00,-1.815440e+00
singh_calibrated_si_mesh,plan2,16.00,100,tilt15_about_z,300.00,2.0,8.4218,1.835135e+05,20.019576,-1.981916e+01,1.548999e+01,-4.329180e+00,-3.007782e-20,-7.261759e+00,-3.630880e+00
singh_calibrated_si_mesh,plan2,16.00,100,tilt15_about_z,300.00,5.0,8.4218,1.835135e+05,20.019576,-4.954791e+01,3.872496e+01,-1.082295e+01,-7.519455e-20,-1.815440e+01,-9.077199e+00
singh_calibrated_si_mesh,plan2,16.00,100,rot90_about_z,298.15,1.0,8.4218,1.835135e+05,19.000000,-1.463635e+01,1.249269e+01,-2.143663e+00,-1.489352e-20,-3.618089e+00,-1.809044e+00
singh_calibrated_si_mesh,plan2,16.00,100,rot90_about_z,298.15,2.0,8.4218,1.835135e+05,19.000000,-2.927271e+01,2.498538e+01,-4.287326e+00,-2.978704e-20,-7.236178e+00,-3.618089e+00
singh_calibrated_si_mesh,plan2,16.00,100,rot90_about_z,298.15,5.0,8.4218,1.835135e+05,19.000000,-7.318177e+01,6.246345e+01,-1.071832e+01,-7.446759e-20,-1.809044e+01,-9.045222e+00
singh_calibrated_si_mesh,plan2,16.00,100,rot90_about_z,300.00,1.0,8.4218,1.835135e+05,19.000000,-1.463635e+01,1.249269e+01,-2.143663e+00,-1.489352e-20,-3.595777e+00,-1.797889e+00
singh_calibrated_si_mesh,plan2,16.00,100,rot90_about_z,300.00,2.0,8.4218,1.835135e+05,19.000000,-2.927271e+01,2.498538e+01,-4.287326e+00,-2.978704e-20,-7.191555e+00,-3.595777e+00
singh_calibrated_si_mesh,plan2,16.00,100,rot90_about_z,300.00,5.0,8.4218,1.835135e+05,19.000000,-7.318177e+01,6.246345e+01,-1.071832e+01,-7.446759e-20,-1.797889e+01,-8.989443e+00
singh_calibrated_si_mesh,plan2,16.00,110,co_oriented,298.15,1.0,8.4218,1.835135e+05,23.158737,-5.225471e+00,4.288627e+00,-9.368444e-01,-6.508910e-21,-1.581212e+00,-7.906061e-01
singh_calibrated_si_mesh,plan2,16.00,110,co_oriented,298.15,2.0,8.4218,1.835135e+05,23.158737,-1.045094e+01,8.577253e+00,-1.873689e+00,-1.301782e-20,-3.162424e+00,-1.581212e+00
singh_calibrated_si_mesh,plan2,16.00,110,co_oriented,298.15,5.0,8.4218,1.835135e+05,23.158737,-2.612736e+01,2.144313e+01,-4.684222e+00,-3.254455e-20,-7.906061e+00,-3.953030e+00
singh_calibrated_si_mesh,plan2,16.00,110,co_oriented,300.00,1.0,8.4218,1.835135e+05,23.158737,-5.225471e+00,4.288627e+00,-9.368444e-01,-6.508910e-21,-1.571461e+00,-7.857307e-01
singh_calibrated_si_mesh,plan2,16.00,110,co_oriented,300.00,2.0,8.4218,1.835135e+05,23.158737,-1.045094e+01,8.577253e+00,-1.873689e+00,-1.301782e-20,-3.142923e+00,-1.571461e+00
singh_calibrated_si_mesh,plan2,16.00,110,co_oriented,300.00,5.0,8.4218,1.835135e+05,23.158737,-2.612736e+01,2.144313e+01,-4.684222e+00,-3.254455e-20,-7.857307e+00,-3.928653e+00
singh_calibrated_si_mesh,plan2,16.00,111,co_oriented,298.15,1.0,8.4218,1.835135e+05,26.075993,-2.380614e+00,1.775971e+00,-6.046428e-01,-4.200874e-21,-1.020520e+00,-5.102601e-01
singh_calibrated_si_mesh,plan2,16.00,111,co_oriented,298.15,2.0,8.4218,1.835135e+05,26.075993,-4.761227e+00,3.551942e+00,-1.209286e+00,-8.401748e-21,-2.041040e+00,-1.020520e+00
singh_calibrated_si_mesh,plan2,16.00,111,co_oriented,298.15,5.0,8.4218,1.835135e+05,26.075993,-1.190307e+01,8.879854e+00,-3.023214e+00,-2.100437e-20,-5.102601e+00,-2.551300e+00
singh_calibrated_si_mesh,plan2,16.00,111,co_oriented,300.00,1.0,8.4218,1.835135e+05,26.075993,-2.380614e+00,1.775971e+00,-6.046428e-01,-4.200874e-21,-1.014227e+00,-5.071135e-01
singh_calibrated_si_mesh,plan2,16.00,111,co_oriented,300.00,2.0,8.4218,1.835135e+05,26.075993,-4.761227e+00,3.551942e+00,-1.209286e+00,-8.401748e-21,-2.028454e+00,-1.014227e+00
singh_calibrated_si_mesh,plan2,16.00,111,co_oriented,300.00,5.0,8.4218,1.835135e+05,26.075993,-1.190307e+01,8.879854e+00,-3.023214e+00,-2.100437e-20,-5.071135e+00,-2.535567e+00
singh_calibrated_si_mesh,plan2,19.50,100,co_oriented,298.15,1.0,10.2641,6.013895e+05,22.500000,-1.961224e+01,1.785792e+01,-1.754315e+00,-1.218844e-20,-2.960944e+00,-1.480472e+00
singh_calibrated_si_mesh,plan2,19.50,100,co_oriented,298.15,2.0,10.2641,6.013895e+05,22.500000,-3.922447e+01,3.571584e+01,-3.508629e+00,-2.437689e-20,-5.921887e+00,-2.960944e+00
singh_calibrated_si_mesh,plan2,19.50,100,co_oriented,298.15,5.0,10.2641,6.013895e+05,22.500000,-9.806118e+01,8.928961e+01,-8.771573e+00,-6.094222e-20,-1.480472e+01,-7.402359e+00
singh_calibrated_si_mesh,plan2,19.50,100,co_oriented,300.00,1.0,10.2641,6.013895e+05,22.500000,-1.961224e+01,1.785792e+01,-1.754315e+00,-1.218844e-20,-2.942685e+00,-1.471342e+00
singh_calibrated_si_mesh,plan2,19.50,100,co_oriented,300.00,2.0,10.2641,6.013895e+05,22.500000,-3.922447e+01,3.571584e+01,-3.508629e+00,-2.437689e-20,-5.885369e+00,-2.942685e+00
singh_calibrated_si_mesh,plan2,19.50,100,co_oriented,300.00,5.0,10.2641,6.013895e+05,22.500000,-9.806118e+01,8.928961e+01,-8.771573e+00,-6.094222e-20,-1.471342e+01,-7.356711e+00
singh_calibrated_si_mesh,plan2,19.50,100,twist45_about_axis,298.15,1.0,10.2641,6.013895e+05,22.500000,-1.886574e+01,1.636307e+01,-2.502670e+00,-1.738779e-20,-4.224023e+00,-2.112011e+00
singh_calibrated_si_mesh,plan2,19.50,100,twist45_about_axis,298.15,2.0,10.2641,6.013895e+05,22.500000,-3.773148e+01,3.272614e+01,-5.005340e+00,-3.477558e-20,-8.448045e+00,-4.224023e+00
singh_calibrated_si_mesh,plan2,19.50,100,twist45_about_axis,298.15,5.0,10.2641,6.013895e+05,22.500000,-9.432871e+01,8.181536e+01,-1.251335e+01,-8.693894e-20,-2.112011e+01,-1.056006e+01
singh_calibrated_si_mesh,plan2,19.50,100,twist45_about_axis,300.00,1.0,10.2641,6.013895e+05,22.500000,-1.886574e+01,1.636307e+01,-2.502670e+00,-1.738779e-20,-4.197974e+00,-2.098987e+00
singh_calibrated_si_mesh,plan2,19.50,100,twist45_about_axis,300.00,2.0,10.2641,6.013895e+05,22.500000,-3.773148e+01,3.272614e+01,-5.005340e+00,-3.477558e-20,-8.395949e+00,-4.197974e+00
singh_calibrated_si_mesh,plan2,19.50,100,twist45_about_axis,300.00,5.0,10.2641,6.013895e+05,22.500000,-9.432871e+01,8.181536e+01,-1.251335e+01,-8.693894e-20,-2.098987e+01,-1.049494e+01
singh_calibrated_si_mesh,plan2,19.50,100,tilt15_about_z,298.15,1.0,10.2641,6.013895e+05,23.742490,-1.302231e+01,1.079589e+01,-2.226428e+00,-1.546855e-20,-3.757781e+00,-1.878890e+00
singh_calibrated_si_mesh,plan2,19.50,100,tilt15_about_z,298.15,2.0,10.2641,6.013895e+05,23.742490,-2.604463e+01,2.159177e+01,-4.452857e+00,-3.093709e-20,-7.515561e+00,-3.757781e+00
singh_calibrated_si_mesh,plan2,19.50,100,tilt15_about_z,298.15,5.0,10.2641,6.013895e+05,23.742490,-6.511157e+01,5.397943e+01,-1.113214e+01,-7.734273e-20,-1.878890e+01,-9.394452e+00
singh_calibrated_si_mesh,plan2,19.50,100,tilt15_about_z,300.00,1.0,10.2641,6.013895e+05,23.742490,-1.302231e+01,1.079589e+01,-2.226428e+00,-1.546855e-20,-3.734608e+00,-1.867304e+00
singh_calibrated_si_mesh,plan2,19.50,100,tilt15_about_z,300.00,2.0,10.2641,6.013895e+05,23.742490,-2.604463e+01,2.159177e+01,-4.452857e+00,-3.093709e-20,-7.469215e+00,-3.734608e+00
singh_calibrated_si_mesh,plan2,19.50,100,tilt15_about_z,300.00,5.0,10.2641,6.013895e+05,23.742490,-6.511157e+01,5.397943e+01,-1.113214e+01,-7.734273e-20,-1.867304e+01,-9.336519e+00
singh_calibrated_si_mesh,plan2,19.50,100,rot90_about_z,298.15,1.0,10.2641,6.013895e+05,22.500000,-1.961224e+01,1.785792e+01,-1.754315e+00,-1.218844e-20,-2.960944e+00,-1.480472e+00
singh_calibrated_si_mesh,plan2,19.50,100,rot90_about_z,298.15,2.0,10.2641,6.013895e+05,22.500000,-3.922447e+01,3.571584e+01,-3.508629e+00,-2.437689e-20,-5.921887e+00,-2.960944e+00
singh_calibrated_si_mesh,plan2,19.50,100,rot90_about_z,298.15,5.0,10.2641,6.013895e+05,22.500000,-9.806118e+01,8.928961e+01,-8.771573e+00,-6.094222e-20,-1.480472e+01,-7.402359e+00
singh_calibrated_si_mesh,plan2,19.50,100,rot90_about_z,300.00,1.0,10.2641,6.013895e+05,22.500000,-1.961224e+01,1.785792e+01,-1.754315e+00,-1.218844e-20,-2.942685e+00,-1.471342e+00
singh_calibrated_si_mesh,plan2,19.50,100,rot90_about_z,300.00,2.0,10.2641,6.013895e+05,22.500000,-3.922447e+01,3.571584e+01,-3.508629e+00,-2.437689e-20,-5.885369e+00,-2.942685e+00
singh_calibrated_si_mesh,plan2,19.50,100,rot90_about_z,300.00,5.0,10.2641,6.013895e+05,22.500000,-9.806118e+01,8.928961e+01,-8.771573e+00,-6.094222e-20,-1.471342e+01,-7.356711e+00
singh_calibrated_si_mesh,plan2,19.50,110,co_oriented,298.15,1.0,10.2641,6.013895e+05,27.568460,-7.036946e+00,5.895704e+00,-1.141243e+00,-7.929006e-21,-1.926197e+00,-9.630984e-01
singh_calibrated_si_mesh,plan2,19.50,110,co_oriented,298.15,2.0,10.2641,6.013895e+05,27.568460,-1.407389e+01,1.179141e+01,-2.282485e+00,-1.585801e-20,-3.852394e+00,-1.926197e+00
singh_calibrated_si_mesh,plan2,19.50,110,co_oriented,298.15,5.0,10.2641,6.013895e+05,27.568460,-3.518473e+01,2.947852e+01,-5.706213e+00,-3.964503e-20,-9.630984e+00,-4.815492e+00
singh_calibrated_si_mesh,plan2,19.50,110,co_oriented,300.00,1.0,10.2641,6.013895e+05,27.568460,-7.036946e+00,5.895704e+00,-1.141243e+00,-7.929006e-21,-1.914319e+00,-9.571593e-01
singh_calibrated_si_mesh,plan2,19.50,110,co_oriented,300.00,2.0,10.2641,6.013895e+05,27.568460,-1.407389e+01,1.179141e+01,-2.282485e+00,-1.585801e-20,-3.828637e+00,-1.914319e+00
singh_calibrated_si_mesh,plan2,19.50,110,co_oriented,300.00,5.0,10.2641,6.013895e+05,27.568460,-3.518473e+01,2.947852e+01,-5.706213e+00,-3.964503e-20,-9.571593e+00,-4.785797e+00
singh_calibrated_si_mesh,plan2,19.50,111,co_oriented,298.15,1.0,10.2641,6.013895e+05,31.123867,-3.222876e+00,2.363471e+00,-8.594047e-01,-5.970882e-21,-1.450509e+00,-7.252544e-01
singh_calibrated_si_mesh,plan2,19.50,111,co_oriented,298.15,2.0,10.2641,6.013895e+05,31.123867,-6.445752e+00,4.726943e+00,-1.718809e+00,-1.194176e-20,-2.901018e+00,-1.450509e+00
singh_calibrated_si_mesh,plan2,19.50,111,co_oriented,298.15,5.0,10.2641,6.013895e+05,31.123867,-1.611438e+01,1.181736e+01,-4.297023e+00,-2.985441e-20,-7.252544e+00,-3.626272e+00
singh_calibrated_si_mesh,plan2,19.50,111,co_oriented,300.00,1.0,10.2641,6.013895e+05,31.123867,-3.222876e+00,2.363471e+00,-8.594047e-01,-5.970882e-21,-1.441564e+00,-7.207820e-01
singh_calibrated_si_mesh,plan2,19.50,111,co_oriented,300.00,2.0,10.2641,6.013895e+05,31.123867,-6.445752e+00,4.726943e+00,-1.718809e+00,-1.194176e-20,-2.883128e+00,-1.441564e+00
singh_calibrated_si_mesh,plan2,19.50,111,co_oriented,300.00,5.0,10.2641,6.013895e+05,31.123867,-1.611438e+01,1.181736e+01,-4.297023e+00,-2.985441e-20,-7.207820e+00,-3.603910e+00
singh_calibrated_si_mesh,plan3,13.00,100,co_oriented,298.15,1.0,7.0375,6.511314e+04,16.000000,-1.033139e+01,8.610167e+00,-1.721221e+00,-1.195852e-20,-2.905088e+00,-1.452544e+00
singh_calibrated_si_mesh,plan3,13.00,100,co_oriented,298.15,2.0,7.0375,6.511314e+04,16.000000,-2.066278e+01,1.722033e+01,-3.442442e+00,-2.391704e-20,-5.810176e+00,-2.905088e+00
singh_calibrated_si_mesh,plan3,13.00,100,co_oriented,298.15,5.0,7.0375,6.511314e+04,16.000000,-5.165694e+01,4.305083e+01,-8.606105e+00,-5.979259e-20,-1.452544e+01,-7.262720e+00
singh_calibrated_si_mesh,plan3,13.00,100,co_oriented,300.00,1.0,7.0375,6.511314e+04,16.000000,-1.033139e+01,8.610167e+00,-1.721221e+00,-1.195852e-20,-2.887173e+00,-1.443587e+00
singh_calibrated_si_mesh,plan3,13.00,100,co_oriented,300.00,2.0,7.0375,6.511314e+04,16.000000,-2.066278e+01,1.722033e+01,-3.442442e+00,-2.391704e-20,-5.774347e+00,-2.887173e+00
singh_calibrated_si_mesh,plan3,13.00,100,co_oriented,300.00,5.0,7.0375,6.511314e+04,16.000000,-5.165694e+01,4.305083e+01,-8.606105e+00,-5.979259e-20,-1.443587e+01,-7.217933e+00
singh_calibrated_si_mesh,plan3,13.00,100,twist45_about_axis,298.15,1.0,7.0375,6.511314e+04,16.000000,-1.012341e+01,8.125477e+00,-1.997938e+00,-1.388106e-20,-3.372132e+00,-1.686066e+00
singh_calibrated_si_mesh,plan3,13.00,100,twist45_about_axis,298.15,2.0,7.0375,6.511314e+04,16.000000,-2.024683e+01,1.625095e+01,-3.995875e+00,-2.776213e-20,-6.744265e+00,-3.372132e+00
singh_calibrated_si_mesh,plan3,13.00,100,twist45_about_axis,298.15,5.0,7.0375,6.511314e+04,16.000000,-5.061707e+01,4.062739e+01,-9.989689e+00,-6.940531e-20,-1.686066e+01,-8.430331e+00
singh_calibrated_si_mesh,plan3,13.00,100,twist45_about_axis,300.00,1.0,7.0375,6.511314e+04,16.000000,-1.012341e+01,8.125477e+00,-1.997938e+00,-1.388106e-20,-3.351338e+00,-1.675669e+00
singh_calibrated_si_mesh,plan3,13.00,100,twist45_about_axis,300.00,2.0,7.0375,6.511314e+04,16.000000,-2.024683e+01,1.625095e+01,-3.995875e+00,-2.776213e-20,-6.702675e+00,-3.351338e+00
singh_calibrated_si_mesh,plan3,13.00,100,twist45_about_axis,300.00,5.0,7.0375,6.511314e+04,16.000000,-5.061707e+01,4.062739e+01,-9.989689e+00,-6.940531e-20,-1.675669e+01,-8.378344e+00
singh_calibrated_si_mesh,plan3,13.00,100,tilt15_about_z,298.15,1.0,7.0375,6.511314e+04,16.828505,-7.143136e+00,5.528027e+00,-1.615109e+00,-1.122129e-20,-2.725992e+00,-1.362996e+00
singh_calibrated_si_mesh,plan3,13.00,100,tilt15_about_z,298.15,2.0,7.0375,6.511314e+04,16.828505,-1.428627e+01,1.105605e+01,-3.230218e+00,-2.244257e-20,-5.451983e+00,-2.725992e+00
singh_calibrated_si_mesh,plan3,13.00,100,tilt15_about_z,298.15,5.0,7.0375,6.511314e+04,16.828505,-3.571568e+01,2.764013e+01,-8.075545e+00,-5.610643e-20,-1.362996e+01,-6.814979e+00
singh_calibrated_si_mesh,plan3,13.00,100,tilt15_about_z,300.00,1.0,7.0375,6.511314e+04,16.828505,-7.143136e+00,5.528027e+00,-1.615109e+00,-1.122129e-20,-2.709181e+00,-1.354591e+00
singh_calibrated_si_mesh,plan3,13.00,100,tilt15_about_z,300.00,2.0,7.0375,6.511314e+04,16.828505,-1.428627e+01,1.105605e+01,-3.230218e+00,-2.244257e-20,-5.418363e+00,-2.709181e+00
singh_calibrated_si_mesh,plan3,13.00,100,tilt15_about_z,300.00,5.0,7.0375,6.511314e+04,16.828505,-3.571568e+01,2.764013e+01,-8.075545e+00,-5.610643e-20,-1.354591e+01,-6.772953e+00
singh_calibrated_si_mesh,plan3,13.00,100,rot90_about_z,298.15,1.0,7.0375,6.511314e+04,16.000000,-1.033139e+01,8.610167e+00,-1.721221e+00,-1.195852e-20,-2.905088e+00,-1.452544e+00
singh_calibrated_si_mesh,plan3,13.00,100,rot90_about_z,298.15,2.0,7.0375,6.511314e+04,16.000000,-2.066278e+01,1.722033e+01,-3.442442e+00,-2.391704e-20,-5.810176e+00,-2.905088e+00
singh_calibrated_si_mesh,plan3,13.00,100,rot90_about_z,298.15,5.0,7.0375,6.511314e+04,16.000000,-5.165694e+01,4.305083e+01,-8.606105e+00,-5.979259e-20,-1.452544e+01,-7.262720e+00
singh_calibrated_si_mesh,plan3,13.00,100,rot90_about_z,300.00,1.0,7.0375,6.511314e+04,16.000000,-1.033139e+01,8.610167e+00,-1.721221e+00,-1.195852e-20,-2.887173e+00,-1.443587e+00
singh_calibrated_si_mesh,plan3,13.00,100,rot90_about_z,300.00,2.0,7.0375,6.511314e+04,16.000000,-2.066278e+01,1.722033e+01,-3.442442e+00,-2.391704e-20,-5.774347e+00,-2.887173e+00
singh_calibrated_si_mesh,plan3,13.00,100,rot90_about_z,300.00,5.0,7.0375,6.511314e+04,16.000000,-5.165694e+01,4.305083e+01,-8.606105e+00,-5.979259e-20,-1.443587e+01,-7.217933e+00
singh_calibrated_si_mesh,plan3,13.00,110,co_oriented,298.15,1.0,7.0375,6.511314e+04,19.378974,-3.688632e+00,3.118206e+00,-5.704259e-01,-3.963146e-21,-9.627686e-01,-4.813843e-01
