geometry,temperature_K,tilt_halfangle_deg,face_twist_halfwidth_deg,orientation_fraction_per_particle,conditional_magnetic_F_kBT,geometric_rotation_cost_kBT,magnetic_plus_rotation_F_kBT,Udd_kBT,delta_Uani_kBT,delta_Umag_kBT,total_magnetic_rotational_entropy_change_over_kB,F_scramble_standard_error_kBT,nominal_posture_vdW_kBT,partial_F_with_nominal_vdW_kBT,minimum_importance_ESS_fraction,assembly_delta_G_J,conditional_magnetic_F_J,geometric_rotation_cost_J,magnetic_plus_rotation_F_J,Udd_J,delta_Uani_J,delta_Umag_J,F_scramble_standard_error_J,nominal_posture_vdW_J,partial_F_with_nominal_vdW_J
tip,230.0,2.0,5.0,0.0024366919236169515,-1.1147548472406277,12.034227857145611,10.919473009904983,-2.177765128993485,-0.005919045249951665,-2.183684174243437,-13.10315718414842,0.0001307426663209553,-0.11634355348383013,10.803129456421154,0.16473556759831515,nan,-3.5398958797022286e-21,3.8214602710502533e-20,3.4674706830800307e-20,-6.915477269433372e-21,-1.879588498219119e-23,-6.934273154415562e-21,4.151723824807294e-25,-3.694481047799622e-22,3.430525872602034e-20
face,230.0,2.0,10.0,0.00040611532060282524,-6.247755865163063,15.617746795601722,9.369990930438659,-8.15625437596125,-0.00828561632592104,-8.164539992287171,-17.53453092272583,0.0003305224602459636,-2.8733518661182944,6.496639064320364,0.12915949757812462,nan,-1.9839703141207493e-20,4.959404093988167e-20,2.975433779867417e-20,-2.590012623020801e-20,-2.6310914157963085e-23,-2.592643714436597e-20,1.0495716596970976e-24,-9.124307875390023e-21,2.0630029923284147e-20
tip,230.0,2.0,10.0,0.0024366919236169515,-1.1147548472406277,12.034227857145611,10.919473009904983,-2.177765128993485,-0.005919045249951665,-2.183684174243437,-13.10315718414842,0.0001307426663209553,-0.11634355348383013,10.803129456421154,0.16473556759831515,nan,-3.5398958797022286e-21,3.8214602710502533e-20,3.4674706830800307e-20,-6.915477269433372e-21,-1.879588498219119e-23,-6.934273154415562e-21,4.151723824807294e-25,-3.694481047799622e-22,3.430525872602034e-20
face,235.0,2.0,1.0,4.0611532060282525e-05,-6.103905712946101,20.22291698158981,14.11901126864371,-8.018328355720843,-0.015481326794075084,-8.033809682514919,-22.15282095115863,0.0004709358860564998,-2.812216720030671,11.30679454861304,0.12889602125404578,nan,-1.9804275598882307e-20,6.561376275313024e-20,4.580948715424792e-20,-2.6015668011094423e-20,-5.022955413874548e-23,-2.606589756523317e-20,1.527963326347848e-24,-9.124307875390021e-21,3.668517927885791e-20
tip,235.0,2.0,1.0,0.0024366919236169515,-1.0687440036237794,12.034227857145611,10.965483853521832,-2.0905684225350205,-0.004992349078165566,-2.095560771613186,-13.061044625135018,0.00020451576469723831,-0.11386815872885503,10.851615694792976,0.17371088405641308,nan,-3.467566798669044e-21,3.9045354943339544e-20,3.55777881446705e-20,-6.782901824710701e-21,-1.6197802141687498e-23,-6.799099626852389e-21,6.635565421316718e-25,-3.694481047799622e-22,3.520834003989054e-20
face,235.0,2.0,2.0,8.122306412056505e-05,-6.102959183305875,18.83662262046992,12.733663437164047,-8.016773878321843,-0.015371851747126769,-8.032145730068969,-20.765809167233016,0.00046329120842806117,-2.812216720030671,9.921446717133376,0.12894057207968393,nan,-1.980120455965937e-20,6.111589583317357e-20,4.13146912735142e-20,-2.601062447007826e-20,-4.987435959562424e-23,-2.6060498829673882e-20,1.5031599775187365e-24,-9.124307875390021e-21,3.219038339812418e-20
tip,235.0,2.0,2.0,0.0024366919236169515,-1.0687440036237794,12.034227857145611,10.965483853521832,-2.0905684225350205,-0.004992349078165566,-2.095560771613186,-13.061044625135018,0.00020451576469723831,-0.11386815872885503,10.851615694792976,0.17371088405641308,nan,-3.467566798669044e-21,3.9045354943339544e-20,3.55777881446705e-20,-6.782901824710701e-21,-1.6197802141687498e-23,-6.799099626852389e-21,6.635565421316718e-25,-3.694481047799622e-22,3.520834003989054e-20
face,235.0,2.0,5.0,0.00020305766030141262,-6.096369246955466,17.004041156721613,10.907671909766147,-8.005960175290086,-0.014741603109590128,-8.020701778399676,-18.928373688165824,0.0004416564085131312,-2.812216720030671,8.095455189735477,0.12923818519195224,nan,-1.9779823345433572e-20,5.517003918461837e-20,3.5390215839184797e-20,-2.5975539138627094e-20,-4.782950204038338e-23,-2.6023368640667476e-20,1.4329653250795284e-24,-9.124307875390021e-21,2.626590796379478e-20
tip,235.0,2.0,5.0,0.0024366919236169515,-1.0687440036237794,12.034227857145611,10.965483853521832,-2.0905684225350205,-0.004992349078165566,-2.095560771613186,-13.061044625135018,0.00020451576469723831,-0.11386815872885503,10.851615694792976,0.17371088405641308,nan,-3.467566798669044e-21,3.9045354943339544e-20,3.55777881446705e-20,-6.782901824710701e-21,-1.6197802141687498e-23,-6.799099626852389e-21,6.635565421316718e-25,-3.694481047799622e-22,3.520834003989054e-20
face,235.0,2.0,10.0,0.00040611532060282524,-6.073960368122524,15.617746795601722,9.543786427479198,-7.9689795957833045,-0.012764015418801667,-7.9817436112021065,-17.525530038681303,0.00041288750082779354,-2.812216720030671,6.731569707448527,0.1302111787987406,nan,-1.970711717447679e-20,5.0672172264661705e-20,3.096505509018491e-20,-2.585555471835577e-20,-4.141316904128979e-23,-2.5896967887397056e-20,1.3396238805564221e-24,-9.124307875390021e-21,2.184074721479489e-20
tip,235.0,2.0,10.0,0.0024366919236169515,-1.0687440036237794,12.034227857145611,10.965483853521832,-2.0905684225350205,-0.004992349078165566,-2.095560771613186,-13.061044625135018,0.00020451576469723831,-0.11386815872885503,10.851615694792976,0.17371088405641308,nan,-3.467566798669044e-21,3.9045354943339544e-20,3.55777881446705e-20,-6.782901824710701e-21,-1.6197802141687498e-23,-6.799099626852389e-21,6.635565421316718e-25,-3.694481047799622e-22,3.520834003989054e-20
face,240.0,2.0,1.0,4.0611532060282525e-05,-5.937132115177786,20.22291698158981,14.285784866412026,-7.838453685888364,-0.014057744060923544,-7.8525114299492875,-22.138296296361315,0.00020076644086831422,-2.753628871696699,11.532155994715328,0.12988567582198202,nan,-1.9673029242451427e-20,6.700980025851598e-20,4.733677101606456e-20,-2.59731677831234e-20,-4.658114467192807e-23,-2.6019748927795333e-20,6.6525116596415325e-25,-9.124307875390021e-21,3.821246314067454e-20
tip,240.0,2.0,1.0,0.0024366919236169515,-1.0256239752250844,12.034227857145611,11.008603881920527,-2.0083040075356,-0.0038648548392446556,-2.012168862374845,-13.020772744295371,0.00011862864839146547,-0.11149590542200388,10.897107976498523,0.18304210215444955,nan,-3.39846411784929e-21,3.9876107176176555e-20,3.647764305832727e-20,-6.654631007280045e-21,-1.2806419125475907e-23,-6.6674374264055216e-21,3.930828594552682e-25,-3.694481047799622e-22,3.610819495354731e-20
face,240.0,2.0,2.0,8.122306412056505e-05,-5.936210049336953,18.83662262046992,12.900412571132968,-7.836916283913377,-0.014014457813076975,-7.8509307417264536,-20.751343312859422,0.00020427611378462377,-2.753628871696699,10.14678369943627,0.1299313132539116,nan,-1.9669973924176836e-20,6.241623404239003e-20,4.274626011821319e-20,-2.596807351312493e-20,-4.643771319640059e-23,-2.601451122632133e-20,6.768806693295049e-25,-9.124307875390021e-21,3.362195224282317e-20
tip,240.0,2.0,2.0,0.0024366919236169515,-1.0256239752250844,12.034227857145611,11.008603881920527,-2.0083040075356,-0.0038648548392446556,-2.012168862374845,-13.020772744295371,0.00011862864839146547,-0.11149590542200388,10.897107976498523,0.18304210215444955,nan,-3.39846411784929e-21,3.9876107176176555e-20,3.647764305832727e-20,-6.654631007280045e-21,-1.2806419125475907e-23,-6.6674374264055216e-21,3.930828594552682e-25,-3.694481047799622e-22,3.610819495354731e-20
face,240.0,2.0,5.0,0.00020305766030141262,-5.929825345454627,17.004041156721613,11.074215811266985,-7.826249888450579,-0.013604037812444701,-7.839853926263023,-18.914069737530006,0.00021674175302416565,-2.753628871696699,8.320586939570287,0.13024408760843112,nan,-1.9648817840103805e-20,5.63438698055677e-20,3.6695051965463884e-20,-2.593272979737457e-20,-4.5077762884113514e-23,-2.5977807560258683e-20,7.181862829705471e-25,-9.124307875390021e-21,2.7570744090073864e-20
tip,240.0,2.0,5.0,0.0024366919236169515,-1.0256239752250844,12.034227857145611,11.008603881920527,-2.0083040075356,-0.0038648548392446556,-2.012168862374845,-13.020772744295371,0.00011862864839146547,-0.11149590542200388,10.897107976498523,0.18304210215444955,nan,-3.39846411784929e-21,3.9876107176176555e-20,3.647764305832727e-20,-6.654631007280045e-21,-1.2806419125475907e-23,-6.6674374264055216e-21,3.930828594552682e-25,-3.694481047799622e-22,3.610819495354731e-20
face,240.0,2.0,10.0,0.00040611532060282524,-5.908162695062981,15.617746795601722,9.709584100538741,-7.789809130344522,-0.012068297424431539,-7.801877427768954,-17.511461528307695,0.0002414900324049043,-2.753628871696699,6.9559552288420425,0.13128562372589497,nan,-1.9577037400262426e-20,5.1750303589441736e-20,3.217326618917931e-20,-2.5811981246402484e-20,-3.998899864978555e-23,-2.5851970245052266e-20,8.00191132199517e-25,-9.124307875390021e-21,2.304895831378929e-20
tip,240.0,2.0,10.0,0.0024366919236169515,-1.0256239752250844,12.034227857145611,11.008603881920527,-2.0083040075356,-0.0038648548392446556,-2.012168862374845,-13.020772744295371,0.00011862864839146547,-0.11149590542200388,10.897107976498523,0.18304210215444955,nan,-3.39846411784929e-21,3.9876107176176555e-20,3.647764305832727e-20,-6.654631007280045e-21,-1.2806419125475907e-23,-6.6674374264055216e-21,3.930828594552682e-25,-3.694481047799622e-22,3.610819495354731e-20
face,245.0,2.0,1.0,4.0611532060282525e-05,-5.777052593210577,20.22291698158981,14.445864388379235,-7.664964195297058,-0.012625323794513244,-7.677589519091571,-22.123453907470804,0.00016609564508467578,-2.697432364111052,11.748432024268183,0.13086672096775157,nan,-1.9541400620120795e-20,6.840583776390174e-20,4.886443714378094e-20,-2.5927431620618086e-20,-4.270629464534875e-23,-2.597013791526343e-20,5.618334764117557e-25,-9.124307875390023e-21,3.974012926839092e-20
tip,245.0,2.0,1.0,0.0024366919236169515,-0.984995374650633,12.034227857145611,11.049232482494977,-1.9306363414878853,-0.0042161404676411005,-1.9348524819555264,-12.984084964450503,0.00012212666537598623,-0.1092204787807385,10.940012003714239,0.1924876202277983,nan,-3.3318355535892538e-21,4.0706859409013566e-20,3.7375023855424314e-20,-6.530551278885324e-21,-1.4261474795245136e-23,-6.544812753680568e-21,4.1310444314049058e-25,-3.694481047799622e-22,3.700557575064435e-20
face,245.0,2.0,2.0,8.122306412056505e-05,-5.776160500004564,18.83662262046992,13.060462120465356,-7.663437704337208,-0.012568873013336803,-7.676006577350545,-20.7364686978159,0.00016822708787350065,-2.697432364111052,10.363029756354305,0.13091884503207368,nan,-1.9538383034518463e-20,6.371657225160649e-20,4.417818921708802e-20,-2.5922268127485883e-20,-4.2515344794626595e-23,-2.5964783472280514e-20,5.69043273581379e-25,-9.124307875390023e-21,3.5053881341698e-20
tip,245.0,2.0,2.0,0.0024366919236169515,-0.984995374650633,12.034227857145611,11.049232482494977,-1.9306363414878853,-0.0042161404676411005,-1.9348524819555264,-12.984084964450503,0.00012212666537598623,-0.1092204787807385,10.940012003714239,0.1924876202277983,nan,-3.3318355535892538e-21,4.0706859409013566e-20,3.7375023855424314e-20,-6.530551278885324e-21,-1.4261474795245136e-23,-6.544812753680568e-21,4.1310444314049058e-25,-3.694481047799622e-22,3.700557575064435e-20
face,245.0,2.0,5.0,0.00020305766030141262,-5.769993459697737,17.004041156721613,11.234047697023875,-7.652899764708867,-0.012140039291356926,-7.665039804000224,-18.8990875010241,0.0001729859197057349,-2.697432364111052,8.536615332912824,0.13126197548856663,nan,-1.9517522465338644e-20,5.751770042651702e-20,3.8000177961178376e-20,-2.5886622597751555e-20,-4.106477611355299e-23,-2.592768737386511e-20,5.851404507867178e-25,-9.124307875390023e-21,2.8875870085788357e-20
tip,245.0,2.0,5.0,0.0024366919236169515,-0.984995374650633,12.034227857145611,11.049232482494977,-1.9306363414878853,-0.0042161404676411005,-1.9348524819555264,-12.984084964450503,0.00012212666537598623,-0.1092204787807385,10.940012003714239,0.1924876202277983,nan,-3.3318355535892538e-21,4.0706859409013566e-20,3.7375023855424314e-20,-6.530551278885324e-21,-1.4261474795245136e-23,-6.544812753680568e-21,4.1310444314049058e-25,-3.694481047799622e-22,3.700557575064435e-20
face,245.0,2.0,10.0,0.00040611532060282524,-5.749088308883419,15.617746795601722,9.868658486718303,-7.616975100200329,-0.010635713397436412,-7.627610813597766,-17.49626930031607,0.00017405332845048596,-2.697432364111052,7.171226122607251,0.13239599741698257,nan,-1.944680891020038e-20,5.282843491422177e-20,3.338162600402139e-20,-2.5765104185035387e-20,-3.59762583128201e-23,-2.580108044334821e-20,5.887510569859957e-25,-9.124307875390023e-21,2.425731812863137e-20
tip,245.0,2.0,10.0,0.0024366919236169515,-0.984995374650633,12.034227857145611,11.049232482494977,-1.9306363414878853,-0.0042161404676411005,-1.9348524819555264,-12.984084964450503,0.00012212666537598623,-0.1092204787807385,10.940012003714239,0.1924876202277983,nan,-3.3318355535892538e-21,4.0706859409013566e-20,3.7375023855424314e-20,-6.530551278885324e-21,-1.4261474795245136e-23,-6.544812753680568e-21,4.1310444314049058e-25,-3.694481047799622e-22,3.700557575064435e-20
face,250.0,2.0,1.0,4.0611532060282525e-05,-5.623852069545028,20.22291698158981,14.599064912044785,-7.4982810451802635,-0.01211591672697427,-7.5103969619072375,-22.10946187395202,0.0003451096546803877,-2.6434837168288308,11.955581195215954,0.13188858162196157,nan,-1.9411414339913186e-20,6.980187526928748e-20,5.03904609293743e-20,-2.5881235566867717e-20,-4.1819570782950753e-23,-2.5923055137650665e-20,1.1911882490620567e-24,-9.124307875390023e-21,4.126615305398428e-20
tip,250.0,2.0,1.0,0.0024366919236169515,-0.9467807284598686,12.034227857145611,11.087447128685742,-1.8573289038716099,-0.0038561638292335604,-1.8611850677008435,-12.948632196386585,7.983844966044784e-05,-0.10703606920512374,10.980411059480618,0.20201142331115138,nan,-3.2679296649184733e-21,4.153761164185058e-20,3.82696819769321e-20,-6.410798234503586e-21,-1.3310021836668715e-23,-6.4241082563402544e-21,2.7557218921311915e-25,-3.694481047799622e-22,3.7900233872152144e-20
face,250.0,2.0,2.0,8.122306412056505e-05,-5.6229997340614695,18.83662262046992,13.213622886408452,-7.496804982602306,-0.012035464187657911,-7.508840446789964,-20.722463333198416,0.00034412381738050014,-2.6434837168288308,10.57013916957962,0.13193789955137283,nan,-1.9408472399580587e-20,6.501691046082294e-20,4.560843806124236e-20,-2.587614075606223e-20,-4.1541878988064265e-23,-2.5917682635050294e-20,1.1877855108564254e-24,-9.124307875390023e-21,3.648413018585234e-20
tip,250.0,2.0,2.0,0.0024366919236169515,-0.9467807284598686,12.034227857145611,11.087447128685742,-1.8573289038716099,-0.0038561638292335604,-1.8611850677008435,-12.948632196386585,7.983844966044784e-05,-0.10703606920512374,10.980411059480618,0.20201142331115138,nan,-3.2679296649184733e-21,4.153761164185058e-20,3.82696819769321e-20,-6.410798234503586e-21,-1.3310021836668715e-23,-6.4241082563402544e-21,2.7557218921311915e-25,-3.694481047799622e-22,3.7900233872152144e-20
face,250.0,2.0,5.0,0.00020305766030141262,-5.61707965403019,17.004041156721613,11.386961502691422,-7.486526351878046,-0.01154858788226057,-7.498074939760307,-18.885036442451728,0.0003430983392660165,-2.6434837168288308,8.743477785862591,0.13228389202920915,nan,-1.9388038518142824e-20,5.869153104746635e-20,3.930349252932353e-20,-2.5840662802985182e-20,-3.9861365777637937e-23,-2.588052416876282e-20,1.184245947523216e-24,-9.124307875390023e-21,3.01791846539335e-20
tip,250.0,2.0,5.0,0.0024366919236169515,-0.9467807284598686,12.034227857145611,11.087447128685742,-1.8573289038716099,-0.0038561638292335604,-1.8611850677008435,-12.948632196386585,7.983844966044784e-05,-0.10703606920512374,10.980411059480618,0.20201142331115138,nan,-3.2679296649184733e-21,4.153761164185058e-20,3.82696819769321e-20,-6.410798234503586e-21,-1.3310021836668715e-23,-6.4241082563402544e-21,2.7557218921311915e-25,-3.694481047799622e-22,3.7900233872152144e-20
face,250.0,2.0,10.0,0.00040611532060282524,-5.596975451436043,15.617746795601722,10.020771344165679,-7.451365369208826,-0.010006447248296788,-7.461371816457123,-17.4821431606228,0.00034327070115381183,-2.6434837168288308,7.377287627336848,0.1334437891248359,nan,-1.9318646400124304e-20,5.390656623900181e-20,3.458791983887751e-20,-2.5719300364081992e-20,-3.453847846728428e-23,-2.5753838842549276e-20,1.184840875693273e-24,-9.124307875390023e-21,2.5463611963487482e-20
tip,250.0,2.0,10.0,0.0024366919236169515,-0.9467807284598686,12.034227857145611,11.087447128685742,-1.8573289038716099,-0.0038561638292335604,-1.8611850677008435,-12.948632196386585,7.983844966044784e-05,-0.10703606920512374,10.980411059480618,0.20201142331115138,nan,-3.2679296649184733e-21,4.153761164185058e-20,3.82696819769321e-20,-6.410798234503586e-21,-1.3310021836668715e-23,-6.4241082563402544e-21,2.7557218921311915e-25,-3.694481047799622e-22,3.7900233872152144e-20
face,255.0,2.0,1.0,4.0611532060282525e-05,-5.476518085797625,20.22291698158981,14.746398895792186,-7.337003170311384,-0.013605961198543782,-7.350609131509928,-22.097008027302113,9.42370820890181e-05,-2.591650702773363,12.154748193018824,0.1329873740577463,nan,-1.928093050752793e-20,7.119791277467323e-20,5.1916982267145296e-20,-2.5831056529722468e-20,-4.7901894643161106e-23,-2.587895842436563e-20,3.3177624953025796e-25,-9.12430787539002e-21,4.2792674391755276e-20
tip,255.0,2.0,1.0,0.0024366919236169515,-0.9105370608165357,12.034227857145611,11.123690796329075,-1.7878636122273326,-0.0036115199469361186,-1.7914751321742688,-12.915165928503344,0.00010463797881701576,-0.10493732275012128,11.018753473578954,0.21172328928566692,nan,-3.205686810322188e-21,4.236836387468759e-20,3.9162677064365405e-20,-6.2944508763130396e-21,-1.2714915578204384e-23,-6.307165791891244e-21,3.683942180801217e-25,-3.694481047799621e-22,3.879322895958544e-20
face,255.0,2.0,2.0,8.122306412056505e-05,-5.475686572706498,18.83662262046992,13.360936047763424,-7.335537794366106,-0.013555249702218882,-7.349093044068325,-20.71002909183175,0.00010154513306228111,-2.591650702773363,10.769285344990061,0.13304319714675822,nan,-1.9278003036847665e-20,6.63172486700394e-20,4.7039245633191737e-20,-2.5825897446647114e-20,-4.772335696260294e-23,-2.5873620803609717e-20,3.575053753641287e-25,-9.12430787539002e-21,3.791493775780172e-20
tip,255.0,2.0,2.0,0.0024366919236169515,-0.9105370608165357,12.034227857145611,11.123690796329075,-1.7878636122273326,-0.0036115199469361186,-1.7914751321742688,-12.915165928503344,0.00010463797881701576,-0.10493732275012128,11.018753473578954,0.21172328928566692,nan,-3.205686810322188e-21,4.236836387468759e-20,3.9162677064365405e-20,-6.2944508763130396e-21,-1.2714915578204384e-23,-6.307165791891244e-21,3.683942180801217e-25,-3.694481047799621e-22,3.879322895958544e-20
face,255.0,2.0,5.0,0.00020305766030141262,-5.469953245018264,17.004041156721613,11.534087911703349,-7.325401010925674,-0.013128397813880565,-7.3385294087395545,-18.872617320442902,0.00012365832219098455,-2.591650702773363,8.942437208929986,0.1334194438387042,nan,-1.9257817968342113e-20,5.986536166841568e-20,4.0607543700073556e-20,-2.5790209329850477e-20,-4.622055874900779e-23,-2.583642988859949e-20,4.353582841303846e-25,-9.12430787539002e-21,3.148323582468354e-20
tip,255.0,2.0,5.0,0.0024366919236169515,-0.9105370608165357,12.034227857145611,11.123690796329075,-1.7878636122273326,-0.0036115199469361186,-1.7914751321742688,-12.915165928503344,0.00010463797881701576,-0.10493732275012128,11.018753473578954,0.21172328928566692,nan,-3.205686810322188e-21,4.236836387468759e-20,3.9162677064365405e-20,-6.2944508763130396e-21,-1.2714915578204384e-23,-6.307165791891244e-21,3.683942180801217e-25,-3.694481047799621e-22,3.879322895958544e-20
face,255.0,2.0,10.0,0.00040611532060282524,-5.450547748799511,15.617746795601722,10.16719904680221,-7.290829934972807,-0.011568806356224376,-7.302398741329031,-17.469597788131242,0.0001594733780666375,-2.591650702773363,7.575548344028848,0.13468434757286632,nan,-1.9189497912022356e-20,5.498469756378184e-20,3.579519965175948e-20,-2.5668496500170195e-20,-4.072977536363281e-23,-2.5709226275533825e-20,5.614507378835288e-25,-9.12430787539002e-21,2.6670891776369466e-20
tip,255.0,2.0,10.0,0.0024366919236169515,-0.9105370608165357,12.034227857145611,11.123690796329075,-1.7878636122273326,-0.0036115199469361186,-1.7914751321742688,-12.915165928503344,0.00010463797881701576,-0.10493732275012128,11.018753473578954,0.21172328928566692,nan,-3.205686810322188e-21,4.236836387468759e-20,3.9162677064365405e-20,-6.2944508763130396e-21,-1.2714915578204384e-23,-6.307165791891244e-21,3.683942180801217e-25,-3.694481047799621e-22,3.879322895958544e-20
face,260.0,2.0,1.0,4.0611532060282525e-05,-5.335380581434286,20.22291698158981,14.887536400155525,-7.1820371772915,-0.01446816703702937,-7.196505344328529,-22.084041744484054,0.00011405871885998502,-2.541811266181568,12.345725133973957,0.13409875687788494,nan,-1.915234844737933e-20,7.259395028005899e-20,5.3441601832679654e-20,-2.5781268361654867e-20,-5.1936196913919667e-23,-2.5833204558568786e-20,4.094351459518306e-25,-9.12430787539002e-21,4.431729395728963e-20
tip,260.0,2.0,1.0,0.0024366919236169515,-0.8764328746406049,12.034227857145611,11.157794982505006,-1.722219942349116,-0.0018557371646708595,-1.7240756795137868,-12.881870662018793,8.351089873636782e-05,-0.10291929731261897,11.054875685192387,0.22159218725082921,nan,-3.1461200470431594e-21,4.31991161075246e-20,4.005299606048145e-20,-6.182231227079349e-21,-6.66151631773071e-24,-6.188892743397079e-21,2.997780209566155e-25,-3.694481047799622e-22,3.968354795570148e-20
face,260.0,2.0,2.0,8.122306412056505e-05,-5.334572279356942,18.83662262046992,13.50205034111298,-7.180587556974136,-0.014453328840777907,-7.195040885814914,-20.697091226927895,0.0001146203446826782,-2.541811266181568,10.960239074931412,0.13415457445733103,nan,-1.9149446895596895e-20,6.761758687925586e-20,4.846813998365897e-20,-2.577606467786684e-20,-5.188293242779706e-23,-2.5827947610294637e-20,4.1145120709106696e-25,-9.12430787539002e-21,3.9343832108268946e-20
tip,260.0,2.0,2.0,0.0024366919236169515,-0.8764328746406049,12.034227857145611,11.157794982505006,-1.722219942349116,-0.0018557371646708595,-1.7240756795137868,-12.881870662018793,8.351089873636782e-05,-0.10291929731261897,11.054875685192387,0.22159218725082921,nan,-3.1461200470431594e-21,4.31991161075246e-20,4.005299606048145e-20,-6.182231227079349e-21,-6.66151631773071e-24,-6.188892743397079e-21,2.997780209566155e-25,-3.694481047799622e-22,3.968354795570148e-20
face,260.0,2.0,5.0,0.00020305766030141262,-5.329026606889499,17.004041156721613,11.675014549832113,-7.170605385718763,-0.014134933392774546,-7.184740319111538,-18.85975486894365,0.00012178987153036712,-2.541811266181568,9.133203283650545,0.13454282236176285,nan,-1.912953966501599e-20,6.1039192289365e-20,4.190965262434901e-20,-2.5740231803486784e-20,-5.0739992299882044e-23,-2.579097179578667e-20,4.371875672801776e-25,-9.12430787539002e-21,3.278534474895899e-20
tip,260.0,2.0,5.0,0.0024366919236169515,-0.8764328746406049,12.034227857145611,11.157794982505006,-1.722219942349116,-0.0018557371646708595,-1.7240756795137868,-12.881870662018793,8.351089873636782e-05,-0.10291929731261897,11.054875685192387,0.22159218725082921,nan,-3.1461200470431594e-21,4.31991161075246e-20,4.005299606048145e-20,-6.182231227079349e-21,-6.66151631773071e-24,-6.188892743397079e-21,2.997780209566155e-25,-3.694481047799622e-22,3.968354795570148e-20
face,260.0,2.0,10.0,0.00040611532060282524,-5.310298255155579,15.617746795601722,10.307448540446142,-7.136634153557823,-0.012756182947162707,-7.149390336504986,-17.456838876951128,0.0001519832492939064,-2.541811266181568,7.765637274264574,0.13586657045276523,nan,-1.9062310736773968e-20,5.606282888856188e-20,3.700051815178791e-20,-2.5618285699436185e-20,-4.579070919752484e-23,-2.566407640863371e-20,5.455723550013948e-25,-9.12430787539002e-21,2.787621027639788e-20
tip,260.0,2.0,10.0,0.0024366919236169515,-0.8764328746406049,12.034227857145611,11.157794982505006,-1.722219942349116,-0.0018557371646708595,-1.7240756795137868,-12.881870662018793,8.351089873636782e-05,-0.10291929731261897,11.054875685192387,0.22159218725082921,nan,-3.1461200470431594e-21,4.31991161075246e-20,4.005299606048145e-20,-6.182231227079349e-21,-6.66151631773071e-24,-6.188892743397079e-21,2.997780209566155e-25,-3.694481047799622e-22,3.968354795570148e-20
face,265.0,2.0,1.0,4.0611532060282525e-05,-5.199813727740925,20.22291698158981,15.023103253848888,-7.032210216485823,-0.01353906095886842,-7.045749277444692,-22.06885253129358,0.0001321787352811758,-2.493852563046067,12.52925069080282,0.13525044481720164,nan,-1.902466170198822e-20,7.398998778544473e-20,5.496532608345652e-20,-2.572888710842948e-20,-4.953563108057193e-23,-2.5778422739510053e-20,4.836049625211333e-25,-9.124307875390021e-21,4.5841018208066496e-20
tip,265.0,2.0,1.0,0.0024366919236169515,-0.8441240051230683,12.034227857145611,11.190103852022542,-1.6599390978694717,-0.002060391365308535,-1.6619994892347802,-12.852103341257322,0.00014561560696747257,-0.10097742377841862,11.089126428244123,0.23153694319486134,nan,-3.088413253405272e-21,4.4029868340361617e-20,4.0941455086956337e-20,-6.073252127166129e-21,-7.538394787022939e-24,-6.080790521953152e-21,5.327667116816902e-25,-3.6944810477996224e-22,4.057200698217637e-20
face,265.0,2.0,2.0,8.122306412056505e-05,-5.1990367096598264,18.83662262046992,13.637585910810095,-7.03078374955582,-0.013513186084039067,-7.044296935639859,-20.681882846449955,0.00013094533892983086,-2.493852563046067,11.143733347764028,0.13530792190930027,nan,-1.9021818810511096e-20,6.891792508847233e-20,4.989610627796123e-20,-2.5723668065557308e-20,-4.944096216241751e-23,-2.5773109027719728e-20,4.790923108075499e-25,-9.124307875390021e-21,4.0771798402571207e-20
tip,265.0,2.0,2.0,0.0024366919236169515,-0.8441240051230683,12.034227857145611,11.190103852022542,-1.6599390978694717,-0.002060391365308535,-1.6619994892347802,-12.852103341257322,0.00014561560696747257,-0.10097742377841862,11.089126428244123,0.23153694319486134,nan,-3.088413253405272e-21,4.4029868340361617e-20,4.0941455086956337e-20,-6.073252127166129e-21,-7.538394787022939e-24,-6.080790521953152e-21,5.327667116816902e-25,-3.6944810477996224e-22,4.057200698217637e-20
face,265.0,2.0,5.0,0.00020305766030141262,-5.19369264952509,17.004041156721613,11.810348507196522,-7.0209665678971405,-0.013156538245336195,-7.034123106142476,-18.844471613339,0.00012689931703474075,-2.493852563046067,9.316495944150455,0.13570992262600717,nan,-1.9002266391616544e-20,6.221302291031433e-20,4.3210756518697787e-20,-2.5687749748151645e-20,-4.813608763549571e-23,-2.5735885835787137e-20,4.642890501864492e-25,-9.124307875390021e-21,3.408644864330777e-20
tip,265.0,2.0,5.0,0.0024366919236169515,-0.8441240051230683,12.034227857145611,11.190103852022542,-1.6599390978694717,-0.002060391365308535,-1.6619994892347802,-12.852103341257322,0.00014561560696747257,-0.10097742377841862,11.089126428244123,0.23153694319486134,nan,-3.088413253405272e-21,4.4029868340361617e-20,4.0941455086956337e-20,-6.073252127166129e-21,-7.538394787022939e-24,-6.080790521953152e-21,5.327667116816902e-25,-3.6944810477996224e-22,4.057200698217637e-20
face,265.0,2.0,10.0,0.00040611532060282524,-5.175632180747174,15.617746795601722,10.442114614854548,-6.987573781030511,-0.011697157262718246,-6.999270938293229,-17.441385553147775,0.00012283833797511386,-2.493852563046067,7.948262051808481,0.13708586877299164,nan,-1.8936188195998473e-20,5.714096021334192e-20,3.8204772017343445e-20,-2.5565574895995884e-20,-4.2796621465678916e-23,-2.560837151746156e-20,4.494310654905579e-25,-9.124307875390021e-21,2.9080464141953425e-20
