geometry,temperature_K,tilt_halfangle_deg,face_twist_halfwidth_deg,orientation_fraction_per_particle,conditional_magnetic_F_kBT,geometric_rotation_cost_kBT,magnetic_plus_rotation_F_kBT,Udd_kBT,delta_Uani_kBT,delta_Umag_kBT,total_magnetic_rotational_entropy_change_over_kB,F_scramble_standard_error_kBT,nominal_posture_vdW_kBT,partial_F_with_nominal_vdW_kBT,minimum_importance_ESS_fraction,assembly_delta_G_J,conditional_magnetic_F_J,geometric_rotation_cost_J,magnetic_plus_rotation_F_J,Udd_J,delta_Uani_J,delta_Umag_J,F_scramble_standard_error_J,nominal_posture_vdW_J,partial_F_with_nominal_vdW_J
face,205.0,2.0,2.0,8.122306412056505e-05,-7.284276295923927,18.83662262046992,11.552346324545994,-9.272262366847531,-0.008316203767454861,-9.280578570614987,-20.83292489516098,0.00034344430633178973,-3.223760630279062,8.328585694266932,0.12369694285253294,nan,-2.0616909006566703e-20,5.3313866577874815e-20,3.2696957571308106e-20,-2.624356651727764e-20,-2.3537604751432213e-23,-2.6267104122029074e-20,9.720608780899922e-25,-9.124307875390021e-21,2.3572649695918092e-20
tip,205.0,2.0,2.0,0.0024366919236169515,-1.3953233769571687,12.034227857145611,10.638904480188442,-2.701913570748914,-0.0049261316812654055,-2.7068397024301794,-13.34574418261862,0.00012949317621032604,-0.13053179171356552,10.508372688474877,0.1234562536802382,nan,-3.9492262413987035e-21,3.406084154631748e-20,3.011161530491877e-20,-7.647308252558882e-21,-1.3942580498195173e-23,-7.661250833057076e-21,3.6650847969530144e-25,-3.6944810477996224e-22,2.9742167200138806e-20
face,205.0,2.0,5.0,0.00020305766030141262,-7.275957865001001,17.004041156721613,9.728083291720612,-9.260366905847167,-0.007794038904666737,-9.268160944751834,-18.996244236472446,0.00034476245160763695,-3.223760630279062,6.504322661441551,0.12386271115242777,nan,-2.0593365098229323e-20,4.812705545892241e-20,2.753369036069308e-20,-2.6209898431791523e-20,-2.2059705640362914e-23,-2.623195813743189e-20,9.757916648017464e-25,-9.124307875390021e-21,1.8409382485303063e-20
tip,205.0,2.0,5.0,0.0024366919236169515,-1.3953233769571687,12.034227857145611,10.638904480188442,-2.701913570748914,-0.0049261316812654055,-2.7068397024301794,-13.34574418261862,0.00012949317621032604,-0.13053179171356552,10.508372688474877,0.1234562536802382,nan,-3.9492262413987035e-21,3.406084154631748e-20,3.011161530491877e-20,-7.647308252558882e-21,-1.3942580498195173e-23,-7.661250833057076e-21,3.6650847969530144e-25,-3.6944810477996224e-22,2.9742167200138806e-20
face,205.0,2.0,10.0,0.00040611532060282524,-7.247856596901546,15.617746795601722,8.369890198700176,-9.2199309266169,-0.0058612103906115175,-9.225792137007511,-17.595682335707686,0.0003499373299642845,-3.223760630279062,5.146129568421115,0.12434225549323188,nan,-2.051382922344382e-20,4.4203384315981487e-20,2.3689555092537662e-20,-2.609545124850053e-20,-1.6589162242404173e-23,-2.6112040410742936e-20,9.90438280589612e-25,-9.124307875390021e-21,1.456524721714764e-20
tip,205.0,2.0,10.0,0.0024366919236169515,-1.3953233769571687,12.034227857145611,10.638904480188442,-2.701913570748914,-0.0049261316812654055,-2.7068397024301794,-13.34574418261862,0.00012949317621032604,-0.13053179171356552,10.508372688474877,0.1234562536802382,nan,-3.9492262413987035e-21,3.406084154631748e-20,3.011161530491877e-20,-7.647308252558882e-21,-1.3942580498195173e-23,-7.661250833057076e-21,3.6650847969530144e-25,-3.6944810477996224e-22,2.9742167200138806e-20
face,210.0,2.0,1.0,4.0611532060282525e-05,-7.064635534373862,20.22291698158981,13.15828144721595,-9.041648663390035,-0.011557654639480285,-9.053206318029515,-22.211487765245465,0.0003987615234399134,-3.1470044247962274,10.011277022419723,0.12440953675388837,nan,-2.048294217038525e-20,5.863357522620149e-20,3.8150633055816236e-20,-2.6215020689467656e-20,-3.3509835072722017e-23,-2.6248530524540377e-20,1.1561543670091654e-24,-9.124307875390023e-21,2.9026325180426216e-20
tip,210.0,2.0,1.0,0.0024366919236169515,-1.331509792915898,12.034227857145611,10.702718064229712,-2.5839252002552193,-0.005841080629773874,-2.589766280884993,-13.292484345114705,7.653467563334775e-05,-0.1274238919108616,10.57529417231885,0.1311818438859848,nan,-3.860530094567038e-21,3.489159377915449e-20,3.103106368458745e-20,-7.491736861995054e-21,-1.6935412473875006e-23,-7.508672274468927e-21,2.2190179909486246e-25,-3.6944810477996224e-22,3.0661615579807486e-20
face,210.0,2.0,2.0,8.122306412056505e-05,-7.063471461415011,18.83662262046992,11.77315115905491,-9.039949615428927,-0.011489255737403437,-9.051438871166331,-20.82459003022124,0.0004032713959544283,-3.1470044247962274,8.626146734258683,0.12443344561014905,nan,-2.0479567100435466e-20,5.461420478709127e-20,3.413463768665581e-20,-2.62100945328439e-20,-3.331152183363967e-23,-2.6243406054677542e-20,1.1692301240614794e-24,-9.124307875390023e-21,2.5010329811265785e-20
tip,210.0,2.0,2.0,0.0024366919236169515,-1.331509792915898,12.034227857145611,10.702718064229712,-2.5839252002552193,-0.005841080629773874,-2.589766280884993,-13.292484345114705,7.653467563334775e-05,-0.1274238919108616,10.57529417231885,0.1311818438859848,nan,-3.860530094567038e-21,3.489159377915449e-20,3.103106368458745e-20,-7.491736861995054e-21,-1.6935412473875006e-23,-7.508672274468927e-21,2.2190179909486246e-25,-3.6944810477996224e-22,3.0661615579807486e-20
