channel,temperature_K,size_cv,window_s,bound_at_freeze,twist_halfwidth_deg,volume_fraction,frozen_pair_weight,mean_pair_freeze_temperature_K,kBT_J,U_pair_J,U_pair_equilibrium_J,U_pair_frozen_component_J,vdW_pair_J,repulsive_weight,U_lattice_per_NC_J,U_pair_excess_J,U_pair_kBT,U_pair_equilibrium_kBT,U_pair_frozen_component_kBT,vdW_pair_kBT,U_lattice_per_NC_kBT,U_pair_excess_kBT
face,210.0,0.1,20.0,1.0,5.0,0.01,0.6134732672297427,263.9333103397496,2.8993629e-21,-3.08143293786658e-20,-3.109889740367725e-20,-3.0635033629634624e-20,-4.8834370285786125e-21,6.604378342594642e-05,-9.24429881359974e-20,2.8456802501144888e-22,-10.627965674343766,-10.726114141723082,-10.566125968444524,-1.6843138292824995,-31.8838970230313,0.09814846737931594
face,211.0,0.1,20.0,1.0,5.0,0.01,0.6061582820988141,263.9333103397496,2.91316939e-21,-3.0811875033009865e-20,-3.1092879847328224e-20,-3.062929661730886e-20,-4.8834370285786125e-21,6.610352911513021e-05,-9.24356250990296e-20,2.8100481431835842e-22,-10.57675366862545,-10.67321383852939,-10.514080205033618,-1.6763312992858999,-31.73026100587635,0.09646016990394041
face,212.0,0.1,20.0,1.0,5.0,0.01,0.5988425361973811,266.61519929822856,2.92697588e-21,-3.0809307730674575e-20,-3.1086789137285275e-20,-3.06234262499849e-20,-4.8834370285786125e-21,6.616862770270983e-05,-9.242792319202373e-20,2.7748140661069995e-22,-10.525986203437581,-10.620787601872987,-10.462479878715262,-1.6684240761760607,-31.577958610312745,0.09480139843540492
face,213.0,0.1,20.0,1.0,5.0,0.01,0.5914980226274176,266.61519929822856,2.94078237e-21,-3.080678865455965e-20,-3.1080625355938186e-20,-3.061767080511457e-20,-4.8834370285786125e-21,6.623551870978502e-05,-9.242036596367895e-20,2.7383670137853606e-22,-10.475711827175994,-10.568828782776668,-10.411403141373759,-1.660591099292605,-31.42713548152798,0.0931169556006744
face,214.0,0.1,20.0,1.0,5.0,0.01,0.584153509057454,266.61519929822856,2.95458886e-21,-3.080414869002995e-20,-3.107438859462386e-20,-3.061177063478322e-20,-4.8834370285786125e-21,6.630855982682688e-05,-9.241244607008986e-20,2.702399045939056e-22,-10.425866389420406,-10.517330859571391,-10.360754773435117,-1.6528313278005835,-31.277599168261215,0.09146447015098594
face,215.0,0.1,20.0,1.0,5.0,0.01,0.5768089954874904,266.61519929822856,2.96839535e-21,-3.0801386271443396e-20,-3.106807895345077e-20,-3.0605720210619485e-20,-4.8834370285786125e-21,6.638811669798067e-05,-9.240415881433019e-20,2.666926820073758e-22,-10.376443377545176,-10.46628743487648,-10.310526935241118,-1.645143740229418,-31.129330132635527,0.08984405733130385
face,216.0,0.1,20.0,1.0,5.0,0.01,0.5694647535611272,269.4231419012354,2.98220184e-21,-3.07985039970552e-20,-3.1061696541123714e-20,-3.059952123980322e-20,-4.8834370285786125e-21,6.647445431256499e-05,-9.239551199116561e-20,2.63192544068511e-22,-10.32743779577817,-10.415692232663806,-10.260714358557038,-1.6375273340246521,-30.98231338733451,0.08825443688563715
face,217.0,0.1,20.0,1.0,5.0,0.01,0.562132288488869,269.4231419012354,2.99600833e-21,-3.0795676470930494e-20,-3.1055241474769174e-20,-3.0593490728274175e-20,-4.8834370285786125e-21,6.656299068670653e-05,-9.238702941279148e-20,2.5956500383867954e-22,-10.278902152094648,-10.365539095403374,-10.211417111872374,-1.6299811251120961,-30.836706456283945,0.08663694330872555
face,218.0,0.1,20.0,1.0,5.0,0.01,0.5547998234166107,269.4231419012354,3.00981482e-21,-3.0792721991939563e-20,-3.104871387976177e-20,-3.0587300813251155e-20,-4.8834370285786125e-21,6.665923824202706e-05,-9.237816597581868e-20,2.559918878222091e-22,-10.230769609918912,-10.315821981287796,-10.162519172276237,-1.6225041474739672,-30.692308829756737,0.08505237136888344
face,219.0,0.1,20.0,1.0,5.0,0.01,0.5474673583443526,269.4231419012354,3.02362131e-21,-3.078963902503118e-20,-3.1042113889550934e-20,-3.058094508985612e-20,-4.8834370285786125e-21,6.676363310728892e-05,-9.236891707509353e-20,2.5247486451975643e-22,-10.18303413962616,-10.266534961532908,-10.11401295152802,-1.6150954527366432,-30.549102418878483,0.08350082190674744
face,220.0,0.1,20.0,1.0,5.0,0.01,0.5401348932720943,269.4231419012354,3.0374278e-21,-3.078642604270256e-20,-3.103544164548923e-20,-3.057441680541983e-20,-4.8834370285786125e-21,6.687663047884508e-05,-9.235927812810768e-20,2.4901560278666844e-22,-10.135689823706281,-10.217672217752543,-10.06589088485324,-1.6077541097696584,-30.407069471118845,0.08198239404626126
face,221.0,0.1,20.0,1.0,5.0,0.01,0.5328532570039032,272.3579786564653,3.05123429e-21,-3.078326674167849e-20,-3.10286972966613e-20,-3.056810040294464e-20,-4.8834370285786125e-21,6.699253167518582e-05,-9.234980022503548e-20,2.454305549828069e-22,-10.088791556442063,-10.169228039404768,-10.018273753388055,-1.6004792042955875,-30.266374669326186,0.0804364829627052
face,222.0,0.1,20.0,1.0,5.0,0.01,0.525574804309212,272.3579786564653,3.06504078e-21,-3.077998670904538e-20,-3.1021880999713866e-20,-3.056163387849499e-20,-4.8834370285786125e-21,6.711759128584078e-05,-9.233996012713613e-20,2.4189429066848786e-22,-10.042276406203436,-10.121196821307501,-9.971036626303873,-1.5932698385104724,-30.126829218610307,0.07892041510406522
face,223.0,0.1,20.0,1.0,5.0,0.01,0.5182963516145208,272.3579786564653,3.0788472700000002e-21,-3.0776572873569576e-20,-3.10149929186871e-20,-3.0554985734814725e-20,-4.8834370285786125e-21,6.725270885465508e-05,-9.232971862070873e-20,2.384200451175273e-22,-9.99613497345374,-10.073573061221417,-9.924164161223471,-1.5861251307144613,-29.988404920361223,0.07743808776767523
face,224.0,0.1,20.0,1.0,5.0,0.01,0.5110178989198296,272.3579786564653,3.0926537600000002e-21,-3.077302375156601e-20,-3.1008033224846973e-20,-3.054814821146933e-20,-4.8834370285786125e-21,6.739841927121874e-05,-9.231907125469803e-20,2.350094732809606e-22,-9.95036177330307,-10.026351357497896,-9.877648964968301,-1.5790442149523432,-29.851085319909213,0.0759895841948245
face,225.0,0.1,20.0,1.0,5.0,0.01,0.5038140263502325,275.420414203295,3.1064602500000002e-21,-3.0769500378554115e-20,-3.100100209651909e-20,-3.054150373828155e-20,-4.8834370285786125e-21,6.754891570093402e-05,-9.230850113566234e-20,2.315017179649776e-22,-9.905003734895404,-9.979526406790201,-9.831609381862057,-1.572026240663666,-29.715011204686213,0.07452267189479651
face,226.0,0.1,20.0,1.0,5.0,0.01,0.49663119151762547,275.420414203295,3.1202667400000002e-21,-3.076588582750179e-20,-3.099389971892367e-20,-3.053477855352706e-20,-4.8834370285786125e-21,6.770929204728905e-05,-9.229765748250536e-20,2.2801389142187927e-22,-9.86001787382504,-9.933093001825757,-9.785951361814362,-1.5650703723421453,-29.580053621475116,0.07307512800071678
face,227.0,0.1,20.0,1.0,5.0,0.01,0.4894483566850184,275.420414203295,3.1340732300000002e-21,-3.076213296760964e-20,-3.098672628401225e-20,-3.052785597964806e-20,-4.8834370285786125e-21,6.788193472334267e-05,-9.228639890282892e-20,2.2459331640260943e-22,-9.81538423325534,-9.887046029237883,-9.740632633414267,-1.5581757892040742,-29.44615269976602,0.07166179598254295
face,228.0,0.1,20.0,1.0,5.0,0.01,0.4822655218524113,275.420414203295,3.1478797200000003e-21,-3.075824037047973e-20,-3.09794819903054e-20,-3.052072719693789e-20,-4.8834370285786125e-21,6.806746476522754e-05,-9.227472111143918e-20,2.212416198256733e-22,-9.77109772494094,-9.841380467454899,-9.695645930505213,-1.55134168486546,-29.31329317482282,0.07028274251395897
face,229.0,0.1,20.0,1.0,5.0,0.01,0.4751559130371732,278.6110343330985,3.1616862100000003e-21,-3.0754324305517507e-20,-3.0972167042732294e-20,-3.051370123974492e-20,-4.8834370285786125e-21,6.826113034525464e-05,-9.226297291655251e-20,2.1784273721478743e-22,-9.727190575790095,-9.796091384645123,-9.651084646931144,-1.5445672670276194,-29.181571727370283,0.06890080885502783
face,230.0,0.1,20.0,1.0,5.0,0.01,0.4681091910925307,278.6110343330985,3.1754927000000003e-21,-3.075036829159565e-20,-3.096478165247145e-20,-3.050674031306647e-20,-4.8834370285786125e-21,6.846428351957833e-05,-9.225110487478695e-20,2.1441336087580035e-22,-9.683652647538961,-9.751173936715851,-9.606931331653342,-1.5378517571709776,-29.050957942616886,0.0675212891768891
face,231.0,0.1,20.0,1.0,5.0,0.01,0.4610624691478882,278.6110343330985,3.1892991900000003e-21,-3.074627034497775e-20,-3.095732603679369e-20,-3.049956660951694e-20,-4.8834370285786125e-21,6.868222373456116e-05,-9.223881103493325e-20,2.110556918159424e-22,-9.640447168262613,-9.706623365365006,-9.563093580291204,-1.5311943902568175,-28.92134150478784,0.06617619710239302
face,232.0,0.1,20.0,1.0,5.0,0.01,0.45401574720324567,278.6110343330985,3.2031056800000003e-21,-3.0742029102954243e-20,-3.09498004189058e-20,-3.049217022164626e-20,-4.8834370285786125e-21,6.891566379592968e-05,-9.222608730886273e-20,2.0777131595155502e-22,-9.597569413618048,-9.66243499618339,-9.519564219200616,-1.524594414436745,-28.792708240854147,0.06486558256534171
face,233.0,0.1,20.0,1.0,5.0,0.01,0.44700637344637134,281.93032276182885,3.2169121700000003e-21,-3.0737691880597993e-20,-3.0942205027796704e-20,-3.048468773196503e-20,-4.8834370285786125e-21,6.916273710852385e-05,-9.221307564179398e-20,2.0451314719871092e-22,-9.555029872201326,-9.618604236806597,-9.476381735335044,-1.5180510907696345,-28.66508961660398,0.06357436460527019
face,234.0,0.1,20.0,1.0,5.0,0.01,0.44013441363957134,281.93032276182885,3.2307186600000003e-21,-3.073338935545276e-20,-3.093454009808494e-20,-3.0477518932734967e-20,-4.8834370285786125e-21,6.941713240820059e-05,-9.220016806635827e-20,2.0115074263218297e-22,-9.51286465638972,-9.575126575114695,-9.433665428711445,-1.5115636929458327,-28.538593969169156,0.06226191872497587
face,235.0,0.1,20.0,1.0,5.0,0.01,0.43326245383277134,281.93032276182885,3.2445251500000003e-21,-3.0728942210064775e-20,-3.0926805869867713e-20,-3.047012272538433e-20,-4.8834370285786125e-21,6.968915775920607e-05,-9.218682663019432e-20,1.9786365980293823e-22,-9.471013719855053,-9.53199757747839,-9.39124257532241,-1.5051315070184035,-28.413041159565154,0.06098385762333764
face,236.0,0.1,20.0,1.0,5.0,0.01,0.42639049402597134,281.93032276182885,3.2583316400000004e-21,-3.07243491565637e-20,-3.0919002588572053e-20,-3.046248811478433e-20,-4.8834370285786125e-21,6.99796223201367e-05,-9.21730474696911e-20,1.9465343200835417e-22,-9.42947267226724,-9.489212887050396,-9.34910607036438,-1.498753831141207,-28.288418016801717,0.05974021478315637
face,237.0,0.1,20.0,1.0,5.0,0.01,0.41951853421917135,281.93032276182885,3.2721381300000004e-21,-3.0719608916833717e-20,-3.091113050480739e-20,-3.0454603385379534e-20,-4.8834370285786125e-21,7.028936305398381e-05,-9.215882675050115e-20,1.9152158797367465e-22,-9.38823720037568,-9.446768222100511,-9.307248708776097,-1.492429975313607,-28.164711601127042,0.058531021724830004
face,238.0,0.1,20.0,1.0,5.0,0.01,0.41281649552987165,285.37867739786907,3.2859446200000004e-21,-3.0714910915333915e-20,-3.090318987422034e-20,-3.044710597029407e-20,-4.8834370285786125e-21,7.060735777161142e-05,-9.214473274600175e-20,1.8827895888642404e-22,-9.347361099267069,-9.404659374393333,-9.265860959730377,-1.486159261131617,-28.042083297801206,0.057298275126263086
face,239.0,0.1,20.0,1.0,5.0,0.01,0.40615540622685214,285.37867739786907,3.2997511100000004e-21,-3.071011220587988e-20,-3.089518095735076e-20,-3.043952100888387e-20,-4.8834370285786125e-21,7.094330996572267e-05,-9.213033661763964e-20,1.850687514708811e-22,-9.306796537718226,-9.362882207607093,-9.224793020490525,-1.4799410215452922,-27.920389613154683,0.05608566988886658
face,240.0,0.1,20.0,1.0,5.0,0.01,0.39949431692383264,285.37867739786907,3.3135576e-21,-3.070516595321329e-20,-3.0887104019490313e-20,-3.043168310717803e-20,-4.8834370285786125e-21,7.130097127058933e-05,-9.211549785963987e-20,1.8193806627702415e-22,-9.266525487051528,-9.32143265579277,-9.183990979115025,-1.473774600622187,-27.799576461154583,0.05490716874124178
face,241.0,0.1,20.0,1.0,5.0,0.01,0.39283322762081313,285.37867739786907,3.32736409e-21,-3.070007096192864e-20,-3.08789593305421e-20,-3.0423579398205703e-20,-4.8834370285786125e-21,7.168128003406925e-05,-9.210021288578593e-20,1.7888836861345497e-22,-9.22654393433952,-9.280306721871876,-9.143447658655745,-1.4676593533167008,-27.679631803018566,0.05376278753235417
face,242.0,0.1,20.0,1.0,5.0,0.01,0.386248426570601,288.9564258944769,3.34117058e-21,-3.069490184018691e-20,-3.087074716488294e-20,-3.0415482333755185e-20,-4.8834370285786125e-21,7.207972288243754e-05,-9.208470552056074e-20,1.758453246960272e-22,-9.186870620711293,-9.239500476172317,-9.1032413956414,-1.461594645245144,-27.560611862133882,0.05262985546102444
face,243.0,0.1,20.0,1.0,5.0,0.01,0.3798311427246744,288.9564258944769,3.35497707e-21,-3.0689750700152083e-20,-3.086246780122704e-20,-3.04077470539076e-20,-4.8834370285786125e-21,7.249053208809498e-05,-9.206925210045625e-20,1.7271710107495863e-22,-9.147529196124157,-9.199010055000775,-9.063473883565946,-1.4555798524663575,-27.442587588372472,0.05148085887661778
face,244.0,0.1,20.0,1.0,5.0,0.01,0.3734138588787478,288.9564258944769,3.36878356e-21,-3.06844513700025e-20,-3.085412152249161e-20,-3.0399745905586056e-20,-4.8834370285786125e-21,7.292664908408422e-05,-9.20533541100075e-20,1.6967015248911245e-22,-9.108466253024131,-9.158831659250797,-9.023953413494471,-1.4496143612677248,-27.3253987590724,0.05036540622666552
face,245.0,0.1,20.0,1.0,5.0,0.01,0.3669965750328212,288.9564258944769,3.38259005e-21,-3.0679002743163257e-20,-3.0845708615664473e-20,-3.039146494190183e-20,-4.8834370285786125e-21,7.338911537283228e-05,-9.203700822948977e-20,1.667058725012167e-22,-9.069678054295482,-9.118961553045564,-8.984672837283911,-1.4436975679564281,-27.209034162886446,0.04928349875008256
face,246.0,0.1,20.0,1.0,5.0,0.01,0.36057929118689463,288.9564258944769,3.39639654e-21,-3.067340372294563e-20,-3.083722937167365e-20,-3.038288922310671e-20,-4.8834370285786125e-21,7.387900388890052e-05,-9.202021116883689e-20,1.6382564872801573e-22,-9.031160926499362,-9.079396062414327,-8.945624830693859,-1.4378288786557922,-27.09348277949809,0.048235135914964665
face,247.0,0.1,20.0,1.0,5.0,0.01,0.3543622983751449,292.66384032120993,3.4102030300000005e-21,-3.066783509390983e-20,-3.082868408525868e-20,-3.03747729550781e-20,-4.8834370285786125e-21,7.438219302961847e-05,-9.20035052817295e-20,1.6084899134884913e-22,-8.99296459011997,-9.040131574001526,-8.907027730568316,-1.4320077091065782,-26.97889377035991,0.04716698388155766
face,248.0,0.1,20.0,1.0,5.0,0.01,0.3482180317927913,292.66384032120993,3.42400952e-21,-3.066218402159856e-20,-3.082007305484414e-20,-3.036665301673556e-20,-4.8834370285786125e-21,7.490913779021583e-05,-9.198655206479569e-20,1.578890332455798e-22,-8.9550522107189,-9.001164533807762,-8.868740825444773,-1.4262334844730842,-26.8651566321567,0.04611232308886215
face,249.0,0.1,20.0,1.0,5.0,0.01,0.3420737652104378,292.66384032120993,3.4378160100000005e-21,-3.065638407633584e-20,-3.081139658241446e-20,-3.035824138068988e-20,-4.8834370285786125e-21,7.546645569920409e-05,-9.196915222900752e-20,1.5501250607861913e-22,-8.917401043907477,-8.962491445961488,-8.830676595950193,-1.420505639153915,-26.75220313172243,0.045090402054011935
face,250.0,0.1,20.0,1.0,5.0,0.01,0.33592949862808424,292.66384032120993,3.4516225e-21,-3.065043425466374e-20,-3.080265497339148e-20,-3.034952204118576e-20,-4.8834370285786125e-21,7.605532425518751e-05,-9.195130276399122e-20,1.5222071872774207e-22,-8.880007664413979,-8.924108871520996,-8.792827732808487,-1.4148236165972994,-26.64002299324194,0.04410120710701766
face,251.0,0.1,20.0,1.0,5.0,0.01,0.32980506926950365,296.50115083114173,3.4654289900000005e-21,-3.064435014568687e-20,-3.0793848536513506e-20,-3.034055534985095e-20,-4.8834370285786125e-21,7.667535305145769e-05,-9.19330504370606e-20,1.4949839082663643e-22,-8.842873489578231,-8.886013427305432,-8.755209077260863,-1.409186869120816,-26.52862046873469,0.04313993772720082
face,252.0,0.1,20.0,1.0,5.0,0.01,0.3239588587628085,296.50115083114173,3.47923548e-21,-3.0638349578343433e-20,-3.0784977583716075e-20,-3.0332364539168964e-20,-4.8834370285786125e-21,7.730663694255024e-05,-9.191504873503029e-20,1.466280053726414e-22,-8.806058041907365,-8.848201784754181,-8.718111985673636,-1.403594857735416,-26.418174125722093,0.04214374284681685
face,253.0,0.1,20.0,1.0,5.0,0.01,0.31811264825611335,296.50115083114173,3.4930419700000006e-21,-3.0632201510300976e-20,-3.077604243001506e-20,-3.032387267033208e-20,-4.8834370285786125e-21,7.797262640325964e-05,-9.189660453090293e-20,1.4384091971408184e-22,-8.769491398438872,-8.810670668813938,-8.681221963769326,-1.398047051973616,-26.308474195316617,0.04117927037506561
face,254.0,0.1,20.0,1.0,5.0,0.01,0.31226643774941815,296.50115083114173,3.50684846e-21,-3.062590503424976e-20,-3.076704339339153e-20,-3.0315062834228695e-20,-4.8834370285786125e-21,7.8674601974069e-05,-9.187771510274928e-20,1.4113835914176805e-22,-8.733170361815338,-8.773416856852585,-8.644531744102993,-1.3925429297217513,-26.199511085446012,0.04024649503724721
face,255.0,0.1,20.0,1.0,5.0,0.01,0.306420227242723,296.50115083114173,3.5206549500000006e-21,-3.0619459252293937e-20,-3.075798079467836e-20,-3.0305916831307247e-20,-4.8834370285786125e-21,7.941387801093969e-05,-9.18583777568818e-20,1.385215423844216e-22,-8.69709178750787,-8.736437177599115,-8.608033806694758,-1.3870819770561758,-26.091275362523607,0.03934539009124469
face,256.0,0.1,20.0,1.0,5.0,0.01,0.3006728752225062,300.46855823949073,3.53446144e-21,-3.06129410972538e-20,-3.074885495744893e-20,-3.02968226279794e-20,-4.8834370285786125e-21,8.018315784132434e-05,-9.18388232917614e-20,1.3591386019512706e-22,-8.661274600651407,-8.699728510109004,-8.571835665005699,-1.3816636880833002,-25.983823801954223,0.03845390945759676
face,257.0,0.1,20.0,1.0,5.0,0.01,0.2951452498039302,300.46855823949073,3.54826793e-21,-3.060644867311304e-20,-3.0739666207907753e-20,-3.0288303582613225e-20,-4.8834370285786125e-21,8.097278819472277e-05,-9.181934601933913e-20,1.3321753479471326e-22,-8.625743398445405,-8.663287782754262,-8.536081316332059,-1.3762875647833654,-25.877230195336217,0.03754438430885721
face,258.0,0.1,20.0,1.0,5.0,0.01,0.28961762438535416,300.46855823949073,3.56207442e-21,-3.059981020676629e-20,-3.073041487478277e-20,-3.0279459349221585e-20,-4.8834370285786125e-21,8.180312797161317e-05,-9.179943062029887e-20,1.3060466801647698e-22,-8.590446632714173,-8.627111972237449,-8.500512841396947,-1.3709531168578484,-25.771339898142518,0.03666533952327615
face,259.0,0.1,20.0,1.0,5.0,0.01,0.2840899989667781,300.46855823949073,3.57588091e-21,-3.059302489746827e-20,-3.0721101289219723e-20,-3.027027094595785e-20,-4.8834370285786125e-21,8.267559199273545e-05,-9.17790746924048e-20,1.280763917514563e-22,-8.555381364047795,-8.591198102629129,-8.465122778923263,-1.365659861580405,-25.666144092143384,0.035816738581335
face,260.0,0.1,20.0,1.0,5.0,0.01,0.27856237354820207,300.46855823949073,3.5896874e-21,-3.058609195346487e-20,-3.071172578467832e-20,-3.026071788431768e-20,-4.8834370285786125e-21,8.359162973487448e-05,-9.17582758603946e-20,1.256338312134541e-22,-8.520544700762764,-8.555543244428002,-8.429903362704419,-1.3604073236512495,-25.56163410228829,0.03499854366523784
face,261.0,0.1,20.0,1.0,5.0,0.01,0.2731897213340763,304.566245463842,3.60349389e-21,-3.05791266116618e-20,-3.0702288696830234e-20,-3.025145883190343e-20,-4.8834370285786125e-21,8.453793744384676e-05,-9.17373798349854e-20,1.2316208516843352e-22,-8.485965994425982,-8.520144513643183,-8.395035417113869,-1.3551950350548847,-25.457897983277945,0.034178519217201594
face,262.0,0.1,20.0,1.0,5.0,0.01,0.26799648506733276,304.566245463842,3.61730038e-21,-3.0572151045281614e-20,-3.0692790363458986e-20,-3.024263774990116e-20,-4.8834370285786125e-21,8.551305284923977e-05,-9.171645313584483e-20,1.2063931817737279e-22,-8.451648421102815,-8.484999070898,-8.360554715641602,-1.3500225349210873,-25.35494526330844,0.03335064979518587
face,263.0,0.1,20.0,1.0,5.0,0.01,0.26280324880058914,304.566245463842,3.63110687e-21,-3.056503192521945e-20,-3.0683231124361774e-20,-3.023346804235355e-20,-4.8834370285786125e-21,8.65353769102188e-05,-9.169509577565835e-20,1.181991991423259e-22,-8.41755228350507,-8.450104120554782,-8.326240214007678,-1.344889369389068,-25.252656850515212,0.03255183704971093
face,264.0,0.1,20.0,1.0,5.0,0.01,0.2576100125338455,304.566245463842,3.64491336e-21,-3.0557768556267064e-20,-3.067361132125286e-20,-3.022392862512483e-20,-4.8834370285786125e-21,8.760645486612524e-05,-9.167330566880119e-20,1.1584276498579852e-22,-8.383674874583868,-8.415456909859953,-8.292084239040685,-1.3397950914747154,-25.1510246237516,0.031782035276086376
face,265.0,0.1,20.0,1.0,5.0,0.01,0.25241677626710196,304.566245463842,3.65871985e-21,-3.055036025167707e-20,-3.0663931297668934e-20,-3.021399667893469e-20,-4.8834370285786125e-21,8.872786700582626e-05,-9.165108075503121e-20,1.1357104599186258e-22,-8.350013530463961,-8.38105472810905,-8.258078759141586,-1.3347392609408486,-25.05004059139188,0.031041197645089603
face,266.0,0.1,20.0,1.0,5.0,0.01,0.24740471456304938,308.794387806091,3.67252634e-21,-3.054293628369689e-20,-3.065419139887637e-20,-3.020450265557181e-20,-4.8834370285786125e-21,8.988227888653751e-05,-9.162880885109066e-20,1.1125511517947987e-22,-8.31660101413919,-8.346894905831054,-8.224448202479552,-1.3297214441703942,-24.949803042417567,0.030293891691864586
face,267.0,0.1,20.0,1.0,5.0,0.01,0.2425568567836536,308.794387806091,3.68633283e-21,-3.0535488969869084e-20,-3.0644391971779916e-20,-3.0195412695931326e-20,-4.8834370285786125e-21,9.107229240615296e-05,-9.160646690960725e-20,1.0890300191083194e-22,-8.283432445753707,-8.312974813991474,-8.191179171396557,-1.3247412140424153,-24.85029733726112,0.029542368237767597
face,268.0,0.1,20.0,1.0,5.0,0.01,0.2377089990042578,308.794387806091,3.7001393200000004e-21,-3.052790153131652e-20,-3.0634533364833596e-20,-3.018595197345274e-20,-4.8834370285786125e-21,9.231646835335554e-05,-9.158370459394956e-20,1.066318335170777e-22,-8.250473533876695,-8.27929186321384,-8.158058214265493,-1.3197981498109137,-24.751420601630088,0.02881832933714444
face,269.0,0.1,20.0,1.0,5.0,0.01,0.23286114122486198,308.794387806091,3.71394581e-21,-3.052017337578667e-20,-3.0624615927953155e-20,-3.017609733177556e-20,-4.8834370285786125e-21,9.361647609511248e-05,-9.156052012736001e-20,1.0444255216648622e-22,-8.21772178086429,-8.245843503019005,-8.125077444728673,-1.3148918369863378,-24.65316534259287,0.028121722154714535
face,270.0,0.1,20.0,1.0,5.0,0.01,0.22801328344546617,308.794387806091,3.7277523000000004e-21,-3.0512303918874354e-20,-3.061464001242997e-20,-3.0165823645202446e-20,-4.8834370285786125e-21,9.497401998745133e-05,-9.153691175662306e-20,1.0233609355561818e-22,-8.185174728179861,-8.212627221081714,-8.092228564972636,-1.3100218672197217,-24.555524184539582,0.02745249290185353
face,271.0,0.1,20.0,1.0,5.0,0.01,0.22333848283028734,313.15316208150205,3.74155879e-21,-3.050441216741574e-20,-3.060460597084721e-20,-3.0155987344259645e-20,-4.8834370285786125e-21,9.637094667932082e-05,-9.151323650224722e-20,1.0019380343146948e-22,-8.152861916521092,-8.179640542504266,-8.05973901168065,-1.3051878381893907,-24.458585749563277,0.026778625983174643
face,272.0,0.1,20.0,1.0,5.0,0.01,0.21884221245986646,313.15316208150205,3.7553652800000004e-21,-3.0496506629146805e-20,-3.059451415699729e-20,-3.014666853000949e-20,-4.8834370285786125e-21,9.780744008015649e-05,-9.148951988744041e-20,9.800752785048613e-23,-8.120783027835524,-8.146881029106519,-8.02762615145909,-1.300389353490165,-24.362349083506572,0.026098001270993834
face,273.0,0.1,20.0,1.0,5.0,0.01,0.21434594208944557,313.15316208150205,3.76917177e-21,-3.0488465229659584e-20,-3.05843649258011e-20,-3.0136958759830874e-20,-4.8834370285786125e-21,9.930545564052481e-05,-9.146539568897876e-20,9.589969614151469e-23,-8.088903103946251,-8.114346278731972,-7.995644825661759,-1.2956260225249996,-24.266709311838753,0.025443174785720814
face,274.0,0.1,20.0,1.0,5.0,0.01,0.20984967171902472,313.15316208150205,3.7829782600000005e-21,-3.04802874757325e-20,-3.0574158633229076e-20,-3.0126832903683665e-20,-4.8834370285786125e-21,0.00010086677835530789,-9.14408624271975e-20,9.387115749657608e-23,-8.05721983602742,-8.082033924569545,-7.9637869512059165,-1.2908974603989958,-24.17165950808226,0.024814088542125554
face,275.0,0.1,20.0,1.0,5.0,0.01,0.20535340134860383,313.15316208150205,3.79678475e-21,-3.0471972881318505e-20,-3.0563895636223636e-20,-3.011626363061061e-20,-4.8834370285786125e-21,0.00010249322770230219,-9.141591864395552e-20,9.192275490513151e-23,-8.025730950725743,-8.049941634490509,-7.932043982901746,-1.2862032878157268,-24.07719285217723,0.02421068376476478
face,276.0,0.1,20.0,1.0,5.0,0.01,0.20098601956765128,317.6427546209331,3.8105912400000005e-21,-3.046360711474958e-20,-3.0553576292623477e-20,-3.010593730724811e-20,-4.8834370285786125e-21,0.00010417035656913274,-9.139082134424873e-20,8.996917787389647e-23,-7.994456816824461,-8.018067110400294,-7.900594792541461,-1.2815431309758145,-23.98337045047338,0.023610293575832726
face,277.0,0.1,20.0,1.0,5.0,0.01,0.19684291743929447,317.6427546209331,3.82439773e-21,-3.0455258463698216e-20,-3.054320096108942e-20,-3.009643610647725e-20,-4.8834370285786125e-21,0.0001058869609633914,-9.136577539109464e-20,8.794249739120529e-23,-7.963412964293914,-7.986408087604795,-7.869588424443826,-1.276916621477707,-23.89023889288174,0.022995123310881497
face,278.0,0.1,20.0,1.0,5.0,0.01,0.19269981531093763,317.6427546209331,3.8382042200000005e-21,-3.0446778931613086e-20,-3.0532770001031674e-20,-3.008652634854123e-20,-4.8834370285786125e-21,0.00010767279920963025,-9.134033679483926e-20,8.599106941858853e-23,-7.932558349282697,-7.954962334190667,-7.838698678868428,-1.2723233962205929,-23.79767504784809,0.022403984907970458
face,279.0,0.1,20.0,1.0,5.0,0.01,0.18855671318258083,317.6427546209331,3.85201071e-21,-3.043816811926186e-20,-3.0522283772539045e-20,-3.0076181102114726e-20,-4.8834370285786125e-21,0.00010952976152678646,-9.131450435778559e-20,8.411565327718236e-23,-7.901890833336198,-7.923727650419498,-7.807917310311613,-1.267763097309408,-23.705672500008596,0.021836817083299948
face,280.0,0.1,20.0,1.0,5.0,0.01,0.18441361105422402,317.6427546209331,3.8658172000000005e-21,-3.0429425633876473e-20,-3.051174263630936e-20,-3.00653710156773e-20,-4.8834370285786125e-21,0.00011145977168703544,-9.128827690162941e-20,8.231700243288668e-23,-7.871408310221308,-7.892701868135243,-7.777235565012567,-1.2632353719618743,-23.614224930663923,0.02129355791393516
