channel,temperature_K,size_cv,window_s,bound_at_freeze,twist_halfwidth_deg,volume_fraction,frozen_pair_weight,mean_pair_freeze_temperature_K,kBT_J,U_pair_J,U_pair_equilibrium_J,U_pair_frozen_component_J,vdW_pair_J,repulsive_weight,U_lattice_per_NC_J,U_pair_excess_J,U_pair_kBT,U_pair_equilibrium_kBT,U_pair_frozen_component_kBT,vdW_pair_kBT,U_lattice_per_NC_kBT,U_pair_excess_kBT
face,281.0,0.1,20.0,1.0,5.0,0.01,0.1803200213694792,322.26336818862296,3.87962369e-21,-3.042058318901186e-20,-3.050114695358143e-20,-3.0054364816147596e-20,-4.8834370285786125e-21,0.00011345789733829031,-9.126174956703558e-20,8.0563764569575e-23,-7.841116979315037,-7.861882850184738,-7.7467216456108385,-1.2587398724175263,-23.52335093794511,0.020765870869701542
face,282.0,0.1,20.0,1.0,5.0,0.01,0.17652730011301718,322.26336818862296,3.8934301800000006e-21,-3.0411807622593583e-20,-3.0490497086068926e-20,-3.004473338025707e-20,-4.8834370285786125e-21,0.00011549016646737995,-9.123542286778075e-20,7.868946347534261e-23,-7.811057657798702,-7.831268489851004,-7.716777235300792,-1.2542762558486695,-23.433172973396108,0.020210832052301654
face,283.0,0.1,20.0,1.0,5.0,0.01,0.17273457885655516,322.26336818862296,3.90723667e-21,-3.040290674659109e-20,-3.047979339589528e-20,-3.003467899081696e-20,-4.8834370285786125e-21,0.00011759967615894079,-9.120872023977326e-20,7.688664930419439e-23,-7.781178698497188,-7.800856710298862,-7.686936197498616,-1.2498441842732326,-23.34353609549156,0.019678011801674247
face,284.0,0.1,20.0,1.0,5.0,0.01,0.16894185760009314,322.26336818862296,3.9210431600000006e-21,-3.039388024983465e-20,-3.0469036245530115e-20,-3.002417316208179e-20,-4.8834370285786125e-21,0.00011978840991577923,-9.118164074950395e-20,7.515599569546597e-23,-7.751478116816915,-7.770645464032615,-7.657190175402657,-1.2454433244694536,-23.254434350450744,0.019167347215700112
face,285.0,0.1,20.0,1.0,5.0,0.01,0.16514913634363115,322.26336818862296,3.93484965e-21,-3.0384727826891224e-20,-3.045822599772777e-20,-3.001318479155629e-20,-4.8834370285786125e-21,0.00012205838347485674,-9.115418348067367e-20,7.349817083654646e-23,-7.72195395747617,-7.740632732365713,-7.6275302644807,-1.241073347892368,-23.16586187242851,0.018678774889542844
face,286.0,0.1,20.0,1.0,5.0,0.01,0.16135641508716914,322.26336818862296,3.9486561400000006e-21,-3.0375449178018556e-20,-3.0447363015466136e-20,-3.000167985245876e-20,-4.8834370285786125e-21,0.0001244116448992704,-9.112634753405567e-20,7.191383744757925e-23,-7.692604293981028,-7.710816524901591,-7.597946944161807,-1.2367339305920448,-23.077812881943085,0.018212230920563077
face,287.0,0.1,20.0,1.0,5.0,0.01,0.15784537113417654,327.01522787029614,3.96246263e-21,-3.036622453546714e-20,-3.043644766188806e-20,-2.999156210131485e-20,-4.8834370285786125e-21,0.00012680639353721064,-9.109867360640143e-20,7.022312642091529e-23,-7.663472787241691,-7.68119487902604,-7.568919861665634,-1.2324247531335362,-22.990418361725073,0.017722091784349595
face,288.0,0.1,20.0,1.0,5.0,0.01,0.15439622846219733,327.01522787029614,3.976269120000001e-21,-3.035691961419152e-20,-3.042548030024332e-20,-2.998142355912549e-20,-4.8834370285786125e-21,0.000129277159187572,-9.107075884257456e-20,6.85606860518053e-23,-7.634523393173024,-7.65176585941027,-7.540089127348977,-1.228145500518489,-22.903570179519072,0.01724246623724636
face,289.0,0.1,20.0,1.0,5.0,0.01,0.1509470857902181,327.01522787029614,3.99007561e-21,-3.034749518778658e-20,-3.041446129383243e-20,-2.9970821685321434e-20,-4.8834370285786125e-21,0.00013183547341056188,-9.104248556335974e-20,6.696610604585201e-23,-7.605744390339154,-7.622527557524763,-7.511341792673806,-1.2238958621083904,-22.817233171017463,0.016783167185609297
face,290.0,0.1,20.0,1.0,5.0,0.01,0.14749794311823886,327.01522787029614,4.0038821e-21,-3.0337951031572666e-20,-3.0403391005951655e-20,-2.995972397578479e-20,-4.8834370285786125e-21,0.0001344834304932597,-9.1013853094718e-20,6.543997437898916e-23,-7.577133959956679,-7.593478091163488,-7.482668876734604,-1.2196755315493961,-22.731401879870038,0.0163441312068078
face,291.0,0.1,20.0,1.0,5.0,0.01,0.14404880044625962,327.01522787029614,4.01768859e-21,-3.032828692583268e-20,-3.0392269799839274e-20,-2.99480948132488e-20,-4.8834370285786125e-21,0.0001372231553267179,-9.098486077749804e-20,6.39828740065942e-23,-7.548690309477838,-7.564615603978225,-7.454060747214059,-1.2154842066987108,-22.646070928433513,0.015925294500386898
face,292.0,0.1,20.0,1.0,5.0,0.01,0.1407326163524931,331.89858599516793,4.03149508e-21,-3.0318585608579456e-20,-3.038109803862329e-20,-2.9936905131079687e-20,-4.8834370285786125e-21,0.00014003406034674202,-9.095575682573836e-20,6.251243004383232e-23,-7.5204322483210015,-7.535938265022834,-7.425757575544328,-1.2113215895524825,-22.561296744963002,0.0155060167018317
face,293.0,0.1,20.0,1.0,5.0,0.01,0.1376166647135802,331.89858599516793,4.04530157e-21,-3.030889407314218e-20,-3.036987608527057e-20,-2.9926746524942124e-20,-4.8834370285786125e-21,0.0001429052744654562,-9.092668221942654e-20,6.098201212839055e-23,-7.492369493022044,-7.507444268307188,-7.397902481950714,-1.20718738617517,-22.477108479066132,0.015074775285144079
face,294.0,0.1,20.0,1.0,5.0,0.01,0.13450071307466732,331.89858599516793,4.05910806e-21,-3.0299089476283234e-20,-3.035860430253679e-20,-2.9916117233932784e-20,-4.8834370285786125e-21,0.00014587252979523003,-9.08972684288497e-20,5.95148262535577e-23,-7.464469787060371,-7.47913183236043,-7.3701209210805745,-1.2030813066303567,-22.39340936118111,0.014662045300059764
face,295.0,0.1,20.0,1.0,5.0,0.01,0.13138476143575442,331.89858599516793,4.07291455e-21,-3.0289171667074686e-20,-3.0347283052918325e-20,-2.990498376943516e-20,-4.8834370285786125e-21,0.00014893798510332292,-9.086751500122406e-20,5.811138584363885e-23,-7.436731435250632,-7.450999199803571,-7.3424039228702105,-1.1990030649129655,-22.310194305751896,0.01426776455293884
face,296.0,0.1,20.0,1.0,5.0,0.01,0.12826880979684155,331.89858599516793,4.08672104e-21,-3.027914049883918e-20,-3.0335912698604706e-20,-2.989330938876308e-20,-4.8834370285786125e-21,0.00015210382774834304,-9.083742149651753e-20,5.677219976552676e-23,-7.409152766355488,-7.423044636930909,-7.314741842218592,-1.1949523788828544,-22.227458299066463,0.01389187057542023
face,297.0,0.1,20.0,1.0,5.0,0.01,0.12515285815792868,331.89858599516793,4.1005275300000004e-21,-3.026899582910492e-20,-3.03244936014326e-20,-2.988105369007519e-20,-4.8834370285786125e-21,0.0001553722736552851,-9.080698748731477e-20,5.549777232767876e-23,-7.3817321326714564,-7.395266433300253,-7.287124271562979,-1.190928970199747,-22.14519639801437,0.013534300628797083
face,298.0,0.1,20.0,1.0,5.0,0.01,0.12231743713388181,336.91372616117235,4.11433402e-21,-3.0258911147927284e-20,-3.0313026122841405e-20,-2.9870611891623533e-20,-4.8834370285786125e-21,0.00015869195076754125,-9.077673344378185e-20,5.411497491412096e-23,-7.3545101104667445,-7.367662901331819,-7.260132927083916,-1.1869325642594795,-22.063530331400234,0.01315279086507443
face,299.0,0.1,20.0,1.0,5.0,0.01,0.11952119077366351,336.91372616117235,4.1281405100000004e-21,-3.024874385107338e-20,-3.0301510623828984e-20,-2.98600259597787e-20,-4.8834370285786125e-21,0.00016210893819847093,-9.074623155322014e-20,5.276677275560279e-23,-7.3274501625608135,-7.340232375915175,-7.233287211868352,-1.1829628901315212,-21.98235048768244,0.012782213354361522
face,300.0,0.1,20.0,1.0,5.0,0.01,0.1167249444134452,336.91372616117235,4.141947e-21,-3.02384700570682e-20,-3.028994746490969e-20,-2.984893283774347e-20,-4.8834370285786125e-21,0.0001656327842606969,-9.07154101712046e-20,5.1477407841494164e-23,-7.300544902450031,-7.312973214024634,-7.206498015967725,-1.1790196804977495,-21.901634707350095,0.01242831157460348
face,200.0,0.1,20.0,computed,5.0,0.01,0.6855423684840727,256.6331691553846,2.7612980000000003e-21,-1.3498720384178313e-20,-3.115503813924983e-20,-5.399784245731024e-21,-4.8834370285786125e-21,0.25200053651243415,-4.049616115253494e-20,1.7656317755071516e-20,-4.888541687343529,-11.282751133434285,-1.9555239042403332,-1.7685295207466243,-14.665625062030585,6.394209446090756
face,201.0,0.1,20.0,computed,5.0,0.01,0.6784671821585939,258.9435505943604,2.7751044900000003e-21,-1.3666799422273008e-20,-3.1149754556540226e-20,-5.381440931341889e-21,-4.8834370285786125e-21,0.2495771082150345,-4.100039826681902e-20,1.748295513426722e-20,-4.924787326574866,-11.224714121139353,-1.9391849751004828,-1.7597308664145515,-14.774361979724596,6.299926794564487
face,202.0,0.1,20.0,computed,5.0,0.01,0.6713309056414548,258.9435505943604,2.7889109800000003e-21,-1.3837574114506558e-20,-3.11443975272158e-20,-5.3645276191372806e-21,-4.8834370285786125e-21,0.24711385997403956,-4.1512722343519674e-20,1.730682341270924e-20,-4.96164065964793,-11.167225397497555,-1.9235205632620371,-1.7510193274719053,-14.884921978943792,6.205584737849624
face,203.0,0.1,20.0,computed,5.0,0.01,0.6641946291243156,258.9435505943604,2.8027174700000003e-21,-1.40082476788453e-20,-3.113896703447531e-20,-5.347250865051573e-21,-4.8834370285786125e-21,0.2446506147996271,-4.202474303653589e-20,1.7130719355630013e-20,-4.998094823608923,-11.11027685372629,-1.9078808057850984,-1.7423936164991372,-14.994284470826768,6.112182030117367
face,204.0,0.1,20.0,computed,5.0,0.01,0.6570583526071765,258.9435505943604,2.8165239600000003e-21,-1.417881854043536e-20,-3.1133463072229955e-20,-5.329598827114789e-21,-4.8834370285786125e-21,0.24218737290127884,-4.2536455621306084e-20,1.6954644531794594e-20,-5.034155129443798,-11.053860543842116,-1.8922611356428114,-1.73385247132022,-15.102465388331396,6.019705414398318
face,205.0,0.1,20.0,computed,5.0,0.01,0.6498348274408761,261.37648168461754,2.8303304500000003e-21,-1.4353533355418028e-20,-3.112788564492808e-20,-5.314630366553155e-21,-4.8834370285786125e-21,0.2396635706665323,-4.306060006625409e-20,1.6774352289510054e-20,-5.071327750940894,-10.997968680628114,-1.8777420023704845,-1.7253946543869505,-15.21398325282268,5.926640929687221
face,206.0,0.1,20.0,computed,5.0,0.01,0.6425898445610949,261.37648168461754,2.8441369400000004e-21,-1.452918601987361e-20,-3.112223476737947e-20,-5.3000888247536046e-21,-4.8834370285786125e-21,0.23712487726595996,-4.3587558059620827e-20,1.659304874750586e-20,-5.108469221553589,-10.942593631718543,-1.8635139364117974,-1.7170189521811885,-15.325407664660768,5.8341244101649545
face,207.0,0.1,20.0,computed,5.0,0.01,0.6353448616813137,261.37648168461754,2.8579434300000004e-21,-1.4704730028411648e-20,-3.111651046457906e-20,-5.2852156418950425e-21,-4.8834370285786125e-21,0.23458618786561733,-4.411419008523494e-20,1.641178043616741e-20,-5.145213818459537,-10.887727915796798,-1.849307297833758,-1.7087241746344195,-15.43564145537861,5.742514097337262
face,208.0,0.1,20.0,computed,5.0,0.01,0.6280998788015325,261.37648168461754,2.8717499200000004e-21,-1.48801637981557e-20,-3.1110712771529886e-20,-5.269999341774989e-21,-4.8834370285786125e-21,0.2320475027251783,-4.4640491394467106e-20,1.6230548973374185e-20,-5.18156671460992,-10.833364198902766,-1.8351177813474053,-1.7005091545640616,-15.54470014382976,5.651797484292846
face,209.0,0.1,20.0,computed,5.0,0.01,0.6207882523606715,263.9333103397496,2.88555641e-21,-1.5059221660111555e-20,-3.110484173306643e-20,-5.257670798471267e-21,-4.8834370285786125e-21,0.22945554175909932,-4.517766498033466e-20,1.6045620072954872e-20,-5.218827678406591,-10.779495290846326,-1.8220648122665768,-1.6923727471259564,-15.65648303521977,5.560667612439735
face,210.0,0.1,20.0,computed,5.0,0.01,0.6134732672297427,263.9333103397496,2.8993629e-21,-1.5238353601435446e-20,-3.109889740367725e-20,-5.245213715285808e-21,-4.8834370285786125e-21,0.2268609004176796,-4.571506080430634e-20,1.5860543802241802e-20,-5.255759326104174,-10.726114141723082,-1.8090918233401578,-1.6843138292824995,-15.767277978312524,5.470354815618908
face,211.0,0.1,20.0,computed,5.0,0.01,0.6061582820988141,263.9333103397496,2.91316939e-21,-1.5417369737565482e-20,-3.1092879847328224e-20,-5.232455973407833e-21,-4.8834370285786125e-21,0.22426626421770574,-4.625210921269644e-20,1.5675510109762742e-20,-5.292301158486867,-10.67321383852939,-1.7961385944014168,-1.6763312992858999,-15.876903475460603,5.380912680042523
face,212.0,0.1,20.0,computed,5.0,0.01,0.5988425361973811,266.61519929822856,2.92697588e-21,-1.5596334152054844e-20,-3.1086789137285275e-20,-5.2194633397659266e-21,-4.8834370285786125e-21,0.2216706972220864,-4.678900245616453e-20,1.549045498523043e-20,-5.3284805859264015,-10.620787601872987,-1.783227315069616,-1.6684240761760607,-15.985441757779205,5.2923070159465855
face,213.0,0.1,20.0,computed,5.0,0.01,0.5914980226274176,266.61519929822856,2.94078237e-21,-1.5777662325879267e-20,-3.1080625355938186e-20,-5.20908826764229e-21,-4.8834370285786125e-21,0.21903973262990223,-4.73329869776378e-20,1.530296303005892e-20,-5.365124086308796,-10.568828782776668,-1.7713273585907312,-1.660591099292605,-16.09537225892639,5.203704696467872
face,214.0,0.1,20.0,computed,5.0,0.01,0.584153509057454,266.61519929822856,2.95458886e-21,-1.5958869611288915e-20,-3.107438859462386e-20,-5.1984523056778166e-21,-4.8834370285786125e-21,0.21640877418782806,-4.787660883386674e-20,1.5115518983334943e-20,-5.401384208593041,-10.517330859571391,-1.7594503167786995,-1.6528313278005835,-16.20415262577912,5.11594665097835
face,215.0,0.1,20.0,computed,5.0,0.01,0.5768089954874904,266.61519929822856,2.96839535e-21,-1.6139954442641712e-20,-3.106807895345077e-20,-5.187545488135192e-21,-4.8834370285786125e-21,0.21377782226150796,-4.8419863327925133e-20,1.492812451080906e-20,-5.437265774803788,-10.46628743487648,-1.7475925126129819,-1.645143740229418,-16.311797324411362,5.029021660072692
face,216.0,0.1,20.0,computed,5.0,0.01,0.5694647535611272,269.4231419012354,2.98220184e-21,-1.6320941942478497e-20,-3.1061696541123714e-20,-5.176416536585345e-21,-4.8834370285786125e-21,0.21114649768734,-4.896282582743549e-20,1.4740754598645217e-20,-5.472782466822734,-10.415692232663806,-1.7357700163532006,-1.6375273340246521,-16.418347400468203,4.9429097658410726
face,217.0,0.1,20.0,computed,5.0,0.01,0.562132288488869,269.4231419012354,2.99600833e-21,-1.6502960709905876e-20,-3.1055241474769174e-20,-5.167597119767043e-21,-4.8834370285786125e-21,0.20849872554039925,-4.950888212971763e-20,1.4552280764863298e-20,-5.5083160299176726,-10.365539095403374,-1.7248273537901153,-1.6299811251120961,-16.524948089753018,4.857223065485702
face,218.0,0.1,20.0,computed,5.0,0.01,0.5547998234166107,269.4231419012354,3.00981482e-21,-1.6684852524467024e-20,-3.104871387976177e-20,-5.158544580791709e-21,-4.8834370285786125e-21,0.20585096110463966,-5.0054557573401074e-20,1.436386135529475e-20,-5.543481417393985,-10.315821981287796,-1.7139076286399935,-1.6225041474739672,-16.630444252181956,4.772340563893811
face,219.0,0.1,20.0,computed,5.0,0.01,0.5474673583443526,269.4231419012354,3.02362131e-21,-1.686661585111072e-20,-3.1042113889550934e-20,-5.1492495527443216e-21,-4.8834370285786125e-21,0.20320320481619,-5.059984755333216e-20,1.4175498038440214e-20,-5.5782831650669635,-10.266534961532908,-1.7030074287789436,-1.6150954527366432,-16.73484949520089,4.688251796465945
face,220.0,0.1,20.0,computed,5.0,0.01,0.5401348932720943,269.4231419012354,3.0374278e-21,-1.7048249162334185e-20,-3.103544164548923e-20,-5.139702160077088e-21,-4.8834370285786125e-21,0.20055545713024664,-5.114474748700255e-20,1.3987192483155044e-20,-5.612725728767671,-10.217672217752543,-1.6921232366665928,-1.6077541097696584,-16.838177186303014,4.604946488984872
face,221.0,0.1,20.0,computed,5.0,0.01,0.5328532570039032,272.3579786564653,3.05123429e-21,-1.722960681940828e-20,-3.10286972966613e-20,-5.1320920007834905e-21,-4.8834370285786125e-21,0.19790988762249603,-5.168882045822484e-20,1.3799090477253018e-20,-5.646766253209707,-10.169228039404768,-1.6819724455782419,-1.6004792042955875,-16.94029875962912,4.522461786195061
face,222.0,0.1,20.0,computed,5.0,0.01,0.525574804309212,272.3579786564653,3.06504078e-21,-1.741082311752151e-20,-3.1021880999713866e-20,-5.124410705105622e-21,-4.8834370285786125e-21,0.19526446351767632,-5.2232469352564524e-20,1.3611057882192357e-20,-5.680453986495249,-10.121196821307501,-1.6718898941062772,-1.5932698385104724,-17.041361959485748,4.440742834812252
face,223.0,0.1,20.0,computed,5.0,0.01,0.5182963516145208,272.3579786564653,3.0788472700000002e-21,-1.7591905612792055e-20,-3.10149929186871e-20,-5.1165136720525956e-21,-4.8834370285786125e-21,0.1926190494708147,-5.277571683837617e-20,1.3423087305895048e-20,-5.713796128897311,-10.073573061221417,-1.6618276982776723,-1.5861251307144613,-17.141388386691933,4.359776932324105
face,224.0,0.1,20.0,computed,5.0,0.01,0.5110178989198296,272.3579786564653,3.0926537600000002e-21,-1.7772852821534838e-20,-3.1008033224846973e-20,-5.108391683350751e-21,-4.8834370285786125e-21,0.18997364601680083,-5.3318558464604514e-20,1.3235180403312135e-20,-5.746796829120256,-10.026351357497896,-1.6517826047720099,-1.5790442149523432,-17.240390487360767,4.2795545283776395
face,225.0,0.1,20.0,computed,5.0,0.01,0.5038140263502325,275.420414203295,3.1064602500000002e-21,-1.7952536416165675e-20,-3.100100209651909e-20,-5.101632492063864e-21,-4.8834370285786125e-21,0.18734450675013792,-5.3857609248497024e-20,1.3048465680353418e-20,-5.779097420018709,-9.979526406790201,-1.642265498830659,-1.572026240663666,-17.337292260056127,4.200428986771493
face,226.0,0.1,20.0,computed,5.0,0.01,0.49663119151762547,275.420414203295,3.1202667400000002e-21,-1.813176512618112e-20,-3.099389971892367e-20,-5.095134574032303e-21,-4.8834370285786125e-21,0.18471996385353937,-5.439529537854337e-20,1.2862134592742548e-20,-5.810966381092508,-9.933093001825757,-1.6329163493350258,-1.5650703723421453,-17.432899143277528,4.122126620733248
face,227.0,0.1,20.0,computed,5.0,0.01,0.4894483566850184,275.420414203295,3.1340732300000002e-21,-1.8310855527356743e-20,-3.098672628401225e-20,-5.08844593732189e-21,-4.8834370285786125e-21,0.18209543322327054,-5.493256658207023e-20,1.2675870756655507e-20,-5.84251042767011,-9.887046029237883,-1.6235887179068529,-1.5581757892040742,-17.52753128301033,4.044535601567774
face,228.0,0.1,20.0,computed,5.0,0.01,0.4822655218524113,275.420414203295,3.1478797200000003e-21,-1.8489806191294592e-20,-3.09794819903054e-20,-5.081558060273658e-21,-4.8834370285786125e-21,0.1794709154803675,-5.546941857388377e-20,1.2489675799010808e-20,-5.8737333811771535,-9.841380467454899,-1.6142796143029434,-1.55134168486546,-17.621200143531457,3.967647086277746
face,229.0,0.1,20.0,computed,5.0,0.01,0.4751559130371732,278.6110343330985,3.1616862100000003e-21,-1.86671767368808e-20,-3.0972167042732294e-20,-5.075424587821858e-21,-4.8834370285786125e-21,0.17686713855721561,-5.60015302106424e-20,1.2304990305851494e-20,-5.904183874363927,-9.796091384645123,-1.6052904212217372,-1.5445672670276194,-17.712551623091777,3.8919075102811966
face,230.0,0.1,20.0,computed,5.0,0.01,0.4681091910925307,278.6110343330985,3.1754927000000003e-21,-1.8843170474242174e-20,-3.096478165247145e-20,-5.0699447022753376e-21,-4.8834370285786125e-21,0.17428117645473568,-5.652951142272652e-20,1.2121611178229275e-20,-5.933936007550001,-9.751173936715851,-1.5965852172405677,-1.5378517571709776,-17.80180802265,3.81723792916585
face,231.0,0.1,20.0,computed,5.0,0.01,0.4610624691478882,278.6110343330985,3.1892991900000003e-21,-1.901902227890751e-20,-3.095732603679369e-20,-5.064297311315478e-21,-4.8834370285786125e-21,0.17169522913929636,-5.705706683672253e-20,1.1938303757886183e-20,-5.963386043724392,-9.706623365365006,-1.5879028619185387,-1.5311943902568175,-17.890158131173173,3.7432373216406147
face,232.0,0.1,20.0,computed,5.0,0.01,0.45401574720324567,278.6110343330985,3.2031056800000003e-21,-1.9194730788167238e-20,-3.09498004189058e-20,-5.0584746154502185e-21,-4.8834370285786125e-21,0.16910929732370344,-5.758419236450171e-20,1.175506963073856e-20,-5.9925374638801285,-9.66243499618339,-1.5792406248207889,-1.524594414436745,-17.977612391640385,3.669897532303261
face,233.0,0.1,20.0,computed,5.0,0.01,0.44700637344637134,281.93032276182885,3.2169121700000003e-21,-1.9369476686404564e-20,-3.0942205027796704e-20,-5.052801590061258e-21,-4.8834370285786125e-21,0.1665351673985628,-5.810843005921369e-20,1.157272834139214e-20,-6.021139422779007,-9.618604236806597,-1.570699267820314,-1.5180510907696345,-18.06341826833702,3.5974648140275893
face,234.0,0.1,20.0,computed,5.0,0.01,0.44013441363957134,281.93032276182885,3.2307186600000003e-21,-1.9541068716264088e-20,-3.093454009808494e-20,-5.0481948618520984e-21,-4.8834370285786125e-21,0.16400441693963594,-5.862320614879226e-20,1.1393471381820853e-20,-6.048520707855164,-9.575126575114695,-1.5625609634025197,-1.5115636929458327,-18.14556212356549,3.5266058672595313
face,235.0,0.1,20.0,computed,5.0,0.01,0.43326245383277134,281.93032276182885,3.2445251500000003e-21,-1.971251612588087e-20,-3.0926805869867713e-20,-5.043441999350368e-21,-4.8834370285786125e-21,0.16147368411076038,-5.913754837764261e-20,1.1214289743986843e-20,-6.075624387094324,-9.53199757747839,-1.5544468808788146,-1.5051315070184035,-18.22687316128297,3.4563731903840664
face,236.0,0.1,20.0,computed,5.0,0.01,0.42639049402597134,281.93032276182885,3.2583316400000004e-21,-1.9883817627384557e-20,-3.0919002588572053e-20,-5.0385359369976256e-21,-4.8834370285786125e-21,0.15894296972109476,-5.965145288215367e-20,1.1035184961187496e-20,-6.1024535941297104,-9.489212887050396,-1.5463545438848039,-1.498753831141207,-18.307360782389132,3.3867592929206847
face,237.0,0.1,20.0,computed,5.0,0.01,0.41951853421917135,281.93032276182885,3.2721381300000004e-21,-2.0054971942659338e-20,-3.091113050480739e-20,-5.0334691462834494e-21,-4.8834370285786125e-21,0.15641227460760207,-6.016491582797801e-20,1.0856158562148054e-20,-6.1290114126873165,-9.446768222100511,-1.5382813763682552,-1.492429975313607,-18.38703423806195,3.3177568094131935
face,238.0,0.1,20.0,computed,5.0,0.01,0.41281649552987165,285.37867739786907,3.2859446200000004e-21,-2.0222040241304734e-20,-3.090318987422034e-20,-5.0293458089395015e-21,-4.8834370285786125e-21,0.15393839681375343,-6.06661207239142e-20,1.0681149632915605e-20,-6.154102573190881,-9.404659374393333,-1.5305631684503256,-1.486159261131617,-18.462307719572642,3.250556801202451
face,239.0,0.1,20.0,computed,5.0,0.01,0.40615540622685214,285.37867739786907,3.2997511100000004e-21,-2.038801296152074e-20,-3.089518095735076e-20,-5.0253591237805e-21,-4.8834370285786125e-21,0.1514782274262682,-6.116403888456222e-20,1.050716799583002e-20,-6.1786517473194325,-9.362882207607093,-1.5229509609227767,-1.4799410215452922,-18.5359552419583,3.1842304602876603
face,240.0,0.1,20.0,computed,5.0,0.01,0.39949431692383264,285.37867739786907,3.3135576e-21,-2.0553838138524185e-20,-3.0887104019490313e-20,-5.0212394922203e-21,-4.8834370285786125e-21,0.14901807974789372,-6.166151441557256e-20,1.0333265880966128e-20,-6.202951817866146,-9.32143265579277,-1.5153620665052872,-1.473774600622187,-18.60885545359844,3.1184808379266227
face,241.0,0.1,20.0,computed,5.0,0.01,0.39283322762081313,285.37867739786907,3.32736409e-21,-2.0719514576909578e-20,-3.08789593305421e-20,-5.016980151329074e-21,-4.8834370285786125e-21,0.14655795471697786,-6.215854373072873e-20,1.015944475363252e-20,-6.227005526440474,-9.280306721871876,-1.507794162474439,-1.4676593533167008,-18.68101657932142,3.053301195431402
face,242.0,0.1,20.0,computed,5.0,0.01,0.386248426570601,288.9564258944769,3.34117058e-21,-2.0883213212476644e-20,-3.087074716488294e-20,-5.012948749798113e-21,-4.8834370285786125e-21,0.14412424531658183,-6.264963963742993e-20,9.987533952406296e-21,-6.2502684949646135,-9.239500476172317,-1.5003570245126823,-1.461594645245144,-18.75080548489384,2.9892319812077046
face,243.0,0.1,20.0,computed,5.0,0.01,0.3798311427246744,288.9564258944769,3.35497707e-21,-2.1042749659670747e-20,-3.086246780122704e-20,-5.009616265369044e-21,-4.8834370285786125e-21,0.14174851310202968,-6.312824897901224e-20,9.819718141556294e-21,-6.272099397588653,-9.199010055000775,-1.4931894200305351,-1.4555798524663575,-18.81629819276596,2.926910657412122
face,244.0,0.1,20.0,computed,5.0,0.01,0.3734138588787478,288.9564258944769,3.36878356e-21,-2.1202137916750092e-20,-3.085412152249161e-20,-5.0061692404751e-21,-4.8834370285786125e-21,0.13937280619526787,-6.360641375025028e-20,9.651983605741518e-21,-6.293707369181679,-9.158831659250797,-1.4860465658634063,-1.4496143612677248,-18.88112210754504,2.8651242900691187
face,245.0,0.1,20.0,computed,5.0,0.01,0.3669965750328212,288.9564258944769,3.38259005e-21,-2.136137687713978e-20,-3.0845708615664473e-20,-5.002601666569676e-21,-4.8834370285786125e-21,0.13699712563779884,-6.408413063141935e-20,9.484331738524693e-21,-6.315094812373075,-9.118961553045564,-1.4789263826308705,-1.4436975679564281,-18.945284437119227,2.8038667406724893
face,246.0,0.1,20.0,computed,5.0,0.01,0.36057929118689463,288.9564258944769,3.39639654e-21,-2.152046544415109e-20,-3.083722937167365e-20,-4.998907107366138e-21,-4.8834370285786125e-21,0.13462147250255707,-6.456139633245327e-20,9.316763927522559e-21,-6.336264093635865,-9.079396062414327,-1.4718266988242008,-1.4378288786557922,-19.008792280907596,2.7431319687784628
face,247.0,0.1,20.0,computed,5.0,0.01,0.3543622983751449,292.66384032120993,3.4102030300000005e-21,-2.1674503412506916e-20,-3.082868408525868e-20,-4.995855043550888e-21,-4.8834370285786125e-21,0.1323166878422063,-6.502351023752075e-20,9.154180672751764e-21,-6.355780937918794,-9.040131574001526,-1.4649729061881946,-1.4320077091065782,-19.067342813756383,2.684350636082733
face,248.0,0.1,20.0,computed,5.0,0.01,0.3482180317927913,292.66384032120993,3.42400952e-21,-2.1826614016100972e-20,-3.082007305484414e-20,-4.992981354737217e-21,-4.8834370285786125e-21,0.1300376546475487,-6.547984204830291e-20,8.99345903874317e-21,-6.374577491274315,-9.001164533807762,-1.4582264814313999,-1.4262334844730842,-19.123732473822944,2.6265870425334477
face,249.0,0.1,20.0,computed,5.0,0.01,0.3420737652104378,292.66384032120993,3.4378160100000005e-21,-2.1978575746743576e-20,-3.081139658241446e-20,-4.990004432574824e-21,-4.8834370285786125e-21,0.12775865182603957,-6.593572724023072e-20,8.832820835670882e-21,-6.393179763783685,-8.962491445961488,-1.451504216066183,-1.420505639153915,-19.179539291351055,2.569311682177802
face,250.0,0.1,20.0,computed,5.0,0.01,0.33592949862808424,292.66384032120993,3.4516225e-21,-2.2130387600976806e-20,-3.080265497339148e-20,-4.986918612542879e-21,-4.8834370285786125e-21,0.1254796805551774,-6.639116280293041e-20,8.672267372414677e-21,-6.4115897960964165,-8.924108871520996,-1.4448041790615511,-1.4148236165972994,-19.234769388289248,2.5125190754245796
face,251.0,0.1,20.0,computed,5.0,0.01,0.32980506926950365,296.50115083114173,3.4654289900000005e-21,-2.228155666270861e-20,-3.0793848536513506e-20,-4.983778689318435e-21,-4.8834370285786125e-21,0.12320786376065007,-6.684466998812583e-20,8.512291873804896e-21,-6.4296676477877,-8.886013427305432,-1.4381419165418923,-1.409186869120816,-19.2890029433631,2.4563457795177315
