assembly,temperature_K,volume_fraction,escape_length_nm,p_free,p_bound,kBT_J,p_face,p_tip,U_total_per_NC_J,U_total_per_NC_kBT
dimer,190.0,0.0001,0.5,0.8523884965646804,0.14761150343531962,2.6232331e-21,0.1475574823647071,5.402107061253724e-05,-2.3024063013708828e-21,-0.8776979450933593
dimer,192.0,0.0001,0.5,0.8673022893375111,0.132697710662489,2.65084608e-21,0.13264453170020682,5.3178962282170415e-05,-2.0691214877104997e-21,-0.7805513504995731
dimer,194.0,0.0001,0.5,0.880647478982783,0.11935252101721694,2.6784590600000002e-21,0.11930022950902924,5.229150818769139e-05,-1.8604156069678914e-21,-0.6945842983942757
dimer,196.0,0.0001,0.5,0.8925755284476158,0.10742447155238433,2.7060720400000002e-21,0.1073730986228513,5.137292953302648e-05,-1.6739110354811512e-21,-0.6185759324726444
dimer,198.0,0.0001,0.5,0.9032291724516195,0.09677082754838048,2.7336850200000003e-21,0.09672039238088823,5.043516749226606e-05,-1.5073678869579186e-21,-0.5514051091950303
dimer,200.0,0.0001,0.5,0.9127409645770573,0.08725903542294268,2.7612980000000003e-21,0.08720954729769767,4.948812524500537e-05,-1.3587066275665326e-21,-0.4920536021706214
dimer,202.0,0.0001,0.5,0.9212326004941342,0.07876739950586577,2.7889109800000003e-21,0.07871885958982971,4.85399160360592e-05,-1.226018542079674e-21,-0.4396047600198676
dimer,204.0,0.0001,0.5,0.9288148018773882,0.07118519812261191,2.8165239600000003e-21,0.0711376010192225,4.759710338941815e-05,-1.1075674296330298e-21,-0.3932391292822624
dimer,206.0,0.0001,0.5,0.9355875878707733,0.06441241212922677,2.8441369400000004e-21,0.06436574720422811,4.666492499866186e-05,-1.0017852429306207e-21,-0.35222820281312495
dimer,208.0,0.0001,0.5,0.941640799721494,0.05835920027850605,2.8717499200000004e-21,0.058313452782757354,4.574749574870103e-05,-9.072637761282341e-22,-0.31592715292153084
dimer,210.0,0.0001,0.5,0.947054777488651,0.05294522251134908,2.8993629e-21,0.05290037452328822,4.484798806086224e-05,-8.227439843380273e-22,-0.2837671628956925
dimer,212.0,0.0001,0.5,0.9519011150338067,0.048098884966193245,2.92697588e-21,0.04805491617662993,4.3968789563318416e-05,-7.471040895411757e-22,-0.2552477779697917
dimer,214.0,0.0001,0.5,0.9562434411174751,0.043756558882524936,2.95458886e-21,0.04371344724331404,4.311163921089724e-05,-6.793472888414008e-22,-0.22992955061822062
dimer,216.0,0.0001,0.5,0.9601381910528438,0.03986180894715614,2.98220184e-21,0.03981953120354658,4.227774360955364e-05,-6.185896204705803e-22,-0.20742714734244155
dimer,218.0,0.0001,0.5,0.963635345835841,0.036364654164159065,3.00981482e-21,0.03632318628856377,4.1467875595290996e-05,-5.640483476997975e-22,-0.18740300697296636
dimer,220.0,0.0001,0.5,0.9667791247977899,0.033220875202210044,3.0374278e-21,0.03318019274501962,4.068245719042282e-05,-5.150310779418816e-22,-0.1695615869262412
