assembly,temperature_K,volume_fraction,escape_length_nm,p_free,p_bound,kBT_J,p_face,p_tip,U_total_per_NC_J,U_total_per_NC_kBT
dimer,590.0,0.001,0.5,0.9990929446835641,0.0009070553164359626,8.1458291e-21,0.0007644888253132033,0.00014256649112275938,-1.0166490906483445e-23,-0.001248060913343179
dimer,592.0,0.001,0.5,0.9991013204329575,0.0008986795670424192,8.17344208e-21,0.0007562904423468193,0.0001423891246955999,-1.0047319569400112e-23,-0.0012292641791620932
dimer,594.0,0.001,0.5,0.9991095426763316,0.0008904573236683813,8.201055060000001e-21,0.0007482436323384438,0.00014221369132993753,-9.930385350057325e-24,-0.001210866806454208
dimer,596.0,0.001,0.5,0.9991176150888549,0.0008823849111451338,8.22866804e-21,0.0007403447488810802,0.00014204016226405353,-9.81563374588462e-24,-0.0011928581513035031
dimer,598.0,0.001,0.5,0.9991255412387882,0.0008744587612118724,8.256281020000001e-21,0.0007325902519345617,0.0001418685092773106,-9.703011858956068e-24,-0.001175227906541881
dimer,600.0,0.001,0.5,0.9991333245911106,0.000866675408889287,8.283894e-21,0.000724976704211397,0.00014169870467789,-9.592468341090264e-24,-0.0011579660895093857
dimer,602.0,0.001,0.5,0.9991409685110072,0.0008590314889928305,8.311506980000001e-21,0.0007175007677019793,0.0001415307212908512,-9.483953341078447e-24,-0.0011410630303144431
dimer,604.0,0.001,0.5,0.9991484762672204,0.0008515237327796821,8.33911996e-21,0.0007101592003331767,0.00014136453244650534,-9.377418453949205e-24,-0.0011245093605715686
dimer,606.0,0.001,0.5,0.9991558510352763,0.0008441489647236956,8.366732940000001e-21,0.0007029488527546016,0.000141200111969094,-9.27281667218206e-24,-0.0011082960025950177
dimer,608.0,0.001,0.5,0.999163095900587,0.0008369040994128805,8.39434592e-21,0.0006958666652471174,0.00014103743416576302,-9.170102338786771e-24,-0.0010924141590279819
dimer,610.0,0.001,0.5,0.9991702138614358,0.0008297861385642157,8.421958900000001e-21,0.000688909664748393,0.00014087647381582266,-9.069231102168698e-24,-0.0010768553028878704
dimer,612.0,0.001,0.5,0.9991772078318492,0.0008227921681508699,8.44957188e-21,0.0006820749619905832,0.00014071720616028673,-8.970159872704756e-24,-0.0010616111680092312
dimer,614.0,0.001,0.5,0.9991840806443628,0.0008159193556370781,8.477184860000001e-21,0.0006753597487453972,0.0001405596068916808,-8.872846780957471e-24,-0.0010466737398666884
dimer,616.0,0.001,0.5,0.9991908350526838,0.0008091649473162027,8.50479784e-21,0.0006687612951720886,0.0001404036521441141,-8.777251137458656e-24,-0.001032035246761216
dimer,618.0,0.001,0.5,0.9991974737342524,0.0008025262657476511,8.532410820000001e-21,0.0006622769472640471,0.00014024931848360397,-8.683333393996606e-24,-0.0010176881513537584
dimer,620.0,0.001,0.5,0.9992039992927113,0.0007960007072885921,8.5600238e-21,0.0006559041243899427,0.00014009658289864944,-8.591055106344592e-24,-0.001003625142531098
dimer,622.0,0.001,0.5,0.9992104142602835,0.0007895857397165163,8.587636780000001e-21,0.000649640316925473,0.00013994542279104338,-8.50037889837055e-24,-0.000989839127589482
dimer,624.0,0.001,0.5,0.9992167211000611,0.0007832788999389401,8.61524976e-21,0.0006434830839720223,0.00013979581596691777,-8.411268427471106e-24,-0.0009763232247222866
dimer,626.0,0.001,0.5,0.9992229222082134,0.0007770777917866738,8.642862740000001e-21,0.0006374300511586576,0.00013964774062801607,-8.323688351275378e-24,-0.0009630707557986021
dimer,628.0,0.001,0.5,0.9992290199161128,0.0007709800838872505,8.67047572e-21,0.0006314789085240665,0.000139501175363184,-8.237604295566626e-24,-0.0009500752394202686
dimer,630.0,0.001,0.5,0.9992350164923847,0.0007649835076152659,8.698088700000001e-21,0.0006256274084751898,0.00013935609914007607,-8.152982823372001e-24,-0.0009373303842454492
dimer,632.0,0.001,0.5,0.9992409141448835,0.0007590858551165273,8.72570168e-21,0.0006198733638194613,0.00013921249129706612,-8.069791405173093e-24,-0.0009248300825674219
dimer,634.0,0.001,0.5,0.9992467150225969,0.0007532849774030297,8.753314660000001e-21,0.0006142146458676665,0.0001390703315353633,-7.987998390191802e-24,-0.0009125684041377533
dimer,636.0,0.001,0.5,0.999252421217484,0.0007475787825159416,8.78092764e-21,0.0006086491826046215,0.00013892959991132015,-7.907572978708425e-24,-0.0009005395902235705
dimer,638.0,0.001,0.5,0.9992580347662461,0.0007419652337538714,8.808540620000001e-21,0.0006031749569249373,0.00013879027682893414,-7.828485195370391e-24,-0.0008887380478890713
dimer,640.0,0.001,0.5,0.9992635576520361,0.0007364423479638329,8.8361536e-21,0.0005977900049313015,0.0001386523430325314,-7.750705863452258e-24,-0.000877158344491913
dimer,642.0,0.001,0.5,0.9992689918061075,0.000731008193892423,8.86376658e-21,0.0005924924142927908,0.00013851577959963214,-7.674206580029004e-24,-0.0008657952023855082
dimer,644.0,0.001,0.5,0.9992743391094051,0.0007256608905948528,8.89137956e-21,0.0005872803226608629,0.00013838056793398984,-7.59895969202658e-24,-0.0008546434938187003
dimer,646.0,0.001,0.5,0.9992796013941004,0.000720398605899546,8.91899254e-21,0.0005821519161407458,0.0001382466897588002,-7.524938273115081e-24,-0.0008436982360246576
dimer,648.0,0.001,0.5,0.9992847804450737,0.0007152195549261506,8.94660552e-21,0.0005771054278160747,0.00013811412711007594,-7.452116101411407e-24,-0.000832954586491191
dimer,650.0,0.001,0.5,0.999289878001345,0.000710121998654877,8.9742185e-21,0.0005721391363246962,0.00013798286233018082,-7.380467637959858e-24,-0.0008224078384050776
dimer,652.0,0.001,0.5,0.9992948957574548,0.0007051042425451799,9.00183148e-21,0.0005672513644836584,0.0001378528780615216,-7.309968005960286e-24,-0.0008120534162632741
dimer,654.0,0.001,0.5,0.9992998353647982,0.000700164635201879,9.02944446e-21,0.0005624404779614892,0.00013772415724038983,-7.24059297071487e-24,-0.0008018868716442462
dimer,656.0,0.001,0.5,0.999304698432913,0.0006953015670868957,9.057057440000001e-21,0.000557704883995943,0.00013759668309095273,-7.172318920265667e-24,-0.0007919038791329192
dimer,658.0,0.001,0.5,0.9993094865307253,0.0006905134692748645,9.08467042e-21,0.0005530430301554773,0.0001374704391193872,-7.105122846696538e-24,-0.0007821002323930798
dimer,660.0,0.001,0.5,0.9993142011877492,0.0006857988122509409,9.112283400000001e-21,0.0005484534031427877,0.00013734540910815326,-7.038982328073758e-24,-0.0007724718403812767
dimer,662.0,0.001,0.5,0.9993188438952509,0.0006811561047492125,9.13989638e-21,0.0005439345276388089,0.00013722157711040355,-6.973875511001187e-24,-0.0007630147236965926
dimer,664.0,0.001,0.5,0.9993234161073697,0.000676583892630175,9.167509360000001e-21,0.0005394849651856494,0.00013709892744452563,-6.909781093766442e-24,-0.0007537250110608495
dimer,666.0,0.001,0.5,0.9993279192422042,0.0006720807577958026,9.19512234e-21,0.0005351033131069905,0.000136977444688812,-6.846678310055842e-24,-0.0007445989359240914
dimer,668.0,0.001,0.5,0.9993323546828592,0.0006676453171408066,9.222735320000001e-21,0.0005307882034645502,0.00013685711367625628,-6.784546913216572e-24,-0.0007356328331903784
dimer,670.0,0.001,0.5,0.9993367237784612,0.0006632762215387241,9.2503483e-21,0.0005265383020492542,0.0001367379194894698,-6.723367161045651e-24,-0.0007268231360591742
dimer,672.0,0.001,0.5,0.9993410278451383,0.0006589721548615557,9.277961280000001e-21,0.0005223523074058367,0.0001366198474557191,-6.663119801085845e-24,-0.0007181663729777761
dimer,674.0,0.001,0.5,0.9993452681669683,0.0006547318330316917,9.30557426e-21,0.0005182289498896157,0.00013650288314207598,-6.6037860564097844e-24,-0.0007096591647004689
dimer,676.0,0.001,0.5,0.999349445996895,0.0006505540031049511,9.333187240000001e-21,0.0005141669907542682,0.000136387012350683,-6.54534761187405e-24,-0.0007012982214502373
dimer,678.0,0.001,0.5,0.9993535625576165,0.0006464374423835834,9.36080022e-21,0.0005101652212694581,0.00013627222111412535,-6.48778660082599e-24,-0.0006930803401790782
dimer,680.0,0.001,0.5,0.9993576190424419,0.0006423809575581334,9.388413200000001e-21,0.0005062224618672215,0.0001361584956909118,-6.431085592246425e-24,-0.0006850024019230879
dimer,682.0,0.001,0.5,0.9993616166161228,0.0006383833838771268,9.41602618e-21,0.0005023375613160691,0.00013604582256105765,-6.3752275783124674e-24,-0.0006770613692487064
dimer,684.0,0.001,0.5,0.9993655564156564,0.0006344435843435584,9.443639160000001e-21,0.0004985093959217889,0.00013593418842176955,-6.320195962364917e-24,-0.0006692542837866029
dimer,686.0,0.001,0.5,0.9993694395510628,0.0006305604489372154,9.47125214e-21,0.0004947368687539869,0.00013582358018322845,-6.265974547265657e-24,-0.0006615782638498796
dimer,688.0,0.001,0.5,0.999373267106138,0.0006267328938619021,9.498865120000001e-21,0.000491018908897434,0.00013571398496446817,-6.212547524130796e-24,-0.0006540305021333744
dimer,690.0,0.001,0.5,0.9993770401391833,0.0006229598608166876,9.5264781e-21,0.00048735447072733977,0.0001356053900893479,-6.159899461426121e-24,-0.0006466082634910083
dimer,692.0,0.001,0.5,0.9993807596837097,0.0006192403162902926,9.554091080000001e-21,0.00048374253320767783,0.00013549778308261478,-6.1080152944116924e-24,-0.0006393088827882193
dimer,694.0,0.001,0.5,0.9993844267491223,0.0006155732508778113,9.58170406e-21,0.00048018209921175606,0.00013539115166605513,-6.0568803149231966e-24,-0.0006321297628266758
dimer,696.0,0.001,0.5,0.9993880423213811,0.000611957678618972,9.609317040000001e-21,0.00047667219486423893,0.00013528548375473317,-6.006480161477926e-24,-0.0006250683723385533
dimer,698.0,0.001,0.5,0.9993916073636429,0.0006083926363571697,9.63693002e-21,0.0004732118689038576,0.00013518076745331207,-5.956800809693962e-24,-0.0006181222440477949
dimer,700.0,0.001,0.5,0.9993951228168816,0.0006048771831185428,9.664543000000001e-21,0.0004698001920660843,0.00013507699105245847,-5.907828563011345e-24,-0.0006112889727958522
dimer,120.0,0.01,0.5,5.457715128698584e-05,0.999945422848713,1.6567788e-21,0.9999422744617444,3.14838696857924e-06,-1.5681533558847397e-20,-9.465073767751855
dimer,122.0,0.01,0.5,7.443576670561741e-05,0.9999255642332944,1.68439178e-21,0.9999217143541953,3.8498790990823205e-06,-1.5680589309617486e-20,-9.30934803636805
dimer,124.0,0.01,0.5,0.00010050704827522513,0.9998994929517248,1.71200476e-21,0.9998948127795394,4.680172185408245e-06,-1.5679483192153476e-20,-9.158551166734767
dimer,126.0,0.01,0.5,0.00013441927991329379,0.9998655807200867,1.73961774e-21,0.9998599228253544,5.657894732234143e-06,-1.5678185840735805e-20,-9.012431570590792
dimer,128.0,0.01,0.5,0.00017814344786697603,0.9998218565521331,1.76723072e-21,0.9998150529283866,6.80362374648026e-06,-1.567666250342935e-20,-8.870750336113073
dimer,130.0,0.01,0.5,0.00023404658861362433,0.9997659534113864,1.7948437e-21,0.9997578134113599,8.140000026474618e-06,-1.5674872218204393e-20,-8.733279793780591
dimer,132.0,0.01,0.5,0.00030495000129245086,0.9996950499987075,1.82245668e-21,0.9996853581575886,9.691841118968415e-06,-1.567276691314664e-20,-8.599802170961144
dimer,134.0,0.01,0.5,0.00039419224205121503,0.9996058077579488,1.8500696600000002e-21,0.9995943215073895,1.1486250559330304e-05,-1.567029043219078e-20,-8.470108326726885
dimer,136.0,0.01,0.5,0.0005056967254901286,0.9994943032745098,1.8776826400000002e-21,0.9994807505527108,1.3552721799050735e-05,-1.5667377489289526e-20,-8.343996560190558
dimer,138.0,0.01,0.5,0.000644043654830965,0.999355956345169,1.9052956200000002e-21,0.9993400331101834,1.5923234985691116e-05,-1.5663952555583287e-20,-8.221271487299848
dimer,140.0,0.01,0.5,0.0008145458865897238,0.9991854541134103,1.9329086000000003e-21,0.9991668217689185,1.8632344491912444e-05,-1.565992868598083e-20,-8.101742982560493
dimer,142.0,0.01,0.5,0.0010233282062973189,0.9989766717937026,1.9605215800000003e-21,0.9989549545389115,2.171725479119497e-05,-1.565520629361422e-20,-7.985225183603548
dimer,144.0,0.01,0.5,0.0012774093480083413,0.9987225906519916,1.9881345600000003e-21,0.9986973727700434,2.5217881948320963e-05,-1.564967188290818e-20,-7.871535557889089
dimer,146.0,0.01,0.5,0.0015847859307567289,0.9984152140692433,2.01574754e-21,0.9983860371716092,2.9176897634006418e-05,-1.5643196754524062e-20,-7.76049403216638
dimer,148.0,0.01,0.5,0.0019545173086481563,0.9980454826913518,2.04336052e-21,0.9980118429391635,3.363975218843489e-05,-1.5635635698218843e-20,-7.651922186604076
dimer,150.0,0.01,0.5,0.0023968101370579423,0.997603189862942,2.0709735e-21,0.9975645351900888,3.865467285333709e-05,-1.5626825692708484e-20,-7.545642516772177
dimer,152.0,0.01,0.5,0.0029231012450119174,0.9970768987549881,2.09858648e-21,0.9970326261221131,4.4272632874994814e-05,-1.5616584634952846e-20,-7.441477767908257
dimer,154.0,0.01,0.5,0.003546137173532296,0.9964538628264678,2.12619946e-21,0.9964033155397048,5.054728676282524e-05,-1.5604710124874178e-20,-7.339250347130733
dimer,156.0,0.01,0.5,0.004280048492772753,0.9957199515072273,2.15381244e-21,0.9956624166406416,5.753486658571648e-05,-1.559097833536721e-20,-7.2387818204667855
dimer,158.0,0.01,0.5,0.005140416749691772,0.9948595832503082,2.18142542e-21,0.994794289216487,6.529403382128497e-05,-1.5575143001509076e-20,-7.139892502723781
dimer,160.0,0.01,0.5,0.0061443316270378065,0.9938556683729622,2.2090384e-21,0.9937817826919952,7.388568096700172e-05,-1.5556934567068834e-20,-7.042401149327613
dimer,162.0,0.01,0.5,0.007310435619822841,0.9926895643801772,2.23665138e-21,0.9926061917032698,8.337267690742595e-05,-1.5536059530640132e-20,-6.946124760238733
dimer,164.0,0.01,0.5,0.008658953265981716,0.9913410467340182,2.2642643600000002e-21,0.9912472271840733,9.38195499449289e-05,-1.5512200037848478e-20,-6.850878506893284
dimer,166.0,0.01,0.5,0.01021170171512141,0.9897882982848786,2.2918773400000002e-21,0.9896830061823946,0.00010529210248409529,-1.5485013769923035e-20,-6.756475793736428
dimer,168.0,0.01,0.5,0.011992079197868925,0.9880079208021311,2.3194903200000002e-21,0.987890063850472,0.00011785695165916024,-1.5454134182246486e-20,-6.66272846624619
dimer,170.0,0.01,0.5,0.014025027786377658,0.9859749722136223,2.3471033000000003e-21,0.9858433912228625,0.0001315809907598604,-1.5419171149017607e-20,-6.569447177300464
dimer,172.0,0.01,0.5,0.016336966735463695,0.9836630332645363,2.3747162800000003e-21,0.9835165024973399,0.0001465307671964185,-1.5379712071547903e-20,-6.476441923221203
dimer,174.0,0.01,0.5,0.018955692688163352,0.9810443073118367,2.4023292600000003e-21,0.9808815355378359,0.00016277177400076732,-1.533532350757879e-20,-6.38352275973144
dimer,176.0,0.01,0.5,0.021910243146371484,0.9780897568536285,2.42994224e-21,0.9779093892000924,0.00018036765353607876,-1.5285553376930297e-20,-6.29050070627617
dimer,178.0,0.01,0.5,0.025230719875394474,0.9747692801246055,2.45755522e-21,0.9745699008103869,0.00019937931421875924,-1.522993379432859e-20,-6.197188844582134
dimer,180.0,0.01,0.5,0.02894806935968206,0.9710519306403179,2.4851682e-21,0.9708320666766472,0.00021986396367056866,-1.5167984572963813e-20,-6.103403613873626
dimer,182.0,0.01,0.5,0.03309381808284486,0.9669061819171552,2.51278118e-21,0.9666643078523384,0.00024187406481682817,-1.5099217431782996e-20,-6.008966300751662
dimer,184.0,0.01,0.5,0.0376997612911393,0.9623002387088607,2.54039416e-21,0.9620347824838553,0.00026545622500547195,-1.5023140925385017e-20,-5.913704716351976
dimer,186.0,0.01,0.5,0.04279760503140956,0.9572023949685905,2.56800714e-21,0.9569117449364082,0.0002906500321821883,-1.4939266097424893e-20,-5.817455047038885
dimer,188.0,0.01,0.5,0.048418562636684016,0.951581437363316,2.59562012e-21,0.9512639505068969,0.00031748685641901813,-1.4847112836600422e-20,-5.720063857649717
dimer,190.0,0.01,0.5,0.05459290845555703,0.9454070915444429,2.6232331e-21,0.9450611029049308,0.00034598863951205863,-1.4746216888756476e-20,-5.621390218336478
dimer,192.0,0.01,0.5,0.06134949345755411,0.938650506542446,2.65084608e-21,0.9382743398427015,0.00037616669974451395,-1.4636137449855313e-20,-5.521307917604674
dimer,194.0,0.01,0.5,0.06871522934751136,0.9312847706524886,2.6784590600000002e-21,0.9308767500694746,0.0004080205830140952,-1.4516465233302228e-20,-5.419707715563226
dimer,196.0,0.01,0.5,0.07671454991653201,0.923285450083468,2.7060720400000002e-21,0.9228439130884001,0.0004415369950679908,-1.4386830872519154e-20,-5.316499583107608
dimer,198.0,0.01,0.5,0.08536886045126243,0.9146311395487375,2.7336850200000003e-21,0.9141544506964724,0.0004766888522651138,-1.4246913487209986e-20,-5.211614865274414
dimer,200.0,0.01,0.5,0.09469598800187831,0.9053040119981217,2.7612980000000003e-21,0.9047905775083476,0.000513434489774217,-1.409644921127571e-20,-5.105008300906208
dimer,202.0,0.01,0.5,0.10470964704032558,0.8952903529596744,2.7889109800000003e-21,0.8947386358935636,0.0005517170661108363,-1.393523945387934e-20,-4.996659826653677
dimer,204.0,0.01,0.5,0.11541893638243005,0.8845810636175699,2.8165239600000003e-21,0.8839895994164194,0.000591464201150447,-1.376315864493959e-20,-4.886576091807714
dimer,206.0,0.01,0.5,0.12682788405908804,0.8731721159409119,2.8441369400000004e-21,0.872539528059875,0.0006325878810369382,-1.3580161204539126e-20,-4.774791612016799
dimer,208.0,0.01,0.5,0.13893505697370692,0.8610649430262931,2.8717499200000004e-21,0.8603899583686476,0.0006749846576454701,-1.338628747435735e-20,-4.661369495000229
dimer,210.0,0.01,0.5,0.15173325157175907,0.8482667484282409,2.8993629e-21,0.8475482122657424,0.0007185361624985419,-1.3181668359854643e-20,-4.5464016801258795
dimer,212.0,0.01,0.5,0.165209280309125,0.834790719690875,2.92697588e-21,0.8340276097454096,0.0007631099454654196,-1.2966528455502248e-20,-4.430008646160162
dimer,214.0,0.01,0.5,0.17934386642488748,0.8206561335751125,2.95458886e-21,0.8198475729375658,0.00080856063754661,-1.2741187462023485e-20,-4.3123385573258695
dimer,216.0,0.01,0.5,0.19411165644678122,0.8058883435532188,2.98220184e-21,0.8050336121281638,0.0008547314250549488,-1.2506059753613261e-20,-4.193565836446959
dimer,218.0,0.01,0.5,0.20948135609189172,0.7905186439081083,3.00981482e-21,0.7896171880979318,0.0009014558101764817,-1.2261652012676697e-20,-4.073889174576094
dimer,220.0,0.01,0.5,0.22541599094031825,0.7745840090596817,3.0374278e-21,0.7736354494387462,0.0009485596209355804,-1.2008558917075507e-20,-3.9535290080230077
dimer,222.0,0.01,0.5,0.24187328867590668,0.7581267113240934,3.06504078e-21,0.7571308481013549,0.0009958632227384822,-1.1747456936702224e-20,-3.832724514909137
dimer,224.0,0.01,0.5,0.2588061750629593,0.7411938249370408,3.0926537600000002e-21,0.7401506410624052,0.0010431838746354802,-1.1479096368370909e-20,-3.711730202986224
dimer,226.0,0.01,0.5,0.27616337143464137,0.7238366285653586,3.1202667400000002e-21,0.722746290398522,0.001090338166836646,-1.1204291806236291e-20,-3.5908121772423502
dimer,228.0,0.01,0.5,0.2938900775746786,0.7061099224253214,3.1478797200000003e-21,0.7049727779530228,0.0011371444722986094,-1.0923911305075992e-20,-3.4702441887061655
dimer,230.0,0.01,0.5,0.3119287207161546,0.6880712792838455,3.1754927000000003e-21,0.6868878539392133,0.0011834253446321476,-1.0638864542122148e-20,-3.350303574031881
dimer,232.0,0.01,0.5,0.33021974914596197,0.669780250854038,3.2031056800000003e-21,0.6685512410568392,0.0012290097971989428,-1.0350090316859044e-20,-3.2312671984207038
dimer,234.0,0.01,0.5,0.3487024477103697,0.6512975522896304,3.2307186600000003e-21,0.650023816885749,0.0012737354038814025,-1.00585437455147e-20,-3.113407512096612
dimer,236.0,0.01,0.5,0.36731575240946457,0.6326842475905354,3.2583316400000004e-21,0.6313667974203125,0.001317450170222921,-9.765183507272254e-21,-2.9969888231733997
dimer,238.0,0.01,0.5,0.3859990422118427,0.6140009577881572,3.2859446200000004e-21,0.6126409436542766,0.0013600141338806916,-9.47095948312373e-21,-2.882263877935876
dimer,240.0,0.01,0.5,0.4046928881104863,0.5953071118895136,3.3135576e-21,0.5939058112245854,0.0014013006649281992,-9.176801097509534e-21,-2.7694708242010138
dimer,242.0,0.01,0.5,0.42333974211232417,0.5766602578876758,3.34117058e-21,0.5752190604389188,0.0014411974487570274,-8.88360663005403e-21,-2.6588306156024
dimer,244.0,0.01,0.5,0.4418845521028523,0.5581154478971476,3.36878356e-21,0.5566358407507104,0.0014796071464371768,-8.592233713070372e-21,-2.550544895520201
dimer,246.0,0.01,0.5,0.4602752921276055,0.5397247078723945,3.39639654e-21,0.538208260133645,0.0015164477387494273,-8.3034911736215e-21,-2.444794380111311
dimer,248.0,0.01,0.5,0.4784634013573037,0.5215365986426963,3.42400952e-21,0.5199849460725332,0.001551652570163126,-8.018132320347429e-21,-2.34173774153158
dimer,250.0,0.01,0.5,0.49640412864290406,0.5035958713570959,3.4516225e-21,0.5020107012396945,0.0015851701174014695,-7.736849718277245e-21,-2.241510975860554
dimer,252.0,0.01,0.5,0.5140567829409123,0.48594321705908783,3.47923548e-21,0.4843262535454157,0.001616963513672084,-7.46027144222562e-21,-2.144227226098999
dimer,254.0,0.01,0.5,0.5313848928584203,0.46861510714157967,3.50684846e-21,0.4669680972775257,0.0016470098640539875,-7.188958753275432e-21,-2.04997701933075
dimer,256.0,0.01,0.5,0.5483562810361559,0.45164371896384414,3.53446144e-21,0.44996841957387423,0.0016752993899699442,-6.923405104721143e-21,-1.9588288689099809
dimer,258.0,0.01,0.5,0.5649430610053737,0.4350569389946263,3.56207442e-21,0.4333551045533317,0.0017018344412946078,-6.664036354442255e-21,-1.870830187327264
dimer,260.0,0.01,0.5,0.5811215655103444,0.41887843448965556,3.5896874e-21,0.4171518060759606,0.0017266284136949327,-6.411212040113607e-21,-1.7860084530239615
dimer,262.0,0.01,0.5,0.596872216106298,0.403127783893702,3.61730038e-21,0.4013780792871404,0.0017497046065616288,-6.165227561525509e-21,-1.7043725745345781
dimer,264.0,0.01,0.5,0.6121793441730803,0.38782065582691977,3.64491336e-21,0.3860495607732368,0.0017710950536829818,-5.926317109765943e-21,-1.6259143975279409
dimer,266.0,0.01,0.5,0.6270309733954598,0.3729690266045403,3.67252634e-21,0.37117818724959517,0.0017908393549450974,-5.694657185018145e-21,-1.5506103041368915
dimer,268.0,0.01,0.5,0.6414185733299388,0.35858142667006127,3.7001393200000004e-21,0.35677244313695766,0.001808983533103561,-5.47037055201231e-21,-1.4784228589566486
dimer,270.0,0.01,0.5,0.6553367929858566,0.3446632070141434,3.7277523000000004e-21,0.34283762807883184,0.0018255789353115056,-5.253530493463391e-21,-1.4093024618248884
dimer,272.0,0.01,0.5,0.668783182473658,0.3312168175263419,3.7553652800000004e-21,0.3293761363315264,0.0018406811948155268,-5.044165235899935e-21,-1.3431889735903226
dimer,274.0,0.01,0.5,0.6817579097867139,0.31824209021328603,3.7829782600000005e-21,0.31638774094908245,0.0018543492642035925,-4.842262438026962e-21,-1.2800132872101044
dimer,276.0,0.01,0.5,0.69426347874664,0.3057365212533601,3.8105912400000005e-21,0.3038698767254378,0.0018666445279222857,-4.647773648207329e-21,-1.2196988224345282
dimer,278.0,0.01,0.5,0.7063044531066086,0.29369554689339133,3.8382042200000005e-21,0.2918179168948447,0.0018776299985466052,-4.460618654001599e-21,-1.1621629278500452
dimer,280.0,0.01,0.5,0.7178871908121461,0.28211280918785386,3.8658172000000005e-21,0.28022543958933394,0.001887369598519884,-4.2806896623666896e-21,-1.1073181790299575
dimer,282.0,0.01,0.5,0.7290195914933703,0.27098040850662963,3.8934301800000006e-21,0.26908448097983867,0.0018959275267909797,-4.1078552636340225e-21,-1.0550735659099508
dimer,284.0,0.01,0.5,0.7397108594256856,0.2602891405743144,3.9210431600000006e-21,0.2583857728663702,0.0019033677079441631,-3.941964145479173e-21,-1.005335566232118
dimer,286.0,0.01,0.5,0.7499712834586223,0.25002871654137765,3.9486561400000006e-21,0.24811896322136576,0.0019097533200119155,-3.782848534593603e-21,-0.9580091049897301
dimer,288.0,0.01,0.5,0.7598120347789341,0.24018796522106586,3.976269120000001e-21,0.23827281882492704,0.001915146396138825,-3.630327353619485e-21,-0.9129984022860819
dimer,290.0,0.01,0.5,0.7692449828431376,0.2307550171568624,4.0038821e-21,0.22883540966228497,0.0019196074945774153,-3.4842090891350185e-21,-0.8702077139421809
dimer,292.0,0.01,0.5,0.7782825293814191,0.2217174706185809,4.03149508e-21,0.2197942751874877,0.0019231954310932285,-3.344294373164984e-21,-0.8295419706093214
dimer,294.0,0.01,0.5,0.7869374600315883,0.2130625399684117,4.05910806e-21,0.21113657290072482,0.0019259670676868754,-3.210378285964585e-21,-0.7909073221284444
dimer,296.0,0.01,0.5,0.7952228128993176,0.2047771871006824,4.08672104e-21,0.2028492099491235,0.0019279771515588852,-3.0822523918321944e-21,-0.7542115944943956
dimer,298.0,0.01,0.5,0.8031517631491748,0.1968482368508252,4.11433402e-21,0.19491895865241943,0.001929278198405774,-2.959706522609743e-21,-0.7193646670937386
dimer,300.0,0.01,0.5,0.8107375225998553,0.1892624774001447,4.141947e-21,0.1873325569857384,0.0019299204144063197,-2.8425303254886095e-21,-0.6862787779487786
dimer,302.0,0.01,0.5,0.8179932532166241,0.18200674678337592,4.16955998e-21,0.18007679513177316,0.0019299516516027575,-2.7305145929103207e-21,-0.6548687645717284
dimer,304.0,0.01,0.5,0.8249319933552013,0.1750680066447986,4.19717296e-21,0.17313858925302245,0.0019294173917761485,-2.6234523928793006e-21,-0.6250522477585247
dimer,306.0,0.01,0.5,0.8315665956057443,0.16843340439425575,4.22478594e-21,0.1665050436399193,0.001928360754336442,-2.521140018020613e-21,-0.5967497652722762
dimer,308.0,0.01,0.5,0.837909675105909,0.16209032489409114,4.25239892e-21,0.16016350236991275,0.0019268225241783757,-2.4233777713343577e-21,-0.5698848619156262
dimer,310.0,0.01,0.5,0.8439735672317472,0.15602643276825276,4.2800119e-21,0.15410159157237177,0.0019248411958809758,-2.3299706059201165e-21,-0.5443841419973894
dimer,312.0,0.01,0.5,0.8497702936290535,0.1502297063709464,4.30762488e-21,0.1483072533399054,0.0019224530310410152,-2.240728635054098e-21,-0.5201772896840772
dimer,314.0,0.01,0.5,0.8553115356111446,0.14468846438885533,4.33523786e-21,0.14276877226293305,0.0019196921259222886,-2.155467527968716e-21,-0.49719706220888094
dimer,316.0,0.01,0.5,0.8606086140182846,0.13939138598171533,4.36285084e-21,0.13747479549474717,0.00191659048696817,-2.0740088055661964e-21,-0.47537926040263073
dimer,318.0,0.01,0.5,0.8656724747060794,0.13432752529392067,4.39046382e-21,0.13241434718185874,0.0019131781120619268,-1.9961800491404438e-21,-0.4546626805229985
dimer,320.0,0.01,0.5,0.870513678902842,0.12948632109715794,4.4180768e-21,0.12757683802143177,0.0019094830757261717,-1.921815034020042e-21,-0.4349890508965444
dimer,322.0,0.01,0.5,0.8751423977474444,0.12485760225255566,4.44568978e-21,0.12295207063582589,0.001905531616729756,-1.850753798907084e-21,-0.416302956457543
dimer,324.0,0.01,0.5,0.8795684103881596,0.12043158961184039,4.47330276e-21,0.11853024138502279,0.0019013482268176024,-1.7828426605912415e-21,-0.39855175387038666
dimer,326.0,0.01,0.5,0.8838011050886093,0.11619889491139063,4.50091574e-21,0.11430193917189244,0.0018969557394981848,-1.717934182679966e-21,-0.38168547955975857
dimer,328.0,0.01,0.5,0.8878494828484967,0.11215051715150323,4.5285287200000004e-21,0.11025814173348729,0.0018923754180159532,-1.6558871060130792e-21,-0.3656567526446159
