assembly,channel,dipole_manifold,temperature_K,twist_halfwidth_deg,volume_fraction,twist_registry_weight,twist_free_energy_cost_kBT,orbit_count,alpha,p_pair,p_free,kBT_J,vdW_pair_J,U_bound_conditional_per_NC_J,U_total_per_NC_J,vdW_pair_kBT,U_bound_conditional_per_NC_kBT,U_total_per_NC_kBT
dimer,face,free,275.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00016687519381093386,0.999833124806189,3.79678475e-21,-4.8834370285786125e-21,-1.5281947818111818e-20,-2.5501780039559874e-24,-1.2862032878157268,-4.024970817245254,-0.0006716677852111546
dimer,face,free,276.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00016207990344682216,0.9998379200965531,3.8105912400000005e-21,-4.8834370285786125e-21,-1.5276788146311738e-20,-2.4760603477317637e-24,-1.2815431309758145,-4.009033555200147,-0.0006497837715419099
dimer,face,free,277.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00015745707510496376,0.999842542924895,3.82439773e-21,-4.8834370285786125e-21,-1.527160048054471e-20,-2.404621543838129e-24,-1.276916621477707,-3.9932040438023977,-0.0006287582290344391
dimer,face,free,278.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.0001529994228402498,0.9998470005771598,3.8382042200000005e-21,-4.8834370285786125e-21,-1.5266385000515837e-20,-2.33574809393597e-24,-1.2723233962205929,-3.9774811670953336,-0.0006085523229235493
dimer,face,free,279.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00014870001069498324,0.999851299989305,3.85201071e-21,-4.8834370285786125e-21,-1.5261141886269523e-20,-2.269331961705935e-24,-1.267763097309408,-3.961863825209749,-0.000589129193180757
dimer,face,free,280.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00014455223397830453,0.9998554477660216,3.8658172000000005e-21,-4.8834370285786125e-21,-1.525587131815468e-20,-2.2052702803248002e-24,-1.2632353719618743,-3.9463509340676217,-0.0005704538435818434
dimer,face,free,281.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00014054980164428753,0.9998594501983558,3.87962369e-21,-4.8834370285786125e-21,-1.5250573476790716e-20,-2.1434650771245675e-24,-1.2587398724175263,-3.930941425092369,-0.0005524930375720454
dimer,face,free,282.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.000136686719698731,0.9998633132803013,3.8934301800000006e-21,-4.8834370285786125e-21,-1.5245248543034463e-20,-2.0838230143392388e-24,-1.2542762558486695,-3.915634244925502,-0.0005352152004788843
dimer,face,free,283.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00013295727556949413,0.9998670427244305,3.90723667e-21,-4.8834370285786125e-21,-1.523989669794764e-20,-2.026255144919648e-24,-1.2498441842732326,-3.900428355149431,-0.0005185903276546716
dimer,face,free,284.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00012935602337962968,0.9998706439766204,3.9210431600000006e-21,-4.8834370285786125e-21,-1.5234518122765057e-20,-1.9706766824657887e-24,-1.2454433244694536,-3.8853227320163075,-0.000502589898160108
dimer,face,free,285.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00012587777006671646,0.9998741222299333,3.93484965e-21,-4.8834370285786125e-21,-1.5229112998863885e-20,-1.917006784391031e-24,-1.241073347892368,-3.8703163661828563,-0.0004871867936278152
dimer,face,free,286.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.000122517562295595,0.9998774824377044,3.9486561400000006e-21,-4.8834370285786125e-21,-1.5223681507733068e-20,-1.865168347491984e-24,-1.2367339305920448,-3.8554082624507955,-0.0004723552219697671
dimer,face,free,287.0,1.0,0.01,0.0002777777777777778,8.1886891244442,1,3.238403885536354e-07,0.00011927067411526157,0.9998807293258848,3.96246263e-21,-4.8834370285786125e-21,-1.521822383094403e-20,-1.8150878151536328e-24,-1.2324247531335362,-3.84059743951302,-0.0004580706456160655
