assembly,temperature_K,state_index,contact,spin1_index,spin2_index,energy_per_NC_J,p_equilibrium,p_window_mean
dimer,210.0,120,face,7,0,-2.4417185142893062e-21,1.1170786939181326e-05,1.1170877334107574e-05
dimer,210.0,121,face,7,1,4.180866747994193e-21,1.159029903051398e-07,1.1590395213762693e-07
dimer,210.0,122,face,7,2,4.180866747994193e-21,1.159029903051398e-07,1.1590395213762692e-07
dimer,210.0,123,face,7,3,1.0803452010277694e-20,1.2025565642609806e-09,1.2025668074312487e-09
dimer,210.0,124,face,7,4,-1.5686889038856305e-20,0.1037676601243869,0.10376750472430835
dimer,210.0,125,face,7,5,-9.064303776572805e-21,0.0010766459132077295,0.0010766488217790944
dimer,210.0,126,face,7,6,-9.064303776572805e-21,0.0010766459132077295,0.0010766488217790696
dimer,210.0,127,face,7,7,-2.4417185142893062e-21,1.1170786939181326e-05,1.1170875333407762e-05
dimer,210.0,128,tip,0,0,-5.999090927006206e-21,0.00017327562159463774,0.00017327700950678444
dimer,210.0,129,tip,0,1,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617237127588843e-05
dimer,210.0,130,tip,0,2,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617237127588707e-05
dimer,210.0,131,tip,0,3,1.8361500298343537e-21,7.788644005190386e-07,7.788696616263219e-07
dimer,210.0,132,tip,0,4,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617250551712118e-05
dimer,210.0,133,tip,0,5,1.8361500298343537e-21,7.788644005190386e-07,7.788708635010278e-07
dimer,210.0,134,tip,0,6,1.8361500298343537e-21,7.788644005190386e-07,7.788708635010261e-07
dimer,210.0,135,tip,0,7,5.753770508254634e-21,5.221845863313289e-08,5.221888126594937e-08
dimer,210.0,136,tip,1,0,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617237127588523e-05
dimer,210.0,137,tip,1,1,1.8361500298343545e-21,7.788644005190372e-07,7.788706584167256e-07
dimer,210.0,138,tip,1,2,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617230238794236e-05
dimer,210.0,139,tip,1,3,1.836150029834354e-21,7.788644005190372e-07,7.788701289457856e-07
dimer,210.0,140,tip,1,4,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617248009941588e-05
dimer,210.0,141,tip,1,5,1.836150029834354e-21,7.788644005190372e-07,7.788710363189516e-07
dimer,210.0,142,tip,1,6,-2.081470448585927e-21,1.1617151679214286e-05,1.1617245686050296e-05
dimer,210.0,143,tip,1,7,1.8361500298343537e-21,7.788644005190386e-07,7.788708635010315e-07
dimer,210.0,144,tip,2,0,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617237127588596e-05
dimer,210.0,145,tip,2,1,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617230238794471e-05
dimer,210.0,146,tip,2,2,1.8361500298343545e-21,7.788644005190372e-07,7.788706584167228e-07
dimer,210.0,147,tip,2,3,1.836150029834354e-21,7.788644005190372e-07,7.788701289457952e-07
dimer,210.0,148,tip,2,4,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617248009941694e-05
dimer,210.0,149,tip,2,5,-2.081470448585927e-21,1.1617151679214286e-05,1.1617245686050447e-05
dimer,210.0,150,tip,2,6,1.836150029834354e-21,7.788644005190372e-07,7.788710363189539e-07
dimer,210.0,151,tip,2,7,1.8361500298343537e-21,7.788644005190386e-07,7.788708635010402e-07
dimer,210.0,152,tip,3,0,1.8361500298343537e-21,7.788644005190386e-07,7.788696616262726e-07
dimer,210.0,153,tip,3,1,1.836150029834354e-21,7.788644005190372e-07,7.788701289457757e-07
dimer,210.0,154,tip,3,2,1.836150029834354e-21,7.788644005190372e-07,7.788701289457701e-07
dimer,210.0,155,tip,3,3,1.8361500298343545e-21,7.788644005190372e-07,7.788706596437671e-07
dimer,210.0,156,tip,3,4,-2.081470448585927e-21,1.1617151679214286e-05,1.161724566961351e-05
dimer,210.0,157,tip,3,5,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617248009941745e-05
dimer,210.0,158,tip,3,6,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617248009941694e-05
dimer,210.0,159,tip,3,7,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617250551712369e-05
dimer,210.0,160,tip,4,0,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617250551712442e-05
dimer,210.0,161,tip,4,1,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617248009941972e-05
dimer,210.0,162,tip,4,2,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617248009941904e-05
dimer,210.0,163,tip,4,3,-2.081470448585927e-21,1.1617151679214286e-05,1.1617245669613874e-05
dimer,210.0,164,tip,4,4,1.8361500298343545e-21,7.788644005190372e-07,7.788706596438568e-07
dimer,210.0,165,tip,4,5,1.836150029834354e-21,7.788644005190372e-07,7.788701289459293e-07
dimer,210.0,166,tip,4,6,1.836150029834354e-21,7.788644005190372e-07,7.788701289459226e-07
dimer,210.0,167,tip,4,7,1.8361500298343537e-21,7.788644005190386e-07,7.788696616264857e-07
dimer,210.0,168,tip,5,0,1.8361500298343537e-21,7.788644005190386e-07,7.788708635010354e-07
dimer,210.0,169,tip,5,1,1.836150029834354e-21,7.788644005190372e-07,7.788710363189702e-07
dimer,210.0,170,tip,5,2,-2.081470448585927e-21,1.1617151679214286e-05,1.161724568605047e-05
dimer,210.0,171,tip,5,3,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617248009941945e-05
dimer,210.0,172,tip,5,4,1.836150029834354e-21,7.788644005190372e-07,7.788701289459126e-07
dimer,210.0,173,tip,5,5,1.8361500298343545e-21,7.788644005190372e-07,7.788706584168237e-07
dimer,210.0,174,tip,5,6,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617230238796972e-05
dimer,210.0,175,tip,5,7,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617237127590808e-05
dimer,210.0,176,tip,6,0,1.8361500298343537e-21,7.788644005190386e-07,7.788708635010433e-07
dimer,210.0,177,tip,6,1,-2.081470448585927e-21,1.1617151679214286e-05,1.1617245686050672e-05
dimer,210.0,178,tip,6,2,1.836150029834354e-21,7.788644005190372e-07,7.788710363189759e-07
dimer,210.0,179,tip,6,3,-2.0814704485859266e-21,1.1617151679214286e-05,1.161724800994212e-05
dimer,210.0,180,tip,6,4,1.836150029834354e-21,7.788644005190372e-07,7.788701289459216e-07
dimer,210.0,181,tip,6,5,-2.0814704485859266e-21,1.1617151679214286e-05,1.1617230238797241e-05
dimer,210.0,182,tip,6,6,1.8361500298343545e-21,7.788644005190372e-07,7.788706584168262e-07
dimer,210.0,183,tip,6,7,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617237127590994e-05
dimer,210.0,184,tip,7,0,5.753770508254634e-21,5.221845863313289e-08,5.221888126594957e-08
dimer,210.0,185,tip,7,1,1.8361500298343537e-21,7.788644005190386e-07,7.788708635010467e-07
dimer,210.0,186,tip,7,2,1.8361500298343537e-21,7.788644005190386e-07,7.788708635010476e-07
dimer,210.0,187,tip,7,3,-2.0814704485859262e-21,1.1617151679214286e-05,1.1617250551712636e-05
dimer,210.0,188,tip,7,4,1.8361500298343537e-21,7.788644005190386e-07,7.788696616264575e-07
dimer,210.0,189,tip,7,5,-2.0814704485859262e-21,1.1617151679214286e-05,1.161723712759082e-05
dimer,210.0,190,tip,7,6,-2.0814704485859262e-21,1.1617151679214286e-05,1.161723712759076e-05
dimer,210.0,191,tip,7,7,-5.999090927006206e-21,0.00017327562159463774,0.00017327700950680656
dimer,211.0,0,free,0,0,0.0,0.002474806223563698,0.002474824722159009
dimer,211.0,1,free,0,1,0.0,0.002474806223563698,0.002474823159558388
dimer,211.0,2,free,0,2,0.0,0.002474806223563698,0.002474823159558382
dimer,211.0,3,free,0,3,0.0,0.002474806223563698,0.002474821753206445
dimer,211.0,4,free,0,4,0.0,0.002474806223563698,0.0024748258439972084
dimer,211.0,5,free,0,5,0.0,0.002474806223563698,0.0024748253361200337
dimer,211.0,6,free,0,6,0.0,0.002474806223563698,0.0024748253361200324
dimer,211.0,7,free,0,7,0.0,0.002474806223563698,0.0024748248565150247
dimer,211.0,8,free,1,0,0.0,0.002474806223563698,0.0024748231595582383
dimer,211.0,9,free,1,1,0.0,0.002474806223563698,0.0024748247337048924
dimer,211.0,10,free,1,2,0.0,0.002474806223563698,0.002474821756349841
dimer,211.0,11,free,1,3,0.0,0.002474806223563698,0.002474823160546264
dimer,211.0,12,free,1,4,0.0,0.002474806223563698,0.0024748253332070812
dimer,211.0,13,free,1,5,0.0,0.002474806223563698,0.0024748258494617184
dimer,211.0,14,free,1,6,0.0,0.002474806223563698,0.002474824855888642
dimer,211.0,15,free,1,7,0.0,0.002474806223563698,0.0024748253361200163
dimer,211.0,16,free,2,0,0.0,0.002474806223563698,0.0024748231595582127
dimer,211.0,17,free,2,1,0.0,0.002474806223563698,0.002474821756349812
dimer,211.0,18,free,2,2,0.0,0.002474806223563698,0.002474824733704857
dimer,211.0,19,free,2,3,0.0,0.002474806223563698,0.00247482316054624
dimer,211.0,20,free,2,4,0.0,0.002474806223563698,0.0024748253332070726
dimer,211.0,21,free,2,5,0.0,0.002474806223563698,0.002474824855888631
dimer,211.0,22,free,2,6,0.0,0.002474806223563698,0.0024748258494616984
dimer,211.0,23,free,2,7,0.0,0.002474806223563698,0.0024748253361199985
dimer,211.0,24,free,3,0,0.0,0.002474806223563698,0.0024748217532059944
dimer,211.0,25,free,3,1,0.0,0.002474806223563698,0.002474823160546069
dimer,211.0,26,free,3,2,0.0,0.002474806223563698,0.0024748231605460696
dimer,211.0,27,free,3,3,0.0,0.002474806223563698,0.0024748247324768977
dimer,211.0,28,free,3,4,0.0,0.002474806223563698,0.0024748248536732706
dimer,211.0,29,free,3,5,0.0,0.002474806223563698,0.002474825333207036
dimer,211.0,30,free,3,6,0.0,0.002474806223563698,0.002474825333207034
dimer,211.0,31,free,3,7,0.0,0.002474806223563698,0.0024748258439971256
dimer,211.0,32,free,4,0,0.0,0.002474806223563698,0.00247482584399716
dimer,211.0,33,free,4,1,0.0,0.002474806223563698,0.0024748253332070856
dimer,211.0,34,free,4,2,0.0,0.002474806223563698,0.0024748253332070817
dimer,211.0,35,free,4,3,0.0,0.002474806223563698,0.0024748248536734002
dimer,211.0,36,free,4,4,0.0,0.002474806223563698,0.0024748247324775084
dimer,211.0,37,free,4,5,0.0,0.002474806223563698,0.0024748231605470484
dimer,211.0,38,free,4,6,0.0,0.002474806223563698,0.0024748231605470584
dimer,211.0,39,free,4,7,0.0,0.002474806223563698,0.0024748217532075045
dimer,211.0,40,free,5,0,0.0,0.002474806223563698,0.0024748253361199213
dimer,211.0,41,free,5,1,0.0,0.002474806223563698,0.002474825849461673
dimer,211.0,42,free,5,2,0.0,0.002474806223563698,0.0024748248558885766
dimer,211.0,43,free,5,3,0.0,0.002474806223563698,0.002474825333207058
dimer,211.0,44,free,5,4,0.0,0.002474806223563698,0.00247482316054698
dimer,211.0,45,free,5,5,0.0,0.002474806223563698,0.002474824733705397
dimer,211.0,46,free,5,6,0.0,0.002474806223563698,0.0024748217563508447
dimer,211.0,47,free,5,7,0.0,0.002474806223563698,0.0024748231595591564
dimer,211.0,48,free,6,0,0.0,0.002474806223563698,0.0024748253361198975
dimer,211.0,49,free,6,1,0.0,0.002474806223563698,0.0024748248558885476
dimer,211.0,50,free,6,2,0.0,0.002474806223563698,0.002474825849461642
dimer,211.0,51,free,6,3,0.0,0.002474806223563698,0.002474825333207035
dimer,211.0,52,free,6,4,0.0,0.002474806223563698,0.0024748231605469617
dimer,211.0,53,free,6,5,0.0,0.002474806223563698,0.002474821756350816
dimer,211.0,54,free,6,6,0.0,0.002474806223563698,0.002474824733705378
dimer,211.0,55,free,6,7,0.0,0.002474806223563698,0.0024748231595591425
dimer,211.0,56,free,7,0,0.0,0.002474806223563698,0.002474824856514833
dimer,211.0,57,free,7,1,0.0,0.002474806223563698,0.002474825336119883
dimer,211.0,58,free,7,2,0.0,0.002474806223563698,0.002474825336119885
dimer,211.0,59,free,7,3,0.0,0.002474806223563698,0.002474825843997081
dimer,211.0,60,free,7,4,0.0,0.002474806223563698,0.002474821753207329
dimer,211.0,61,free,7,5,0.0,0.002474806223563698,0.0024748231595590887
dimer,211.0,62,free,7,6,0.0,0.002474806223563698,0.002474823159559093
dimer,211.0,63,free,7,7,0.0,0.002474806223563698,0.002474824722159507
dimer,211.0,64,face,0,0,-2.4417185142893062e-21,1.1567976792695327e-05,1.156806199845791e-05
dimer,211.0,65,face,0,1,-9.064303776572805e-21,0.0010910477154095894,0.00109105048162946
dimer,211.0,66,face,0,2,-9.064303776572805e-21,0.0010910477154095894,0.0010910504816294703
dimer,211.0,67,face,0,3,-1.5686889038856305e-20,0.10290348421619938,0.10290333341788788
dimer,211.0,68,face,0,4,1.0803452010277694e-20,1.300423285913106e-09,1.3004335942076214e-09
dimer,211.0,69,face,0,5,4.180866747994193e-21,1.2265099425656285e-07,1.2265194138104677e-07
dimer,211.0,70,face,0,6,4.180866747994193e-21,1.2265099425656285e-07,1.226519413810466e-07
dimer,211.0,71,face,0,7,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568063868189368e-05
dimer,211.0,72,face,1,0,-9.064303776572805e-21,0.0010910477154095894,0.001091050481629192
dimer,211.0,73,face,1,1,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568062051279772e-05
dimer,211.0,74,face,1,2,-1.5686889038856305e-20,0.10290348421619938,0.10290333346004384
dimer,211.0,75,face,1,3,-9.064303776572805e-21,0.0010910477154095894,0.001091050481853031
dimer,211.0,76,face,1,4,4.180866747994193e-21,1.2265099425656285e-07,1.2265194123683767e-07
dimer,211.0,77,face,1,5,1.0803452010277694e-20,1.300423285913106e-09,1.300433597067149e-09
dimer,211.0,78,face,1,6,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568063865260572e-05
dimer,211.0,79,face,1,7,4.180866747994193e-21,1.2265099425656285e-07,1.2265194138104587e-07
dimer,211.0,80,face,2,0,-9.064303776572805e-21,0.0010910477154095894,0.001091050481629176
dimer,211.0,81,face,2,1,-1.5686889038856305e-20,0.10290348421619938,0.10290333346004016
dimer,211.0,82,face,2,2,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568062051279613e-05
dimer,211.0,83,face,2,3,-9.064303776572805e-21,0.0010910477154095894,0.0010910504818530153
dimer,211.0,84,face,2,4,4.180866747994193e-21,1.2265099425656285e-07,1.2265194123683722e-07
dimer,211.0,85,face,2,5,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568063865260516e-05
dimer,211.0,86,face,2,6,1.0803452010277694e-20,1.300423285913106e-09,1.3004335970671368e-09
dimer,211.0,87,face,2,7,4.180866747994193e-21,1.2265099425656285e-07,1.2265194138104497e-07
dimer,211.0,88,face,3,0,-1.5686889038856305e-20,0.10290348421619938,0.1029033334177947
dimer,211.0,89,face,3,1,-9.064303776572805e-21,0.0010910477154095894,0.0010910504818527334
dimer,211.0,90,face,3,2,-9.064303776572805e-21,0.0010910477154095894,0.001091050481852741
dimer,211.0,91,face,3,3,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568062045690275e-05
dimer,211.0,92,face,3,4,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568063854906097e-05
dimer,211.0,93,face,3,5,4.180866747994193e-21,1.2265099425656285e-07,1.226519412368354e-07
dimer,211.0,94,face,3,6,4.180866747994193e-21,1.2265099425656285e-07,1.226519412368352e-07
dimer,211.0,95,face,3,7,1.0803452010277694e-20,1.300423285913106e-09,1.3004335942075782e-09
dimer,211.0,96,face,4,0,1.0803452010277694e-20,1.300423285913106e-09,1.300433594207596e-09
dimer,211.0,97,face,4,1,4.180866747994193e-21,1.2265099425656285e-07,1.2265194123683775e-07
dimer,211.0,98,face,4,2,4.180866747994193e-21,1.2265099425656285e-07,1.226519412368376e-07
dimer,211.0,99,face,4,3,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568063854906702e-05
dimer,211.0,100,face,4,4,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568062045693358e-05
dimer,211.0,101,face,4,5,-9.064303776572805e-21,0.0010910477154095894,0.0010910504818542027
dimer,211.0,102,face,4,6,-9.064303776572805e-21,0.0010910477154095894,0.001091050481854212
dimer,211.0,103,face,4,7,-1.5686889038856305e-20,0.10290348421619938,0.10290333341809067
dimer,211.0,104,face,5,0,4.180866747994193e-21,1.2265099425656285e-07,1.226519413810411e-07
dimer,211.0,105,face,5,1,1.0803452010277694e-20,1.300423285913106e-09,1.3004335970671225e-09
dimer,211.0,106,face,5,2,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568063865260257e-05
dimer,211.0,107,face,5,3,4.180866747994193e-21,1.2265099425656285e-07,1.2265194123683645e-07
dimer,211.0,108,face,5,4,-9.064303776572805e-21,0.0010910477154095894,0.0010910504818541437
dimer,211.0,109,face,5,5,-2.4417185142893062e-21,1.1567976792695327e-05,1.156806205128238e-05
dimer,211.0,110,face,5,6,-1.5686889038856305e-20,0.10290348421619938,0.10290333346021724
dimer,211.0,111,face,5,7,-9.064303776572805e-21,0.0010910477154095894,0.0010910504816306506
dimer,211.0,112,face,6,0,4.180866747994193e-21,1.2265099425656285e-07,1.2265194138103976e-07
dimer,211.0,113,face,6,1,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568063865260128e-05
dimer,211.0,114,face,6,2,1.0803452010277694e-20,1.300423285913106e-09,1.3004335970671058e-09
dimer,211.0,115,face,6,3,4.180866747994193e-21,1.2265099425656285e-07,1.2265194123683529e-07
dimer,211.0,116,face,6,4,-9.064303776572805e-21,0.0010910477154095894,0.0010910504818541342
dimer,211.0,117,face,6,5,-1.5686889038856305e-20,0.10290348421619938,0.10290333346021364
dimer,211.0,118,face,6,6,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568062051282305e-05
dimer,211.0,119,face,6,7,-9.064303776572805e-21,0.0010910477154095894,0.0010910504816306398
dimer,211.0,120,face,7,0,-2.4417185142893062e-21,1.1567976792695327e-05,1.1568063868188509e-05
dimer,211.0,121,face,7,1,4.180866747994193e-21,1.2265099425656285e-07,1.2265194138103923e-07
dimer,211.0,122,face,7,2,4.180866747994193e-21,1.2265099425656285e-07,1.226519413810393e-07
dimer,211.0,123,face,7,3,1.0803452010277694e-20,1.300423285913106e-09,1.300433594207554e-09
dimer,211.0,124,face,7,4,-1.5686889038856305e-20,0.10290348421619938,0.10290333341807051
dimer,211.0,125,face,7,5,-9.064303776572805e-21,0.0010910477154095894,0.0010910504816305773
dimer,211.0,126,face,7,6,-9.064303776572805e-21,0.0010910477154095894,0.0010910504816305862
dimer,211.0,127,face,7,7,-2.4417185142893062e-21,1.1567976792695327e-05,1.156806199846049e-05
dimer,211.0,128,tip,0,0,-5.999090927006206e-21,0.0001773618964229567,0.00017736321846501096
dimer,211.0,129,tip,0,1,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044471693558623e-05
dimer,211.0,130,tip,0,2,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044471693558584e-05
dimer,211.0,131,tip,0,3,1.8361500298343537e-21,8.179170120992792e-07,8.179221459651524e-07
dimer,211.0,132,tip,0,4,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044484645854024e-05
dimer,211.0,133,tip,0,5,1.8361500298343537e-21,8.179170120992792e-07,8.179233276537321e-07
dimer,211.0,134,tip,0,6,1.8361500298343537e-21,8.179170120992792e-07,8.179233276537321e-07
dimer,211.0,135,tip,0,7,5.753770508254634e-21,5.554355848590824e-08,5.554397665756514e-08
dimer,211.0,136,tip,1,0,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044471693557887e-05
dimer,211.0,137,tip,1,1,1.8361500298343545e-21,8.179170120992792e-07,8.179231282926471e-07
dimer,211.0,138,tip,1,2,-2.0814704485859266e-21,1.2044389249045667e-05,1.204446493237095e-05
dimer,211.0,139,tip,1,3,1.836150029834354e-21,8.179170120992792e-07,8.179226104736719e-07
dimer,211.0,140,tip,1,4,-2.0814704485859266e-21,1.2044389249045667e-05,1.204448218383286e-05
dimer,211.0,141,tip,1,5,1.836150029834354e-21,8.179170120992792e-07,8.17923497174284e-07
dimer,211.0,142,tip,1,6,-2.081470448585927e-21,1.2044389249045667e-05,1.2044479910486226e-05
dimer,211.0,143,tip,1,7,1.8361500298343537e-21,8.179170120992792e-07,8.179233276537273e-07
dimer,211.0,144,tip,2,0,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044471693557762e-05
dimer,211.0,145,tip,2,1,-2.0814704485859266e-21,1.2044389249045667e-05,1.204446493237081e-05
dimer,211.0,146,tip,2,2,1.8361500298343545e-21,8.179170120992792e-07,8.179231282926357e-07
dimer,211.0,147,tip,2,3,1.836150029834354e-21,8.179170120992792e-07,8.179226104736644e-07
dimer,211.0,148,tip,2,4,-2.0814704485859266e-21,1.2044389249045667e-05,1.2044482183832813e-05
dimer,211.0,149,tip,2,5,-2.081470448585927e-21,1.2044389249045667e-05,1.2044479910486161e-05
dimer,211.0,150,tip,2,6,1.836150029834354e-21,8.179170120992792e-07,8.179234971742773e-07
dimer,211.0,151,tip,2,7,1.8361500298343537e-21,8.179170120992792e-07,8.179233276537213e-07
dimer,211.0,152,tip,3,0,1.8361500298343537e-21,8.179170120992792e-07,8.179221459650034e-07
dimer,211.0,153,tip,3,1,1.836150029834354e-21,8.179170120992792e-07,8.179226104736082e-07
dimer,211.0,154,tip,3,2,1.836150029834354e-21,8.179170120992792e-07,8.179226104736082e-07
dimer,211.0,155,tip,3,3,1.8361500298343545e-21,8.179170120992792e-07,8.179231295060428e-07
dimer,211.0,156,tip,3,4,-2.081470448585927e-21,1.2044389249045667e-05,1.2044479894590097e-05
dimer,211.0,157,tip,3,5,-2.0814704485859266e-21,1.2044389249045667e-05,1.2044482183832645e-05
dimer,211.0,158,tip,3,6,-2.0814704485859266e-21,1.2044389249045667e-05,1.204448218383264e-05
dimer,211.0,159,tip,3,7,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044484645853645e-05
dimer,211.0,160,tip,4,0,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044484645853797e-05
dimer,211.0,161,tip,4,1,-2.0814704485859266e-21,1.2044389249045667e-05,1.2044482183832879e-05
dimer,211.0,162,tip,4,2,-2.0814704485859266e-21,1.2044389249045667e-05,1.204448218383286e-05
dimer,211.0,163,tip,4,3,-2.081470448585927e-21,1.2044389249045667e-05,1.2044479894590699e-05
dimer,211.0,164,tip,4,4,1.8361500298343545e-21,8.179170120992792e-07,8.17923129506244e-07
dimer,211.0,165,tip,4,5,1.836150029834354e-21,8.179170120992792e-07,8.179226104739315e-07
dimer,211.0,166,tip,4,6,1.836150029834354e-21,8.179170120992792e-07,8.179226104739341e-07
dimer,211.0,167,tip,4,7,1.8361500298343537e-21,8.179170120992792e-07,8.179221459655026e-07
dimer,211.0,168,tip,5,0,1.8361500298343537e-21,8.179170120992792e-07,8.179233276536951e-07
dimer,211.0,169,tip,5,1,1.836150029834354e-21,8.179170120992792e-07,8.17923497174269e-07
dimer,211.0,170,tip,5,2,-2.081470448585927e-21,1.2044389249045667e-05,1.2044479910485885e-05
dimer,211.0,171,tip,5,3,-2.0814704485859266e-21,1.2044389249045667e-05,1.2044482183832752e-05
dimer,211.0,172,tip,5,4,1.836150029834354e-21,8.179170120992792e-07,8.179226104739091e-07
dimer,211.0,173,tip,5,5,1.8361500298343545e-21,8.179170120992792e-07,8.17923128292814e-07
dimer,211.0,174,tip,5,6,-2.0814704485859266e-21,1.2044389249045667e-05,1.2044464932375817e-05
dimer,211.0,175,tip,5,7,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044471693562343e-05
dimer,211.0,176,tip,6,0,1.8361500298343537e-21,8.179170120992792e-07,8.179233276536878e-07
dimer,211.0,177,tip,6,1,-2.081470448585927e-21,1.2044389249045667e-05,1.2044479910485743e-05
dimer,211.0,178,tip,6,2,1.836150029834354e-21,8.179170120992792e-07,8.179234971742585e-07
dimer,211.0,179,tip,6,3,-2.0814704485859266e-21,1.2044389249045667e-05,1.2044482183832633e-05
dimer,211.0,180,tip,6,4,1.836150029834354e-21,8.179170120992792e-07,8.179226104739035e-07
dimer,211.0,181,tip,6,5,-2.0814704485859266e-21,1.2044389249045667e-05,1.2044464932375673e-05
dimer,211.0,182,tip,6,6,1.8361500298343545e-21,8.179170120992792e-07,8.179231282928085e-07
dimer,211.0,183,tip,6,7,-2.0814704485859262e-21,1.2044389249045667e-05,1.2044471693562273e-05
dimer,211.0,184,tip,7,0,5.753770508254634e-21,5.554355848590824e-08,5.55439766575608e-08
dimer,211.0,185,tip,7,1,1.8361500298343537e-21,8.179170120992792e-07,8.179233276536841e-07
dimer,211.0,186,tip,7,2,1.8361500298343537e-21,8.179170120992792e-07,8.179233276536841e-07
dimer,211.0,187,tip,7,3,-2.0814704485859262e-21,1.2044389249045667e-05,1.204448464585344e-05
dimer,211.0,188,tip,7,4,1.8361500298343537e-21,8.179170120992792e-07,8.179221459654452e-07
dimer,211.0,189,tip,7,5,-2.0814704485859262e-21,1.2044389249045667e-05,1.204447169356202e-05
dimer,211.0,190,tip,7,6,-2.0814704485859262e-21,1.2044389249045667e-05,1.204447169356204e-05
dimer,211.0,191,tip,7,7,-5.999090927006206e-21,0.0001773618964229567,0.00017736321846504723
dimer,212.0,0,free,0,0,0.0,0.002581395004830077,0.0025814129679114163
dimer,212.0,1,free,0,1,0.0,0.002581395004830077,0.0025814114493574454
dimer,212.0,2,free,0,2,0.0,0.002581395004830077,0.002581411449357439
dimer,212.0,3,free,0,3,0.0,0.002581395004830077,0.0025814100603777615
dimer,212.0,4,free,0,4,0.0,0.002581395004830077,0.002581414056483529
dimer,212.0,5,free,0,5,0.0,0.002581395004830077,0.0025814135614070093
dimer,212.0,6,free,0,6,0.0,0.002581395004830077,0.002581413561407013
dimer,212.0,7,free,0,7,0.0,0.002581395004830077,0.0025814130893456067
dimer,212.0,8,free,1,0,0.0,0.002581395004830077,0.0025814114493576687
dimer,212.0,9,free,1,1,0.0,0.002581395004830077,0.002581412979475668
dimer,212.0,10,free,1,2,0.0,0.002581395004830077,0.0025814100633999087
dimer,212.0,11,free,1,3,0.0,0.002581395004830077,0.0025814114504085547
dimer,212.0,12,free,1,4,0.0,0.002581395004830077,0.00258141355854557
dimer,212.0,13,free,1,5,0.0,0.002581395004830077,0.0025814140618532337
dimer,212.0,14,free,1,6,0.0,0.002581395004830077,0.002581413088688074
dimer,212.0,15,free,1,7,0.0,0.002581395004830077,0.002581413561407053
dimer,212.0,16,free,2,0,0.0,0.002581395004830077,0.0025814114493576913
dimer,212.0,17,free,2,1,0.0,0.002581395004830077,0.002581410063399927
dimer,212.0,18,free,2,2,0.0,0.002581395004830077,0.0025814129794756893
dimer,212.0,19,free,2,3,0.0,0.002581395004830077,0.0025814114504085772
dimer,212.0,20,free,2,4,0.0,0.002581395004830077,0.002581413558545593
dimer,212.0,21,free,2,5,0.0,0.002581395004830077,0.002581413088688102
dimer,212.0,22,free,2,6,0.0,0.002581395004830077,0.0025814140618532666
dimer,212.0,23,free,2,7,0.0,0.002581395004830077,0.002581413561407077
dimer,212.0,24,free,3,0,0.0,0.002581395004830077,0.0025814100603783565
dimer,212.0,25,free,3,1,0.0,0.002581395004830077,0.002581411450408797
dimer,212.0,26,free,3,2,0.0,0.002581395004830077,0.0025814114504087954
dimer,212.0,27,free,3,3,0.0,0.002581395004830077,0.002581412978295929
dimer,212.0,28,free,3,4,0.0,0.002581395004830077,0.0025814130865350867
dimer,212.0,29,free,3,5,0.0,0.002581395004830077,0.0025814135585456146
dimer,212.0,30,free,3,6,0.0,0.002581395004830077,0.0025814135585456102
