channel,inherit,temperature_K,freeze_temperature_K,window_s,blocked,kBT_J,U_pair_J,U_pair_equilibrium_J,vdW_pair_J,repulsive_weight,U_per_NC_J,U_lattice_per_NC_J,U_lattice_per_NC_equilibrium_J,U_pair_excess_J,U_pair_kBT,U_pair_equilibrium_kBT,vdW_pair_kBT,U_per_NC_kBT,U_lattice_per_NC_kBT,U_lattice_per_NC_equilibrium_kBT,U_pair_excess_kBT
face,dispersed,261.0,266.9491585330256,20.0,True,3.60349389e-21,-4.883437028578612e-21,-3.0702288696830234e-20,-4.8834370285786125e-21,0.375,-2.441718514289306e-21,-1.4650311085735836e-20,-9.21068660904907e-20,2.5818851668251623e-20,-1.3551950350548845,-8.520144513643183,-1.3551950350548847,-0.6775975175274422,-4.065585105164653,-25.560433540929548,7.1649494785883
face,dispersed,262.0,266.9491585330256,20.0,True,3.61730038e-21,-4.883437028578612e-21,-3.0692790363458986e-20,-4.8834370285786125e-21,0.375,-2.441718514289306e-21,-1.4650311085735836e-20,-9.207837109037696e-20,2.5809353334880375e-20,-1.350022534921087,-8.484999070898,-1.3500225349210873,-0.6750112674605435,-4.050067604763261,-25.454997212694,7.1349765359769135
face,dispersed,263.0,266.9491585330256,20.0,True,3.63110687e-21,-4.883437028578612e-21,-3.0683231124361774e-20,-4.8834370285786125e-21,0.375,-2.441718514289306e-21,-1.4650311085735836e-20,-9.204969337308532e-20,2.5799794095783163e-20,-1.3448893693890678,-8.450104120554782,-1.344889369389068,-0.6724446846945339,-4.034668108167204,-25.350312361664344,7.105214751165714
face,dispersed,264.0,266.9491585330256,20.0,True,3.64491336e-21,-4.883437028578612e-21,-3.067361132125286e-20,-4.8834370285786125e-21,0.375,-2.441718514289306e-21,-1.4650311085735836e-20,-9.202083396375859e-20,2.5790174292674252e-20,-1.3397950914747152,-8.415456909859953,-1.3397950914747154,-0.6698975457373576,-4.019385274424145,-25.24637072957986,7.075661818385239
face,dispersed,265.0,266.9491585330256,20.0,True,3.65871985e-21,-4.883437028578612e-21,-3.0663931297668934e-20,-4.8834370285786125e-21,0.375,-2.441718514289306e-21,-1.4650311085735836e-20,-9.19917938930068e-20,2.5780494269090323e-20,-1.3347392609408484,-8.38105472810905,-1.3347392609408486,-0.6673696304704242,-4.004217782822545,-25.14316418432715,7.046315467168202
face,dispersed,266.0,266.9491585330256,20.0,True,3.67252634e-21,-4.883437028578612e-21,-3.065419139887637e-20,-4.8834370285786125e-21,0.375,-2.441718514289306e-21,-1.4650311085735836e-20,-9.19625741966291e-20,2.5770754370297756e-20,-1.329721444170394,-8.346894905831054,-1.3297214441703942,-0.664860722085197,-3.989164332511182,-25.04068471749316,7.01717346166066
face,dispersed,267.0,266.9491585330256,20.0,False,3.68633283e-21,-3.0644391971779916e-20,-3.0644391971779916e-20,-4.8834370285786125e-21,3.997024741968269e-05,-1.5322195985889958e-20,-9.193317591533975e-20,-9.193317591533975e-20,0.0,-8.312974813991474,-8.312974813991474,-1.3247412140424153,-4.156487406995737,-24.938924441974425,-24.938924441974425,0.0
face,dispersed,268.0,266.9491585330256,20.0,False,3.7001393200000004e-21,-3.0634533364833596e-20,-3.0634533364833596e-20,-4.8834370285786125e-21,4.158734542976601e-05,-1.5317266682416798e-20,-9.190360009450078e-20,-9.190360009450078e-20,0.0,-8.27929186321384,-8.27929186321384,-1.3197981498109137,-4.13964593160692,-24.83787558964152,-24.83787558964152,0.0
face,dispersed,269.0,266.9491585330256,20.0,False,3.71394581e-21,-3.0624615927953155e-20,-3.0624615927953155e-20,-4.8834370285786125e-21,4.325678451442611e-05,-1.5312307963976578e-20,-9.187384778385947e-20,-9.187384778385947e-20,0.0,-8.245843503019005,-8.245843503019005,-1.3148918369863378,-4.1229217515095025,-24.737530509057013,-24.737530509057013,0.0
face,dispersed,270.0,266.9491585330256,20.0,False,3.7277523000000004e-21,-3.061464001242997e-20,-3.061464001242997e-20,-4.8834370285786125e-21,4.4979786365371715e-05,-1.5307320006214986e-20,-9.184392003728992e-20,-9.184392003728992e-20,0.0,-8.212627221081714,-8.212627221081714,-1.3100218672197217,-4.106313610540857,-24.637881663245146,-24.637881663245146,0.0
face,dispersed,271.0,266.9491585330256,20.0,False,3.74155879e-21,-3.060460597084721e-20,-3.060460597084721e-20,-4.8834370285786125e-21,4.675758757733798e-05,-1.5302302985423604e-20,-9.181381791254162e-20,-9.181381791254162e-20,0.0,-8.179640542504266,-8.179640542504266,-1.3051878381893907,-4.089820271252133,-24.5389216275128,-24.5389216275128,0.0
face,dispersed,272.0,266.9491585330256,20.0,False,3.7553652800000004e-21,-3.059451415699729e-20,-3.059451415699729e-20,-4.8834370285786125e-21,4.8591439532790334e-05,-1.5297257078498645e-20,-9.178354247099187e-20,-9.178354247099187e-20,0.0,-8.146881029106519,-8.146881029106519,-1.300389353490165,-4.073440514553259,-24.440643087319554,-24.440643087319554,0.0
face,dispersed,273.0,266.9491585330256,20.0,False,3.76917177e-21,-3.05843649258011e-20,-3.05843649258011e-20,-4.8834370285786125e-21,5.04826082813747e-05,-1.529218246290055e-20,-9.17530947774033e-20,-9.17530947774033e-20,0.0,-8.114346278731972,-8.114346278731972,-1.2956260225249996,-4.057173139365986,-24.343038836195916,-24.343038836195916,0.0
face,dispersed,274.0,266.9491585330256,20.0,False,3.7829782600000005e-21,-3.0574158633229076e-20,-3.0574158633229076e-20,-4.8834370285786125e-21,5.2432374414201176e-05,-1.5287079316614538e-20,-9.172247589968723e-20,-9.172247589968723e-20,0.0,-8.082033924569545,-8.082033924569545,-1.2908974603989958,-4.041016962284773,-24.246101773708638,-24.246101773708638,0.0
face,dispersed,275.0,266.9491585330256,20.0,False,3.79678475e-21,-3.0563895636223636e-20,-3.0563895636223636e-20,-4.8834370285786125e-21,5.444203293303598e-05,-1.5281947818111818e-20,-9.169168690867091e-20,-9.169168690867091e-20,0.0,-8.049941634490509,-8.049941634490509,-1.2862032878157268,-4.024970817245254,-24.149824903471526,-24.149824903471526,0.0
face,dispersed,276.0,266.9491585330256,20.0,False,3.8105912400000005e-21,-3.0553576292623477e-20,-3.0553576292623477e-20,-4.8834370285786125e-21,5.651289311449624e-05,-1.5276788146311738e-20,-9.166072887787043e-20,-9.166072887787043e-20,0.0,-8.018067110400294,-8.018067110400294,-1.2815431309758145,-4.009033555200147,-24.054201331200883,-24.054201331200883,0.0
face,dispersed,277.0,266.9491585330256,20.0,False,3.82439773e-21,-3.054320096108942e-20,-3.054320096108942e-20,-4.8834370285786125e-21,5.864627836932612e-05,-1.527160048054471e-20,-9.162960288326827e-20,-9.162960288326827e-20,0.0,-7.986408087604795,-7.986408087604795,-1.276916621477707,-3.9932040438023977,-23.959224262814388,-23.959224262814388,0.0
face,dispersed,278.0,266.9491585330256,20.0,False,3.8382042200000005e-21,-3.0532770001031674e-20,-3.0532770001031674e-20,-4.8834370285786125e-21,6.0843526096849766e-05,-1.5266385000515837e-20,-9.159831000309502e-20,-9.159831000309502e-20,0.0,-7.954962334190667,-7.954962334190667,-1.2723233962205929,-3.9774811670953336,-23.864887002572,-23.864887002572,0.0
face,dispersed,279.0,266.9491585330256,20.0,False,3.85201071e-21,-3.0522283772539045e-20,-3.0522283772539045e-20,-4.8834370285786125e-21,6.310598753468962e-05,-1.5261141886269523e-20,-9.156685131761714e-20,-9.156685131761714e-20,0.0,-7.923727650419498,-7.923727650419498,-1.267763097309408,-3.961863825209749,-23.771182951258496,-23.771182951258496,0.0
face,dispersed,280.0,266.9491585330256,20.0,False,3.8658172000000005e-21,-3.051174263630936e-20,-3.051174263630936e-20,-4.8834370285786125e-21,6.543502760384534e-05,-1.525587131815468e-20,-9.153522790892808e-20,-9.153522790892808e-20,0.0,-7.892701868135243,-7.892701868135243,-1.2632353719618743,-3.9463509340676217,-23.67810560440573,-23.67810560440573,0.0
face,dispersed,281.0,266.9491585330256,20.0,False,3.87962369e-21,-3.050114695358143e-20,-3.050114695358143e-20,-4.8834370285786125e-21,6.783202474922385e-05,-1.5250573476790716e-20,-9.15034408607443e-20,-9.15034408607443e-20,0.0,-7.861882850184738,-7.861882850184738,-1.2587398724175263,-3.930941425092369,-23.585648550554215,-23.585648550554215,0.0
face,dispersed,282.0,266.9491585330256,20.0,False,3.8934301800000006e-21,-3.0490497086068926e-20,-3.0490497086068926e-20,-4.8834370285786125e-21,7.029837077572493e-05,-1.5245248543034463e-20,-9.147149125820678e-20,-9.147149125820678e-20,0.0,-7.831268489851004,-7.831268489851004,-1.2542762558486695,-3.915634244925502,-23.49380546955301,-23.49380546955301,0.0
face,dispersed,283.0,266.9491585330256,20.0,False,3.90723667e-21,-3.047979339589528e-20,-3.047979339589528e-20,-4.8834370285786125e-21,7.283547067997093e-05,-1.523989669794764e-20,-9.143938018768585e-20,-9.143938018768585e-20,0.0,-7.800856710298862,-7.800856710298862,-1.2498441842732326,-3.900428355149431,-23.40257013089659,-23.40257013089659,0.0
face,dispersed,284.0,266.9491585330256,20.0,False,3.9210431600000006e-21,-3.0469036245530115e-20,-3.0469036245530115e-20,-4.8834370285786125e-21,7.544474247778767e-05,-1.5234518122765057e-20,-9.140710873659034e-20,-9.140710873659034e-20,0.0,-7.770645464032615,-7.770645464032615,-1.2454433244694536,-3.8853227320163075,-23.311936392097845,-23.311936392097845,0.0
face,dispersed,285.0,266.9491585330256,20.0,False,3.93484965e-21,-3.045822599772777e-20,-3.045822599772777e-20,-4.8834370285786125e-21,7.812761702753431e-05,-1.5229112998863885e-20,-9.13746779931833e-20,-9.13746779931833e-20,0.0,-7.740632732365713,-7.740632732365713,-1.241073347892368,-3.8703163661828563,-23.221898197097136,-23.221898197097136,0.0
face,dispersed,286.0,266.9491585330256,20.0,False,3.9486561400000006e-21,-3.0447363015466136e-20,-3.0447363015466136e-20,-4.8834370285786125e-21,8.088553784938258e-05,-1.5223681507733068e-20,-9.134208904639841e-20,-9.134208904639841e-20,0.0,-7.710816524901591,-7.710816524901591,-1.2367339305920448,-3.8554082624507955,-23.132449574704772,-23.132449574704772,0.0
face,dispersed,287.0,266.9491585330256,20.0,False,3.96246263e-21,-3.043644766188806e-20,-3.043644766188806e-20,-4.8834370285786125e-21,8.371996094065146e-05,-1.521822383094403e-20,-9.130934298566417e-20,-9.130934298566417e-20,0.0,-7.68119487902604,-7.68119487902604,-1.2324247531335362,-3.84059743951302,-23.043584637078123,-23.043584637078123,0.0
face,dispersed,288.0,266.9491585330256,20.0,False,3.976269120000001e-21,-3.042548030024332e-20,-3.042548030024332e-20,-4.8834370285786125e-21,8.663235458730069e-05,-1.521274015012166e-20,-9.127644090072997e-20,-9.127644090072997e-20,0.0,-7.65176585941027,-7.65176585941027,-1.228145500518489,-3.825882929705135,-22.95529757823081,-22.95529757823081,0.0
face,dispersed,289.0,266.9491585330256,20.0,False,3.99007561e-21,-3.041446129383243e-20,-3.041446129383243e-20,-4.8834370285786125e-21,8.962419917168423e-05,-1.5207230646916216e-20,-9.12433838814973e-20,-9.12433838814973e-20,0.0,-7.622527557524763,-7.622527557524763,-1.2238958621083904,-3.8112637787623815,-22.86758267257429,-22.86758267257429,0.0
face,dispersed,290.0,266.9491585330256,20.0,False,4.0038821e-21,-3.0403391005951655e-20,-3.0403391005951655e-20,-4.8834370285786125e-21,9.269698697667706e-05,-1.5201695502975828e-20,-9.121017301785497e-20,-9.121017301785497e-20,0.0,-7.593478091163488,-7.593478091163488,-1.2196755315493961,-3.796739045581744,-22.780434273490464,-22.780434273490464,0.0
face,dispersed,291.0,266.9491585330256,20.0,False,4.01768859e-21,-3.0392269799839274e-20,-3.0392269799839274e-20,-4.8834370285786125e-21,9.585222198627327e-05,-1.5196134899919637e-20,-9.117680939951782e-20,-9.117680939951782e-20,0.0,-7.564615603978225,-7.564615603978225,-1.2154842066987108,-3.7823078019891123,-22.693846811934673,-22.693846811934673,0.0
face,dispersed,292.0,266.9491585330256,20.0,False,4.03149508e-21,-3.038109803862329e-20,-3.038109803862329e-20,-4.8834370285786125e-21,9.909141968276868e-05,-1.5190549019311644e-20,-9.114329411586986e-20,-9.114329411586986e-20,0.0,-7.535938265022834,-7.535938265022834,-1.2113215895524825,-3.767969132511417,-22.6078147950685,-22.6078147950685,0.0
face,dispersed,293.0,266.9491585330256,20.0,False,4.04530157e-21,-3.036987608527057e-20,-3.036987608527057e-20,-4.8834370285786125e-21,0.0001024161068406332,-1.5184938042635286e-20,-9.110962825581171e-20,-9.110962825581171e-20,0.0,-7.507444268307188,-7.507444268307188,-1.20718738617517,-3.753722134153594,-22.522332804921565,-22.522332804921565,0.0
face,dispersed,294.0,266.9491585330256,20.0,False,4.05910806e-21,-3.035860430253679e-20,-3.035860430253679e-20,-4.8834370285786125e-21,0.00010582782131718035,-1.5179302151268396e-20,-9.107581290761038e-20,-9.107581290761038e-20,0.0,-7.47913183236043,-7.47913183236043,-1.2030813066303567,-3.739565916180215,-22.43739549708129,-22.43739549708129,0.0
face,dispersed,295.0,266.9491585330256,20.0,False,4.07291455e-21,-3.0347283052918325e-20,-3.0347283052918325e-20,-4.8834370285786125e-21,0.00010932811184014455,-1.5173641526459162e-20,-9.104184915875498e-20,-9.104184915875498e-20,0.0,-7.450999199803571,-7.450999199803571,-1.1990030649129655,-3.7254995999017857,-22.352997599410713,-22.352997599410713,0.0
face,dispersed,296.0,266.9491585330256,20.0,False,4.08672104e-21,-3.0335912698604706e-20,-3.0335912698604706e-20,-4.8834370285786125e-21,0.00011291853779227189,-1.5167956349302353e-20,-9.100773809581412e-20,-9.100773809581412e-20,0.0,-7.423044636930909,-7.423044636930909,-1.1949523788828544,-3.7115223184654544,-22.269133910792725,-22.269133910792725,0.0
face,dispersed,297.0,266.9491585330256,20.0,False,4.1005275300000004e-21,-3.03244936014326e-20,-3.03244936014326e-20,-4.8834370285786125e-21,0.0001166006689930363,-1.51622468007163e-20,-9.097348080429779e-20,-9.097348080429779e-20,0.0,-7.395266433300253,-7.395266433300253,-1.190928970199747,-3.6976332166501265,-22.185799299900758,-22.185799299900758,0.0
face,dispersed,298.0,266.9491585330256,20.0,False,4.11433402e-21,-3.0313026122841405e-20,-3.0313026122841405e-20,-4.8834370285786125e-21,0.000120376085477587,-1.5156513061420703e-20,-9.093907836852421e-20,-9.093907836852421e-20,0.0,-7.367662901331819,-7.367662901331819,-1.1869325642594795,-3.6838314506659096,-22.102988703995454,-22.102988703995454,0.0
face,dispersed,299.0,266.9491585330256,20.0,False,4.1281405100000004e-21,-3.0301510623828984e-20,-3.0301510623828984e-20,-4.8834370285786125e-21,0.00012424637727303972,-1.5150755311914492e-20,-9.090453187148695e-20,-9.090453187148695e-20,0.0,-7.340232375915175,-7.340232375915175,-1.1829628901315212,-3.6701161879575874,-22.020697127745525,-22.020697127745525,0.0
face,dispersed,300.0,266.9491585330256,20.0,False,4.141947e-21,-3.028994746490969e-20,-3.028994746490969e-20,-4.8834370285786125e-21,0.00012821314417221606,-1.5144973732454846e-20,-9.086984239472908e-20,-9.086984239472908e-20,0.0,-7.312973214024634,-7.312973214024634,-1.1790196804977495,-3.656486607012317,-21.938919642073902,-21.938919642073902,0.0
face,annealed,200.0,266.9491585330256,20.0,True,2.7612980000000003e-21,-3.0644891619889714e-20,-3.115503813924983e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.346511441774948e-20,5.101465193601147e-22,-11.098002323505,-11.282751133434285,-1.7685295207466243,-5.5490011617525,-33.294006970515,-33.84825340030286,0.18474880992928494
face,annealed,201.0,266.9491585330256,20.0,True,2.7751044900000003e-21,-3.0644891619889714e-20,-3.1149754556540226e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.344926366962068e-20,5.048629366505127e-22,-11.042788381597015,-11.224714121139353,-1.7597308664145515,-5.521394190798508,-33.12836514479105,-33.674142363418056,0.18192573954233798
face,annealed,202.0,266.9491585330256,20.0,True,2.7889109800000003e-21,-3.0644891619889714e-20,-3.11443975272158e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.343319258164739e-20,4.995059073260836e-22,-10.988121112381188,-11.167225397497555,-1.7510193274719053,-5.494060556190594,-32.96436333714357,-33.50167619249266,0.17910428511636592
face,annealed,203.0,266.9491585330256,20.0,True,2.8027174700000003e-21,-3.0644891619889714e-20,-3.113896703447531e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.341690110342593e-20,4.940754145855981e-22,-10.933992436950739,-11.11027685372629,-1.7423936164991372,-5.466996218475369,-32.801977310852216,-33.33083056117887,0.17628441677555107
face,annealed,204.0,266.9491585330256,20.0,True,2.8165239600000003e-21,-3.0644891619889714e-20,-3.1133463072229955e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.340038921668987e-20,4.885714523402409e-22,-10.880394434808824,-11.053860543842116,-1.73385247132022,-5.440197217404412,-32.64118330442647,-33.16158163152635,0.17346610903329254
face,annealed,205.0,266.9491585330256,20.0,True,2.8303304500000003e-21,-3.0644891619889714e-20,-3.112788564492808e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.338365693478425e-20,4.829940250383685e-22,-10.827319340004879,-10.997968680628114,-1.7253946543869505,-5.413659670002439,-32.48195802001464,-32.993906041884344,0.17064934062323656
face,annealed,206.0,266.9491585330256,20.0,True,2.8441369400000004e-21,-3.0644891619889714e-20,-3.112223476737947e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.336670430213841e-20,4.773431474897561e-22,-10.774759537383495,-10.942593631718543,-1.7170189521811885,-5.387379768691748,-32.324278612150486,-32.827780895155634,0.16783409433504845
face,annealed,207.0,266.9491585330256,20.0,True,2.8579434300000004e-21,-3.0644891619889714e-20,-3.111651046457906e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.334953139373718e-20,4.716188446893453e-22,-10.722707558942028,-10.887727915796798,-1.7087241746344195,-5.361353779471014,-32.16812267682609,-32.6631837473904,0.16502035685476996
face,annealed,208.0,266.9491585330256,20.0,True,2.8717499200000004e-21,-3.0644891619889714e-20,-3.1110712771529886e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.333213831458965e-20,4.658211516401726e-22,-10.671156080293269,-10.833364198902766,-1.7005091545640616,-5.335578040146634,-32.01346824087981,-32.50009259670829,0.16220811860949666
face,annealed,209.0,266.9491585330256,20.0,True,2.88555641e-21,-3.0644891619889714e-20,-3.110484173306643e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.331452519919928e-20,4.599501131767134e-22,-10.620097917229666,-10.779495290846326,-1.6923727471259564,-5.310048958614833,-31.860293751689,-32.338485872538975,0.15939737361665837
face,annealed,210.0,266.9491585330256,20.0,True,2.8993629e-21,-3.0644891619889714e-20,-3.109889740367725e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.329669221103175e-20,4.5400578378753425e-22,-10.569526022385716,-10.726114141723082,-1.6843138292824995,-5.284763011192858,-31.70857806715715,-32.17834242516925,0.15658811933736694
face,annealed,211.0,266.9491585330256,20.0,True,2.91316939e-21,-3.0644891619889714e-20,-3.1092879847328224e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.327863954198467e-20,4.479882274385102e-22,-10.519433481995263,-10.67321383852939,-1.6763312992858999,-5.259716740997631,-31.558300445985786,-32.01964151558817,0.1537803565341287
face,annealed,212.0,266.9491585330256,20.0,True,2.92697588e-21,-3.0644891619889714e-20,-3.1086789137285275e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.326036741185582e-20,4.418975173955613e-22,-10.469813512740567,-10.620787601872987,-1.6684240761760607,-5.234906756370283,-31.409440538221702,-31.86236280561896,0.15097408913241928
face,annealed,213.0,266.9491585330256,20.0,True,2.94078237e-21,-3.0644891619889714e-20,-3.1080625355938186e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.324187606781456e-20,4.35733736048472e-22,-10.420659458690142,-10.568828782776668,-1.660591099292605,-5.210329729345071,-31.261978376070427,-31.706486348330003,0.148169324086526
face,annealed,214.0,266.9491585330256,20.0,True,2.95458886e-21,-3.0644891619889714e-20,-3.107438859462386e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.322316578387158e-20,4.294969747341448e-22,-10.371964788322432,-10.517330859571391,-1.6528313278005835,-5.185982394161216,-31.115894364967293,-31.551992578714174,0.14536607124896045
face,annealed,215.0,266.9491585330256,20.0,True,2.96839535e-21,-3.0644891619889714e-20,-3.106807895345077e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.320423686035232e-20,4.2318733356105816e-22,-10.323723091632559,-10.46628743487648,-1.645143740229418,-5.161861545816279,-30.971169274897676,-31.39886230462944,0.1425643432439207
face,annealed,216.0,266.9491585330256,20.0,True,2.98220184e-21,-3.0644891619889714e-20,-3.1061696541123714e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.318508962337115e-20,4.1680492123400034e-22,-10.275928077319445,-10.415692232663806,-1.6375273340246521,-5.137964038659723,-30.827784231958336,-31.24707669799142,0.13976415534436137
face,annealed,217.0,266.9491585330256,20.0,True,2.99600833e-21,-3.0644891619889714e-20,-3.1055241474769174e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.316572442430752e-20,4.1034985487946023e-22,-10.228573570050692,-10.365539095403374,-1.6299811251120961,-5.114286785025346,-30.685720710152076,-31.09661728621012,0.13696552535268158
face,annealed,218.0,266.9491585330256,20.0,True,3.00981482e-21,-3.0644891619889714e-20,-3.104871387976177e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.314614163928532e-20,4.0382225987205867e-22,-10.181653507802753,-10.315821981287796,-1.6225041474739672,-5.090826753901377,-30.54496052340826,-30.94746594386339,0.13416847348504274
face,annealed,219.0,266.9491585330256,20.0,True,3.02362131e-21,-3.0644891619889714e-20,-3.1042113889550934e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.312634166865281e-20,3.9722226966122086e-22,-10.135161939273974,-10.266534961532908,-1.6150954527366432,-5.067580969636987,-30.40548581782192,-30.79960488459873,0.1313730222589352
face,annealed,220.0,266.9491585330256,20.0,True,3.0374278e-21,-3.0644891619889714e-20,-3.103544164548923e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.310632493646769e-20,3.905500255995158e-22,-10.089093021368182,-10.217672217752543,-1.6077541097696584,-5.044546510684091,-30.26727906410455,-30.65301665325763,0.1285791963843604
face,annealed,221.0,266.9491585330256,20.0,True,3.05123429e-21,-3.0644891619889714e-20,-3.10286972966613e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.30860918899839e-20,3.8380567677158562e-22,-10.043441016746607,-10.169228039404768,-1.6004792042955875,-5.021720508373304,-30.13032305023982,-30.507684118214303,0.12578702265816027
face,annealed,222.0,266.9491585330256,20.0,True,3.06504078e-21,-3.0644891619889714e-20,-3.1021880999713866e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.30656429991416e-20,3.7698937982415203e-22,-9.998200291445947,-10.121196821307501,-1.5932698385104724,-4.999100145722974,-29.99460087433784,-30.363590463922502,0.1229965298615544
face,annealed,223.0,266.9491585330256,20.0,True,3.0788472700000002e-21,-3.0644891619889714e-20,-3.10149929186871e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.30449787560613e-20,3.7010129879738924e-22,-9.953365312560539,-10.073573061221417,-1.5861251307144613,-4.9766826562802695,-29.860095937681617,-30.220719183664247,0.12020774866087762
face,annealed,224.0,266.9491585330256,20.0,True,3.0926537600000002e-21,-3.0644891619889714e-20,-3.1008033224846973e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.302409967454092e-20,3.631416049572597e-22,-9.908930645986608,-10.026351357497896,-1.5790442149523432,-4.954465322993304,-29.726791937959824,-30.079054072493687,0.11742071151128786
face,annealed,225.0,266.9491585330256,20.0,True,3.1064602500000002e-21,-3.0644891619889714e-20,-3.100100209651909e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.300300628955728e-20,3.5611047662937857e-22,-9.864890954226667,-9.979526406790201,-1.572026240663666,-4.932445477113333,-29.594672862680003,-29.938579220370602,0.11463545256353386
face,annealed,226.0,266.9491585330256,20.0,True,3.1202667400000002e-21,-3.0644891619889714e-20,-3.099389971892367e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.2981699156771e-20,3.490080990339554e-22,-9.821240994252213,-9.933093001825757,-1.5650703723421453,-4.910620497126106,-29.46372298275664,-29.799279005477267,0.11185200757354334
face,annealed,227.0,266.9491585330256,20.0,True,3.1340732300000002e-21,-3.0644891619889714e-20,-3.098672628401225e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.296017885203675e-20,3.418346641225357e-22,-9.777975615422909,-9.887046029237883,-1.5581757892040742,-4.888987807711454,-29.333926846268724,-29.66113808771365,0.1090704138149751
face,annealed,228.0,266.9491585330256,20.0,True,3.1478797200000003e-21,-3.0644891619889714e-20,-3.09794819903054e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.29384459709162e-20,3.345903704156868e-22,-9.735089757460527,-9.841380467454899,-1.55134168486546,-4.867544878730263,-29.20526927238158,-29.524141402364698,0.1062907099943726
face,annealed,229.0,266.9491585330256,20.0,True,3.1616862100000003e-21,-3.0644891619889714e-20,-3.0972167042732294e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.291650112819688e-20,3.272754228425804e-22,-9.692578448475983,-9.796091384645123,-1.5445672670276194,-4.846289224237991,-29.07773534542795,-29.38827415393537,0.10351293616914006
face,annealed,230.0,266.9491585330256,20.0,True,3.1754927000000003e-21,-3.0644891619889714e-20,-3.096478165247145e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.289434495741435e-20,3.198900325817357e-22,-9.650436803047826,-9.751173936715851,-1.5378517571709776,-4.825218401523913,-28.95131040914348,-29.253521810147554,0.10073713366802439
face,annealed,231.0,266.9491585330256,20.0,True,3.1892991900000003e-21,-3.0644891619889714e-20,-3.095732603679369e-20,-4.8834370285786125e-21,3.988940787907113e-05,-1.5322445809944857e-20,-9.193467485966914e-20,-9.287197811038108e-20,3.1243441690397836e-22,-9.60866002035065,-9.706623365365006,-1.5311943902568175,-4.804330010175325,-28.82598006105195,-29.11987009609502,0.09796334501435669
