geometry,temperature_K,exposure_s,state_index,p_previous_hold_end,p_hold_start,p_hold_mean,p_hold_end,p_eq
face,210.0,20.0,55,0.0017057809956117411,0.0015825519574136305,0.0015749620749621219,0.0015674969343225295,0.0012703063939330866
face,210.0,20.0,56,2.0366016475773238e-05,1.5548227041984572e-05,1.5230350436715936e-05,1.4941608124625179e-05,1.3180119758991123e-05
face,210.0,20.0,57,3.190066185626307e-07,2.473596588050125e-07,2.4325042169953243e-07,2.3925417578328046e-07,1.3675091119040573e-07
face,210.0,20.0,58,3.190066185626297e-07,2.4735965880501375e-07,2.432504216995351e-07,2.39254175783283e-07,1.3675091119040573e-07
face,210.0,20.0,59,6.180350503075557e-09,5.1348268801795246e-09,5.082965208148781e-09,5.031572974155629e-09,1.4188650826673314e-09
face,210.0,20.0,60,0.12154066993726005,0.12179464444395398,0.12181028584340742,0.1218256477333826,0.12243275205192837
face,210.0,20.0,61,0.001705780995611739,0.0015825519574136397,0.0015749620749621334,0.0015674969343225408,0.0012703063939330866
face,210.0,20.0,62,0.0017057809956117446,0.001582551957413641,0.0015749620749621334,0.001567496934322541,0.0012703063939330866
face,210.0,20.0,63,2.6757861453519048e-05,2.4203560032664633e-05,2.4068072423463037e-05,2.3933249923619644e-05,1.3180119758991123e-05
face,200.0,20.0,0,2.393324992361105e-05,2.291909844241398e-05,2.2872497466015596e-05,2.2825955852245146e-05,8.382256078048769e-06
face,200.0,20.0,1,0.0015674969343225495,0.0015056726313653031,0.0015024499508254196,0.00149924148699699,0.0010151950895426044
face,200.0,20.0,2,0.001567496934322466,0.0015056726313651867,0.0015024499508253179,0.0014992414869968891,0.0010151950895426044
face,200.0,20.0,3,0.12182564773338196,0.12195307607928933,0.1219597313120024,0.12196635359452442,0.12295270631618875
face,200.0,20.0,4,5.031572974157678e-09,4.658116362217227e-09,4.641596752366031e-09,4.625121553734973e-09,5.714572624151704e-10
face,200.0,20.0,5,2.3925417578340995e-07,2.077086625721007e-07,2.0614078991209063e-07,2.0458582950070306e-07,6.921055635684985e-08
face,200.0,20.0,6,2.3925417578337565e-07,2.077086625721355e-07,2.061407899121164e-07,2.0458582950072897e-07,6.921055635684985e-08
face,200.0,20.0,7,1.4941608124624911e-05,1.2239484096552017e-05,1.2079365704600084e-05,1.1923678849244886e-05,8.382256078048769e-06
face,200.0,20.0,8,0.0015674969343225163,0.0015056726313651943,0.0015024499508253116,0.0014992414869968828,0.0010151950895426044
face,200.0,20.0,9,2.3933249923608595e-05,2.291909844241134e-05,2.287249746601292e-05,2.2825955852242483e-05,8.382256078048769e-06
face,200.0,20.0,10,0.12182564773338177,0.12195307607928896,0.12195973131200197,0.12196635359452399,0.12295270631618875
face,200.0,20.0,11,0.0015674969343225293,0.0015056726313652535,0.0015024499508253777,0.0014992414869969485,0.0010151950895426044
face,200.0,20.0,12,2.392541757833495e-07,2.0770866257211e-07,2.0614078991209458e-07,2.0458582950070732e-07,6.921055635684985e-08
face,200.0,20.0,13,5.0315729741472925e-09,4.658116362216095e-09,4.641596752365448e-09,4.62512155373436e-09,5.714572624151704e-10
face,200.0,20.0,14,1.4941608124625373e-05,1.2239484096551539e-05,1.2079365704599657e-05,1.1923678849244476e-05,8.382256078048769e-06
face,200.0,20.0,15,2.3925417578328464e-07,2.077086625720494e-07,2.0614078991205167e-07,2.04585829500665e-07,6.921055635684985e-08
face,200.0,20.0,16,0.0015674969343225198,0.0015056726313652615,0.0015024499508253812,0.001499241486996952,0.0010151950895426044
face,200.0,20.0,17,0.12182564773338164,0.12195307607928872,0.12195973131200177,0.12196635359452378,0.12295270631618875
face,200.0,20.0,18,2.393324992360899e-05,2.291909844241201e-05,2.287249746601366e-05,2.2825955852243215e-05,8.382256078048769e-06
face,200.0,20.0,19,0.001567496934322504,0.0015056726313652429,0.001502449950825367,0.0014992414869969377,0.0010151950895426044
face,200.0,20.0,20,2.392541757833503e-07,2.0770866257211246e-07,2.0614078991209452e-07,2.045858295007073e-07,6.921055635684985e-08
face,200.0,20.0,21,1.4941608124625138e-05,1.2239484096551398e-05,1.2079365704599532e-05,1.1923678849244356e-05,8.382256078048769e-06
face,200.0,20.0,22,5.031572974148186e-09,4.658116362216163e-09,4.641596752364976e-09,4.6251215537338916e-09,5.714572624151704e-10
face,200.0,20.0,23,2.3925417578328126e-07,2.0770866257205237e-07,2.0614078991205103e-07,2.045858295006643e-07,6.921055635684985e-08
face,200.0,20.0,24,0.12182564773338186,0.12195307607928899,0.12195973131200204,0.12196635359452403,0.12295270631618875
face,200.0,20.0,25,0.0015674969343225113,0.0015056726313652394,0.001502449950825364,0.0014992414869969349,0.0010151950895426044
face,200.0,20.0,26,0.0015674969343225118,0.0015056726313652403,0.0015024499508253621,0.0014992414869969333,0.0010151950895426044
face,200.0,20.0,27,2.3933249923603086e-05,2.2919098442405444e-05,2.2872497466006943e-05,2.282595585223653e-05,8.382256078048769e-06
face,200.0,20.0,28,1.494160812462509e-05,1.2239484096551422e-05,1.2079365704599549e-05,1.1923678849244371e-05,8.382256078048769e-06
face,200.0,20.0,29,2.392541757832711e-07,2.0770866257204917e-07,2.0614078991205365e-07,2.04585829500667e-07,6.921055635684985e-08
face,200.0,20.0,30,2.3925417578326966e-07,2.077086625720585e-07,2.0614078991206054e-07,2.0458582950067373e-07,6.921055635684985e-08
face,200.0,20.0,31,5.031572974164701e-09,4.6581163622319806e-09,4.641596752380597e-09,4.625121553749429e-09,5.714572624151704e-10
face,200.0,20.0,32,5.031572974160612e-09,4.658116362226017e-09,4.64159675237236e-09,4.625121553741264e-09,5.714572624151704e-10
face,200.0,20.0,33,2.3925417578335934e-07,2.0770866257211458e-07,2.061407899121006e-07,2.045858295007133e-07,6.921055635684985e-08
face,200.0,20.0,34,2.3925417578336326e-07,2.0770866257213038e-07,2.0614078991211363e-07,2.0458582950072614e-07,6.921055635684985e-08
face,200.0,20.0,35,1.4941608124625251e-05,1.223948409655138e-05,1.207936570459952e-05,1.1923678849244344e-05,8.382256078048769e-06
face,200.0,20.0,36,2.3933249923621213e-05,2.2919098442421805e-05,2.287249746602351e-05,2.2825955852253027e-05,8.382256078048769e-06
face,200.0,20.0,37,0.0015674969343225534,0.0015056726313653012,0.0015024499508254257,0.001499241486996996,0.0010151950895426044
face,200.0,20.0,38,0.0015674969343225525,0.0015056726313652908,0.001502449950825413,0.0014992414869969834,0.0010151950895426044
face,200.0,20.0,39,0.1218256477333826,0.12195307607928921,0.12195973131200229,0.12196635359452428,0.12295270631618875
face,200.0,20.0,40,2.3925417578333007e-07,2.0770866257210457e-07,2.0614078991208965e-07,2.0458582950070242e-07,6.921055635684985e-08
face,200.0,20.0,41,5.031572974153148e-09,4.658116362220599e-09,4.6415967523693075e-09,4.625121553738202e-09,5.714572624151704e-10
face,200.0,20.0,42,1.49416081246253e-05,1.2239484096551539e-05,1.2079365704599682e-05,1.19236788492445e-05,8.382256078048769e-06
face,200.0,20.0,43,2.392541757832774e-07,2.0770866257204612e-07,2.0614078991204733e-07,2.0458582950066073e-07,6.921055635684985e-08
face,200.0,20.0,44,0.0015674969343225623,0.001505672631365299,0.001502449950825422,0.0014992414869969925,0.0010151950895426044
face,200.0,20.0,45,2.3933249923622277e-05,2.291909844242384e-05,2.28724974660256e-05,2.282595585225511e-05,8.382256078048769e-06
face,200.0,20.0,46,0.121825647733383,0.12195307607928937,0.12195973131200244,0.12196635359452446,0.12295270631618875
face,200.0,20.0,47,0.0015674969343225425,0.0015056726313652502,0.0015024499508253714,0.0014992414869969425,0.0010151950895426044
face,200.0,20.0,48,2.3925417578332165e-07,2.0770866257209393e-07,2.0614078991207483e-07,2.0458582950068792e-07,6.921055635684985e-08
face,200.0,20.0,49,1.4941608124625185e-05,1.2239484096551446e-05,1.2079365704599594e-05,1.1923678849244414e-05,8.382256078048769e-06
face,200.0,20.0,50,5.031572974152481e-09,4.658116362220289e-09,4.64159675236921e-09,4.625121553738105e-09,5.714572624151704e-10
face,200.0,20.0,51,2.392541757832777e-07,2.0770866257202786e-07,2.0614078991202898e-07,2.045858295006426e-07,6.921055635684985e-08
face,200.0,20.0,52,0.0015674969343225467,0.0015056726313652934,0.0015024499508254174,0.001499241486996988,0.0010151950895426044
face,200.0,20.0,53,0.12182564773338184,0.12195307607928851,0.12195973131200162,0.12196635359452361,0.12295270631618875
face,200.0,20.0,54,2.393324992362197e-05,2.291909844242357e-05,2.2872497466025327e-05,2.2825955852254832e-05,8.382256078048769e-06
face,200.0,20.0,55,0.0015674969343225295,0.001505672631365233,0.0015024499508253552,0.001499241486996926,0.0010151950895426044
face,200.0,20.0,56,1.4941608124625179e-05,1.2239484096551549e-05,1.2079365704599694e-05,1.1923678849244512e-05,8.382256078048769e-06
face,200.0,20.0,57,2.3925417578328046e-07,2.0770866257204025e-07,2.0614078991204203e-07,2.0458582950065554e-07,6.921055635684985e-08
face,200.0,20.0,58,2.39254175783283e-07,2.0770866257206698e-07,2.0614078991206713e-07,2.0458582950068024e-07,6.921055635684985e-08
face,200.0,20.0,59,5.031572974155629e-09,4.658116362226829e-09,4.641596752375213e-09,4.625121553744073e-09,5.714572624151704e-10
face,200.0,20.0,60,0.1218256477333826,0.12195307607928896,0.121959731312002,0.121966353594524,0.12295270631618875
face,200.0,20.0,61,0.0015674969343225408,0.0015056726313652353,0.001502449950825356,0.0014992414869969268,0.0010151950895426044
face,200.0,20.0,62,0.001567496934322541,0.0015056726313652366,0.0015024499508253589,0.0014992414869969297,0.0010151950895426044
face,200.0,20.0,63,2.3933249923619644e-05,2.2919098442420406e-05,2.2872497466021973e-05,2.282595585225149e-05,8.382256078048769e-06
tip,300.0,20.0,0,0.015625,0.015625,0.12893643628941748,0.1386212622589525,0.13862342525810084
tip,300.0,20.0,1,0.015625,0.015625,0.02058784259339233,0.020906810180371216,0.02090692501803362
tip,300.0,20.0,2,0.015625,0.015625,0.02058784259339233,0.020906810180371223,0.02090692501803362
tip,300.0,20.0,3,0.015625,0.015625,0.003594406512237191,0.00315315922994283,0.003153143221615331
tip,300.0,20.0,4,0.015625,0.015625,0.020587842593392358,0.02090681018037125,0.02090692501803362
tip,300.0,20.0,5,0.015625,0.015625,0.0035944065122371785,0.0031531592299428183,0.003153143221615331
tip,300.0,20.0,6,0.015625,0.015625,0.003594406512237202,0.0031531592299428417,0.003153143221615331
tip,300.0,20.0,7,0.015625,0.015625,0.0008712610176165947,0.0004755542774427387,0.0004755511471650089
tip,300.0,20.0,8,0.015625,0.015625,0.020587842593392337,0.02090681018037123,0.02090692501803362
tip,300.0,20.0,9,0.015625,0.015625,0.003659709965299169,0.0031531475614514177,0.003153143221615331
tip,300.0,20.0,10,0.015625,0.015625,0.021278516481820758,0.02090716209035384,0.02090692501803363
tip,300.0,20.0,11,0.015625,0.015625,0.003696794595504011,0.0031531789530901645,0.003153143221615331
tip,300.0,20.0,12,0.015625,0.015625,0.021278516481820754,0.020907162090353835,0.02090692501803363
tip,300.0,20.0,13,0.015625,0.015625,0.0036967945955040105,0.003153178953090163,0.003153143221615331
tip,300.0,20.0,14,0.015625,0.015625,0.021422603899781616,0.02090729268556842,0.02090692501803363
tip,300.0,20.0,15,0.015625,0.015625,0.0035944065122371794,0.003153159229942812,0.003153143221615331
tip,300.0,20.0,16,0.015625,0.015625,0.020587842593392344,0.02090681018037123,0.02090692501803362
tip,300.0,20.0,17,0.015625,0.015625,0.021278516481820754,0.020907162090353835,0.02090692501803363
tip,300.0,20.0,18,0.015625,0.015625,0.003659709965299169,0.0031531475614514173,0.003153143221615331
tip,300.0,20.0,19,0.015625,0.015625,0.0036967945955040118,0.003153178953090165,0.003153143221615331
tip,300.0,20.0,20,0.015625,0.015625,0.021278516481820765,0.020907162090353846,0.02090692501803363
tip,300.0,20.0,21,0.015625,0.015625,0.021422603899781612,0.020907292685568412,0.02090692501803363
tip,300.0,20.0,22,0.015625,0.015625,0.0036967945955040118,0.003153178953090165,0.003153143221615331
tip,300.0,20.0,23,0.015625,0.015625,0.003594406512237181,0.0031531592299428126,0.003153143221615331
tip,300.0,20.0,24,0.015625,0.015625,0.0035944065122371863,0.003153159229942825,0.003153143221615331
tip,300.0,20.0,25,0.015625,0.015625,0.003696794595504011,0.0031531789530901645,0.003153143221615331
tip,300.0,20.0,26,0.015625,0.015625,0.0036967945955040105,0.0031531789530901636,0.003153143221615331
tip,300.0,20.0,27,0.015625,0.015625,0.0036597099652991728,0.003153147561451414,0.003153143221615331
tip,300.0,20.0,28,0.015625,0.015625,0.021422603899781612,0.020907292685568412,0.02090692501803363
tip,300.0,20.0,29,0.015625,0.015625,0.021278516481820612,0.020907162090353634,0.02090692501803363
tip,300.0,20.0,30,0.015625,0.015625,0.02127851648182062,0.02090716209035364,0.02090692501803363
tip,300.0,20.0,31,0.015625,0.015625,0.0205878425933921,0.0209068101803709,0.02090692501803362
tip,300.0,20.0,32,0.015625,0.015625,0.020587842593392334,0.020906810180371223,0.02090692501803362
tip,300.0,20.0,33,0.015625,0.015625,0.021278516481820754,0.020907162090353832,0.02090692501803363
tip,300.0,20.0,34,0.015625,0.015625,0.021278516481820758,0.020907162090353835,0.02090692501803363
tip,300.0,20.0,35,0.015625,0.015625,0.021422603899781616,0.020907292685568415,0.02090692501803363
tip,300.0,20.0,36,0.015625,0.015625,0.0036597099652991693,0.003153147561451418,0.003153143221615331
tip,300.0,20.0,37,0.015625,0.015625,0.003696794595504011,0.0031531789530901645,0.003153143221615331
tip,300.0,20.0,38,0.015625,0.015625,0.003696794595504011,0.003153178953090165,0.003153143221615331
tip,300.0,20.0,39,0.015625,0.015625,0.003594406512237181,0.003153159229942813,0.003153143221615331
tip,300.0,20.0,40,0.015625,0.015625,0.0035944065122371863,0.0031531592299428256,0.003153143221615331
tip,300.0,20.0,41,0.015625,0.015625,0.003696794595504011,0.003153178953090165,0.003153143221615331
tip,300.0,20.0,42,0.015625,0.015625,0.021422603899781616,0.020907292685568415,0.02090692501803363
tip,300.0,20.0,43,0.015625,0.015625,0.02127851648182062,0.020907162090353645,0.02090692501803363
tip,300.0,20.0,44,0.015625,0.015625,0.003696794595504011,0.0031531789530901645,0.003153143221615331
tip,300.0,20.0,45,0.015625,0.015625,0.003659709965299173,0.003153147561451415,0.003153143221615331
tip,300.0,20.0,46,0.015625,0.015625,0.02127851648182062,0.02090716209035364,0.02090692501803363
tip,300.0,20.0,47,0.015625,0.015625,0.02058784259339211,0.020906810180370907,0.02090692501803362
tip,300.0,20.0,48,0.015625,0.015625,0.0035944065122371863,0.003153159229942825,0.003153143221615331
tip,300.0,20.0,49,0.015625,0.015625,0.02142260389978161,0.020907292685568405,0.02090692501803363
tip,300.0,20.0,50,0.015625,0.015625,0.003696794595504011,0.003153178953090164,0.003153143221615331
tip,300.0,20.0,51,0.015625,0.015625,0.021278516481820612,0.02090716209035364,0.02090692501803363
tip,300.0,20.0,52,0.015625,0.015625,0.003696794595504011,0.0031531789530901645,0.003153143221615331
tip,300.0,20.0,53,0.015625,0.015625,0.02127851648182062,0.020907162090353634,0.02090692501803363
tip,300.0,20.0,54,0.015625,0.015625,0.003659709965299172,0.003153147561451414,0.003153143221615331
tip,300.0,20.0,55,0.015625,0.015625,0.02058784259339211,0.020906810180370904,0.02090692501803362
tip,300.0,20.0,56,0.015625,0.015625,0.0008712610176165926,0.0004755542774427364,0.0004755511471650089
tip,300.0,20.0,57,0.015625,0.015625,0.0035944065122371803,0.0031531592299428117,0.003153143221615331
tip,300.0,20.0,58,0.015625,0.015625,0.0035944065122371803,0.0031531592299428126,0.003153143221615331
tip,300.0,20.0,59,0.015625,0.015625,0.020587842593392105,0.020906810180370904,0.02090692501803362
tip,300.0,20.0,60,0.015625,0.015625,0.003594406512237181,0.003153159229942812,0.003153143221615331
tip,300.0,20.0,61,0.015625,0.015625,0.02058784259339211,0.020906810180370904,0.02090692501803362
tip,300.0,20.0,62,0.015625,0.015625,0.020587842593392105,0.020906810180370904,0.02090692501803362
tip,300.0,20.0,63,0.015625,0.015625,0.12893643628941534,0.13862126225894958,0.13862342525810084
tip,290.0,20.0,0,0.1386212622589525,0.1459155405610808,0.14609056265664472,0.14612530928707107,0.1461264230972583
tip,290.0,20.0,1,0.020906810180371216,0.020646081037252455,0.020645598237625365,0.020646761667497546,0.020646816657343414
tip,290.0,20.0,2,0.020906810180371223,0.02064608103725248,0.020645598237625344,0.020646761667497526,0.020646816657343414
tip,290.0,20.0,3,0.00315315922994283,0.0029214856700614062,0.002917701188693265,0.002917283300410575,0.0029172755279052048
tip,290.0,20.0,4,0.02090681018037125,0.020646081037252493,0.02064559823762534,0.020646761667497522,0.020646816657343414
tip,290.0,20.0,5,0.0031531592299428183,0.0029214856700613906,0.00291770118869326,0.0029172833004105715,0.0029172755279052048
tip,290.0,20.0,6,0.0031531592299428417,0.00292148567006139,0.0029177011886932606,0.002917283300410572,0.0029172755279052048
tip,290.0,20.0,7,0.0004755542774427387,0.0004132992077310517,0.00041230306474607367,0.0004121955351004207,0.0004121941240122207
tip,290.0,20.0,8,0.02090681018037123,0.020646081037252472,0.020645598237625355,0.020646761667497533,0.020646816657343414
tip,290.0,20.0,9,0.0031531475614514177,0.0029215708866761232,0.002917675144840754,0.00291727771451778,0.0029172755279052048
tip,290.0,20.0,10,0.02090716209035384,0.020661345749583025,0.02065021371771955,0.020646937793798514,0.020646816657343425
tip,290.0,20.0,11,0.0031531789530901645,0.0029226343866209834,0.0029180148239998827,0.0029172926517927445,0.0029172755279052048
tip,290.0,20.0,12,0.020907162090353835,0.02066134574958303,0.02065021371771955,0.02064693779379851,0.020646816657343425
tip,290.0,20.0,13,0.003153178953090163,0.0029226343866209825,0.0029180148239998822,0.0029172926517927445,0.0029172755279052048
tip,290.0,20.0,14,0.02090729268556842,0.020665722170018757,0.02065164701195413,0.0206470031844276,0.020646816657343425
tip,290.0,20.0,15,0.003153159229942812,0.0029214856700613824,0.002917701188693247,0.0029172833004105577,0.0029172755279052048
tip,290.0,20.0,16,0.02090681018037123,0.020646081037252472,0.020645598237625355,0.020646761667497533,0.020646816657343414
tip,290.0,20.0,17,0.020907162090353835,0.020661345749583032,0.020650213717719565,0.020646937793798524,0.020646816657343425
tip,290.0,20.0,18,0.0031531475614514173,0.0029215708866761237,0.0029176751448407533,0.002917277714517779,0.0029172755279052048
tip,290.0,20.0,19,0.003153178953090165,0.002922634386620984,0.0029180148239998844,0.002917292651792746,0.0029172755279052048
tip,290.0,20.0,20,0.020907162090353846,0.02066134574958304,0.020650213717719558,0.020646937793798514,0.020646816657343425
tip,290.0,20.0,21,0.020907292685568412,0.020665722170018767,0.020651647011954138,0.020647003184427606,0.020646816657343425
tip,290.0,20.0,22,0.003153178953090165,0.002922634386620984,0.002918014823999882,0.0029172926517927436,0.0029172755279052048
tip,290.0,20.0,23,0.0031531592299428126,0.002921485670061382,0.0029177011886932476,0.002917283300410558,0.0029172755279052048
tip,290.0,20.0,24,0.003153159229942825,0.002921485670061397,0.002917701188693264,0.002917283300410575,0.0029172755279052048
tip,290.0,20.0,25,0.0031531789530901645,0.0029226343866209825,0.002918014823999884,0.0029172926517927454,0.0029172755279052048
tip,290.0,20.0,26,0.0031531789530901636,0.0029226343866209834,0.0029180148239998835,0.0029172926517927454,0.0029172755279052048
tip,290.0,20.0,27,0.003153147561451414,0.0029215708866761154,0.002917675144840748,0.0029172777145177737,0.0029172755279052048
tip,290.0,20.0,28,0.020907292685568412,0.020665722170018767,0.020651647011954134,0.020647003184427606,0.020646816657343425
tip,290.0,20.0,29,0.020907162090353634,0.0206613457495828,0.020650213717719322,0.020646937793798274,0.020646816657343425
tip,290.0,20.0,30,0.02090716209035364,0.020661345749582796,0.02065021371771931,0.020646937793798264,0.020646816657343425
tip,290.0,20.0,31,0.0209068101803709,0.020646081037252084,0.02064559823762496,0.020646761667497137,0.020646816657343414
tip,290.0,20.0,32,0.020906810180371223,0.020646081037252465,0.020645598237625355,0.020646761667497533,0.020646816657343414
tip,290.0,20.0,33,0.020907162090353832,0.020661345749583025,0.020650213717719565,0.020646937793798524,0.020646816657343425
tip,290.0,20.0,34,0.020907162090353835,0.020661345749583025,0.020650213717719558,0.020646937793798517,0.020646816657343425
tip,290.0,20.0,35,0.020907292685568415,0.02066572217001876,0.020651647011954145,0.02064700318442761,0.020646816657343425
tip,290.0,20.0,36,0.003153147561451418,0.002921570886676124,0.0029176751448407538,0.0029172777145177794,0.0029172755279052048
tip,290.0,20.0,37,0.0031531789530901645,0.0029226343866209825,0.002918014823999883,0.0029172926517927454,0.0029172755279052048
tip,290.0,20.0,38,0.003153178953090165,0.002922634386620982,0.0029180148239998822,0.0029172926517927445,0.0029172755279052048
tip,290.0,20.0,39,0.003153159229942813,0.002921485670061382,0.0029177011886932468,0.002917283300410557,0.0029172755279052048
tip,290.0,20.0,40,0.0031531592299428256,0.002921485670061396,0.002917701188693264,0.002917283300410575,0.0029172755279052048
tip,290.0,20.0,41,0.003153178953090165,0.0029226343866209817,0.0029180148239998835,0.0029172926517927454,0.0029172755279052048
tip,290.0,20.0,42,0.020907292685568415,0.020665722170018757,0.020651647011954138,0.02064700318442761,0.020646816657343425
tip,290.0,20.0,43,0.020907162090353645,0.02066134574958279,0.02065021371771931,0.02064693779379827,0.020646816657343425
tip,290.0,20.0,44,0.0031531789530901645,0.002922634386620982,0.002918014823999882,0.002917292651792744,0.0029172755279052048
tip,290.0,20.0,45,0.003153147561451415,0.0029215708866761154,0.0029176751448407473,0.0029172777145177733,0.0029172755279052048
tip,290.0,20.0,46,0.02090716209035364,0.02066134574958279,0.02065021371771932,0.02064693779379827,0.020646816657343425
tip,290.0,20.0,47,0.020906810180370907,0.020646081037252077,0.020645598237624956,0.020646761667497134,0.020646816657343414
tip,290.0,20.0,48,0.003153159229942825,0.0029214856700613967,0.002917701188693265,0.002917283300410576,0.0029172755279052048
tip,290.0,20.0,49,0.020907292685568405,0.020665722170018767,0.02065164701195415,0.02064700318442762,0.020646816657343425
tip,290.0,20.0,50,0.003153178953090164,0.002922634386620984,0.002918014823999884,0.0029172926517927454,0.0029172755279052048
tip,290.0,20.0,51,0.02090716209035364,0.020661345749582796,0.020650213717719322,0.020646937793798278,0.020646816657343425
tip,290.0,20.0,52,0.0031531789530901645,0.002922634386620984,0.002918014823999883,0.0029172926517927454,0.0029172755279052048
tip,290.0,20.0,53,0.020907162090353634,0.020661345749582796,0.020650213717719322,0.020646937793798274,0.020646816657343425
tip,290.0,20.0,54,0.003153147561451414,0.002921570886676115,0.002917675144840747,0.002917277714517773,0.0029172755279052048
tip,290.0,20.0,55,0.020906810180370904,0.020646081037252073,0.020645598237624956,0.020646761667497134,0.020646816657343414
tip,290.0,20.0,56,0.0004755542774427364,0.00041329920773105014,0.0004123030647460739,0.0004121955351004209,0.0004121941240122207
tip,290.0,20.0,57,0.0031531592299428117,0.002921485670061382,0.0029177011886932476,0.002917283300410558,0.0029172755279052048
tip,290.0,20.0,58,0.0031531592299428126,0.0029214856700613815,0.002917701188693247,0.0029172833004105572,0.0029172755279052048
tip,290.0,20.0,59,0.020906810180370904,0.020646081037252077,0.020645598237624956,0.020646761667497134,0.020646816657343414
tip,290.0,20.0,60,0.003153159229942812,0.002921485670061382,0.002917701188693246,0.0029172833004105564,0.0029172755279052048
tip,290.0,20.0,61,0.020906810180370904,0.020646081037252073,0.02064559823762496,0.020646761667497137,0.020646816657343414
tip,290.0,20.0,62,0.020906810180370904,0.020646081037252077,0.02064559823762495,0.02064676166749713,0.020646816657343414
tip,290.0,20.0,63,0.13862126225894958,0.14591554056107717,0.14609056265664105,0.14612530928706735,0.1461264230972583
tip,280.0,20.0,0,0.14612530928707107,0.15391122333024704,0.15420647915429256,0.15432761842714846,0.15436724715218872
tip,280.0,20.0,1,0.020646761667497546,0.020334139033620607,0.020333535754676862,0.020337075104439332,0.02033886928216884
tip,280.0,20.0,2,0.020646761667497526,0.020334139033620583,0.020333535754676828,0.02033707510443929,0.02033886928216884
tip,280.0,20.0,3,0.002917283300410575,0.0026871948773135555,0.0026814318541077296,0.0026800392665683823,0.0026797757381092583
tip,280.0,20.0,4,0.020646761667497522,0.020334139033620604,0.020333535754676856,0.02033707510443932,0.02033886928216884
tip,280.0,20.0,5,0.0029172833004105715,0.0026871948773135486,0.0026814318541077266,0.002680039266568378,0.0026797757381092583
tip,280.0,20.0,6,0.002917283300410572,0.0026871948773135746,0.0026814318541077183,0.002680039266568368,0.0026797757381092583
tip,280.0,20.0,7,0.0004121955351004207,0.0003549548141639818,0.00035346917290264,0.0003531226195478259,0.00035307754363979364
tip,280.0,20.0,8,0.020646761667497533,0.020334139033620618,0.020333535754676856,0.020337075104439318,0.02033886928216884
tip,280.0,20.0,9,0.00291727771451778,0.002687690875437387,0.002681324205810166,0.002679869372436482,0.0026797757381092583
tip,280.0,20.0,10,0.020646937793798514,0.020374479254989974,0.02035446653503311,0.020343132497581677,0.02033886928216884
tip,280.0,20.0,11,0.0029172926517927445,0.002690142323236286,0.002682782077643168,0.0026803516620982977,0.0026797757381092583
tip,280.0,20.0,12,0.02064693779379851,0.020374479254989974,0.02035446653503311,0.020343132497581677,0.02033886928216884
tip,280.0,20.0,13,0.0029172926517927445,0.0026901423232362854,0.002682782077643168,0.0026803516620982977,0.0026797757381092583
tip,280.0,20.0,14,0.0206470031844276,0.020385005431438792,0.020360927242203824,0.020345353217290287,0.02033886928216884
tip,280.0,20.0,15,0.0029172833004105577,0.0026871948773135534,0.002681431854107725,0.0026800392665683737,0.0026797757381092583
tip,280.0,20.0,16,0.020646761667497533,0.020334139033620618,0.02033353575467685,0.020337075104439314,0.02033886928216884
tip,280.0,20.0,17,0.020646937793798524,0.020374479254989974,0.02035446653503311,0.02034313249758168,0.02033886928216884
tip,280.0,20.0,18,0.002917277714517779,0.0026876908754373875,0.002681324205810165,0.0026798693724364806,0.0026797757381092583
tip,280.0,20.0,19,0.002917292651792746,0.002690142323236285,0.002682782077643168,0.0026803516620982977,0.0026797757381092583
tip,280.0,20.0,20,0.020646937793798514,0.020374479254989978,0.020354466535033106,0.020343132497581677,0.02033886928216884
tip,280.0,20.0,21,0.020647003184427606,0.020385005431438796,0.02036092724220382,0.020345353217290283,0.02033886928216884
tip,280.0,20.0,22,0.0029172926517927436,0.0026901423232362867,0.0026827820776431674,0.0026803516620982973,0.0026797757381092583
tip,280.0,20.0,23,0.002917283300410558,0.0026871948773135534,0.0026814318541077244,0.0026800392665683732,0.0026797757381092583
tip,280.0,20.0,24,0.002917283300410575,0.0026871948773135534,0.002681431854107728,0.0026800392665683793,0.0026797757381092583
tip,280.0,20.0,25,0.0029172926517927454,0.0026901423232362862,0.0026827820776431674,0.0026803516620982973,0.0026797757381092583
tip,280.0,20.0,26,0.0029172926517927454,0.0026901423232362867,0.002682782077643168,0.0026803516620982977,0.0026797757381092583
tip,280.0,20.0,27,0.0029172777145177737,0.0026876908754374066,0.0026813242058101754,0.0026798693724364867,0.0026797757381092583
tip,280.0,20.0,28,0.020647003184427606,0.020385005431438792,0.020360927242203824,0.020345353217290287,0.02033886928216884
tip,280.0,20.0,29,0.020646937793798274,0.020374479254989836,0.020354466535032947,0.020343132497581493,0.02033886928216884
tip,280.0,20.0,30,0.020646937793798264,0.020374479254989825,0.020354466535032943,0.020343132497581493,0.02033886928216884
tip,280.0,20.0,31,0.020646761667497137,0.020334139033620413,0.020333535754676637,0.020337075104439065,0.02033886928216884
tip,280.0,20.0,32,0.020646761667497533,0.02033413903362061,0.02033353575467685,0.020337075104439314,0.02033886928216884
tip,280.0,20.0,33,0.020646937793798524,0.020374479254989974,0.020354466535033106,0.020343132497581677,0.02033886928216884
tip,280.0,20.0,34,0.020646937793798517,0.02037447925498997,0.020354466535033106,0.020343132497581677,0.02033886928216884
