geometry,temperature_K,exposure_s,state_index,p_previous_hold_end,p_hold_start,p_hold_mean,p_hold_end,p_eq
face,290.0,20.0,21,0.00019223105784124336,0.00015593629051153244,0.0001555101635545881,0.00015550866751144255,0.00015550866751144356
face,290.0,20.0,22,3.2080326312352524e-07,2.0932627599545707e-07,2.081850836345396e-07,2.0815700757500234e-07,2.0815700757501586e-07
face,290.0,20.0,23,7.852919879201721e-06,5.7132665957804045e-06,5.689756779129618e-06,5.689483182254794e-06,5.689483182254797e-06
face,290.0,20.0,24,0.11518829091377918,0.11616432643326392,0.11617630072594656,0.11617646675896405,0.11617646675896616
face,290.0,20.0,25,0.004705610163759978,0.004256082472614591,0.004250541744081356,0.004250464391319333,0.004250464391319417
face,290.0,20.0,26,0.004705610163759971,0.0042560824726145885,0.004250541744081356,0.0042504643913193335,0.004250464391319417
face,290.0,20.0,27,0.00019223105784124924,0.00015593647152924349,0.00015551792369378068,0.00015550866751143854,0.00015550866751144356
face,290.0,20.0,28,0.00019223105784124263,0.00015593629051153247,0.00015551016355458836,0.00015550866751144315,0.00015550866751144356
face,290.0,20.0,29,7.852919879201701e-06,5.713266595780413e-06,5.689756779129621e-06,5.689483182254807e-06,5.689483182254797e-06
face,290.0,20.0,30,7.852919879201686e-06,5.713266595780414e-06,5.6897567791296165e-06,5.689483182254804e-06,5.689483182254797e-06
face,290.0,20.0,31,3.2080326312356976e-07,2.0932627599547743e-07,2.0818508363456674e-07,2.0815700757502926e-07,2.0815700757501586e-07
face,290.0,20.0,32,3.208032631235384e-07,2.0932627599548418e-07,2.0818508363455856e-07,2.0815700757502131e-07,2.0815700757501586e-07
face,290.0,20.0,33,7.85291987920188e-06,5.713266595780387e-06,5.689756779129711e-06,5.689483182254886e-06,5.689483182254797e-06
face,290.0,20.0,34,7.852919879201925e-06,5.7132665957803546e-06,5.689756779129708e-06,5.689483182254886e-06,5.689483182254797e-06
face,290.0,20.0,35,0.00019223105784124314,0.00015593629051153322,0.0001555101635545882,0.00015550866751144242,0.00015550866751144356
face,290.0,20.0,36,0.00019223105784123805,0.00015593647152923647,0.0001555179236937834,0.0001555086675114466,0.00015550866751144356
face,290.0,20.0,37,0.0047056101637597495,0.004256082472614491,0.0042505417440814,0.004250464391319514,0.004250464391319417
face,290.0,20.0,38,0.004705610163759736,0.004256082472614485,0.004250541744081393,0.004250464391319507,0.004250464391319417
face,290.0,20.0,39,0.11518829091377361,0.1161643264332611,0.11617630072594781,0.11617646675896895,0.11617646675896616
face,290.0,20.0,40,7.852919879201865e-06,5.713266595780364e-06,5.6897567791297275e-06,5.689483182254916e-06,5.689483182254797e-06
face,290.0,20.0,41,3.2080326312352053e-07,2.0932627599545548e-07,2.0818508363453715e-07,2.081570075749997e-07,2.0815700757501586e-07
face,290.0,20.0,42,0.00019223105784124239,0.00015593629051153217,0.0001555101635545882,0.00015550866751144272,0.00015550866751144356
face,290.0,20.0,43,7.852919879201693e-06,5.713266595780414e-06,5.689756779129605e-06,5.689483182254782e-06,5.689483182254797e-06
face,290.0,20.0,44,0.004705610163759724,0.004256082472614479,0.004250541744081393,0.0042504643913195105,0.004250464391319417
face,290.0,20.0,45,0.0001922310578412382,0.00015593647152923693,0.00015551792369378347,0.00015550866751144667,0.00015550866751144356
face,290.0,20.0,46,0.1151882909137728,0.11616432643326095,0.11617630072594726,0.11617646675896837,0.11617646675896616
face,290.0,20.0,47,0.004705610163759737,0.004256082472614487,0.0042505417440813955,0.00425046439131951,0.004250464391319417
face,290.0,20.0,48,7.852919879201886e-06,5.713266595780363e-06,5.689756779129698e-06,5.689483182254883e-06,5.689483182254797e-06
face,290.0,20.0,49,0.00019223105784124336,0.00015593629051153236,0.0001555101635545883,0.00015550866751144277,0.00015550866751144356
face,290.0,20.0,50,3.208032631235193e-07,2.0932627599545548e-07,2.081850836345419e-07,2.0815700757500472e-07,2.0815700757501586e-07
face,290.0,20.0,51,7.852919879201708e-06,5.713266595780412e-06,5.689756779129607e-06,5.689483182254784e-06,5.689483182254797e-06
face,290.0,20.0,52,0.0047056101637597365,0.004256082472614484,0.004250541744081399,0.004250464391319516,0.004250464391319417
face,290.0,20.0,53,0.11518829091377343,0.11616432643326126,0.11617630072594755,0.11617646675896864,0.11617646675896616
face,290.0,20.0,54,0.00019223105784123816,0.00015593647152923698,0.00015551792369378347,0.00015550866751144667,0.00015550866751144356
face,290.0,20.0,55,0.00470561016375975,0.004256082472614493,0.004250541744081402,0.004250464391319516,0.004250464391319417
face,290.0,20.0,56,0.00019223105784124268,0.0001559362905115324,0.00015551016355458845,0.00015550866751144323,0.00015550866751144356
face,290.0,20.0,57,7.852919879201706e-06,5.713266595780408e-06,5.689756779129621e-06,5.689483182254807e-06,5.689483182254797e-06
