geometry,exposure_s,time_s,temperature_K,stage,Udd_J,Udd_kBT
face,20.0,1379.0,201.75,ramp,-2.6161997599470884e-20,-9.392345836613373
face,20.0,1382.0,201.5,ramp,-2.6162253624293707e-20,-9.404090899946295
face,20.0,1385.0,201.25,ramp,-2.616250379224108e-20,-9.41586303567626
face,20.0,1388.0,201.0,ramp,-2.6162748191188323e-20,-9.427662376485262
face,20.0,1391.0,200.75,ramp,-2.616298690937245e-20,-9.439489055846728
face,20.0,1394.0,200.5,ramp,-2.616322003530846e-20,-9.451343208000203
face,20.0,1397.0,200.25,ramp,-2.6163447657709267e-20,-9.463224967927188
face,20.0,1400.0,200.0,ramp,-2.6163669865409297e-20,-9.475134471328083
face,20.0,1400.0001,200.0,hold,-2.6163669872727043e-20,-9.475134473978194
face,20.0,1400.0001662938737,200.0,hold,-2.6163669877578262e-20,-9.475134475735056
face,20.0,1400.000276536524,200.0,hold,-2.6163669885645534e-20,-9.475134478656607
face,20.0,1400.000459863298,200.0,hold,-2.6163669899060912e-20,-9.475134483514966
face,20.0,1400.0007647244913,200.0,hold,-2.6163669921369855e-20,-9.475134491594117
face,20.0,1400.0012716899791,200.0,hold,-2.616366995846826e-20,-9.475134505029251
face,20.0,1400.0021147425268,200.0,hold,-2.6163670020160603e-20,-9.475134527371042
face,20.0,1400.0035166872651,200.0,hold,-2.6163670122751082e-20,-9.475134564524032
face,20.0,1400.0058480354764,200.0,hold,-2.6163670293352505e-20,-9.475134626307085
face,20.0,1400.0097249247247,200.0,hold,-2.616367057705149e-20,-9.475134729048253
face,20.0,1400.0161719540317,200.0,hold,-2.6163671048823508e-20,-9.475134899899796
face,20.0,1400.0268929688,200.0,hold,-2.6163671833345907e-20,-9.475135184013427
face,20.0,1400.04472135955,200.0,hold,-2.6163673137943197e-20,-9.47513565647141
face,20.0,1400.074368881133,200.0,hold,-2.616367530736599e-20,-9.475136442124677
face,20.0,1400.123670893207,200.0,hold,-2.616367891486547e-20,-9.475137748575296
face,20.0,1400.2056571188596,200.0,hold,-2.6163684913590584e-20,-9.475139921004752
face,20.0,1400.3419951893354,200.0,hold,-2.6163694888202872e-20,-9.475143533295888
face,20.0,1400.568717047954,200.0,hold,-2.6163711472883602e-20,-9.475149539413566
face,20.0,1400.945741609003,200.0,hold,-2.616373904531279e-20,-9.475159524728149
face,20.0,1401.5727103560864,200.0,hold,-2.6163784877562716e-20,-9.475176122809893
face,20.0,1402.6153209720237,200.0,hold,-2.616386104126965e-20,-9.475203705384079
face,20.0,1404.349118552082,200.0,hold,-2.6163987551869588e-20,-9.475249521011346
face,20.0,1407.2323177087621,200.0,hold,-2.6164197531470548e-20,-9.475325564814282
face,20.0,1412.026901270703,200.0,hold,-2.616454561436862e-20,-9.475451622522675
face,20.0,1420.0,200.0,hold,-2.6165121435794627e-20,-9.47566015540323
tip,20.0,0.0,300.0,initial,0.0,0.0
tip,20.0,0.0001,300.0,hold,-5.989826427684996e-25,-0.00014461378737306384
tip,20.0,0.00016629387362411343,300.0,hold,-9.960316469241317e-25,-0.00024047426172380565
tip,20.0,0.0002765365240491264,300.0,hold,-1.6562295761389013e-24,-0.00039986739959224524
tip,20.0,0.00045986329782677027,300.0,hold,-2.7539040742178212e-24,-0.0006648815337853964
tip,20.0,0.0007647244913317298,300.0,hold,-4.578732574819881e-24,-0.001105454168008398
tip,20.0,0.001271689979187831,300.0,hold,-7.611826309652262e-24,-0.001837741117800943
tip,20.0,0.0021147425268811283,300.0,hold,-1.2651573478052164e-23,-0.0030544991227681485
tip,20.0,0.0035166872651270866,300.0,hold,-2.102103317661362e-23,-0.005075157450496981
tip,20.0,0.005848035476425728,300.0,hold,-3.490765310026549e-23,-0.008427836739645748
tip,20.0,0.00972492472466073,300.0,hold,-5.791400998287593e-23,-0.013982315559053732
tip,20.0,0.016171954031667476,300.0,hold,-9.593485675620009e-23,-0.02316177796485568
tip,20.0,0.026892968799970832,300.0,hold,-1.5851029823410146e-22,-0.038269513886609714
tip,20.0,0.044721359549995794,300.0,hold,-2.607939002671306e-22,-0.06296408434659609
tip,20.0,0.0743688811330554,300.0,hold,-4.260859519634633e-22,-0.10287093291233888
tip,20.0,0.12367089320707028,300.0,hold,-6.881801994471318e-22,-0.1661489631439349
tip,20.0,0.20565711885957794,300.0,hold,-1.0908740960844307e-21,-0.263372297155041
tip,20.0,0.3419951893353393,300.0,hold,-1.6781234037279737e-21,-0.40515327784927563
tip,20.0,0.5687170479538566,300.0,hold,-2.464127071324158e-21,-0.5949199908458891
tip,20.0,0.9457416090031759,300.0,hold,-3.3805147646411858e-21,-0.8161656256444579
tip,20.0,1.5727103560863966,300.0,hold,-4.245350898699926e-21,-1.0249650463175715
tip,20.0,2.61532097202366,300.0,hold,-4.857265216602245e-21,-1.1727009584145438
tip,20.0,4.349118552081964,300.0,hold,-5.1757223515620745e-21,-1.2495868130524304
tip,20.0,7.2323177087620465,300.0,hold,-5.301247095827883e-21,-1.2798925471107871
tip,20.0,12.026901270703146,300.0,hold,-5.331247109034297e-21,-1.2871355208152824
tip,20.0,20.0,300.0,hold,-5.333803955962214e-21,-1.2877528263790468
tip,20.0,23.0,299.75,ramp,-5.335726289520061e-21,-1.289291349346218
tip,20.0,26.0,299.5,ramp,-5.339687448112796e-21,-1.2913255008864581
tip,20.0,29.0,299.25,ramp,-5.343861820157564e-21,-1.2934146568151264
tip,20.0,32.0,299.0,ramp,-5.348082994148227e-21,-1.2955186436103714
tip,20.0,35.0,298.75,ramp,-5.3523190027774865e-21,-1.2976297482697077
tip,20.0,38.0,298.5,ramp,-5.3565629990482714e-21,-1.2997463272836514
tip,20.0,41.0,298.25,ramp,-5.36081346220355e-21,-1.3018680251041141
tip,20.0,44.0,298.0,ramp,-5.3650700423883176e-21,-1.303994769580793
tip,20.0,47.0,297.75,ramp,-5.369332653979352e-21,-1.3061265525972399
tip,20.0,50.0,297.5,ramp,-5.373601272307322e-21,-1.3082633808496316
tip,20.0,53.0,297.25,ramp,-5.377875886896341e-21,-1.3104052645151296
tip,20.0,56.0,297.0,ramp,-5.382156490430418e-21,-1.3125522145757713
tip,20.0,59.0,296.75,ramp,-5.386443076080926e-21,-1.314704242169554
tip,20.0,62.0,296.5,ramp,-5.390735636838875e-21,-1.3168613584279814
tip,20.0,65.0,296.25,ramp,-5.395034165339598e-21,-1.3190235744331729
tip,20.0,68.0,296.0,ramp,-5.399338653811068e-21,-1.3211909012050083
tip,20.0,71.0,295.75,ramp,-5.403649094053776e-21,-1.3233633496959365
tip,20.0,74.0,295.5,ramp,-5.4079654774288425e-21,-1.3255409307877786
tip,20.0,77.0,295.25,ramp,-5.412287794847964e-21,-1.327723655288959
tip,20.0,80.0,295.0,ramp,-5.416616036763701e-21,-1.329911533931813
tip,20.0,83.0,294.75,ramp,-5.4209501931596386e-21,-1.3321045773698446
tip,20.0,86.0,294.5,ramp,-5.425290253540248e-21,-1.3343027961748983
tip,20.0,89.0,294.25,ramp,-5.429636206920371e-21,-1.336506200834225
tip,20.0,92.0,294.0,ramp,-5.433988041814392e-21,-1.338714801747454
tip,20.0,95.0,293.75,ramp,-5.438345746225021e-21,-1.3409286092234534
tip,20.0,98.0,293.5,ramp,-5.442709307631738e-21,-1.3431476334770944
tip,20.0,101.0,293.25,ramp,-5.447078712978778e-21,-1.345371884625881
tip,20.0,104.0,293.0,ramp,-5.451453948662803e-21,-1.3476013726864873
tip,20.0,107.0,292.75,ramp,-5.4558350005201015e-21,-1.349836107571161
tip,20.0,110.0,292.5,ramp,-5.460221853813511e-21,-1.3520760990840373
tip,20.0,113.0,292.25,ramp,-5.46461449321877e-21,-1.354321356917296
tip,20.0,116.0,292.0,ramp,-5.469012902810546e-21,-1.3565718906472153
tip,20.0,119.0,291.75,ramp,-5.4734170660480575e-21,-1.3588277097301047
tip,20.0,122.0,291.5,ramp,-5.477826965760227e-21,-1.3610888234981044
tip,20.0,125.0,291.25,ramp,-5.482242584130463e-21,-1.363355241154865
tip,20.0,128.0,291.0,ramp,-5.4866639026809486e-21,-1.365626971771087
tip,20.0,131.0,290.75,ramp,-5.4910909022565716e-21,-1.3679040242799445
tip,20.0,134.0,290.5,ramp,-5.495523563008349e-21,-1.3701864074723622
tip,20.0,137.0,290.25,ramp,-5.499961864376486e-21,-1.3724741299921734
tip,20.0,140.0,290.0,ramp,-5.504405785072977e-21,-1.3747672003311429
tip,20.0,140.0001,290.0,hold,-5.504405968347495e-21,-1.3747672461053475
tip,20.0,140.00016629387363,290.0,hold,-5.504406089841551e-21,-1.3747672764494117
tip,20.0,140.00027653652404,290.0,hold,-5.504406291868618e-21,-1.374767326907208
tip,20.0,140.00045986329783,290.0,hold,-5.504406627799318e-21,-1.3747674108084547
tip,20.0,140.00076472449132,290.0,hold,-5.504407186354253e-21,-1.374767550311797
tip,20.0,140.00127168997918,290.0,hold,-5.504408114983349e-21,-1.374767782243975
tip,20.0,140.00211474252689,290.0,hold,-5.504409658646351e-21,-1.3747681677855477
tip,20.0,140.00351668726512,290.0,hold,-5.5044122240320785e-21,-1.3747688085101404
tip,20.0,140.00584803547642,290.0,hold,-5.504416485605316e-21,-1.3747698728704614
tip,20.0,140.00972492472465,290.0,hold,-5.5044235599026205e-21,-1.3747716397300063
tip,20.0,140.01617195403168,290.0,hold,-5.504435289735719e-21,-1.3747745693450162
tip,20.0,140.02689296879998,290.0,hold,-5.504454701387884e-21,-1.3747794175527508
tip,20.0,140.04472135954998,290.0,hold,-5.504486723087533e-21,-1.3747874152157311
tip,20.0,140.07436888113307,290.0,hold,-5.5045392678246336e-21,-1.3748005386633722
tip,20.0,140.12367089320708,290.0,hold,-5.5046247407136175e-21,-1.3748218861673318
tip,20.0,140.2056571188596,290.0,hold,-5.504761805370961e-21,-1.3748561191077433
tip,20.0,140.34199518933534,290.0,hold,-5.504976569532567e-21,-1.3749097580901715
tip,20.0,140.56871704795387,290.0,hold,-5.505300866891092e-21,-1.3749907538214206
tip,20.0,140.94574160900316,290.0,hold,-5.505763235535489e-21,-1.3751062339062106
tip,20.0,141.5727103560864,290.0,hold,-5.506368511358793e-21,-1.3752574061455989
tip,20.0,142.61532097202365,290.0,hold,-5.5070720428585645e-21,-1.3754331184873212
tip,20.0,144.34911855208196,290.0,hold,-5.5077735201601845e-21,-1.3756083177774352
tip,20.0,147.23231770876205,290.0,hold,-5.508348522516965e-21,-1.37575192898836
tip,20.0,152.02690127070315,290.0,hold,-5.508699331543918e-21,-1.3758395462103936
tip,20.0,160.0,290.0,hold,-5.508826744793363e-21,-1.375871368638293
tip,20.0,163.0,289.75,ramp,-5.510439271002783e-21,-1.377461576196779
tip,20.0,166.0,289.5,ramp,-5.514014046881258e-21,-1.3795454634401008
tip,20.0,169.0,289.25,ramp,-5.518106745383574e-21,-1.3817626434286683
tip,20.0,172.0,289.0,ramp,-5.5224022976192604e-21,-1.3840344989400488
tip,20.0,175.0,288.75,ramp,-5.526791575680417e-21,-1.386333798474496
tip,20.0,178.0,288.5,ramp,-5.531228066256073e-21,-1.3886489359232317
tip,20.0,181.0,288.25,ramp,-5.535690283033993e-21,-1.3909745535453213
tip,20.0,184.0,288.0,ramp,-5.540167943508447e-21,-1.3933080926646249
tip,20.0,187.0,287.75,ramp,-5.544656020690217e-21,-1.395648308581841
tip,20.0,190.0,287.5,ramp,-5.549152012115426e-21,-1.3979945882704568
tip,20.0,193.0,287.25,ramp,-5.5536546475689126e-21,-1.4003466272797114
tip,20.0,196.0,287.0,ramp,-5.558163266274285e-21,-1.4027042739010727
tip,20.0,199.0,286.75,ramp,-5.562677512418505e-21,-1.4050674529271323
tip,20.0,202.0,286.5,ramp,-5.567197184387913e-21,-1.4074361278709286
tip,20.0,205.0,286.25,ramp,-5.571722159202701e-21,-1.4098102820147227
tip,20.0,208.0,286.0,ramp,-5.576252354189777e-21,-1.412189908790026
tip,20.0,211.0,285.75,ramp,-5.580787707313298e-21,-1.414575006836334
tip,20.0,214.0,285.5,ramp,-5.585328166960396e-21,-1.4169655774326249
tip,20.0,217.0,285.25,ramp,-5.58987368657229e-21,-1.4193616231456783
tip,20.0,220.0,285.0,ramp,-5.594424221785836e-21,-1.4217631471092766
tip,20.0,223.0,284.75,ramp,-5.598979728889818e-21,-1.4241701526340345
tip,20.0,226.0,284.5,ramp,-5.603540163976721e-21,-1.4265826429922281
tip,20.0,229.0,284.25,ramp,-5.608105482466613e-21,-1.4290006212963062
tip,20.0,232.0,284.0,ramp,-5.6126756388317715e-21,-1.4314240904279592
tip,20.0,235.0,283.75,ramp,-5.617250586430631e-21,-1.4338530529947142
tip,20.0,238.0,283.5,ramp,-5.621830277402125e-21,-1.4362875113017326
tip,20.0,241.0,283.25,ramp,-5.626414662593209e-21,-1.438727467331944
tip,20.0,244.0,283.0,ramp,-5.631003691505075e-21,-1.4411729227308554
tip,20.0,247.0,282.75,ramp,-5.63559731224977e-21,-1.4436238787939486
tip,20.0,250.0,282.5,ramp,-5.640195471512654e-21,-1.4460803364555055
tip,20.0,253.0,282.25,ramp,-5.644798114518151e-21,-1.4485422962782177
tip,20.0,256.0,282.0,ramp,-5.649405184997292e-21,-1.4510097584432067
tip,20.0,259.0,281.75,ramp,-5.654016625156228e-21,-1.453482722740234
tip,20.0,262.0,281.5,ramp,-5.658632375645177e-21,-1.4559611885579733
tip,20.0,265.0,281.25,ramp,-5.6632523755276245e-21,-1.4584451548742976
tip,20.0,268.0,281.0,ramp,-5.667876562249539e-21,-1.4609346202465165
tip,20.0,271.0,280.75,ramp,-5.672504871608548e-21,-1.4634295828015502
tip,20.0,274.0,280.5,ramp,-5.677137237723016e-21,-1.4659300402260291
tip,20.0,277.0,280.25,ramp,-5.681773593001008e-21,-1.4684359897563068
tip,20.0,280.0,280.0,ramp,-5.686413868109165e-21,-1.4709474281683996
tip,20.0,280.0001,280.0,hold,-5.6864140315091975e-21,-1.4709474704363146
tip,20.0,280.00016629387363,280.0,hold,-5.686414139831186e-21,-1.4709474984567779
tip,20.0,280.00027653652404,280.0,hold,-5.68641431996009e-21,-1.4709475450520757
tip,20.0,280.0004598632978,280.0,hold,-5.686414619492565e-21,-1.470947622534393
tip,20.0,280.0007647244913,280.0,hold,-5.686415117566703e-21,-1.470947751374975
tip,20.0,280.0012716899792,280.0,hold,-5.686415945750479e-21,-1.470947965607499
tip,20.0,280.0021147425269,280.0,hold,-5.686417322739869e-21,-1.4709483218036974
tip,20.0,280.0035166872651,280.0,hold,-5.686419611954431e-21,-1.4709489139720393
tip,20.0,280.00584803547645,280.0,hold,-5.686423417024436e-21,-1.4709498982581057
tip,20.0,280.00972492472465,280.0,hold,-5.686429739777513e-21,-1.4709515338121812
tip,20.0,280.0161719540317,280.0,hold,-5.6864402407481696e-21,-1.470954250177212
tip,20.0,280.0268929688,280.0,hold,-5.6864576663022344e-21,-1.4709587577762946
tip,20.0,280.04472135955,280.0,hold,-5.6864865422309274e-21,-1.4709662273298714
tip,20.0,280.07436888113307,280.0,hold,-5.686534281667645e-21,-1.4709785764488927
tip,20.0,280.1236708932071,280.0,hold,-5.686612904682429e-21,-1.4709989144552484
tip,20.0,280.20565711885956,280.0,hold,-5.686741571641079e-21,-1.471032197704816
tip,20.0,280.34199518933536,280.0,hold,-5.6869499527518894e-21,-1.4710861012134482
tip,20.0,280.56871704795384,280.0,hold,-5.687281750859495e-21,-1.4711719299245434
tip,20.0,280.94574160900316,280.0,hold,-5.687795828669867e-21,-1.4713049102968103
tip,20.0,281.5727103560864,280.0,hold,-5.688558829223111e-21,-1.471502281386484
tip,20.0,282.61532097202365,280.0,hold,-5.689619760931337e-21,-1.4717767205679917
tip,20.0,284.34911855208196,280.0,hold,-5.690962816344392e-21,-1.4721241388093547
tip,20.0,287.232317708762,280.0,hold,-5.6924618815508075e-21,-1.472511913276915
tip,20.0,292.02690127070315,280.0,hold,-5.6938845014137456e-21,-1.472879913052729
tip,20.0,300.0,280.0,hold,-5.694957440335531e-21,-1.4731574582304434
tip,20.0,303.0,279.75,ramp,-5.696286375402151e-21,-1.4748180256642602
tip,20.0,306.0,279.5,ramp,-5.699162235460004e-21,-1.4768824342599274
tip,20.0,309.0,279.25,ramp,-5.70274781886178e-21,-1.47913462175208
tip,20.0,312.0,279.0,ramp,-5.70671164980154e-21,-1.4814890402528347
tip,20.0,315.0,278.75,ramp,-5.7109006574225435e-21,-1.4839061912733444
tip,20.0,318.0,278.5,ramp,-5.7152342794206196e-21,-1.4863652918529338
tip,20.0,321.0,278.25,ramp,-5.719665580584688e-21,-1.4888542376202423
tip,20.0,324.0,278.0,ramp,-5.724165153629556e-21,-1.4913654473626616
tip,20.0,327.0,277.75,ramp,-5.72871363826307e-21,-1.4938939325571625
tip,20.0,330.0,277.5,ramp,-5.7332978571375075e-21,-1.4964363005016874
tip,20.0,333.0,277.25,ramp,-5.737908632982445e-21,-1.498990191250596
tip,20.0,336.0,277.0,ramp,-5.7425394663732836e-21,-1.501553936539253
tip,20.0,339.0,276.75,ramp,-5.747185692998922e-21,-1.5041263423522184
tip,20.0,342.0,276.5,ramp,-5.7518439269764285e-21,-1.5067065452424426
tip,20.0,345.0,276.25,ramp,-5.756511683826542e-21,-1.509293914975383
tip,20.0,348.0,276.0,ramp,-5.761187120561482e-21,-1.5118879873773816
tip,20.0,351.0,275.75,ramp,-5.765868854150868e-21,-1.514488417405897
tip,20.0,354.0,275.5,ramp,-5.770555833441554e-21,-1.5170949460173992
tip,20.0,357.0,275.25,ramp,-5.775247248043041e-21,-1.5197073765818867
tip,20.0,360.0,275.0,ramp,-5.7799424630500695e-21,-1.522325557973775
tip,20.0,363.0,274.75,ramp,-5.78464097198041e-21,-1.5249493723723608
tip,20.0,366.0,274.5,ramp,-5.7893423626478536e-21,-1.5275787264087175
tip,20.0,369.0,274.25,ramp,-5.794046292279725e-21,-1.5302135447056504
tip,20.0,372.0,274.0,ramp,-5.798752469279941e-21,-1.5328537651389889
tip,20.0,375.0,273.75,ramp,-5.803460639795067e-21,-1.5354993353437016
tip,20.0,378.0,273.5,ramp,-5.808170577769573e-21,-1.5381502101248836
tip,20.0,381.0,273.25,ramp,-5.812882077548441e-21,-1.5408063495297433
tip,20.0,384.0,273.0,ramp,-5.817594948348261e-21,-1.543467717404734
tip,20.0,387.0,272.75,ramp,-5.822309010105335e-21,-1.546134280310413
tip,20.0,390.0,272.5,ramp,-5.827024090343153e-21,-1.5488060067012768
tip,20.0,393.0,272.25,ramp,-5.8317400217979435e-21,-1.551482866302755
tip,20.0,396.0,272.0,ramp,-5.836456640610312e-21,-1.5541648296355106
tip,20.0,399.0,271.75,ramp,-5.841173784941618e-21,-1.5568518676503198
tip,20.0,402.0,271.5,ramp,-5.845891293910307e-21,-1.5595439514462912
tip,20.0,405.0,271.25,ramp,-5.850609006770359e-21,-1.5622410520521774
tip,20.0,408.0,271.0,ramp,-5.8553267622736964e-21,-1.564943140255641
tip,20.0,411.0,270.75,ramp,-5.860044398173071e-21,-1.567650186469158
tip,20.0,414.0,270.5,ramp,-5.8647617508326594e-21,-1.5703621606240152
tip,20.0,417.0,270.25,ramp,-5.869478654921528e-21,-1.5730790320859307
tip,20.0,420.0,270.0,ramp,-5.874194943171427e-21,-1.5758007695874607
tip,20.0,420.0001,270.0,hold,-5.874195102158716e-21,-1.5758008122370992
tip,20.0,420.00016629387363,270.0,hold,-5.874195207556608e-21,-1.5758008405109447
tip,20.0,420.00027653652404,270.0,hold,-5.874195382825192e-21,-1.575800887528174
tip,20.0,420.0004598632978,270.0,hold,-5.8741956742815325e-21,-1.5758009657137175
tip,20.0,420.0007647244913,270.0,hold,-5.8741961589429105e-21,-1.5758010957280906
tip,20.0,420.0012716899792,270.0,hold,-5.874196964870084e-21,-1.5758013119246372
tip,20.0,420.0021147425269,270.0,hold,-5.8741983049808024e-21,-1.5758016714202823
tip,20.0,420.0035166872651,270.0,hold,-5.874200533235182e-21,-1.5758022691677185
tip,20.0,420.00584803547645,270.0,hold,-5.874204237945728e-21,-1.5758032629865797
tip,20.0,420.00972492472465,270.0,hold,-5.874210396606849e-21,-1.575804915097725
tip,20.0,420.0161719540317,270.0,hold,-5.874220632429744e-21,-1.5758076609408151
tip,20.0,420.0268929688,270.0,hold,-5.87423763835866e-21,-1.5758122229201386
tip,20.0,420.04472135955,270.0,hold,-5.874265875061214e-21,-1.5758197976462154
tip,20.0,420.07436888113307,270.0,hold,-5.874312712071e-21,-1.5758323620566204
tip,20.0,420.1236708932071,270.0,hold,-5.874390271880892e-21,-1.575853168109075
tip,20.0,420.20565711885956,270.0,hold,-5.8745183510357005e-21,-1.5758875263884082
tip,20.0,420.34199518933536,270.0,hold,-5.8747288869578526e-21,-1.5759440043690274
tip,20.0,420.56871704795384,270.0,hold,-5.875072357224305e-21,-1.5760361430732144
tip,20.0,420.94574160900316,270.0,hold,-5.875625802070336e-21,-1.5761846091732907
tip,20.0,421.5727103560864,270.0,hold,-5.8764998714685075e-21,-1.5764190854281028
tip,20.0,422.61532097202365,270.0,hold,-5.8778368919852e-21,-1.5767777521015007
tip,20.0,424.34911855208196,270.0,hold,-5.879783297841925e-21,-1.5772998913693714
tip,20.0,427.232317708762,270.0,hold,-5.882416509984178e-21,-1.5780062720326609
tip,20.0,432.02690127070315,270.0,hold,-5.8856341003666315e-21,-1.5788694169316537
tip,20.0,440.0,270.0,hold,-5.889079539789145e-21,-1.579793684196545
tip,20.0,443.0,269.75,ramp,-5.89063648574085e-21,-1.5816758623514358
tip,20.0,446.0,269.5,ramp,-5.893103500678201e-21,-1.5838061188639645
tip,20.0,449.0,269.25,ramp,-5.896158319869155e-21,-1.5860984538055996
tip,20.0,452.0,269.0,ramp,-5.899607579901293e-21,-1.5885012549230741
tip,20.0,455.0,268.75,ramp,-5.903330986084317e-21,-1.590982410367761
tip,20.0,458.0,268.5,ramp,-5.9072510701634055e-21,-1.5935212414167155
tip,20.0,461.0,268.25,ramp,-5.911316269681465e-21,-1.5961039870378353
tip,20.0,464.0,268.0,ramp,-5.915491171395231e-21,-1.5987211993399293
tip,20.0,467.0,267.75,ramp,-5.9197507242198444e-21,-1.601366198238293
tip,20.0,470.0,267.5,ramp,-5.924076713348931e-21,-1.604034129702616
tip,20.0,473.0,267.25,ramp,-5.92845555612439e-21,-1.606721376937774
tip,20.0,476.0,267.0,ramp,-5.93287688957193e-21,-1.6094251830136375
tip,20.0,479.0,266.75,ramp,-5.937332643230708e-21,-1.6121434031430697
tip,20.0,482.0,266.5,ramp,-5.9418164161729455e-21,-1.6148743382387478
tip,20.0,485.0,266.25,ramp,-5.9463230488532335e-21,-1.6176166205330544
tip,20.0,488.0,266.0,ramp,-5.950848322393295e-21,-1.620369133252641
tip,20.0,491.0,265.75,ramp,-5.9553887429490235e-21,-1.623130953028629
tip,20.0,494.0,265.5,ramp,-5.959941384032092e-21,-1.625901307791736
tip,20.0,497.0,265.25,ramp,-5.964503769085735e-21,-1.628679545421186
tip,20.0,500.0,265.0,ramp,-5.9690737825530354e-21,-1.6314651100037176
tip,20.0,503.0,264.75,ramp,-5.973649601481524e-21,-1.6342575235763663
tip,20.0,506.0,264.5,ramp,-5.978229642186998e-21,-1.6370563718894633
tip,20.0,509.0,264.25,ramp,-5.982812518140549e-21,-1.6398612931650538
tip,20.0,512.0,264.0,ramp,-5.987397006347886e-21,-1.6426719691213416
tip,20.0,515.0,263.75,ramp,-5.9919820202441224e-21,-1.6454881177353362
tip,20.0,518.0,263.5,ramp,-5.996566587651993e-21,-1.64830948735611
tip,20.0,521.0,263.25,ramp,-6.0011498327204854e-21,-1.6511358518796722
tip,20.0,524.0,263.0,ramp,-6.0057309610256414e-21,-1.6539670067671794
tip,20.0,527.0,262.75,ramp,-6.010309247206715e-21,-1.6568027657393083
tip,20.0,530.0,262.5,ramp,-6.0148840246527505e-21,-1.6596429580175012
tip,20.0,533.0,262.25,ramp,-6.019454676859354e-21,-1.6624874260107114
tip,20.0,536.0,262.0,ramp,-6.024020630155463e-21,-1.6653360233676426
tip,20.0,539.0,261.75,ramp,-6.02858134756057e-21,-1.6681886133306367
tip,20.0,542.0,261.5,ramp,-6.03313632357969e-21,-1.6710450673398536
tip,20.0,545.0,261.25,ramp,-6.03768507978019e-21,-1.6739052638462026
tip,20.0,548.0,261.0,ramp,-6.042227161023326e-21,-1.6767690872991396
tip,20.0,551.0,260.75,ramp,-6.0467621322462054e-21,-1.679636427281532
tip,20.0,554.0,260.5,ramp,-6.051289575708356e-21,-1.682507177768727
tip,20.0,557.0,260.25,ramp,-6.0558090886316544e-21,-1.6853812364928205
tip,20.0,560.0,260.0,ramp,-6.0603202811745275e-21,-1.6882585043963791
tip,20.0,560.0001,260.0,hold,-6.060320431712275e-21,-1.688258546332551
tip,20.0,560.0001662938736,260.0,hold,-6.0603205315092075e-21,-1.6882585741335603
tip,20.0,560.0002765365241,260.0,hold,-6.0603206974647326e-21,-1.6882586203647516
tip,20.0,560.0004598632978,260.0,hold,-6.060320973436773e-21,-1.6882586972438804
tip,20.0,560.0007647244913,260.0,hold,-6.060321432356319e-21,-1.6882588250877553
tip,20.0,560.0012716899791,260.0,hold,-6.0603221954974255e-21,-1.688259037680391
tip,20.0,560.0021147425268,260.0,hold,-6.060323464515671e-21,-1.68825939119815
tip,20.0,560.0035166872651,260.0,hold,-6.060325574708374e-21,-1.6882599790467474
tip,20.0,560.0058480354764,260.0,hold,-6.0603290835339746e-21,-1.688260956520608
tip,20.0,560.0097249247247,260.0,hold,-6.060334917678714e-21,-1.6882625817720822
tip,20.0,560.0161719540316,260.0,hold,-6.060344617244527e-21,-1.6882652838362824
tip,20.0,560.0268929688,260.0,hold,-6.060360740782682e-21,-1.6882697754636466
tip,20.0,560.04472135955,260.0,hold,-6.060387535979965e-21,-1.6882772399568733
tip,20.0,560.0743688811331,260.0,hold,-6.060432047081214e-21,-1.6882896396720264
tip,20.0,560.1236708932071,260.0,hold,-6.0605059347509595e-21,-1.688310222987929
tip,20.0,560.2056571188596,260.0,hold,-6.060628442790652e-21,-1.6883443507617548
tip,20.0,560.3419951893353,260.0,hold,-6.0608311688256336e-21,-1.6884008253269165
tip,20.0,560.5687170479539,260.0,hold,-6.061165556751642e-21,-1.6884939777072627
tip,20.0,560.9457416090032,260.0,hold,-6.0617141784477405e-21,-1.6886468104291588
tip,20.0,561.5727103560864,260.0,hold,-6.062606421406634e-21,-1.6888953677154823
tip,20.0,562.6153209720237,260.0,hold,-6.064036870986121e-21,-1.6892938563358249
tip,20.0,564.349118552082,260.0,hold,-6.0662778511940446e-21,-1.6899181391655564
tip,20.0,567.232317708762,260.0,hold,-6.069663057701483e-21,-1.6908611757395595
tip,20.0,572.0269012707031,260.0,hold,-6.074500482708208e-21,-1.6922087652279156
tip,20.0,580.0,260.0,hold,-6.0808805934784155e-21,-1.6939861096201343
tip,20.0,583.0,259.75,ramp,-6.0831673498364556e-21,-1.6962541581906503
tip,20.0,586.0,259.5,ramp,-6.085810240653468e-21,-1.6986259783917872
tip,20.0,589.0,259.25,ramp,-6.088734135907935e-21,-1.7010808804778002
tip,20.0,592.0,259.0,ramp,-6.091881437856976e-21,-1.7036029977455196
tip,20.0,595.0,258.75,ramp,-6.095207560026043e-21,-1.7061800443057875
tip,20.0,598.0,258.5,ramp,-6.0986776630345896e-21,-1.708802417802351
tip,20.0,601.0,258.25,ramp,-6.1022642751988194e-21,-1.7114625450667478
tip,20.0,604.0,258.0,ramp,-6.10594554215656e-21,-1.7141544005575717
tip,20.0,607.0,257.75,ramp,-6.109703927914823e-21,-1.71687314885045
tip,20.0,610.0,257.5,ramp,-6.1135252427908464e-21,-1.7196148769941706
tip,20.0,613.0,257.25,ramp,-6.117397910115367e-21,-1.7223763925306053
