geometry,exposure_s,time_s,temperature_K,stage,Udd_J,Udd_kBT
face,150.0,0.06771868150607578,300.0,hold,-9.882932989671895e-21,-2.38605974187306
face,150.0,0.12247448713915891,300.0,hold,-1.440005528172731e-20,-3.476639194496528
face,150.0,0.22150460798109567,300.0,hold,-1.915896261157891e-20,-4.625593377119241
face,150.0,0.40060826138517086,300.0,hold,-2.3021573152176905e-20,-5.558152519135785
face,150.0,0.7245311081914196,300.0,hold,-2.4982516913694152e-20,-6.031587780745179
face,150.0,1.3103706971044475,300.0,hold,-2.538961903053174e-20,-6.129875401720915
face,150.0,2.3699070259607784,300.0,hold,-2.540647066670744e-20,-6.133943931853169
face,150.0,4.2861606445482,300.0,hold,-2.5406510435777082e-20,-6.133953533393131
face,150.0,7.751853920693783,300.0,hold,-2.5406510436331082e-20,-6.133953533526885
face,150.0,14.01982897776099,300.0,hold,-2.540651043633108e-20,-6.133953533526884
face,150.0,25.355947954715283,300.0,hold,-2.5406510436331082e-20,-6.133953533526885
face,150.0,45.858198249213295,300.0,hold,-2.5406510436331082e-20,-6.133953533526885
face,150.0,82.93810787196668,300.0,hold,-2.5406510436331082e-20,-6.133953533526885
face,150.0,150.0,300.0,hold,-2.5406510436331082e-20,-6.133953533526885
face,150.0,153.0,299.75,ramp,-2.5407958425268705e-20,-6.1394193076560235
face,150.0,156.0,299.5,ramp,-2.5410852183158955e-20,-6.145243844743537
face,150.0,159.0,299.25,ramp,-2.5413742976389315e-20,-6.15107739616389
face,150.0,162.0,299.0,ramp,-2.541663079931509e-20,-6.156919983160914
face,150.0,165.0,298.75,ramp,-2.5419515646308165e-20,-6.162771627053572
face,150.0,168.0,298.5,ramp,-2.5422397511738044e-20,-6.168632349231667
face,150.0,171.0,298.25,ramp,-2.5425276389971923e-20,-6.1745021711561625
face,150.0,174.0,298.0,ramp,-2.5428152275374573e-20,-6.180381114359444
face,150.0,177.0,297.75,ramp,-2.5431025162308352e-20,-6.186269200445633
face,150.0,180.0,297.5,ramp,-2.543389504513314e-20,-6.192166451090863
face,150.0,183.0,297.25,ramp,-2.543676191820627e-20,-6.198072888043567
face,150.0,186.0,297.0,ramp,-2.5439625775882412e-20,-6.203988533124764
face,150.0,189.0,296.75,ramp,-2.544248661251351e-20,-6.209913408228331
face,150.0,192.0,296.5,ramp,-2.5445344422448588e-20,-6.215847535321279
face,150.0,195.0,296.25,ramp,-2.544819920003363e-20,-6.221790936444026
face,150.0,198.0,296.0,ramp,-2.545105093961136e-20,-6.227743633710649
face,150.0,201.0,295.75,ramp,-2.5453899635521018e-20,-6.2337056493091465
face,150.0,204.0,295.5,ramp,-2.5456745282098098e-20,-6.2396770055016875
face,150.0,207.0,295.25,ramp,-2.5459587873674025e-20,-6.2456577246248415
face,150.0,210.0,295.0,ramp,-2.5462427404575785e-20,-6.251647829089806
face,150.0,213.0,294.75,ramp,-2.5465263869125512e-20,-6.25764734138262
face,150.0,216.0,294.5,ramp,-2.546809726164e-20,-6.263656284064364
face,150.0,219.0,294.25,ramp,-2.5470927576430216e-20,-6.269674679771357
face,150.0,222.0,294.0,ramp,-2.5473754807800603e-20,-6.2757025512153035
face,150.0,225.0,293.75,ramp,-2.547657895004847e-20,-6.281739921183466
face,150.0,228.0,293.5,ramp,-2.547939999746314e-20,-6.287786812538778
face,150.0,231.0,293.25,ramp,-2.548221794432516e-20,-6.293843248219966
face,150.0,234.0,293.0,ramp,-2.5485032784905305e-20,-6.299909251241633
face,150.0,237.0,292.75,ramp,-2.548784451346351e-20,-6.305984844694313
face,150.0,240.0,292.5,ramp,-2.5490653124247698e-20,-6.31207005174451
face,150.0,243.0,292.25,ramp,-2.5493458611492512e-20,-6.3181648956347045
face,150.0,246.0,292.0,ramp,-2.549626096941788e-20,-6.324269399683326
face,150.0,249.0,291.75,ramp,-2.549906019222747e-20,-6.330383587284689
face,150.0,252.0,291.5,ramp,-2.5501856274107002e-20,-6.336507481908908
face,150.0,255.0,291.25,ramp,-2.550464920922245e-20,-6.3426411071017705
face,150.0,258.0,291.0,ramp,-2.5507438991718033e-20,-6.348784486484561
face,150.0,261.0,290.75,ramp,-2.5510225615714134e-20,-6.35493764375387
face,150.0,264.0,290.5,ramp,-2.5513009075304986e-20,-6.361100602681339
face,150.0,267.0,290.25,ramp,-2.551578936455623e-20,-6.367273387113375
face,150.0,270.0,290.0,ramp,-2.5518566477502316e-20,-6.373456020970827
face,150.0,270.0001,290.0,hold,-2.5518567059121116e-20,-6.373456166234544
face,150.0,270.0001808577551,290.0,hold,-2.5518567529170337e-20,-6.373456283632912
face,150.0,270.00032709527574,290.0,hold,-2.551856837875834e-20,-6.373456495823976
face,150.0,270.0005915771726,290.0,hold,-2.5518569913564727e-20,-6.373456879153541
face,150.0,270.00106991319393,290.0,hold,-2.5518572683705052e-20,-6.373457571017152
face,150.0,270.0019350209838,290.0,hold,-2.551857767523186e-20,-6.3734588176889275
face,150.0,270.00349963551156,290.0,hold,-2.5518586642790984e-20,-6.373461057405008
face,150.0,270.0063293622221,290.0,hold,-2.5518602667757075e-20,-6.373465059762143
face,150.0,270.01144714242554,290.0,hold,-2.5518631032633953e-20,-6.37347214410583
face,150.0,270.0207030448112,290.0,hold,-2.5518680400803315e-20,-6.373484474181524
face,150.0,270.037443062078,290.0,hold,-2.5518763845013732e-20,-6.373505315007585
face,150.0,270.06771868150605,290.0,hold,-2.551889807681309e-20,-6.373538840420174
face,150.0,270.1224744871392,290.0,hold,-2.5519097332232284e-20,-6.373588605976256
face,150.0,270.2215046079811,290.0,hold,-2.5519358109677973e-20,-6.373653737126269
face,150.0,270.4006082613852,290.0,hold,-2.5519637456373524e-20,-6.373723506087636
face,150.0,270.7245311081914,290.0,hold,-2.5519849927181686e-20,-6.3737765722876025
face,150.0,271.3103706971045,290.0,hold,-2.551993922087702e-20,-6.373798874067001
face,150.0,272.3699070259608,290.0,hold,-2.5519953485757952e-20,-6.373802436829484
face,150.0,274.2861606445482,290.0,hold,-2.5519953976104663e-20,-6.373802559297304
face,150.0,277.7518539206938,290.0,hold,-2.551995397737302e-20,-6.373802559614086
face,150.0,284.019828977761,290.0,hold,-2.551995397737305e-20,-6.373802559614093
face,150.0,295.3559479547153,290.0,hold,-2.551995397737305e-20,-6.373802559614093
face,150.0,315.8581982492133,290.0,hold,-2.5519953977373044e-20,-6.3738025596140915
face,150.0,352.9381078719667,290.0,hold,-2.551995397737305e-20,-6.373802559614093
face,150.0,420.0,290.0,hold,-2.5519953977373053e-20,-6.373802559614094
face,150.0,423.0,289.75,ramp,-2.5521340481806803e-20,-6.37964854666239
face,150.0,426.0,289.5,ramp,-2.5524111150452985e-20,-6.385850933017504
face,150.0,429.0,289.25,ramp,-2.552687869832708e-20,-6.392063259412637
face,150.0,432.0,289.0,ramp,-2.5529643045672837e-20,-6.398285531655084
face,150.0,435.0,288.75,ramp,-2.5532404186315028e-20,-6.4045177740292285
face,150.0,438.0,288.5,ramp,-2.5535162114036936e-20,-6.41076001089321
face,150.0,441.0,288.25,ramp,-2.5537916822567758e-20,-6.4170122666760845
face,150.0,444.0,288.0,ramp,-2.5540668305578746e-20,-6.423274565877156
face,150.0,447.0,287.75,ramp,-2.5543416556679135e-20,-6.429546933065263
face,150.0,450.0,287.5,ramp,-2.5546161569411975e-20,-6.435829392878018
face,150.0,453.0,287.25,ramp,-2.554890333724982e-20,-6.44212197002104
face,150.0,456.0,287.0,ramp,-2.555164185359035e-20,-6.448424689267125
face,150.0,459.0,286.75,ramp,-2.555437711175182e-20,-6.4547375754554075
face,150.0,462.0,286.5,ramp,-2.5557109104968494e-20,-6.4610606534904775
face,150.0,465.0,286.25,ramp,-2.5559837826386037e-20,-6.467393948341517
face,150.0,468.0,286.0,ramp,-2.5562563269056706e-20,-6.4737374850413545
face,150.0,471.0,285.75,ramp,-2.5565285425934733e-20,-6.480091288685577
face,150.0,474.0,285.5,ramp,-2.556800428987151e-20,-6.486455384431578
face,150.0,477.0,285.25,ramp,-2.5570719853610883e-20,-6.4928297974976426
face,150.0,480.0,285.0,ramp,-2.5573432109784464e-20,-6.499214553162015
face,150.0,483.0,284.75,ramp,-2.5576141050906997e-20,-6.505609676761988
face,150.0,486.0,284.5,ramp,-2.5578846669371794e-20,-6.512015193692998
face,150.0,489.0,284.25,ramp,-2.5581548957446275e-20,-6.518431129407744
face,150.0,492.0,284.0,ramp,-2.55842479072677e-20,-6.524857509415351
face,150.0,495.0,283.75,ramp,-2.5586943510838923e-20,-6.531294359280539
face,150.0,498.0,283.5,ramp,-2.558963576002448e-20,-6.537741704622861
face,150.0,501.0,283.25,ramp,-2.5592324646546767e-20,-6.544199571115976
face,150.0,504.0,283.0,ramp,-2.5595010161982523e-20,-6.550667984486981
face,150.0,507.0,282.75,ramp,-2.5597692297759483e-20,-6.557146970515794
face,150.0,510.0,282.5,ramp,-2.5600371045153414e-20,-6.563636555034628
face,150.0,513.0,282.25,ramp,-2.5603046395285337e-20,-6.570136763927505
face,150.0,516.0,282.0,ramp,-2.560571833911913e-20,-6.576647623129876
face,150.0,519.0,281.75,ramp,-2.5608386867459455e-20,-6.583169158628314
face,150.0,522.0,281.5,ramp,-2.5611051970950054e-20,-6.589701396460296
face,150.0,525.0,281.25,ramp,-2.5613713640072347e-20,-6.596244362714081
face,150.0,528.0,281.0,ramp,-2.5616371865144477e-20,-6.602798083528683
face,150.0,531.0,280.75,ramp,-2.5619026636320728e-20,-6.609362585093941
face,150.0,534.0,280.5,ramp,-2.5621677943591327e-20,-6.615937893650706
face,150.0,537.0,280.25,ramp,-2.562432577678264e-20,-6.622524035491111
face,150.0,540.0,280.0,ramp,-2.562697012555782e-20,-6.629121036958969
face,150.0,540.0001,280.0,hold,-2.5626970405644347e-20,-6.629121109411057
face,150.0,540.000180857755,280.0,hold,-2.5626970632059034e-20,-6.629121167979446
face,150.0,540.0003270952757,280.0,hold,-2.5626971041418155e-20,-6.629121273871447
face,150.0,540.0005915771726,280.0,hold,-2.562697178135296e-20,-6.629121465275947
face,150.0,540.001069913194,280.0,hold,-2.5626973118200754e-20,-6.6291218110884165
face,150.0,540.0019350209839,280.0,hold,-2.562697553148431e-20,-6.6291224353506175
face,150.0,540.0034996355116,280.0,hold,-2.5626979881403886e-20,-6.629123560577019
face,150.0,540.0063293622221,280.0,hold,-2.562698770086391e-20,-6.629125583295534
face,150.0,540.0114471424255,280.0,hold,-2.562700168893648e-20,-6.6291292016954335
face,150.0,540.0207030448112,280.0,hold,-2.562702649527663e-20,-6.629135618537945
face,150.0,540.037443062078,280.0,hold,-2.562706981533704e-20,-6.62914682446367
face,150.0,540.0677186815061,280.0,hold,-2.562714347033472e-20,-6.62916587735569
face,150.0,540.1224744871391,280.0,hold,-2.5627263163281458e-20,-6.629196839230126
face,150.0,540.221504607981,280.0,hold,-2.5627443865523305e-20,-6.6292435828376215
face,150.0,540.4006082613852,280.0,hold,-2.562768688277136e-20,-6.629306445936284
face,150.0,540.7245311081914,280.0,hold,-2.5627958713345932e-20,-6.629376762394747
face,150.0,541.3103706971044,280.0,hold,-2.5628180450049954e-20,-6.629434120695089
face,150.0,542.3699070259607,280.0,hold,-2.562828476283575e-20,-6.6294611040676585
face,150.0,544.2861606445482,280.0,hold,-2.5628304683794633e-20,-6.629466257171868
face,150.0,547.7518539206937,280.0,hold,-2.562830560363028e-20,-6.62946649511267
face,150.0,554.019828977761,280.0,hold,-2.5628305607730472e-20,-6.629466496173298
face,150.0,565.3559479547152,280.0,hold,-2.562830560773074e-20,-6.629466496173367
face,150.0,585.8581982492133,280.0,hold,-2.562830560773074e-20,-6.629466496173367
face,150.0,622.9381078719666,280.0,hold,-2.562830560773074e-20,-6.629466496173367
face,150.0,690.0,280.0,hold,-2.562830560773074e-20,-6.629466496173367
face,150.0,693.0,279.75,ramp,-2.5629618674370632e-20,-6.635730916740397
face,150.0,696.0,279.5,ramp,-2.56322484009754e-20,-6.642347743401653
face,150.0,699.0,279.25,ramp,-2.5634882160458775e-20,-6.64897746357603
face,150.0,702.0,279.0,ramp,-2.5637512464127015e-20,-6.655618167823581
face,150.0,705.0,278.75,ramp,-2.5640139230138306e-20,-6.662269864432296
face,150.0,708.0,278.5,ramp,-2.5642762446380706e-20,-6.668932579854619
face,150.0,711.0,278.25,ramp,-2.5645382101414354e-20,-6.675606340813012
face,150.0,714.0,278.0,ramp,-2.564799818366592e-20,-6.682291174091283
face,150.0,717.0,277.75,ramp,-2.565061068142179e-20,-6.688987106533093
face,150.0,720.0,277.5,ramp,-2.5653219582832163e-20,-6.695694165043289
face,150.0,723.0,277.25,ramp,-2.5655824875915446e-20,-6.702412376589328
face,150.0,726.0,277.0,ramp,-2.565842654856291e-20,-6.709141768202783
face,150.0,729.0,276.75,ramp,-2.566102458854353e-20,-6.7158823669808925
face,150.0,732.0,276.5,ramp,-2.566361898350902e-20,-6.722634200088182
face,150.0,735.0,276.25,ramp,-2.5666209720998903e-20,-6.72939729475809
face,150.0,738.0,276.0,ramp,-2.5668796788445728e-20,-6.736171678294658
face,150.0,741.0,275.75,ramp,-2.5671380173180387e-20,-6.7429573780742444
face,150.0,744.0,275.5,ramp,-2.5673959862437298e-20,-6.749754421547212
face,150.0,747.0,275.25,ramp,-2.5676535843359754e-20,-6.756562836239669
face,150.0,750.0,275.0,ramp,-2.567910810300506e-20,-6.76338264975518
face,150.0,753.0,274.75,ramp,-2.5681676628349715e-20,-6.770213889776469
face,150.0,756.0,274.5,ramp,-2.5684241406294344e-20,-6.77705658406709
face,150.0,759.0,274.25,ramp,-2.568680242366858e-20,-6.783910760473082
face,150.0,762.0,274.0,ramp,-2.5689359667235728e-20,-6.790776446924578
face,150.0,765.0,273.75,ramp,-2.5691913123697153e-20,-6.797653671437353
face,150.0,768.0,273.5,ramp,-2.569446277969653e-20,-6.804542462114337
face,150.0,771.0,273.25,ramp,-2.5697008621823727e-20,-6.811442847147041
face,150.0,774.0,273.0,ramp,-2.5699550636618452e-20,-6.818354854816938
face,150.0,777.0,272.75,ramp,-2.5702088810573586e-20,-6.825278513496756
face,150.0,780.0,272.5,ramp,-2.5704623130138087e-20,-6.832213851651667
face,150.0,783.0,272.25,ramp,-2.570715358171968e-20,-6.839160897840428
face,150.0,786.0,272.0,ramp,-2.5709680151687043e-20,-6.846119680716396
face,150.0,789.0,271.75,ramp,-2.5712202826371736e-20,-6.853090229028473
face,150.0,792.0,271.5,ramp,-2.5714721592069585e-20,-6.860072571621918
face,150.0,795.0,271.25,ramp,-2.571723643504185e-20,-6.867066737439105
face,150.0,798.0,271.0,ramp,-2.5719747341515775e-20,-6.874072755520106
face,150.0,801.0,270.75,ramp,-2.572225429768492e-20,-6.88109065500325
face,150.0,804.0,270.5,ramp,-2.5724757289708932e-20,-6.888120465125501
face,150.0,807.0,270.25,ramp,-2.5727256303713023e-20,-6.895162215222778
face,150.0,810.0,270.0,ramp,-2.5729751325786946e-20,-6.902215934730144
face,150.0,810.0001,270.0,hold,-2.5729751467579295e-20,-6.9022159727671
face,150.0,810.000180857755,270.0,hold,-2.5729751582216095e-20,-6.902216003519357
face,150.0,810.0003270952757,270.0,hold,-2.5729751789515415e-20,-6.902216059129093
face,150.0,810.0005915771726,270.0,hold,-2.5729752164333485e-20,-6.902216159677102
face,150.0,810.001069913194,270.0,hold,-2.5729752841897983e-20,-6.902216341439312
face,150.0,810.0019350209839,270.0,hold,-2.5729754066270312e-20,-6.9022166698871885
face,150.0,810.0034996355116,270.0,hold,-2.5729756277196387e-20,-6.902217262986166
face,150.0,810.0063293622221,270.0,hold,-2.5729760264593855e-20,-6.902218332638102
face,150.0,810.0114471424255,270.0,hold,-2.5729767439593483e-20,-6.902220257390353
face,150.0,810.0207030448112,270.0,hold,-2.5729780298016004e-20,-6.902223706767212
face,150.0,810.037443062078,270.0,hold,-2.5729803174777165e-20,-6.902229843645234
face,150.0,810.0677186815061,270.0,hold,-2.5729843354039733e-20,-6.902240622060573
face,150.0,810.1224744871391,270.0,hold,-2.572991235141335e-20,-6.902259131169565
face,150.0,810.221504607981,270.0,hold,-2.5730026377239665e-20,-6.902289719528753
face,150.0,810.4006082613852,270.0,hold,-2.5730203282778126e-20,-6.902337175884279
face,150.0,810.7245311081914,270.0,hold,-2.5730451438402226e-20,-6.902403745657195
face,150.0,811.3103706971044,270.0,hold,-2.5730747441486163e-20,-6.902483150901995
face,150.0,812.3699070259607,270.0,hold,-2.5731014885870542e-20,-6.9025548950423925
face,150.0,814.2861606445482,270.0,hold,-2.573116345714319e-20,-6.902594750499701
face,150.0,817.7518539206937,270.0,hold,-2.573120036978623e-20,-6.902604652617672
face,150.0,824.019828977761,270.0,hold,-2.5731202959921047e-20,-6.902605347442491
face,150.0,835.3559479547152,270.0,hold,-2.5731202983845144e-20,-6.902605353860325
face,150.0,855.8581982492133,270.0,hold,-2.5731202983851373e-20,-6.902605353861996
face,150.0,892.9381078719666,270.0,hold,-2.5731202983851373e-20,-6.902605353861996
face,150.0,960.0,270.0,hold,-2.5731202983851373e-20,-6.902605353861996
face,150.0,963.0,269.75,ramp,-2.5732357027677276e-20,-6.909312447068735
face,150.0,966.0,269.5,ramp,-2.573474044815172e-20,-6.916362386044633
face,150.0,969.0,269.25,ramp,-2.573721352505678e-20,-6.923449534893598
face,150.0,972.0,269.0,ramp,-2.5739691364132228e-20,-6.930551139121825
